city,years,companies,annual_consume,smartmeter_perc,c_per_conn
VEESSEN,2016,liander,35416,8.89333,156.306
VEESSEN,2017,liander,36583,12.1853,163.457
VEESSEN,2018,liander,35949,15.916,157.345
VEESSEN,2019,liander,38035,22.4662,158.562
VEGELINSOORD,2010,enexis,10994,2.42947,81.9817
VEGELINSOORD,2011,enexis,14057,2.45797,93.9334
VEGELINSOORD,2012,enexis,13771,3.17681,90.0524
VEGELINSOORD,2013,enexis,13646,5.63757,88.0141
VEGELINSOORD,2014,enexis,13438,8.15254,85.6318
VEGELINSOORD,2015,enexis,13372,11.9166,85.4113
VEGELINSOORD,2016,liander,14648,6.38,106.81
VEGELINSOORD,2017,liander,14960,11.0357,107.699
VEGELINSOORD,2018,liander,14146,15.8,100.979
VEGELINSOORD,2019,liander,14255,73.63,102.113
VEGHEL,2017,enexis,1.07996e+06,28.2251,105.168
VEGHEL,2018,enexis,1.22011e+06,40.8336,119.183
VEGHEL,2019,enexis,1.2277e+06,53.7983,118.943
VELDDRIEL,2010,liander,107259,0,212.834
VELDDRIEL,2011,liander,109042,0,215.338
VELDDRIEL,2012,liander,99077,0,194.56
VELDDRIEL,2013,liander,100245,1.899,195.618
VELDDRIEL,2014,liander,96416,4.422,187.294
VELDDRIEL,2015,liander,94231,7.36933,180.369
VELDDRIEL,2016,liander,93773,9.93333,179.795
VELDDRIEL,2017,liander,93841,18.441,179.913
VELDDRIEL,2018,liander,96654,68.1223,185.762
VELDDRIEL,2019,liander,94315,70.9303,175.082
VELDEN,2010,enexis,247101,1.7858,150.329
VELDEN,2011,enexis,241790,2.17002,145.125
VELDEN,2012,enexis,231402,2.91557,136.985
VELDEN,2013,enexis,232574,5.35245,129.264
VELDEN,2014,enexis,225060,7.78856,124.598
VELDEN,2015,enexis,218933,11.4781,119.766
VELDEN,2016,enexis,211746,17.4833,116.209
VELDEN,2017,enexis,209472,28.5257,113.195
VELDEN,2018,enexis,223905,41.6206,117.666
VELDEN,2019,enexis,220846,54.9241,115.597
VELDHOVEN,2017,enexis,1.61834e+06,28.2078,99.0351
VELDHOVEN,2018,enexis,1.80372e+06,40.9635,111.095
VELDHOVEN,2019,enexis,1.80862e+06,54.3834,111.099
VELP GLD,2010,liander,1.02466e+06,0.952673,153.907
VELP GLD,2011,liander,1.00532e+06,1.00469,150.363
VELP GLD,2012,liander,967175,1.06393,144.222
VELP GLD,2013,liander,947529,2.93702,140.595
VELP GLD,2014,liander,923221,6.4866,136.775
VELP GLD,2015,liander,896718,8.4472,133.092
VELP GLD,2016,liander,891233,10.3483,130.388
VELP GLD,2017,liander,871510,18.6598,126.36
VELP GLD,2018,liander,877388,21.1346,127.393
VELP GLD,2019,liander,853806,23.7062,123.207
VELP NB,2017,enexis,41599,26.8994,116.008
VELP NB,2018,enexis,59807.8,37.8476,168.049
VELP NB,2019,enexis,58459.1,48.7842,166.999
VELSEN-NOORD,2010,liander,223220,0,102.039
VELSEN-NOORD,2011,liander,221278,0,100.991
VELSEN-NOORD,2012,liander,218196,0,99.7423
VELSEN-NOORD,2013,liander,211012,0.860932,96.3624
VELSEN-NOORD,2014,liander,209546,2.86466,95.5903
VELSEN-NOORD,2015,liander,201452,8.5079,90.9845
VELSEN-NOORD,2016,liander,193527,16.4945,87.756
VELSEN-NOORD,2017,liander,194424,70.849,87.8601
VELSEN-NOORD,2018,liander,192599,72.3612,85.9037
VELSEN-NOORD,2019,liander,189423,74.3714,82.6576
VELSEN-ZUID,2010,liander,128542,0.197609,169.901
VELSEN-ZUID,2011,liander,128814,0.193404,166.56
VELSEN-ZUID,2012,liander,127581,0.193404,164.622
VELSEN-ZUID,2013,liander,123279,1.50957,158.171
VELSEN-ZUID,2014,liander,124241,2.69979,158.768
VELSEN-ZUID,2015,liander,117420,5.43957,149.476
VELSEN-ZUID,2016,liander,114209,12.8434,145.902
VELSEN-ZUID,2017,liander,112685,31.3806,144.218
VELSEN-ZUID,2018,liander,112903,77.2974,143.641
VELSEN-ZUID,2019,liander,111116,77.6517,141.139
VELSERBROEK,2010,liander,391272,0.0133681,72.3231
VELSERBROEK,2011,liander,389776,0.0832292,72.1455
VELSERBROEK,2012,liander,381844,0.0900347,70.6819
VELSERBROEK,2013,liander,367301,2.15937,67.9179
VELSERBROEK,2014,liander,368271,3.60062,67.6897
VELSERBROEK,2015,liander,362447,7.30701,67.3885
VELSERBROEK,2016,liander,361595,53.8542,67.8499
VELSERBROEK,2017,liander,350996,74.5074,65.417
VELSERBROEK,2018,liander,350766,83.8018,65.5312
VELSERBROEK,2019,liander,346984,84.2409,64.6359
VEN-ZELDERHEIDE,2010,enexis,33167,1.83521,127.654
VEN-ZELDERHEIDE,2011,enexis,31331,2.03123,126.023
VEN-ZELDERHEIDE,2012,enexis,31154,2.71379,115.142
VEN-ZELDERHEIDE,2013,enexis,35940,4.83939,129.854
VEN-ZELDERHEIDE,2014,enexis,34750,7.45684,118.493
VEN-ZELDERHEIDE,2015,enexis,32482,11.1771,110.549
VEN-ZELDERHEIDE,2016,enexis,31827,16.4542,108.543
VEN-ZELDERHEIDE,2017,enexis,31043,26.5054,106.108
VEN-ZELDERHEIDE,2018,enexis,38429.6,38.2145,134.325
VEN-ZELDERHEIDE,2019,enexis,41827.6,50.2684,152.943
VENHORST,2017,enexis,51613,27.7806,117.865
VENHORST,2018,enexis,67410.8,39.6091,162.12
VENHORST,2019,enexis,61027.1,52.3779,138.529
VENHUIZEN,2010,liander,189136,0,124.833
VENHUIZEN,2011,liander,193334,0,125.805
VENHUIZEN,2012,liander,189024,0.0717073,121.988
VENHUIZEN,2013,liander,187118,3.71835,118.357
VENHUIZEN,2014,liander,180764,7.28294,114.213
VENHUIZEN,2015,liander,173854,10.2004,109.419
VENHUIZEN,2016,liander,171523,14.6613,107.532
VENHUIZEN,2017,liander,170085,19.3585,105.907
VENHUIZEN,2018,liander,170540,22.1553,105.894
VENHUIZEN,2019,liander,172725,51.4733,106.974
VENLO,2010,enexis,2.52236e+06,2.19847,116.982
VENLO,2011,enexis,2.52480e+06,2.46753,116.113
VENLO,2012,enexis,2.41162e+06,3.19318,107.901
VENLO,2013,enexis,2.55268e+06,5.59494,102.549
VENLO,2014,enexis,2.50494e+06,7.90421,99.9381
VENLO,2015,enexis,2.40149e+06,11.5358,95.6886
VENLO,2016,enexis,2.32912e+06,17.4362,92.7139
VENLO,2017,enexis,2.32303e+06,28.4825,92.2964
VENLO,2018,enexis,2.5935e+06,41.302,105.202
VENLO,2019,enexis,2.56072e+06,54.8487,103.581
VENRAY,2010,enexis,1.03284e+06,2.20905,111.439
VENRAY,2011,enexis,1.02766e+06,2.60461,109.623
VENRAY,2012,enexis,999469,3.35796,104.383
VENRAY,2013,enexis,1.03069e+06,5.79086,100.728
VENRAY,2014,enexis,991434,8.08386,96.7529
VENRAY,2015,enexis,946615,11.728,92.316
VENRAY,2016,enexis,938765,17.8495,91.2612
VENRAY,2017,enexis,910197,29.2443,88.2635
VENRAY,2018,enexis,996050,42.606,99.2102
VENRAY,2019,enexis,982984,56.6673,97.5175
VESSEM,2017,enexis,87443,25.8204,111.935
VESSEM,2018,enexis,96473.1,37.0483,124.451
VESSEM,2019,enexis,94645.1,48.3386,121.097
VETHUIZEN,2010,liander,2457,0,79.2581
VETHUIZEN,2011,liander,2471,0,79.7097
VETHUIZEN,2012,liander,2537,0,81.8387
VETHUIZEN,2013,liander,2406,0,77.6129
VETHUIZEN,2014,liander,2447,3.23,78.9355
VETHUIZEN,2015,liander,2357,6.25,73.6562
VETHUIZEN,2016,liander,2236,6.25,69.875
VETHUIZEN,2017,liander,2220,9.38,69.375
VETHUIZEN,2018,liander,2194,28.13,68.5625
VETHUIZEN,2019,liander,2309,68.75,72.1562
VEULEN,2010,enexis,21585,1.21618,212.874
VEULEN,2011,enexis,15993,1.67328,189.365
VEULEN,2012,enexis,24947,1.72136,250.221
VEULEN,2013,enexis,29755,3.63833,277.344
VEULEN,2014,enexis,28691,6.48585,267.936
VEULEN,2015,enexis,28290,10.3702,262.304
VEULEN,2016,enexis,24080,15.9167,231.641
VEULEN,2017,enexis,23026,25.4579,212.782
VEULEN,2018,enexis,23486.5,36.946,218.111
VEULEN,2019,enexis,23334.5,47.8458,204.389
VIANEN,2015,stedin,7975,3.45,275
VIANEN,2016,stedin,8854,35,171.7
VIANEN,2017,stedin,8182,6.67,272.733
VIANEN NB,2017,enexis,48372,27.8417,104.56
VIANEN NB,2018,enexis,56152.8,40.3068,135.197
VIANEN NB,2019,enexis,55075.6,53.3577,129.168
VIANEN UT,2010,stedin,564030,0.939274,97.0837
VIANEN UT,2011,stedin,564063,1.17148,96.4233
VIANEN UT,2012,stedin,567897,2.53804,96.0498
VIANEN UT,2013,stedin,574906,3.58354,98.4188
VIANEN UT,2014,stedin,565167,7.27894,96.3998
VIANEN UT,2015,stedin,540456,11.5086,91.8636
VIANEN UT,2016,stedin,530528,17.1169,89.3024
VIANEN UT,2017,stedin,515208,23.821,85.1624
VIANEN UT,2018,stedin,530083,35.6994,86.438
VIANEN UT,2019,stedin,518840,49.0088,87.3408
VIANEN ZH,2010,stedin,3755,0,163.261
VIANEN ZH,2011,stedin,3755,0,163.261
VIANEN ZH,2012,stedin,3755,0,163.261
VIANEN ZH,2013,stedin,3649,0,152.042
VIANEN ZH,2014,stedin,3567,0,148.625
VIERAKKER,2010,liander,25271,0,214.23
VIERAKKER,2011,liander,24745,0,207.17
VIERAKKER,2012,liander,24987,0,208.77
VIERAKKER,2013,liander,23494,0,197.345
VIERAKKER,2014,liander,25167,5.30429,207.066
VIERAKKER,2015,liander,24011,8.60857,197.686
VIERAKKER,2016,liander,23758,10.3914,195.354
VIERAKKER,2017,liander,24644,50.7171,201.639
VIERAKKER,2018,liander,24891,52.9829,203.061
VIERAKKER,2019,liander,24456,52.9829,198.801
VIERHOUTEN,2010,liander,63797,0,275.435
VIERHOUTEN,2011,liander,66881,0,283.255
VIERHOUTEN,2012,liander,65005,0,276.102
VIERHOUTEN,2013,liander,63389,3.68625,268.792
VIERHOUTEN,2014,liander,63644,7.53375,266.8
VIERHOUTEN,2015,liander,64529,11.4311,267.202
VIERHOUTEN,2016,liander,65326,12.635,271.202
VIERHOUTEN,2017,liander,65076,16.6556,269.972
VIERHOUTEN,2018,liander,64706,20.1572,268.832
VIERHOUTEN,2019,liander,64104,22.5344,266.028
VIERHUIZEN,2010,enexis,8153,1.65152,128.518
VIERHUIZEN,2011,enexis,8485,1.90949,143.033
VIERHUIZEN,2012,enexis,8010,2.73277,125.493
VIERHUIZEN,2013,enexis,7815,5.17151,119.211
VIERHUIZEN,2014,enexis,7425,7.73061,113.939
VIERHUIZEN,2015,enexis,7084,11.5364,105.496
VIERHUIZEN,2016,enexis,6600,17.4112,99.1378
VIERHUIZEN,2017,enexis,7258,28.1737,113.965
VIERHUIZEN,2018,enexis,11661.8,40.2972,144.534
VIERHUIZEN,2019,enexis,12288.1,52.2009,151.31
VIERLINGSBEEK,2017,enexis,121983,28.2365,124.559
VIERLINGSBEEK,2018,enexis,129796,41.1815,133.055
VIERLINGSBEEK,2019,enexis,126244,54.6469,129.165
VIERPOLDERS,2010,stedin,48499,0.14875,84.8626
VIERPOLDERS,2011,stedin,48501,0.380417,84.6004
VIERPOLDERS,2012,stedin,48243,0.487083,82.8439
VIERPOLDERS,2013,stedin,48122,0.922083,82.6275
VIERPOLDERS,2014,stedin,52151,2.8872,88.3893
VIERPOLDERS,2015,stedin,48596,9.9364,81.4742
VIERPOLDERS,2016,stedin,49296,12.0196,76.7709
VIERPOLDERS,2017,stedin,49010,23.6126,76.4677
VIERPOLDERS,2018,stedin,51649,26.6979,78.5317
VIERPOLDERS,2019,stedin,52322,69.7646,80.5268
VIJFHUIZEN,2011,liander,186519,0,126.878
VIJFHUIZEN,2012,liander,186661,0,124.608
VIJFHUIZEN,2013,liander,175261,2.93477,114.66
VIJFHUIZEN,2014,liander,171920,5.1043,112.132
VIJFHUIZEN,2015,liander,167001,7.62477,108.373
VIJFHUIZEN,2016,liander,168182,14.9499,109.459
VIJFHUIZEN,2017,liander,166019,17.6389,106.194
VIJFHUIZEN,2018,liander,165467,22.2456,105.321
VIJFHUIZEN,2019,liander,166365,74.4782,103.631
VIJLEN,2010,enexis,75534,1.67974,159.209
VIJLEN,2011,enexis,74088,2.12551,156.428
VIJLEN,2012,enexis,68669,2.9349,143.598
VIJLEN,2013,enexis,69761,5.28556,139.045
VIJLEN,2014,enexis,71049,7.66238,133.529
VIJLEN,2015,enexis,70168,11.3762,130.819
VIJLEN,2016,enexis,65557,17.5941,122.851
VIJLEN,2017,enexis,65701,28.7223,121.738
VIJLEN,2018,enexis,63507.4,41.871,122.21
VIJLEN,2019,enexis,62809.3,55.2613,120.729
VILSTEREN,2010,enexis,15001,2.68269,117.661
VILSTEREN,2011,enexis,15494,2.75759,120.073
VILSTEREN,2012,enexis,14212,3.50049,114.185
VILSTEREN,2013,enexis,14815,6.08909,118.169
VILSTEREN,2014,enexis,14534,9.07465,117.852
VILSTEREN,2015,enexis,13366,12.963,102.616
VILSTEREN,2016,enexis,12999,18.0164,89.9392
VILSTEREN,2017,enexis,13013,28.6957,86.7686
VILSTEREN,2018,enexis,14433.9,39.6017,110.158
VILSTEREN,2019,enexis,14121.2,50.9437,103.88
VINKEGA,2010,enexis,14677,1.40904,170.594
VINKEGA,2011,enexis,16154,1.30016,186.938
VINKEGA,2012,enexis,15620,1.84263,178.439
VINKEGA,2013,enexis,15321,4.13879,166.943
VINKEGA,2014,enexis,14895,6.96269,162.043
VINKEGA,2015,enexis,14217,10.7968,155.24
VINKEGA,2016,liander,13294,11.946,140.135
VINKEGA,2017,liander,13536,18.482,143.248
VINKEGA,2018,liander,13301,18.264,141.055
VINKEGA,2019,liander,13420,18,142.593
VINKEL,2010,enexis,116597,1.43782,172.386
VINKEL,2011,enexis,114109,1.65219,161.645
VINKEL,2012,enexis,103603,2.36494,147.593
VINKEL,2013,enexis,101139,4.74258,143.127
VINKEL,2014,enexis,98179,7.47721,140.795
VINKEL,2015,enexis,94250,11.2604,133.919
VINKEL,2016,enexis,91683,16.5725,128.738
VINKEL,2017,enexis,90973,26.5526,128.302
VINKEL,2018,enexis,109231,37.9993,156.313
VINKEL,2019,enexis,108881,49.2279,152.316
VINKENBUURT,2010,enexis,24150,1.07069,179.826
VINKENBUURT,2011,enexis,21138,1.40079,151.047
VINKENBUURT,2012,enexis,24285,1.70634,173.012
VINKENBUURT,2013,enexis,23943,4.08615,168.739
VINKENBUURT,2014,enexis,23395,7.10468,168.235
VINKENBUURT,2015,enexis,23418,11.0531,165.954
VINKENBUURT,2016,enexis,22865,16.075,164.062
VINKENBUURT,2017,enexis,19482,25.5209,146.984
VINKENBUURT,2018,enexis,33271.7,36.5329,223.266
VINKENBUURT,2019,enexis,32893.8,45.8545,221.7
VINKEVEEN,2010,stedin,335495,2.16268,95.411
VINKEVEEN,2011,stedin,339188,2.35635,96.0408
VINKEVEEN,2012,stedin,338909,2.41141,95.7229
VINKEVEEN,2013,stedin,337089,2.83718,94.5331
VINKEVEEN,2014,stedin,331437,5.55865,92.7284
VINKEVEEN,2015,stedin,321484,8.07235,89.3273
VINKEVEEN,2016,stedin,318941,9.97193,88.3273
VINKEVEEN,2017,stedin,318311,12.4433,86.8414
VINKEVEEN,2018,stedin,326519,18.5039,87.7456
VINKEVEEN,2019,stedin,327935,22.8131,92.0287
VISVLIET,2010,enexis,19684,1.92395,115.041
VISVLIET,2011,enexis,19865,2.25941,116.327
VISVLIET,2012,enexis,19421,2.96897,119.699
VISVLIET,2013,enexis,19120,5.40936,108.259
VISVLIET,2014,enexis,18766,7.90544,105.703
VISVLIET,2015,enexis,18519,11.6681,106.413
VISVLIET,2016,enexis,17473,17.8769,99.5759
VISVLIET,2017,enexis,17857,28.9563,102.108
VISVLIET,2018,enexis,22029.8,41.7209,134.409
VISVLIET,2019,enexis,21435.2,54.8947,129.285
VLAARDINGEN,2010,stedin,1.82651e+06,4.90839,68.5779
VLAARDINGEN,2011,stedin,1.82528e+06,4.91529,68.3015
VLAARDINGEN,2012,stedin,1.82948e+06,5.10278,67.961
VLAARDINGEN,2013,stedin,1.82766e+06,5.47098,67.5937
VLAARDINGEN,2014,stedin,1.8163e+06,6.54191,66.7585
VLAARDINGEN,2015,stedin,1.76244e+06,8.60046,64.4983
VLAARDINGEN,2016,stedin,1.71583e+06,10.9027,62.5551
VLAARDINGEN,2017,stedin,1.68567e+06,16.959,61.0424
VLAARDINGEN,2018,stedin,1.71432e+06,23.3431,61.2063
VLAARDINGEN,2019,stedin,1.65413e+06,30.1411,63.0683
VLAGTWEDDE,2010,enexis,183317,1.55865,161.227
VLAGTWEDDE,2011,enexis,182201,1.97559,158.78
VLAGTWEDDE,2012,enexis,181657,2.67398,156.726
VLAGTWEDDE,2013,enexis,194943,5.03423,153.265
VLAGTWEDDE,2014,enexis,186651,7.63871,146.316
VLAGTWEDDE,2015,enexis,183490,11.4461,142.219
VLAGTWEDDE,2016,enexis,174929,17.5149,135.56
VLAGTWEDDE,2017,enexis,175769,28.4544,135.977
VLAGTWEDDE,2018,enexis,209097,41.0565,159.328
VLAGTWEDDE,2019,enexis,208078,53.5109,159.152
VLEDDERVEEN GN,2010,enexis,16730,1.63474,138.093
VLEDDERVEEN GN,2011,enexis,17805,1.84909,146.987
VLEDDERVEEN GN,2012,enexis,17859,2.51268,144.219
VLEDDERVEEN GN,2013,enexis,17521,4.92985,140.053
VLEDDERVEEN GN,2014,enexis,16768,7.62366,139.456
VLEDDERVEEN GN,2015,enexis,16016,11.5092,129.828
VLEDDERVEEN GN,2016,enexis,15821,17.3326,126.529
VLEDDERVEEN GN,2017,enexis,15520,27.9514,125.068
VLEDDERVEEN GN,2018,enexis,11778.5,40.2037,125.615
VLEDDERVEEN GN,2019,enexis,11746,52.2592,125.896
VLEUTEN,2010,stedin,495630,20.5186,83.1945
VLEUTEN,2011,stedin,512281,20.1775,82.6693
VLEUTEN,2012,stedin,542543,20.8939,80.6677
VLEUTEN,2013,stedin,550344,21.9736,80.6193
VLEUTEN,2014,stedin,534835,23.9426,78.6262
VLEUTEN,2015,stedin,526636,26.3896,76.7909
VLEUTEN,2016,stedin,530254,29.2226,75.5333
VLEUTEN,2017,stedin,531493,33.1695,74.9467
VLEUTEN,2018,stedin,532708,37.9114,74.641
VLEUTEN,2019,stedin,527571,85.2085,74.0258
VLIELAND,2010,enexis,82912,1.79195,153.027
VLIELAND,2011,enexis,83959,2.10775,153.45
VLIELAND,2012,enexis,84221,2.80789,149.143
VLIELAND,2013,enexis,81880,5.24525,145.504
VLIELAND,2014,enexis,81191,7.81728,143.68
VLIELAND,2015,enexis,81158,11.6467,143.236
VLIELAND,2016,liander,78129,6.50424,128.011
VLIELAND,2017,liander,75441,8.81758,125.217
VLIELAND,2018,liander,71876,34.8288,121.539
VLIELAND,2019,liander,73707,63.8863,123.415
VLIERDEN,2017,enexis,58482,27.479,122.183
VLIERDEN,2018,enexis,72082,39.4563,152.175
VLIERDEN,2019,enexis,69728.3,51.8833,146.886
VLIJMEN,2010,enexis,541627,2.18509,113.965
VLIJMEN,2011,enexis,528292,2.48825,109.874
VLIJMEN,2012,enexis,506328,3.21291,103.986
VLIJMEN,2013,enexis,499540,5.56824,101.915
VLIJMEN,2014,enexis,498504,7.80575,101.662
VLIJMEN,2015,enexis,483750,11.426,98.1788
VLIJMEN,2016,enexis,473626,17.3671,95.7033
VLIJMEN,2017,enexis,457197,28.4843,91.9128
VLIJMEN,2018,enexis,479707,41.5905,96.5859
VLIJMEN,2019,enexis,485573,55.4851,97.4575
VLIST,2010,stedin,28912,1.581,171.578
VLIST,2011,stedin,28829,1.581,170.289
VLIST,2012,stedin,28659,1.581,167.709
VLIST,2013,stedin,23658,2.24,161.085
VLIST,2014,stedin,23084,5.99222,153.152
VLIST,2015,stedin,22794,6.90778,152.331
VLIST,2016,stedin,21663,9.63333,141.481
VLIST,2017,stedin,21494,13.7878,139.276
VLIST,2018,stedin,25429,16.199,140.095
VLIST,2019,stedin,20723,20.2189,135.367
VLODROP,2010,enexis,120621,1.85531,132.069
VLODROP,2011,enexis,114329,2.22105,127.432
VLODROP,2012,enexis,113955,2.88705,123.278
VLODROP,2013,enexis,133698,5.03537,147.622
VLODROP,2014,enexis,129465,7.528,143.258
VLODROP,2015,enexis,118736,11.2932,130.438
VLODROP,2016,enexis,123572,17.0819,137.397
VLODROP,2017,enexis,117943,27.8065,127.338
VLODROP,2018,enexis,127023,40.3668,142.033
VLODROP,2019,enexis,123701,53.0056,137.64
VOERENDAAL,2010,enexis,405434,1.80788,142.089
VOERENDAAL,2011,enexis,404842,2.21084,140.663
VOERENDAAL,2012,enexis,379544,3.0272,128.428
VOERENDAAL,2013,enexis,387251,5.44783,122.661
VOERENDAAL,2014,enexis,378561,7.80019,119.28
VOERENDAAL,2015,enexis,354266,11.526,111.423
VOERENDAAL,2016,enexis,340774,17.6682,106.692
VOERENDAAL,2017,enexis,346523,28.8969,107.83
VOERENDAAL,2018,enexis,368544,42.0608,115.397
VOERENDAAL,2019,enexis,362332,55.756,112.661
VOGELENZANG,2010,stedin,89396,0.118298,99.1994
VOGELENZANG,2011,stedin,89396,0.118298,99.1994
VOGELENZANG,2012,stedin,94987,0.115833,102.76
VOGELENZANG,2013,stedin,95573,0.225417,102.783
VOGELENZANG,2014,stedin,93393,1.27813,99.4167
VOGELENZANG,2015,stedin,89896,3.01562,95.4416
VOGELENZANG,2016,stedin,86106,8.3975,90.7582
VOGELENZANG,2017,stedin,84833,10.3819,89.2795
VOGELENZANG,2018,stedin,83863,12.8554,87.9997
VOGELENZANG,2019,stedin,84164,15.4523,91.2119
VOLENDAM,2010,liander,1.03939e+06,0.054454,131.033
VOLENDAM,2011,liander,1.03612e+06,0.0721444,128.86
VOLENDAM,2012,liander,1.02018e+06,0.12673,126.655
VOLENDAM,2013,liander,992822,2.64534,120.626
VOLENDAM,2014,liander,996783,5.64754,119.706
VOLENDAM,2015,liander,967393,8.24742,115.729
VOLENDAM,2016,liander,944051,12.9299,111.95
VOLENDAM,2017,liander,946620,18.6039,111.631
VOLENDAM,2018,liander,934292,20.6356,109.643
VOLENDAM,2019,liander,945115,62.6544,110.491
VOLKEL,2017,enexis,151040,26.7703,127.88
VOLKEL,2018,enexis,168431,38.3111,140.254
VOLKEL,2019,enexis,168014,49.8158,136.891
VOLLENHOVE,2010,enexis,173846,2.08506,123.599
VOLLENHOVE,2011,enexis,174747,2.39396,123.091
VOLLENHOVE,2012,enexis,167071,3.14138,116.496
VOLLENHOVE,2013,enexis,166347,5.47288,112.795
VOLLENHOVE,2014,enexis,168986,7.72332,111.665
VOLLENHOVE,2015,enexis,163780,11.3608,107.084
VOLLENHOVE,2016,enexis,156273,17.3842,101.328
VOLLENHOVE,2017,enexis,160481,28.4941,102.993
VOLLENHOVE,2018,enexis,192374,41.1461,120.055
VOLLENHOVE,2019,enexis,187644,54.964,117.088
VOORBURG,2010,stedin,1.49881e+06,1.63231,84.4834
VOORBURG,2011,stedin,1.49862e+06,1.64909,84.4414
VOORBURG,2012,stedin,1.50139e+06,1.73217,84.3471
VOORBURG,2013,stedin,1.48696e+06,2.23646,83.4472
VOORBURG,2014,stedin,1.47746e+06,3.05113,82.8997
VOORBURG,2015,stedin,1.41831e+06,4.83366,79.4904
VOORBURG,2016,stedin,1.3874e+06,9.35082,77.6924
VOORBURG,2017,stedin,1.35543e+06,16.3322,75.8012
VOORBURG,2018,stedin,1.35995e+06,19.1207,76.171
VOORBURG,2019,stedin,1.34848e+06,22.5762,80.8908
VOORHOUT,2010,liander,464121,0.123796,95.9243
VOORHOUT,2011,liander,459245,0.132286,94.8609
VOORHOUT,2012,liander,453518,0.260571,93.2622
VOORHOUT,2013,liander,434759,2.06608,89.0984
VOORHOUT,2014,liander,430301,5.95619,86.9741
VOORHOUT,2015,liander,423003,9.16944,85.0508
VOORHOUT,2016,liander,431012,14.6294,84.6316
VOORHOUT,2017,liander,427030,22.0418,81.5711
VOORHOUT,2018,liander,438937,27.1668,83.8453
VOORHOUT,2019,liander,433719,84.87,80.9938
VOORSCHOTEN,2010,liander,998110,0.65378,112.666
VOORSCHOTEN,2011,liander,981194,0.857436,108.948
VOORSCHOTEN,2012,liander,958068,1.17499,105.518
VOORSCHOTEN,2013,liander,920960,4.52717,101.235
VOORSCHOTEN,2014,liander,919143,5.70507,100.755
VOORSCHOTEN,2015,liander,886642,8.5279,96.9221
VOORSCHOTEN,2016,liander,862879,12.249,93.3367
VOORSCHOTEN,2017,liander,848151,18.596,91.3443
VOORSCHOTEN,2018,liander,841046,22.7718,90.3674
VOORSCHOTEN,2019,liander,844439,79.8972,90.5443
VOORST GEM VOORST,2010,liander,120809,0.123556,139.547
VOORST GEM VOORST,2011,liander,119632,0.116889,138.288
VOORST GEM VOORST,2012,liander,122404,0.114348,138.634
VOORST GEM VOORST,2013,liander,116802,1.4463,131.535
VOORST GEM VOORST,2014,liander,115886,4.41915,126.899
VOORST GEM VOORST,2015,liander,117880,8.4552,127.247
VOORST GEM VOORST,2016,liander,116038,11.431,123.912
VOORST GEM VOORST,2017,liander,115587,14.5452,123.431
VOORST GEM VOORST,2018,liander,115997,17.9204,123.443
VOORST GEM VOORST,2019,liander,117062,22.3763,124.019
VOORST OUDE IJSSELSTREEK,2010,liander,8962,0,111.549
VOORST OUDE IJSSELSTREEK,2011,liander,7696,0,93.5785
VOORST OUDE IJSSELSTREEK,2012,liander,7604,0,90.8171
VOORST OUDE IJSSELSTREEK,2013,liander,11028,5.64,194.62
VOORST OUDE IJSSELSTREEK,2014,liander,10599,9,174.342
VOORST OUDE IJSSELSTREEK,2015,liander,10216,12.5367,165.223
VOORST OUDE IJSSELSTREEK,2016,liander,9953,19.22,159.859
VOORST OUDE IJSSELSTREEK,2017,liander,10221,31.42,149.871
VOORST OUDE IJSSELSTREEK,2018,liander,9889,58.1567,143.476
VOORST OUDE IJSSELSTREEK,2019,liander,9196,59.0933,116.813
VOORTHUIZEN,2010,liander,473808,0.412128,138.101
VOORTHUIZEN,2011,liander,479560,0.695445,139.443
VOORTHUIZEN,2012,liander,468295,0.944241,135.41
VOORTHUIZEN,2013,liander,451661,2.42417,129.748
VOORTHUIZEN,2014,liander,452240,4.95648,128.49
VOORTHUIZEN,2015,liander,435332,7.68887,126.211
VOORTHUIZEN,2016,liander,430627,10.5873,123.148
VOORTHUIZEN,2017,liander,426007,17.4819,120.064
VOORTHUIZEN,2018,liander,426393,74.5935,119.361
VOORTHUIZEN,2019,liander,417484,77.6053,114.264
VORCHTEN,2010,liander,10592,0,147.611
VORCHTEN,2011,liander,10565,0,146.833
VORCHTEN,2012,liander,10660,0,148.294
VORCHTEN,2013,liander,10297,0.876667,142.098
VORCHTEN,2014,liander,10040,3.50667,139.222
VORCHTEN,2015,liander,10072,4.31667,138.004
VORCHTEN,2016,liander,9801,8.68333,135.347
VORCHTEN,2017,liander,9209,13.7033,124.293
VORCHTEN,2018,liander,9082,14.5567,123.292
VORCHTEN,2019,liander,8697,25.3333,117.39
VORDEN,2010,liander,384958,0.0214384,144.415
VORDEN,2011,liander,378026,0.0214384,141.55
VORDEN,2012,liander,377006,0.174041,139.048
VORDEN,2013,liander,355468,2.83952,129.313
VORDEN,2014,liander,349087,7.94169,126.743
VORDEN,2015,liander,334896,11.8179,121.196
VORDEN,2016,liander,336297,52.8862,120.4
VORDEN,2017,liander,336719,78.9211,119.3
VORDEN,2018,liander,341431,79.5601,121.431
VORDEN,2019,liander,330881,79.9178,117.611
VORSTENBOSCH,2017,enexis,53719,26.6563,95.8703
VORSTENBOSCH,2018,enexis,67804.7,38.3479,124.155
