city,years,companies,annual_consume,smartmeter_perc,c_per_conn
'S GRAVENDEEL,2015,stedin,1459,91.67,121.583
'S GRAVENDEEL,2016,stedin,1344,91.67,112
'S GRAVENDEEL,2017,stedin,1363,91.67,113.583
'S GRAVENDEEL,2018,stedin,1365,91.67,113.75
'S GRAVENHAGE,2015,stedin,4200,10.715,121.674
'S GRAVENHAGE,2016,stedin,16660,16.074,91.3553
'S GRAVENHAGE,2017,stedin,8815,27.39,81.4793
'S GRAVENHAGE,2018,stedin,1499,52.94,44.0882
'S GRAVENMOER,2012,enexis,103279,2.7272,126.672
'S GRAVENMOER,2013,enexis,103464,5.08402,123.493
'S GRAVENMOER,2014,enexis,101305,7.56944,117.555
'S GRAVENMOER,2015,enexis,90490,11.2654,105.148
'S GRAVENMOER,2016,enexis,93020,16.9521,108.387
'S GRAVENMOER,2017,enexis,87477,27.5745,101.093
'S GRAVENMOER,2018,enexis,92632.4,40.2423,100.883
'S GRAVENMOER,2019,enexis,91956.1,53.1607,100.144
'S-GRAVELAND,2010,liander,90928,0,147.358
'S-GRAVELAND,2011,liander,89392,0,144.546
'S-GRAVELAND,2012,liander,92944,0,153.875
'S-GRAVELAND,2013,liander,90998,2.81206,148.652
'S-GRAVELAND,2014,liander,92148,5.77471,151.106
'S-GRAVELAND,2015,liander,88382,8.69794,143.877
'S-GRAVELAND,2016,liander,87368,18.6132,142.758
'S-GRAVELAND,2017,liander,88340,29.4169,139.617
'S-GRAVELAND,2018,liander,87937,34.2709,137.988
'S-GRAVELAND,2019,liander,88295,36.9909,137.419
'S-GRAVENDEEL,2010,stedin,297337,2.03886,94.2039
'S-GRAVENDEEL,2011,stedin,296659,2.15862,93.8086
'S-GRAVENDEEL,2012,stedin,296680,2.07533,93.6945
'S-GRAVENDEEL,2013,stedin,301072,3.36792,93.9775
'S-GRAVENDEEL,2014,stedin,294441,7.34202,91.7989
'S-GRAVENDEEL,2015,stedin,285766,89.8816,89.1914
'S-GRAVENDEEL,2016,stedin,268639,90.4531,83.219
'S-GRAVENDEEL,2017,stedin,264713,90.4744,82.0772
'S-GRAVENDEEL,2018,stedin,265962,89.9911,81.5372
'S-GRAVENDEEL,2019,stedin,261548,93.4691,82.431
'S-GRAVENHAGE,2010,stedin,1.60088e+07,3.99339,84.3183
'S-GRAVENHAGE,2011,stedin,1.60666e+07,4.10391,84.2059
'S-GRAVENHAGE,2012,stedin,1.60967e+07,4.1394,84.2317
'S-GRAVENHAGE,2013,stedin,1.599e+07,4.46932,83.5558
'S-GRAVENHAGE,2014,stedin,1.58175e+07,5.66875,82.4239
'S-GRAVENHAGE,2015,stedin,1.5461e+07,7.59626,80.3798
'S-GRAVENHAGE,2016,stedin,1.50904e+07,10.4242,78.1426
'S-GRAVENHAGE,2017,stedin,1.49243e+07,14.3042,76.894
'S-GRAVENHAGE,2018,stedin,1.48852e+07,20.3064,76.1882
'S-GRAVENHAGE,2019,stedin,1.45912e+07,35.568,78.2948
'S-HEERENBERG,2010,liander,373240,0.0841714,117.767
'S-HEERENBERG,2011,liander,377265,0.109545,119.56
'S-HEERENBERG,2012,liander,386691,0.129101,120.85
'S-HEERENBERG,2013,liander,354750,1.62411,108.198
'S-HEERENBERG,2014,liander,358524,8.78973,105.123
'S-HEERENBERG,2015,liander,337402,10.7908,98.0024
'S-HEERENBERG,2016,liander,332835,13.737,96.0602
'S-HEERENBERG,2017,liander,324286,18.4079,93.374
'S-HEERENBERG,2018,liander,332454,32.3082,95.2494
'S-HEERENBERG,2019,liander,338922,78.3488,97.5458
'S-HEERENBROEK,2010,enexis,20592,1.86444,122.633
'S-HEERENBROEK,2011,enexis,20657,1.95923,123.085
'S-HEERENBROEK,2012,enexis,20482,2.51763,122.034
'S-HEERENBROEK,2013,enexis,19722,4.91925,115.546
'S-HEERENBROEK,2014,enexis,18909,7.55677,110.17
'S-HEERENBROEK,2015,enexis,18512,11.2643,106.362
'S-HEERENBROEK,2016,enexis,17721,16.4941,102.805
'S-HEERENBROEK,2017,enexis,20106,26.8901,113.422
'S-HEERENBROEK,2018,enexis,22236.5,39.0923,114.633
'S-HEERENBROEK,2019,enexis,22060,51.0819,111.437
'S-HERTOGENBOSCH,2010,enexis,3.90980e+06,2.35207,104.605
'S-HERTOGENBOSCH,2011,enexis,3.93003e+06,2.53829,103.9
'S-HERTOGENBOSCH,2012,enexis,3.75468e+06,3.21885,97.5254
'S-HERTOGENBOSCH,2013,enexis,3.69047e+06,5.54323,94.6036
'S-HERTOGENBOSCH,2014,enexis,3.64383e+06,7.78371,92.7849
'S-HERTOGENBOSCH,2015,enexis,3.51609e+06,11.3557,88.8631
'S-HERTOGENBOSCH,2016,enexis,3.41917e+06,17.016,85.9279
'S-HERTOGENBOSCH,2017,enexis,3.34562e+06,27.8992,83.6847
'S-HERTOGENBOSCH,2018,enexis,3.6435e+06,40.6477,92.7664
'S-HERTOGENBOSCH,2019,enexis,3.60697e+06,54.4276,91.3513
'T GOY,2010,stedin,34445,1.70833,174.406
'T GOY,2011,stedin,34445,1.70833,174.406
'T GOY,2012,stedin,34445,1.70833,174.406
'T GOY,2013,stedin,33685,3.6175,166.815
'T GOY,2014,stedin,33822,5.38833,169.336
'T GOY,2015,stedin,33357,7.23917,169.247
'T GOY,2016,stedin,33176,57.2483,168.586
'T GOY,2017,stedin,31133,73.2783,158.378
'T GOY,2018,stedin,30686,75.5933,155.289
'T GOY,2019,stedin,31794,77.3367,170.41
'T HAANTJE,2010,enexis,9734,1.85929,131.632
'T HAANTJE,2011,enexis,9890,1.77214,132.151
'T HAANTJE,2012,enexis,9523,2.28635,132.163
'T HAANTJE,2013,enexis,9386,4.58175,127.66
'T HAANTJE,2014,enexis,9023,7.18554,122.977
'T HAANTJE,2015,enexis,8714,10.8384,118.985
'T HAANTJE,2016,enexis,8494,15.5898,115.28
'T HAANTJE,2017,enexis,8457,25.1182,115.281
'T HAANTJE,2018,enexis,8370.21,36.6748,111.858
'T HAANTJE,2019,enexis,8387.65,48.3234,117.073
'T HARDE,2010,liander,318096,0.143731,142.201
'T HARDE,2011,liander,320972,2.23283,138.806
'T HARDE,2012,liander,306611,2.22705,132.116
'T HARDE,2013,liander,297075,4.24986,126.75
'T HARDE,2014,liander,294462,5.17514,123.623
'T HARDE,2015,liander,282752,7.08853,117.896
'T HARDE,2016,liander,276806,8.9265,115.487
'T HARDE,2017,liander,273857,12.6708,112.888
'T HARDE,2018,liander,276997,15.4212,114.333
'T HARDE,2019,liander,272919,19.1042,111.271
'T LOO OLDEBROEK,2010,liander,53024,0.557,141.362
'T LOO OLDEBROEK,2011,liander,53218,0.787,152.015
'T LOO OLDEBROEK,2012,liander,50390,0.772,143.329
'T LOO OLDEBROEK,2013,liander,49249,1.939,139.66
'T LOO OLDEBROEK,2014,liander,48808,3.682,138.988
'T LOO OLDEBROEK,2015,liander,47748,7.5175,135.607
'T LOO OLDEBROEK,2016,liander,45920,9.224,128.072
'T LOO OLDEBROEK,2017,liander,45786,13.403,128.563
'T LOO OLDEBROEK,2018,liander,48155,15.62,127.283
'T LOO OLDEBROEK,2019,liander,47297,17.2557,126.079
'T VELD,2010,liander,81755,0.15027,113.505
'T VELD,2011,liander,81573,0.15027,112.754
'T VELD,2012,liander,80291,0.15027,110.023
'T VELD,2013,liander,76593,1.59649,104.579
'T VELD,2014,liander,75832,4.2527,103.625
'T VELD,2015,liander,75142,7.96974,103.57
'T VELD,2016,liander,78076,9.66462,109.075
'T VELD,2017,liander,76107,78.8656,102.776
'T VELD,2018,liander,73213,78.9523,97.1769
'T VELD,2019,liander,72520,81.3933,96.2361
'T WAAR,2010,enexis,6653,1.8238,162.617
'T WAAR,2011,enexis,6976,2.09221,172.647
'T WAAR,2012,enexis,7651,2.62323,187.232
'T WAAR,2013,enexis,7903,4.87331,180.044
'T WAAR,2014,enexis,6745,7.42325,144.704
'T WAAR,2015,enexis,6455,11.1112,142.171
'T WAAR,2016,enexis,6755,17.1707,153.811
'T WAAR,2017,enexis,6456,28.1687,141.651
'T WAAR,2018,enexis,10496,39.3952,157.373
'T WAAR,2019,enexis,10239.6,52.3272,155.088
'T ZAND NH,2010,liander,134626,0.108889,153.847
'T ZAND NH,2011,liander,131749,0.213818,144.824
'T ZAND NH,2012,liander,130277,0.213818,141.054
'T ZAND NH,2013,liander,136930,5.00614,145.635
'T ZAND NH,2014,liander,135422,10.2115,140.84
'T ZAND NH,2015,liander,130723,12.7729,135.949
'T ZAND NH,2016,liander,133092,14.0507,138.973
'T ZAND NH,2017,liander,129544,24.4959,133.324
'T ZAND NH,2018,liander,129120,69.4432,133.659
'T ZAND NH,2019,liander,126625,70.5,128.604
'T ZANDT GN,2010,enexis,42227,1.70153,154.498
'T ZANDT GN,2011,enexis,42625,2.0081,153.969
'T ZANDT GN,2012,enexis,45700,2.58961,165.072
'T ZANDT GN,2013,enexis,45491,4.98587,157.792
'T ZANDT GN,2014,enexis,44301,7.44922,153.05
'T ZANDT GN,2015,enexis,42738,11.1869,148.429
'T ZANDT GN,2016,enexis,39882,17.0882,137.576
'T ZANDT GN,2017,enexis,38189,27.8643,133.263
'T ZANDT GN,2018,enexis,44741.3,40.1091,148.219
'T ZANDT GN,2019,enexis,43926.2,52.7723,148.221
1E EXLOERMOND,2010,enexis,19667,1.26767,149.266
1E EXLOERMOND,2011,enexis,20476,1.39707,156.102
1E EXLOERMOND,2012,enexis,18802,2.12064,141.763
1E EXLOERMOND,2013,enexis,18027,4.48465,136.178
1E EXLOERMOND,2014,enexis,18450,7.28208,139.948
1E EXLOERMOND,2015,enexis,18212,11.1682,138.483
1E EXLOERMOND,2016,enexis,15193,16.3932,113.34
1E EXLOERMOND,2017,enexis,15590,26.4184,116.403
1E EXLOERMOND,2018,enexis,15715.3,38.244,117.495
1E EXLOERMOND,2019,enexis,15568.1,49.0904,115.9
2E EXLOERMOND,2010,enexis,131438,1.58595,161.243
2E EXLOERMOND,2011,enexis,129976,1.85909,158.673
2E EXLOERMOND,2012,enexis,129932,2.50003,155.513
2E EXLOERMOND,2013,enexis,133145,4.90143,150.234
2E EXLOERMOND,2014,enexis,128470,7.46202,145.014
2E EXLOERMOND,2015,enexis,123184,11.251,138.518
2E EXLOERMOND,2016,enexis,123323,17.0113,137.848
2E EXLOERMOND,2017,enexis,125471,27.5783,139.842
2E EXLOERMOND,2018,enexis,128503,40.2785,139.342
2E EXLOERMOND,2019,enexis,124873,52.7515,135.985
2E VALTHERMOND,2010,enexis,9322,1.05751,253.394
2E VALTHERMOND,2011,enexis,9407,0.845819,254.411
2E VALTHERMOND,2012,enexis,6266,1.55637,210.067
2E VALTHERMOND,2013,enexis,9431,3.33564,246.748
2E VALTHERMOND,2014,enexis,9086,6.23933,235.116
2E VALTHERMOND,2015,enexis,9371,10.03,239.774
2E VALTHERMOND,2016,enexis,9013,14.5566,235.678
2E VALTHERMOND,2017,enexis,9473,23.0457,248.767
2E VALTHERMOND,2018,enexis,8927.79,33.7084,233.178
2E VALTHERMOND,2019,enexis,8183.21,43.4372,223.274
AALDEN,2010,enexis,73360,1.89903,129.131
AALDEN,2011,enexis,74349,2.07503,130.845
AALDEN,2012,enexis,76712,2.71,125.246
AALDEN,2013,enexis,75167,5.11327,116.599
AALDEN,2014,enexis,78064,7.49402,126.139
AALDEN,2015,enexis,76268,11.216,122.477
AALDEN,2016,enexis,72812,16.8136,115.702
AALDEN,2017,enexis,75108,27.2806,120.069
AALDEN,2018,enexis,88699.9,39.6343,135.83
AALDEN,2019,enexis,86971.5,52.059,133.039
AALSMEER,2010,stedin,951197,0.14746,121.508
AALSMEER,2011,stedin,952111,0.146429,120.917
AALSMEER,2012,stedin,961820,0.154191,120.47
AALSMEER,2013,stedin,953853,0.847133,117.275
AALSMEER,2014,stedin,930737,2.53971,112.867
AALSMEER,2015,stedin,910093,5.35604,110.376
AALSMEER,2016,stedin,876503,9.02,105.704
AALSMEER,2017,stedin,885899,11.9631,105.648
AALSMEER,2018,stedin,893146,14.2773,104.745
AALSMEER,2019,stedin,887268,18.0295,109.125
AALSMEERDERBRUG,2011,liander,32503,0,133.865
AALSMEERDERBRUG,2012,liander,32479,0,129.086
AALSMEERDERBRUG,2013,liander,31383,2.89385,124.075
AALSMEERDERBRUG,2014,liander,30454,6.47,119.237
AALSMEERDERBRUG,2015,liander,28838,8.49462,112.708
AALSMEERDERBRUG,2016,liander,28028,12.85,109.18
AALSMEERDERBRUG,2017,liander,27967,14.9169,109.511
AALSMEERDERBRUG,2018,liander,27707,18.1615,107.039
AALSMEERDERBRUG,2019,liander,27792,19.62,106.671
AALST GLD,2010,liander,88630,0.101707,131.525
AALST GLD,2011,liander,86545,0.101707,127.387
AALST GLD,2012,liander,83701,0.101707,122.981
AALST GLD,2013,liander,82048,3.28098,118.877
AALST GLD,2014,liander,82145,8.3881,117.11
AALST GLD,2015,liander,77970,11.1269,112.006
AALST GLD,2016,liander,78157,14.3069,111.006
AALST GLD,2017,liander,75520,18.0079,107.053
AALST GLD,2018,liander,76862,19.6129,108.863
AALST GLD,2019,liander,76876,81.8537,106.46
AALSUM,2010,stedin,9916,0,165.103
AALSUM,2011,stedin,9916,0,165.103
AALSUM,2012,stedin,9916,0,165.103
AALSUM,2013,stedin,9574,0,158.698
AALSUM,2014,stedin,9484,3.16,157.119
AALSUM,2015,stedin,9189,3.16,152.459
AALSUM,2016,stedin,8958,8.4,148.565
AALSUM,2017,stedin,8991,10.55,149.1
AALSUM,2018,stedin,8888,11.6267,147.726
AALSUM,2019,stedin,8487,16.2267,146.993
AALTEN,2010,liander,910712,0,145.934
AALTEN,2011,liander,896702,0.0704645,142.741
AALTEN,2012,liander,902470,0.1003,143.029
AALTEN,2013,liander,845013,3.35703,133.439
AALTEN,2014,liander,836083,7.7235,131.025
AALTEN,2015,liander,803308,9.93434,125.215
AALTEN,2016,liander,794539,13.2634,124.571
AALTEN,2017,liander,781324,17.0848,120.978
AALTEN,2018,liander,804965,40.5333,124
AALTEN,2019,liander,792372,48.2543,121.762
AARLANDERVEEN,2010,liander,63746,0,153.474
AARLANDERVEEN,2011,liander,64752,0,156.778
AARLANDERVEEN,2012,liander,61225,0.403333,146.503
AARLANDERVEEN,2013,liander,59775,3.05167,139.727
AARLANDERVEEN,2014,liander,58229,9.83833,136.486
AARLANDERVEEN,2015,liander,58315,12.522,131.242
AARLANDERVEEN,2016,liander,57455,20.086,127.674
AARLANDERVEEN,2017,liander,55241,24.26,122.571
AARLANDERVEEN,2018,liander,54634,28.8988,116.987
AARLANDERVEEN,2019,liander,56016,36.2531,116.095
AARLE-RIXTEL,2017,enexis,223071,28.0047,111.129
AARLE-RIXTEL,2018,enexis,244023,40.7465,119.94
AARLE-RIXTEL,2019,enexis,240709,53.8432,118.467
AARTSWOUD,2010,liander,25514,0,116.199
AARTSWOUD,2011,liander,25932,0,117.423
AARTSWOUD,2012,liander,24844,0.520833,111.825
AARTSWOUD,2013,liander,23987,4.2775,107.779
AARTSWOUD,2014,liander,23330,6.95667,105.17
AARTSWOUD,2015,liander,23715,10.4333,105.964
AARTSWOUD,2016,liander,23285,13.0742,104.26
AARTSWOUD,2017,liander,22826,21.1892,101.442
AARTSWOUD,2018,liander,22662,59.3025,100.562
AARTSWOUD,2019,liander,22678,62.7683,100.592
ABBEGA,2010,enexis,12039,1.81835,134.279
ABBEGA,2011,enexis,12249,2.23467,131.952
ABBEGA,2012,enexis,12169,2.94613,135.794
ABBEGA,2013,enexis,11615,5.4091,125.293
ABBEGA,2014,enexis,11158,7.77797,120.899
ABBEGA,2015,enexis,10936,11.4802,120.304
ABBEGA,2016,liander,10112,13.12,107.568
ABBEGA,2017,liander,10153,13.12,107.645
ABBEGA,2018,liander,9975,15.418,106.378
ABBEGA,2019,liander,10009,19.666,104.616
ABBEKERK,2010,liander,90403,0,126.385
ABBEKERK,2011,liander,89378,0,124.722
ABBEKERK,2012,liander,87425,0,121.466
ABBEKERK,2013,liander,84074,1.65,116.336
ABBEKERK,2014,liander,81146,4.7005,112.68
ABBEKERK,2015,liander,79021,6.79625,110.926
ABBEKERK,2016,liander,76497,9.553,105.964
ABBEKERK,2017,liander,76301,19.6038,106.572
ABBEKERK,2018,liander,74925,77.2553,104.168
ABBEKERK,2019,liander,74696,79.0228,103.69
ABBENBROEK,2010,stedin,40458,1.89318,91.9966
ABBENBROEK,2011,stedin,40458,1.89318,91.9966
ABBENBROEK,2012,stedin,40458,1.89318,91.9966
ABBENBROEK,2013,stedin,40201,5.35136,92.1884
ABBENBROEK,2014,stedin,40306,6.43818,92.712
ABBENBROEK,2015,stedin,40552,9.91955,93.1271
ABBENBROEK,2016,stedin,38632,12.2309,88.9123
ABBENBROEK,2017,stedin,37183,22.1745,85.4385
ABBENBROEK,2018,stedin,36903,25.3255,84.4578
ABBENBROEK,2019,stedin,38028,75.2027,90.0622
ABBENES,2011,liander,51819,0,122.685
ABBENES,2012,liander,60017,0,138.514
ABBENES,2013,liander,57041,1.68828,128.519
ABBENES,2014,liander,52859,4.25,119.596
ABBENES,2015,liander,51301,7.23862,115.423
ABBENES,2016,liander,50459,12.4207,113.247
ABBENES,2017,liander,49704,15.1955,110.985
ABBENES,2018,liander,49296,17.8793,110.391
ABBENES,2019,liander,50147,19.8097,111.206
ABCOUDE,2010,stedin,362369,1.38739,144.193
ABCOUDE,2011,stedin,362321,1.38739,144.128
ABCOUDE,2012,stedin,361834,1.38497,143.528
ABCOUDE,2013,stedin,364765,1.98157,145.48
ABCOUDE,2014,stedin,364047,4.87482,145.427
ABCOUDE,2015,stedin,350099,7.83735,140.004
ABCOUDE,2016,stedin,344979,9.42274,135.032
ABCOUDE,2017,stedin,336767,12.9394,132.706
ABCOUDE,2018,stedin,334598,16.2092,130.757
ABCOUDE,2019,stedin,318850,19.2663,127.257
ACHLUM,2010,enexis,20176,2.20477,102.749
ACHLUM,2011,enexis,20932,2.50238,106.128
ACHLUM,2012,enexis,20516,3.21915,104.569
ACHLUM,2013,enexis,20504,5.68566,100.895
ACHLUM,2014,enexis,19477,8.01444,94.7782
ACHLUM,2015,enexis,18860,11.6641,91.7778
ACHLUM,2016,liander,19839,14.6109,81.6013
ACHLUM,2017,liander,19965,29.2036,81.9545
ACHLUM,2018,liander,19886,30.4927,82.6904
ACHLUM,2019,liander,20093,33.8991,82.7211
ACHTERVELD,2010,stedin,113445,1.75878,124.835
ACHTERVELD,2011,stedin,114586,1.9792,124.624
ACHTERVELD,2012,stedin,113887,1.9758,123.918
ACHTERVELD,2013,stedin,109096,3.3514,117.111
ACHTERVELD,2014,stedin,107891,11.7806,115.529
ACHTERVELD,2015,stedin,103232,14.2484,110.065
ACHTERVELD,2016,stedin,112051,16.6295,113.598
ACHTERVELD,2017,stedin,113499,21.9457,113.743
ACHTERVELD,2018,stedin,112774,67.3343,108.402
ACHTERVELD,2019,stedin,108384,73.1942,106.091
ACHTHUIZEN,2010,stedin,36033,1.05,80.8008
ACHTHUIZEN,2011,stedin,36033,1.05,80.8008
ACHTHUIZEN,2012,stedin,36010,1.0325,80.6897
ACHTHUIZEN,2013,stedin,35994,1.6065,80.6414
ACHTHUIZEN,2014,stedin,35467,2.727,78.3374
ACHTHUIZEN,2015,stedin,34080,7.234,75.0953
ACHTHUIZEN,2016,stedin,33257,10.942,73.2732
ACHTHUIZEN,2017,stedin,32036,20.1255,70.3944
ACHTHUIZEN,2018,stedin,33692,58.783,73.6535
ACHTHUIZEN,2019,stedin,33035,75.802,73.332
ACHTMAAL,2010,enexis,88322,1.34764,174.438
ACHTMAAL,2011,enexis,87065,1.6623,170.867
ACHTMAAL,2012,enexis,82154,2.39087,158.27
ACHTMAAL,2013,enexis,80413,4.77832,148.818
ACHTMAAL,2014,enexis,83217,7.356,157.917
ACHTMAAL,2015,enexis,79087,11.1688,149.1
ACHTMAAL,2016,enexis,85032,16.851,156.157
ACHTMAAL,2017,enexis,81978,27.2956,149.186
ACHTMAAL,2018,enexis,96668.2,39.3304,167.973
ACHTMAAL,2019,enexis,92771.6,51.0433,159.463
ACQUOY,2010,liander,21432,0,130.255
ACQUOY,2011,liander,21418,0,131.661
ACQUOY,2012,liander,21803,0,134.372
ACQUOY,2013,liander,20687,1.81222,127.562
ACQUOY,2014,liander,20694,2.80667,127.383
ACQUOY,2015,liander,19740,5.69667,121.865
ACQUOY,2016,liander,19133,7.83222,118.762
ACQUOY,2017,liander,18905,12.64,117.028
ACQUOY,2018,liander,21443,15.075,115.675
ACQUOY,2019,liander,21369,18.827,115.163
ADORP,2010,enexis,26817,1.92786,138.693
ADORP,2011,enexis,27293,2.25103,139.793
ADORP,2012,enexis,27396,2.9339,140.214
ADORP,2013,enexis,26594,5.29925,135.19
ADORP,2014,enexis,26311,7.6313,133.901
ADORP,2015,enexis,25562,11.3271,129.086
ADORP,2016,enexis,24168,17.3997,123.269
ADORP,2017,enexis,24176,28.4596,124.419
ADORP,2018,enexis,41087.1,40.534,163.173
ADORP,2019,enexis,39437.5,53.6778,154.803
ADUARD,2010,enexis,98269,2.0023,122.596
ADUARD,2011,enexis,100059,2.28428,125.086
ADUARD,2012,enexis,98604,3.02015,118.395
ADUARD,2013,enexis,105113,5.32927,125.481
ADUARD,2014,enexis,103252,7.63776,123.678
ADUARD,2015,enexis,98294,11.3293,115.622
ADUARD,2016,enexis,93798,17.3886,111.235
ADUARD,2017,enexis,97198,28.462,114.037
ADUARD,2018,enexis,117133,41.191,135.057
ADUARD,2019,enexis,119610,54.2396,139.741
AERDENHOUT,2010,stedin,346126,0.100361,240.386
AERDENHOUT,2011,stedin,347136,0.0991667,236.487
AERDENHOUT,2012,stedin,353066,0.129765,241.84
AERDENHOUT,2013,stedin,349764,0.53186,240.116
AERDENHOUT,2014,stedin,344075,1.37209,233.811
AERDENHOUT,2015,stedin,352859,17.1948,238.308
AERDENHOUT,2016,stedin,332003,34.4153,223.471
AERDENHOUT,2017,stedin,335088,40.0826,226.864
AERDENHOUT,2018,stedin,354329,43.5956,233.701
AERDENHOUT,2019,stedin,323783,47.2572,219.511
AERDT,2010,liander,39160,0,168.132
AERDT,2011,liander,39301,0,168.789
AERDT,2012,liander,38479,0,159.956
AERDT,2013,liander,37906,0.956,157.811
AERDT,2014,liander,37067,4.09067,152.727
AERDT,2015,liander,34247,6.23267,140.678
AERDT,2016,liander,34248,8.29667,139.199
AERDT,2017,liander,33786,11.7607,137.328
AERDT,2018,liander,33730,14.77,137.122
AERDT,2019,liander,36318,79.5831,136.365
AFFERDEN GLD,2010,liander,66861,0,117.873
AFFERDEN GLD,2011,liander,68367,0,120.122
AFFERDEN GLD,2012,liander,67592,0.417742,116.52
AFFERDEN GLD,2013,liander,62141,1.73774,106.453
AFFERDEN GLD,2014,liander,65908,4.16906,111.976
AFFERDEN GLD,2015,liander,61170,8.8275,103.63
AFFERDEN GLD,2016,liander,63068,9.7375,106.832
AFFERDEN GLD,2017,liander,61087,13.2378,102.746
AFFERDEN GLD,2018,liander,63085,15.6856,106.04
AFFERDEN GLD,2019,liander,63308,84.1025,105.824
AFFERDEN L,2019,enexis,68989.2,54.5174,109.081
AFFERDEN LB,2010,enexis,96254,1.82732,138.242
AFFERDEN LB,2011,enexis,96357,2.15354,138.342
AFFERDEN LB,2012,enexis,88212,2.96773,122.181
AFFERDEN LB,2013,enexis,93814,5.22486,127.602
AFFERDEN LB,2014,enexis,93026,7.59873,126.257
AFFERDEN LB,2015,enexis,92638,11.3302,126.184
AFFERDEN LB,2016,enexis,87819,17.2755,116.764
AFFERDEN LB,2017,enexis,82108,28.2582,109.719
AFFERDEN LB,2018,enexis,87920.3,41.3504,109.257
AFFERDEN LB,2019,enexis,16127.7,55.124,93.1058
AKERSLOOT,2010,stedin,209503,0.27581,113.112
AKERSLOOT,2011,stedin,209904,0.273208,112.054
AKERSLOOT,2012,stedin,209865,0.320377,111.531
AKERSLOOT,2013,stedin,209812,0.512075,110.926
AKERSLOOT,2014,stedin,206829,2.09434,109.311
AKERSLOOT,2015,stedin,199864,4.18726,103.825
AKERSLOOT,2016,stedin,193231,10.9947,99.3199
AKERSLOOT,2017,stedin,195106,15.0106,99.4394
AKERSLOOT,2018,stedin,191780,17.613,96.9961
AKERSLOOT,2019,stedin,191524,21.2212,100.323
AKKRUM,2010,enexis,148843,2.03329,132.926
AKKRUM,2011,enexis,150261,2.40516,132.809
AKKRUM,2012,enexis,144275,3.16684,123.669
AKKRUM,2013,enexis,151018,5.48721,122.091
AKKRUM,2014,enexis,146449,7.76753,117.071
AKKRUM,2015,enexis,140501,11.4176,113.587
AKKRUM,2016,liander,138001,8.06584,107.841
AKKRUM,2017,liander,137654,12.1797,107.704
AKKRUM,2018,liander,135383,16.0875,105.349
AKKRUM,2019,liander,137625,69.9768,107.062
AKMARIJP,2010,enexis,4959,1.65238,152.567
AKMARIJP,2011,enexis,4807,2.26173,147.085
AKMARIJP,2012,enexis,5108,2.85157,151.978
AKMARIJP,2013,enexis,5034,5.23287,150.582
AKMARIJP,2014,enexis,5014,7.59483,151.381
AKMARIJP,2015,enexis,4894,11.4217,145.544
AKMARIJP,2016,liander,7009,13.95,114.639
AKMARIJP,2017,liander,7006,13.95,114.585
AKMARIJP,2018,liander,6927,14.9033,113.261
AKMARIJP,2019,liander,6751,20.79,110.772
ALBLASSERDAM,2010,stedin,480363,3.31399,75.083
ALBLASSERDAM,2011,stedin,480224,3.41029,74.5747
ALBLASSERDAM,2012,stedin,483072,3.38453,74.5026
ALBLASSERDAM,2013,stedin,482154,3.79026,74.0471
ALBLASSERDAM,2014,stedin,477421,8.51163,72.9914
ALBLASSERDAM,2015,stedin,463724,11.1577,70.5883
ALBLASSERDAM,2016,stedin,452697,15.1922,68.5041
ALBLASSERDAM,2017,stedin,440347,20.0895,66.3006
ALBLASSERDAM,2018,stedin,448196,73.6646,66.4851
ALBLASSERDAM,2019,stedin,444640,77.1459,67.0292
ALDE LEIE,2010,enexis,11695,1.8565,179.877
ALDE LEIE,2011,enexis,12010,2.33017,180.056
ALDE LEIE,2012,enexis,13376,2.99074,175.33
ALDE LEIE,2013,enexis,15106,5.31635,166.518
ALDE LEIE,2014,enexis,14558,7.53325,160.608
ALDE LEIE,2015,enexis,15022,11.1814,171.36
ALDE LEIE,2016,liander,15645,12.735,141.013
ALDE LEIE,2017,liander,15118,16.0362,135.535
ALDE LEIE,2018,liander,14850,18.1788,133.419
ALDE LEIE,2019,liander,14782,69.8113,132.263
ALDEBOARN,2010,enexis,56975,2.15837,105.229
ALDEBOARN,2011,enexis,61562,2.42331,116.334
ALDEBOARN,2012,enexis,59927,3.23391,106.818
ALDEBOARN,2013,enexis,58369,5.67492,103.038
ALDEBOARN,2014,enexis,60024,7.95948,105.99
ALDEBOARN,2015,enexis,59010,11.6584,103.993
ALDEBOARN,2016,liander,56382,7.63172,97.6453
ALDEBOARN,2017,liander,58022,16.9457,99.1561
ALDEBOARN,2018,liander,57364,19.489,97.3271
ALDEBOARN,2019,liander,57144,75.3267,96.4672
ALDTSJERK,2010,stedin,36898,0,139.652
ALDTSJERK,2011,stedin,36749,0,138.383
ALDTSJERK,2012,stedin,33371,0,137.8
ALDTSJERK,2013,stedin,31846,0,131.512
ALDTSJERK,2014,stedin,30873,0.739231,127.629
ALDTSJERK,2015,stedin,29507,1.62538,121.229
ALDTSJERK,2016,stedin,29267,4.69,120.061
ALDTSJERK,2017,stedin,29016,7.02846,119.678
ALDTSJERK,2018,stedin,27448,11.2223,114.254
ALDTSJERK,2019,stedin,27119,17.3169,113.842
ALEM,2010,liander,23184,0,140.717
ALEM,2011,liander,21818,0,131.497
ALEM,2012,liander,20916,0,127.138
ALEM,2013,liander,20448,1.08111,123.311
ALEM,2014,liander,21703,8.154,110.827
ALEM,2015,liander,21139,13.217,108.956
