city,years,smartmeter_cut,smartmeter_cut_count,companies
EXLOO,2018,15,7,enexis
EXLOO,2018,25,10,enexis
EXLOO,2018,35,6,enexis
EXLOO,2018,45,4,enexis
EXLOO,2018,55,4,enexis
EXLOO,2018,65,1,enexis
EXLOO,2019,15,1,enexis
EXLOO,2019,45,2,enexis
EXLOO,2019,55,5,enexis
EXLOO,2019,65,5,enexis
EXLOO,2019,75,9,enexis
EXLOO,2019,85,17,enexis
EXLOO,2019,95,1,enexis
EXMORRA,2010,5,10,liander
EXMORRA,2011,5,10,liander
EXMORRA,2012,5,10,liander
EXMORRA,2013,5,8,liander
EXMORRA,2013,15,2,liander
EXMORRA,2014,5,5,liander
EXMORRA,2014,15,4,liander
EXMORRA,2014,25,1,liander
EXMORRA,2015,5,4,liander
EXMORRA,2015,15,4,liander
EXMORRA,2015,25,2,liander
EXMORRA,2016,5,5,liander
EXMORRA,2016,15,3,liander
EXMORRA,2016,25,2,liander
EXMORRA,2016,35,1,liander
EXMORRA,2017,5,3,liander
EXMORRA,2017,15,5,liander
EXMORRA,2017,25,2,liander
EXMORRA,2017,45,1,liander
EXMORRA,2018,5,2,liander
EXMORRA,2018,15,4,liander
EXMORRA,2018,25,4,liander
EXMORRA,2018,45,1,liander
EXMORRA,2019,5,1,liander
EXMORRA,2019,15,3,liander
EXMORRA,2019,25,6,liander
EXMORRA,2019,45,1,liander
EYGELSHOVEN,2010,5,122,enexis
EYGELSHOVEN,2011,5,123,enexis
EYGELSHOVEN,2011,15,1,enexis
EYGELSHOVEN,2012,5,111,enexis
EYGELSHOVEN,2012,15,11,enexis
EYGELSHOVEN,2012,25,3,enexis
EYGELSHOVEN,2012,35,3,enexis
EYGELSHOVEN,2012,45,1,enexis
EYGELSHOVEN,2012,95,3,enexis
EYGELSHOVEN,2013,5,92,enexis
EYGELSHOVEN,2013,15,22,enexis
EYGELSHOVEN,2013,25,11,enexis
EYGELSHOVEN,2013,35,2,enexis
EYGELSHOVEN,2013,45,3,enexis
EYGELSHOVEN,2013,55,1,enexis
EYGELSHOVEN,2013,95,3,enexis
EYGELSHOVEN,2014,5,61,enexis
EYGELSHOVEN,2014,15,44,enexis
EYGELSHOVEN,2014,25,18,enexis
EYGELSHOVEN,2014,35,5,enexis
EYGELSHOVEN,2014,45,2,enexis
EYGELSHOVEN,2014,55,1,enexis
EYGELSHOVEN,2014,65,1,enexis
EYGELSHOVEN,2014,95,3,enexis
EYGELSHOVEN,2015,5,43,enexis
EYGELSHOVEN,2015,15,53,enexis
EYGELSHOVEN,2015,25,24,enexis
EYGELSHOVEN,2015,35,6,enexis
EYGELSHOVEN,2015,45,2,enexis
EYGELSHOVEN,2015,55,3,enexis
EYGELSHOVEN,2015,65,1,enexis
EYGELSHOVEN,2015,95,3,enexis
EYGELSHOVEN,2016,5,26,enexis
EYGELSHOVEN,2016,15,52,enexis
EYGELSHOVEN,2016,25,28,enexis
EYGELSHOVEN,2016,35,12,enexis
EYGELSHOVEN,2016,45,7,enexis
EYGELSHOVEN,2016,55,5,enexis
EYGELSHOVEN,2016,65,1,enexis
EYGELSHOVEN,2016,75,1,enexis
EYGELSHOVEN,2016,95,3,enexis
EYGELSHOVEN,2017,5,18,enexis
EYGELSHOVEN,2017,15,47,enexis
EYGELSHOVEN,2017,25,32,enexis
EYGELSHOVEN,2017,35,16,enexis
EYGELSHOVEN,2017,45,10,enexis
EYGELSHOVEN,2017,55,5,enexis
EYGELSHOVEN,2017,65,4,enexis
EYGELSHOVEN,2017,75,1,enexis
EYGELSHOVEN,2017,95,4,enexis
EYGELSHOVEN,2018,5,12,enexis
EYGELSHOVEN,2018,15,25,enexis
EYGELSHOVEN,2018,25,45,enexis
EYGELSHOVEN,2018,35,27,enexis
EYGELSHOVEN,2018,45,11,enexis
EYGELSHOVEN,2018,55,8,enexis
EYGELSHOVEN,2018,65,5,enexis
EYGELSHOVEN,2018,75,4,enexis
EYGELSHOVEN,2018,85,2,enexis
EYGELSHOVEN,2018,95,5,enexis
EYGELSHOVEN,2019,35,1,enexis
EYGELSHOVEN,2019,45,2,enexis
EYGELSHOVEN,2019,55,1,enexis
EYGELSHOVEN,2019,65,13,enexis
EYGELSHOVEN,2019,75,25,enexis
EYGELSHOVEN,2019,85,52,enexis
EYGELSHOVEN,2019,95,50,enexis
EYS,2010,5,32,enexis
EYS,2011,5,36,enexis
EYS,2012,5,27,enexis
EYS,2012,15,8,enexis
EYS,2012,35,1,enexis
EYS,2013,5,22,enexis
EYS,2013,15,9,enexis
EYS,2013,25,4,enexis
EYS,2013,35,2,enexis
EYS,2014,5,10,enexis
EYS,2014,15,17,enexis
EYS,2014,25,5,enexis
EYS,2014,35,3,enexis
EYS,2014,45,3,enexis
EYS,2015,5,9,enexis
EYS,2015,15,11,enexis
EYS,2015,25,12,enexis
EYS,2015,35,4,enexis
EYS,2015,45,1,enexis
EYS,2015,55,1,enexis
EYS,2015,75,1,enexis
EYS,2016,5,4,enexis
EYS,2016,15,11,enexis
EYS,2016,25,11,enexis
EYS,2016,35,10,enexis
EYS,2016,45,1,enexis
EYS,2016,55,1,enexis
EYS,2016,75,2,enexis
EYS,2017,5,3,enexis
EYS,2017,15,8,enexis
EYS,2017,25,12,enexis
EYS,2017,35,10,enexis
EYS,2017,45,3,enexis
EYS,2017,55,2,enexis
EYS,2017,75,2,enexis
EYS,2018,25,1,enexis
EYS,2018,55,3,enexis
EYS,2018,65,6,enexis
EYS,2018,75,6,enexis
EYS,2018,85,15,enexis
EYS,2018,95,11,enexis
EYS,2019,25,1,enexis
EYS,2019,55,4,enexis
EYS,2019,65,4,enexis
EYS,2019,75,4,enexis
EYS,2019,85,15,enexis
EYS,2019,95,14,enexis
EZINGE,2010,5,19,enexis
EZINGE,2010,15,1,enexis
EZINGE,2011,5,19,enexis
EZINGE,2011,15,1,enexis
EZINGE,2012,5,19,enexis
EZINGE,2012,25,1,enexis
EZINGE,2013,5,17,enexis
EZINGE,2013,15,2,enexis
EZINGE,2013,25,1,enexis
EZINGE,2014,5,17,enexis
EZINGE,2014,15,1,enexis
EZINGE,2014,25,2,enexis
EZINGE,2015,5,14,enexis
EZINGE,2015,15,2,enexis
EZINGE,2015,25,4,enexis
EZINGE,2016,5,9,enexis
EZINGE,2016,15,4,enexis
EZINGE,2016,25,4,enexis
EZINGE,2016,35,2,enexis
EZINGE,2016,45,1,enexis
EZINGE,2016,85,1,enexis
EZINGE,2017,5,6,enexis
EZINGE,2017,15,4,enexis
EZINGE,2017,25,4,enexis
EZINGE,2017,35,2,enexis
EZINGE,2017,45,3,enexis
EZINGE,2017,85,1,enexis
EZINGE,2018,5,7,enexis
EZINGE,2018,15,4,enexis
EZINGE,2018,25,5,enexis
EZINGE,2018,35,3,enexis
EZINGE,2018,45,2,enexis
EZINGE,2018,85,1,enexis
EZINGE,2018,95,1,enexis
EZINGE,2019,5,7,enexis
EZINGE,2019,15,3,enexis
EZINGE,2019,25,5,enexis
EZINGE,2019,35,4,enexis
EZINGE,2019,45,2,enexis
EZINGE,2019,85,1,enexis
EZINGE,2019,95,1,enexis
Ede,2010,5,3,liander
Ede,2011,5,3,liander
Ede,2012,5,3,liander
Ede,2013,5,3,liander
Ede,2014,5,3,liander
Ede,2015,5,3,liander
Ede,2016,5,1,liander
Ede,2016,15,1,liander
Ede,2016,65,1,liander
Ede,2017,15,2,liander
Ede,2017,65,1,liander
Ede,2018,25,2,liander
Ede,2018,75,1,liander
Ede,2019,25,1,liander
Ede,2019,45,1,liander
Ede,2019,75,1,liander
FARMSUM,2010,5,47,enexis
FARMSUM,2011,5,51,enexis
FARMSUM,2012,5,51,enexis
FARMSUM,2013,5,45,enexis
FARMSUM,2013,15,3,enexis
FARMSUM,2013,25,2,enexis
FARMSUM,2013,85,2,enexis
FARMSUM,2013,95,2,enexis
FARMSUM,2014,5,43,enexis
FARMSUM,2014,15,6,enexis
FARMSUM,2014,25,1,enexis
FARMSUM,2014,35,1,enexis
FARMSUM,2014,85,2,enexis
FARMSUM,2014,95,2,enexis
FARMSUM,2015,5,27,enexis
FARMSUM,2015,15,10,enexis
FARMSUM,2015,35,3,enexis
FARMSUM,2015,65,2,enexis
FARMSUM,2015,85,3,enexis
FARMSUM,2015,95,10,enexis
FARMSUM,2016,5,14,enexis
FARMSUM,2016,15,14,enexis
FARMSUM,2016,25,8,enexis
FARMSUM,2016,35,3,enexis
FARMSUM,2016,45,1,enexis
FARMSUM,2016,55,1,enexis
FARMSUM,2016,65,2,enexis
FARMSUM,2016,85,2,enexis
FARMSUM,2016,95,11,enexis
FARMSUM,2017,5,8,enexis
FARMSUM,2017,15,6,enexis
FARMSUM,2017,25,12,enexis
FARMSUM,2017,35,9,enexis
FARMSUM,2017,45,3,enexis
FARMSUM,2017,55,1,enexis
FARMSUM,2017,65,1,enexis
FARMSUM,2017,75,1,enexis
FARMSUM,2017,85,1,enexis
FARMSUM,2017,95,12,enexis
FARMSUM,2018,5,6,enexis
FARMSUM,2018,15,6,enexis
FARMSUM,2018,25,15,enexis
FARMSUM,2018,35,8,enexis
FARMSUM,2018,45,7,enexis
FARMSUM,2018,55,1,enexis
FARMSUM,2018,65,6,enexis
FARMSUM,2018,85,2,enexis
FARMSUM,2018,95,13,enexis
FARMSUM,2019,25,2,enexis
FARMSUM,2019,35,1,enexis
FARMSUM,2019,45,3,enexis
FARMSUM,2019,55,2,enexis
FARMSUM,2019,65,4,enexis
FARMSUM,2019,75,10,enexis
FARMSUM,2019,85,16,enexis
FARMSUM,2019,95,26,enexis
FEANWALDEN,2010,5,79,liander
FEANWALDEN,2011,5,79,liander
FEANWALDEN,2012,5,78,liander
FEANWALDEN,2013,5,77,liander
FEANWALDEN,2013,15,1,liander
FEANWALDEN,2014,5,70,liander
FEANWALDEN,2014,15,6,liander
FEANWALDEN,2015,5,64,liander
FEANWALDEN,2015,15,11,liander
FEANWALDEN,2015,25,1,liander
FEANWALDEN,2016,5,47,liander
FEANWALDEN,2016,15,20,liander
FEANWALDEN,2016,25,7,liander
FEANWALDEN,2016,35,1,liander
FEANWALDEN,2016,55,1,liander
FEANWALDEN,2017,5,35,liander
FEANWALDEN,2017,15,23,liander
FEANWALDEN,2017,25,14,liander
FEANWALDEN,2017,35,3,liander
FEANWALDEN,2017,45,1,liander
FEANWALDEN,2017,65,1,liander
FEANWALDEN,2018,5,27,liander
FEANWALDEN,2018,15,27,liander
FEANWALDEN,2018,25,16,liander
FEANWALDEN,2018,35,5,liander
FEANWALDEN,2018,45,2,liander
FEANWALDEN,2018,65,1,liander
FEANWALDEN,2019,5,16,liander
FEANWALDEN,2019,15,12,liander
FEANWALDEN,2019,25,27,liander
FEANWALDEN,2019,35,13,liander
FEANWALDEN,2019,45,6,liander
FEANWALDEN,2019,55,2,liander
FEANWALDEN,2019,65,2,liander
FEERWERD,2010,5,6,enexis
FEERWERD,2011,5,7,enexis
FEERWERD,2012,5,8,enexis
FEERWERD,2013,5,6,enexis
FEERWERD,2013,15,1,enexis
FEERWERD,2013,25,1,enexis
FEERWERD,2014,5,5,enexis
FEERWERD,2014,25,3,enexis
FEERWERD,2015,5,2,enexis
FEERWERD,2015,15,3,enexis
FEERWERD,2015,25,1,enexis
FEERWERD,2015,35,1,enexis
FEERWERD,2015,45,1,enexis
FEERWERD,2016,15,2,enexis
FEERWERD,2016,25,1,enexis
FEERWERD,2016,35,1,enexis
FEERWERD,2016,65,2,enexis
FEERWERD,2016,75,2,enexis
FEERWERD,2017,25,2,enexis
FEERWERD,2017,45,1,enexis
FEERWERD,2017,55,1,enexis
FEERWERD,2017,65,1,enexis
FEERWERD,2017,75,2,enexis
FEERWERD,2017,85,1,enexis
FEERWERD,2018,25,3,enexis
FEERWERD,2018,45,2,enexis
FEERWERD,2018,55,1,enexis
FEERWERD,2018,75,4,enexis
FEERWERD,2019,25,2,enexis
FEERWERD,2019,35,1,enexis
FEERWERD,2019,45,2,enexis
FEERWERD,2019,55,1,enexis
FEERWERD,2019,75,3,enexis
FEERWERD,2019,85,1,enexis
FEINSUM,2013,5,1,liander
FEINSUM,2014,5,1,liander
FEINSUM,2015,5,1,liander
FEINSUM,2016,5,1,liander
FEINSUM,2017,5,1,liander
FEINSUM,2018,15,1,liander
FEINSUM,2019,55,1,liander
FERWERT,2010,5,45,liander
FERWERT,2011,5,45,liander
FERWERT,2012,5,45,liander
FERWERT,2013,5,45,liander
FERWERT,2014,5,42,liander
FERWERT,2014,15,2,liander
FERWERT,2015,5,38,liander
FERWERT,2015,15,6,liander
FERWERT,2015,85,1,liander
FERWERT,2016,5,25,liander
FERWERT,2016,15,11,liander
FERWERT,2016,25,5,liander
FERWERT,2016,35,1,liander
FERWERT,2016,65,1,liander
FERWERT,2016,75,1,liander
FERWERT,2016,85,1,liander
FERWERT,2017,5,12,liander
FERWERT,2017,15,16,liander
FERWERT,2017,25,11,liander
FERWERT,2017,35,2,liander
FERWERT,2017,65,1,liander
FERWERT,2017,75,2,liander
FERWERT,2017,85,1,liander
FERWERT,2018,5,9,liander
FERWERT,2018,15,16,liander
FERWERT,2018,25,11,liander
FERWERT,2018,35,4,liander
FERWERT,2018,45,1,liander
FERWERT,2018,65,1,liander
FERWERT,2018,75,2,liander
FERWERT,2018,85,1,liander
FERWERT,2019,5,5,liander
FERWERT,2019,15,13,liander
FERWERT,2019,25,11,liander
FERWERT,2019,35,6,liander
FERWERT,2019,45,6,liander
FERWERT,2019,65,1,liander
FERWERT,2019,75,2,liander
FERWERT,2019,85,1,liander
FERWOUDE,2010,5,8,liander
FERWOUDE,2011,5,8,liander
FERWOUDE,2012,5,8,liander
FERWOUDE,2013,5,7,liander
FERWOUDE,2013,25,1,liander
FERWOUDE,2014,5,4,liander
FERWOUDE,2014,15,1,liander
FERWOUDE,2014,25,2,liander
FERWOUDE,2015,5,2,liander
FERWOUDE,2015,15,3,liander
FERWOUDE,2015,25,2,liander
FERWOUDE,2016,5,1,liander
FERWOUDE,2016,15,4,liander
FERWOUDE,2016,25,1,liander
FERWOUDE,2016,35,1,liander
FERWOUDE,2017,5,1,liander
FERWOUDE,2017,15,2,liander
FERWOUDE,2017,25,3,liander
FERWOUDE,2017,45,1,liander
FERWOUDE,2018,15,1,liander
FERWOUDE,2018,25,2,liander
FERWOUDE,2018,35,2,liander
FERWOUDE,2018,45,2,liander
FERWOUDE,2019,15,1,liander
FERWOUDE,2019,25,2,liander
FERWOUDE,2019,35,2,liander
FERWOUDE,2019,45,1,liander
FERWOUDE,2019,55,1,liander
FICTIEF,2010,5,1,liander
FICTIEF,2011,5,1,liander
FICTIEF,2012,5,1,liander
FICTIEF,2013,5,1,liander
FICTIEF,2014,15,1,liander
FICTIEF,2015,5,1,liander
FICTIEF,2016,5,1,liander
FICTIEF,2017,15,1,liander
FICTIEF,2018,25,1,liander
FICTIEF,2019,35,1,liander
FIJNAART,2010,5,118,enexis
FIJNAART,2011,5,119,enexis
FIJNAART,2012,5,117,enexis
FIJNAART,2012,15,6,enexis
FIJNAART,2012,95,1,enexis
FIJNAART,2013,5,108,enexis
FIJNAART,2013,15,13,enexis
FIJNAART,2013,25,2,enexis
FIJNAART,2013,35,2,enexis
FIJNAART,2013,95,2,enexis
FIJNAART,2014,5,85,enexis
FIJNAART,2014,15,32,enexis
FIJNAART,2014,25,6,enexis
FIJNAART,2014,35,1,enexis
FIJNAART,2014,45,1,enexis
FIJNAART,2014,95,2,enexis
FIJNAART,2015,5,67,enexis
FIJNAART,2015,15,35,enexis
FIJNAART,2015,25,11,enexis
FIJNAART,2015,35,7,enexis
FIJNAART,2015,65,1,enexis
FIJNAART,2015,85,2,enexis
FIJNAART,2015,95,2,enexis
FIJNAART,2016,5,45,enexis
FIJNAART,2016,15,43,enexis
FIJNAART,2016,25,16,enexis
FIJNAART,2016,35,10,enexis
FIJNAART,2016,45,3,enexis
FIJNAART,2016,55,3,enexis
FIJNAART,2016,85,2,enexis
FIJNAART,2016,95,4,enexis
FIJNAART,2017,5,31,enexis
FIJNAART,2017,15,33,enexis
FIJNAART,2017,25,25,enexis
FIJNAART,2017,35,17,enexis
FIJNAART,2017,45,5,enexis
FIJNAART,2017,55,8,enexis
FIJNAART,2017,85,2,enexis
FIJNAART,2017,95,4,enexis
FIJNAART,2018,5,27,enexis
FIJNAART,2018,15,27,enexis
FIJNAART,2018,25,29,enexis
FIJNAART,2018,35,28,enexis
FIJNAART,2018,45,7,enexis
FIJNAART,2018,55,10,enexis
FIJNAART,2018,85,2,enexis
FIJNAART,2018,95,4,enexis
FIJNAART,2019,35,1,enexis
FIJNAART,2019,45,1,enexis
FIJNAART,2019,55,1,enexis
FIJNAART,2019,65,3,enexis
FIJNAART,2019,75,15,enexis
FIJNAART,2019,85,36,enexis
FIJNAART,2019,95,77,enexis
FINKUM,2010,5,1,liander
FINKUM,2011,5,1,liander
FINKUM,2012,5,1,liander
FINKUM,2013,5,1,liander
FINKUM,2014,5,1,liander
FINKUM,2015,5,1,liander
FINKUM,2016,5,1,liander
FINKUM,2017,5,1,liander
FINKUM,2018,15,1,liander
FINKUM,2019,65,1,liander
FINSTERWOLDE,2010,5,49,enexis
FINSTERWOLDE,2011,5,57,enexis
FINSTERWOLDE,2012,5,59,enexis
FINSTERWOLDE,2012,15,1,enexis
FINSTERWOLDE,2013,5,54,enexis
FINSTERWOLDE,2013,15,6,enexis
FINSTERWOLDE,2013,25,1,enexis
FINSTERWOLDE,2014,5,49,enexis
FINSTERWOLDE,2014,15,9,enexis
FINSTERWOLDE,2014,25,2,enexis
FINSTERWOLDE,2014,35,1,enexis
FINSTERWOLDE,2015,5,44,enexis
FINSTERWOLDE,2015,15,10,enexis
FINSTERWOLDE,2015,25,5,enexis
FINSTERWOLDE,2015,35,1,enexis
FINSTERWOLDE,2016,5,38,enexis
FINSTERWOLDE,2016,15,18,enexis
FINSTERWOLDE,2016,25,3,enexis
FINSTERWOLDE,2016,35,2,enexis
FINSTERWOLDE,2017,5,20,enexis
FINSTERWOLDE,2017,15,20,enexis
FINSTERWOLDE,2017,25,11,enexis
FINSTERWOLDE,2017,35,6,enexis
FINSTERWOLDE,2017,45,1,enexis
FINSTERWOLDE,2017,55,1,enexis
FINSTERWOLDE,2018,5,18,enexis
FINSTERWOLDE,2018,15,20,enexis
FINSTERWOLDE,2018,25,19,enexis
FINSTERWOLDE,2018,35,9,enexis
FINSTERWOLDE,2018,45,1,enexis
FINSTERWOLDE,2018,55,1,enexis
FINSTERWOLDE,2019,5,11,enexis
FINSTERWOLDE,2019,15,19,enexis
FINSTERWOLDE,2019,25,20,enexis
FINSTERWOLDE,2019,35,13,enexis
FINSTERWOLDE,2019,45,3,enexis
FINSTERWOLDE,2019,55,2,enexis
FINSTERWOLDE,2019,65,1,enexis
FIRDGUM,2010,5,3,liander
FIRDGUM,2011,5,3,liander
FIRDGUM,2012,5,3,liander
FIRDGUM,2013,5,3,liander
FIRDGUM,2014,5,1,liander
FIRDGUM,2014,15,2,liander
FIRDGUM,2015,5,1,liander
FIRDGUM,2015,15,2,liander
FIRDGUM,2016,5,1,liander
FIRDGUM,2016,15,1,liander
FIRDGUM,2016,25,1,liander
FIRDGUM,2017,15,2,liander
FIRDGUM,2017,35,1,liander
FIRDGUM,2018,15,2,liander
FIRDGUM,2018,35,1,liander
FIRDGUM,2019,15,2,liander
FIRDGUM,2019,35,1,liander
FLERINGEN,2010,5,10,enexis
FLERINGEN,2011,5,12,enexis
FLERINGEN,2012,5,14,enexis
FLERINGEN,2013,5,13,enexis
FLERINGEN,2013,15,1,enexis
FLERINGEN,2013,25,1,enexis
FLERINGEN,2014,5,7,enexis
FLERINGEN,2014,15,7,enexis
FLERINGEN,2014,25,1,enexis
FLERINGEN,2015,5,7,enexis
FLERINGEN,2015,15,6,enexis
FLERINGEN,2015,25,1,enexis
FLERINGEN,2015,35,1,enexis
FLERINGEN,2016,5,6,enexis
FLERINGEN,2016,15,5,enexis
FLERINGEN,2016,25,3,enexis
FLERINGEN,2016,35,1,enexis
FLERINGEN,2017,5,2,enexis
FLERINGEN,2017,15,3,enexis
FLERINGEN,2017,25,4,enexis
FLERINGEN,2017,35,5,enexis
FLERINGEN,2017,45,1,enexis
FLERINGEN,2018,5,3,enexis
FLERINGEN,2018,15,1,enexis
FLERINGEN,2018,25,10,enexis
FLERINGEN,2018,35,3,enexis
FLERINGEN,2018,45,1,enexis
FLERINGEN,2018,55,1,enexis
FLERINGEN,2018,65,1,enexis
FLERINGEN,2018,75,1,enexis
FLERINGEN,2019,5,2,enexis
FLERINGEN,2019,15,2,enexis
FLERINGEN,2019,25,6,enexis
FLERINGEN,2019,35,6,enexis
FLERINGEN,2019,45,1,enexis
FLERINGEN,2019,55,1,enexis
FLERINGEN,2019,65,2,enexis
FLERINGEN,2019,75,1,enexis
FLUITENBERG,2010,5,10,enexis
FLUITENBERG,2011,5,10,enexis
FLUITENBERG,2012,5,10,enexis
FLUITENBERG,2013,5,9,enexis
FLUITENBERG,2013,15,1,enexis
FLUITENBERG,2014,5,6,enexis
FLUITENBERG,2014,15,2,enexis
FLUITENBERG,2014,25,2,enexis
FLUITENBERG,2015,5,4,enexis
FLUITENBERG,2015,15,3,enexis
FLUITENBERG,2015,25,3,enexis
FLUITENBERG,2016,5,3,enexis
FLUITENBERG,2016,15,3,enexis
FLUITENBERG,2016,25,4,enexis
FLUITENBERG,2017,75,3,enexis
FLUITENBERG,2017,85,2,enexis
FLUITENBERG,2017,95,5,enexis
FLUITENBERG,2018,75,3,enexis
FLUITENBERG,2018,85,3,enexis
FLUITENBERG,2018,95,10,enexis
FLUITENBERG,2019,75,2,enexis
FLUITENBERG,2019,85,4,enexis
FLUITENBERG,2019,95,10,enexis
FOCHTELOO,2010,5,11,liander
FOCHTELOO,2011,5,11,liander
FOCHTELOO,2012,5,11,liander
FOCHTELOO,2013,5,10,liander
FOCHTELOO,2013,15,1,liander
FOCHTELOO,2014,5,7,liander
FOCHTELOO,2014,15,2,liander
FOCHTELOO,2014,25,1,liander
FOCHTELOO,2015,5,3,liander
FOCHTELOO,2015,15,4,liander
FOCHTELOO,2015,25,1,liander
FOCHTELOO,2015,35,2,liander
FOCHTELOO,2016,5,1,liander
FOCHTELOO,2016,15,5,liander
FOCHTELOO,2016,25,2,liander
FOCHTELOO,2016,35,2,liander
FOCHTELOO,2017,5,1,liander
FOCHTELOO,2017,15,4,liander
FOCHTELOO,2017,25,3,liander
FOCHTELOO,2017,35,2,liander
FOCHTELOO,2018,5,1,liander
FOCHTELOO,2018,15,2,liander
FOCHTELOO,2018,25,5,liander
FOCHTELOO,2018,35,1,liander
FOCHTELOO,2018,45,1,liander
FOCHTELOO,2019,5,1,liander
FOCHTELOO,2019,15,1,liander
FOCHTELOO,2019,25,3,liander
FOCHTELOO,2019,35,2,liander
FOCHTELOO,2019,45,3,liander
FOLLEGA,2010,5,4,liander
FOLLEGA,2011,5,4,liander
FOLLEGA,2012,5,4,liander
FOLLEGA,2013,5,4,liander
FOLLEGA,2014,5,3,liander
FOLLEGA,2014,15,1,liander
FOLLEGA,2015,5,3,liander
FOLLEGA,2015,15,1,liander
FOLLEGA,2016,5,1,liander
FOLLEGA,2016,15,3,liander
FOLLEGA,2017,5,1,liander
FOLLEGA,2017,15,2,liander
FOLLEGA,2017,25,1,liander
FOLLEGA,2018,55,1,liander
FOLLEGA,2018,65,2,liander
FOLLEGA,2018,85,1,liander
FOLLEGA,2019,55,1,liander
FOLLEGA,2019,65,2,liander
FOLLEGA,2019,85,1,liander
FOLSGARE,2010,5,6,liander
FOLSGARE,2011,5,6,liander
FOLSGARE,2012,5,6,liander
FOLSGARE,2013,5,6,liander
FOLSGARE,2014,5,5,liander
FOLSGARE,2014,15,1,liander
FOLSGARE,2015,5,3,liander
FOLSGARE,2015,15,3,liander
FOLSGARE,2016,5,2,liander
FOLSGARE,2016,15,3,liander
FOLSGARE,2016,35,1,liander
FOLSGARE,2017,25,1,liander
FOLSGARE,2017,35,1,liander
FOLSGARE,2017,45,2,liander
FOLSGARE,2017,55,2,liander
FOLSGARE,2018,45,3,liander
FOLSGARE,2018,55,3,liander
FOLSGARE,2019,45,2,liander
FOLSGARE,2019,55,3,liander
FOLSGARE,2019,65,1,liander
FORMERUM,2010,5,8,liander
FORMERUM,2011,5,8,liander
FORMERUM,2012,5,8,liander
FORMERUM,2013,5,9,liander
FORMERUM,2014,5,10,liander
FORMERUM,2015,5,8,liander
FORMERUM,2015,15,2,liander
FORMERUM,2016,5,7,liander
FORMERUM,2016,15,3,liander
FORMERUM,2017,5,5,liander
FORMERUM,2017,15,3,liander
FORMERUM,2017,25,1,liander
FORMERUM,2017,55,1,liander
FORMERUM,2018,5,3,liander
FORMERUM,2018,15,6,liander
FORMERUM,2018,25,1,liander
FORMERUM,2018,55,1,liander
FORMERUM,2019,5,3,liander
FORMERUM,2019,15,3,liander
FORMERUM,2019,25,5,liander
FORMERUM,2019,55,1,liander
FOUDGUM,2010,5,1,liander
FOUDGUM,2011,5,1,liander
FOUDGUM,2012,5,1,liander
FOUDGUM,2013,5,1,liander
FOUDGUM,2014,5,1,liander
FOUDGUM,2015,15,1,liander
FOUDGUM,2016,15,1,liander
FOUDGUM,2017,25,1,liander
FOUDGUM,2018,25,1,liander
FOUDGUM,2019,35,1,liander
FOXHOL,2010,5,24,enexis
FOXHOL,2011,5,24,enexis
FOXHOL,2012,5,24,enexis
FOXHOL,2012,15,1,enexis
FOXHOL,2013,5,23,enexis
FOXHOL,2013,15,2,enexis
FOXHOL,2014,5,21,enexis
FOXHOL,2014,15,1,enexis
FOXHOL,2014,25,2,enexis
FOXHOL,2015,5,18,enexis
FOXHOL,2015,15,5,enexis
FOXHOL,2015,25,2,enexis
FOXHOL,2016,5,13,enexis
FOXHOL,2016,15,7,enexis
FOXHOL,2016,25,4,enexis
FOXHOL,2016,35,1,enexis
FOXHOL,2017,5,7,enexis
FOXHOL,2017,15,6,enexis
FOXHOL,2017,25,9,enexis
FOXHOL,2017,35,2,enexis
FOXHOL,2018,5,5,enexis
FOXHOL,2018,15,5,enexis
FOXHOL,2018,25,8,enexis
FOXHOL,2018,35,6,enexis
FOXHOL,2018,55,1,enexis
FOXHOL,2018,65,1,enexis
FOXHOL,2018,75,1,enexis
FOXHOL,2019,55,3,enexis
FOXHOL,2019,65,2,enexis
FOXHOL,2019,75,7,enexis
FOXHOL,2019,85,7,enexis
FOXHOL,2019,95,8,enexis
FOXWOLDE,2010,5,5,enexis
FOXWOLDE,2011,5,5,enexis
FOXWOLDE,2012,5,4,enexis
FOXWOLDE,2012,15,1,enexis
FOXWOLDE,2013,5,4,enexis
FOXWOLDE,2013,15,1,enexis
FOXWOLDE,2014,5,3,enexis
FOXWOLDE,2014,15,2,enexis
FOXWOLDE,2015,55,1,enexis
FOXWOLDE,2015,65,2,enexis
FOXWOLDE,2015,85,1,enexis
FOXWOLDE,2015,95,1,enexis
FOXWOLDE,2016,55,1,enexis
FOXWOLDE,2016,65,1,enexis
FOXWOLDE,2016,75,1,enexis
FOXWOLDE,2016,85,1,enexis
FOXWOLDE,2016,95,1,enexis
FOXWOLDE,2017,65,1,enexis
FOXWOLDE,2017,75,1,enexis
FOXWOLDE,2017,85,2,enexis
FOXWOLDE,2017,95,1,enexis
FOXWOLDE,2018,35,1,enexis
FOXWOLDE,2018,65,1,enexis
FOXWOLDE,2018,75,1,enexis
FOXWOLDE,2018,85,2,enexis
FOXWOLDE,2018,95,1,enexis
FOXWOLDE,2019,45,1,enexis
FOXWOLDE,2019,65,1,enexis
FOXWOLDE,2019,85,3,enexis
FOXWOLDE,2019,95,1,enexis
FRANEKER,2010,5,25,liander
FRANEKER,2010,15,2,liander
FRANEKER,2010,25,8,liander
FRANEKER,2010,35,5,liander
