city,years,c_per_conn_cut,c_per_conn_cut_count,companies
ENKHUIZEN,2013,130,28,liander
ENKHUIZEN,2013,150,28,liander
ENKHUIZEN,2013,170,16,liander
ENKHUIZEN,2013,190,25,liander
ENKHUIZEN,2014,10,5,liander
ENKHUIZEN,2014,30,37,liander
ENKHUIZEN,2014,50,69,liander
ENKHUIZEN,2014,70,93,liander
ENKHUIZEN,2014,90,70,liander
ENKHUIZEN,2014,110,55,liander
ENKHUIZEN,2014,130,26,liander
ENKHUIZEN,2014,150,28,liander
ENKHUIZEN,2014,170,15,liander
ENKHUIZEN,2014,190,20,liander
ENKHUIZEN,2015,10,7,liander
ENKHUIZEN,2015,30,39,liander
ENKHUIZEN,2015,50,78,liander
ENKHUIZEN,2015,70,94,liander
ENKHUIZEN,2015,90,67,liander
ENKHUIZEN,2015,110,53,liander
ENKHUIZEN,2015,130,28,liander
ENKHUIZEN,2015,150,22,liander
ENKHUIZEN,2015,170,11,liander
ENKHUIZEN,2015,190,20,liander
ENKHUIZEN,2016,10,7,liander
ENKHUIZEN,2016,30,43,liander
ENKHUIZEN,2016,50,79,liander
ENKHUIZEN,2016,70,91,liander
ENKHUIZEN,2016,90,70,liander
ENKHUIZEN,2016,110,54,liander
ENKHUIZEN,2016,130,29,liander
ENKHUIZEN,2016,150,15,liander
ENKHUIZEN,2016,170,10,liander
ENKHUIZEN,2016,190,22,liander
ENKHUIZEN,2017,10,8,liander
ENKHUIZEN,2017,30,43,liander
ENKHUIZEN,2017,50,78,liander
ENKHUIZEN,2017,70,99,liander
ENKHUIZEN,2017,90,67,liander
ENKHUIZEN,2017,110,53,liander
ENKHUIZEN,2017,130,25,liander
ENKHUIZEN,2017,150,21,liander
ENKHUIZEN,2017,170,6,liander
ENKHUIZEN,2017,190,21,liander
ENKHUIZEN,2018,10,10,liander
ENKHUIZEN,2018,30,45,liander
ENKHUIZEN,2018,50,78,liander
ENKHUIZEN,2018,70,102,liander
ENKHUIZEN,2018,90,64,liander
ENKHUIZEN,2018,110,52,liander
ENKHUIZEN,2018,130,30,liander
ENKHUIZEN,2018,150,16,liander
ENKHUIZEN,2018,170,7,liander
ENKHUIZEN,2018,190,18,liander
ENKHUIZEN,2019,10,12,liander
ENKHUIZEN,2019,30,44,liander
ENKHUIZEN,2019,50,76,liander
ENKHUIZEN,2019,70,99,liander
ENKHUIZEN,2019,90,68,liander
ENKHUIZEN,2019,110,51,liander
ENKHUIZEN,2019,130,28,liander
ENKHUIZEN,2019,150,20,liander
ENKHUIZEN,2019,170,9,liander
ENKHUIZEN,2019,190,16,liander
ENS,2010,30,2,enexis
ENS,2010,50,4,enexis
ENS,2010,70,8,enexis
ENS,2010,90,11,enexis
ENS,2010,110,5,enexis
ENS,2010,130,11,enexis
ENS,2010,150,8,enexis
ENS,2010,170,1,enexis
ENS,2010,190,8,enexis
ENS,2011,30,2,enexis
ENS,2011,50,2,enexis
ENS,2011,70,11,enexis
ENS,2011,90,11,enexis
ENS,2011,110,5,enexis
ENS,2011,130,8,enexis
ENS,2011,150,8,enexis
ENS,2011,170,4,enexis
ENS,2011,190,8,enexis
ENS,2012,30,2,enexis
ENS,2012,50,3,enexis
ENS,2012,70,8,enexis
ENS,2012,90,13,enexis
ENS,2012,110,6,enexis
ENS,2012,130,10,enexis
ENS,2012,150,5,enexis
ENS,2012,170,5,enexis
ENS,2012,190,8,enexis
ENS,2013,30,2,enexis
ENS,2013,50,3,enexis
ENS,2013,70,9,enexis
ENS,2013,90,14,enexis
ENS,2013,110,6,enexis
ENS,2013,130,12,enexis
ENS,2013,150,4,enexis
ENS,2013,170,3,enexis
ENS,2013,190,8,enexis
ENS,2014,30,2,enexis
ENS,2014,50,4,enexis
ENS,2014,70,10,enexis
ENS,2014,90,13,enexis
ENS,2014,110,7,enexis
ENS,2014,130,11,enexis
ENS,2014,150,5,enexis
ENS,2014,170,3,enexis
ENS,2014,190,6,enexis
ENS,2015,30,2,enexis
ENS,2015,50,5,enexis
ENS,2015,70,10,enexis
ENS,2015,90,13,enexis
ENS,2015,110,9,enexis
ENS,2015,130,9,enexis
ENS,2015,150,5,enexis
ENS,2015,170,2,enexis
ENS,2015,190,7,enexis
ENS,2016,30,2,liander
ENS,2016,50,6,liander
ENS,2016,70,14,liander
ENS,2016,90,11,liander
ENS,2016,110,14,liander
ENS,2016,130,5,liander
ENS,2016,150,2,liander
ENS,2016,170,4,liander
ENS,2016,190,5,liander
ENS,2017,30,2,liander
ENS,2017,50,5,liander
ENS,2017,70,15,liander
ENS,2017,90,14,liander
ENS,2017,110,10,liander
ENS,2017,130,7,liander
ENS,2017,150,3,liander
ENS,2017,170,3,liander
ENS,2017,190,5,liander
ENS,2018,30,2,liander
ENS,2018,50,6,liander
ENS,2018,70,14,liander
ENS,2018,90,17,liander
ENS,2018,110,8,liander
ENS,2018,130,7,liander
ENS,2018,150,2,liander
ENS,2018,170,4,liander
ENS,2018,190,5,liander
ENS,2019,30,2,liander
ENS,2019,50,6,liander
ENS,2019,70,16,liander
ENS,2019,90,15,liander
ENS,2019,110,10,liander
ENS,2019,130,5,liander
ENS,2019,150,3,liander
ENS,2019,170,3,liander
ENS,2019,190,5,liander
ENSCHEDE,2010,10,167,enexis
ENSCHEDE,2010,30,169,enexis
ENSCHEDE,2010,50,247,enexis
ENSCHEDE,2010,70,394,enexis
ENSCHEDE,2010,90,395,enexis
ENSCHEDE,2010,110,340,enexis
ENSCHEDE,2010,130,260,enexis
ENSCHEDE,2010,150,177,enexis
ENSCHEDE,2010,170,113,enexis
ENSCHEDE,2010,190,314,enexis
ENSCHEDE,2011,10,149,enexis
ENSCHEDE,2011,30,184,enexis
ENSCHEDE,2011,50,234,enexis
ENSCHEDE,2011,70,402,enexis
ENSCHEDE,2011,90,416,enexis
ENSCHEDE,2011,110,337,enexis
ENSCHEDE,2011,130,245,enexis
ENSCHEDE,2011,150,209,enexis
ENSCHEDE,2011,170,110,enexis
ENSCHEDE,2011,190,304,enexis
ENSCHEDE,2012,10,192,enexis
ENSCHEDE,2012,30,160,enexis
ENSCHEDE,2012,50,284,enexis
ENSCHEDE,2012,70,423,enexis
ENSCHEDE,2012,90,399,enexis
ENSCHEDE,2012,110,330,enexis
ENSCHEDE,2012,130,252,enexis
ENSCHEDE,2012,150,183,enexis
ENSCHEDE,2012,170,116,enexis
ENSCHEDE,2012,190,294,enexis
ENSCHEDE,2013,10,218,enexis
ENSCHEDE,2013,30,185,enexis
ENSCHEDE,2013,50,370,enexis
ENSCHEDE,2013,70,448,enexis
ENSCHEDE,2013,90,453,enexis
ENSCHEDE,2013,110,337,enexis
ENSCHEDE,2013,130,247,enexis
ENSCHEDE,2013,150,168,enexis
ENSCHEDE,2013,170,106,enexis
ENSCHEDE,2013,190,304,enexis
ENSCHEDE,2014,10,240,enexis
ENSCHEDE,2014,30,184,enexis
ENSCHEDE,2014,50,373,enexis
ENSCHEDE,2014,70,486,enexis
ENSCHEDE,2014,90,459,enexis
ENSCHEDE,2014,110,338,enexis
ENSCHEDE,2014,130,242,enexis
ENSCHEDE,2014,150,159,enexis
ENSCHEDE,2014,170,76,enexis
ENSCHEDE,2014,190,281,enexis
ENSCHEDE,2015,10,224,enexis
ENSCHEDE,2015,30,214,enexis
ENSCHEDE,2015,50,441,enexis
ENSCHEDE,2015,70,507,enexis
ENSCHEDE,2015,90,452,enexis
ENSCHEDE,2015,110,327,enexis
ENSCHEDE,2015,130,228,enexis
ENSCHEDE,2015,150,109,enexis
ENSCHEDE,2015,170,103,enexis
ENSCHEDE,2015,190,246,enexis
ENSCHEDE,2016,10,236,enexis
ENSCHEDE,2016,30,235,enexis
ENSCHEDE,2016,50,459,enexis
ENSCHEDE,2016,70,515,enexis
ENSCHEDE,2016,90,458,enexis
ENSCHEDE,2016,110,306,enexis
ENSCHEDE,2016,130,205,enexis
ENSCHEDE,2016,150,116,enexis
ENSCHEDE,2016,170,85,enexis
ENSCHEDE,2016,190,247,enexis
ENSCHEDE,2017,10,234,enexis
ENSCHEDE,2017,30,230,enexis
ENSCHEDE,2017,50,480,enexis
ENSCHEDE,2017,70,525,enexis
ENSCHEDE,2017,90,435,enexis
ENSCHEDE,2017,110,334,enexis
ENSCHEDE,2017,130,190,enexis
ENSCHEDE,2017,150,128,enexis
ENSCHEDE,2017,170,85,enexis
ENSCHEDE,2017,190,231,enexis
ENSCHEDE,2018,10,245,enexis
ENSCHEDE,2018,30,223,enexis
ENSCHEDE,2018,50,458,enexis
ENSCHEDE,2018,70,530,enexis
ENSCHEDE,2018,90,454,enexis
ENSCHEDE,2018,110,329,enexis
ENSCHEDE,2018,130,210,enexis
ENSCHEDE,2018,150,142,enexis
ENSCHEDE,2018,170,89,enexis
ENSCHEDE,2018,190,353,enexis
ENSCHEDE,2019,10,238,enexis
ENSCHEDE,2019,30,233,enexis
ENSCHEDE,2019,50,480,enexis
ENSCHEDE,2019,70,543,enexis
ENSCHEDE,2019,90,449,enexis
ENSCHEDE,2019,110,305,enexis
ENSCHEDE,2019,130,213,enexis
ENSCHEDE,2019,150,147,enexis
ENSCHEDE,2019,170,92,enexis
ENSCHEDE,2019,190,338,enexis
ENSPIJK,2010,50,1,liander
ENSPIJK,2010,70,1,liander
ENSPIJK,2010,110,2,liander
ENSPIJK,2010,130,2,liander
ENSPIJK,2010,150,1,liander
ENSPIJK,2010,170,1,liander
ENSPIJK,2010,190,2,liander
ENSPIJK,2011,50,1,liander
ENSPIJK,2011,70,1,liander
ENSPIJK,2011,110,2,liander
ENSPIJK,2011,130,1,liander
ENSPIJK,2011,150,1,liander
ENSPIJK,2011,170,2,liander
ENSPIJK,2011,190,3,liander
ENSPIJK,2012,50,1,liander
ENSPIJK,2012,70,1,liander
ENSPIJK,2012,110,2,liander
ENSPIJK,2012,130,1,liander
ENSPIJK,2012,150,1,liander
ENSPIJK,2012,170,2,liander
ENSPIJK,2012,190,3,liander
ENSPIJK,2013,50,1,liander
ENSPIJK,2013,70,1,liander
ENSPIJK,2013,90,1,liander
ENSPIJK,2013,110,1,liander
ENSPIJK,2013,130,1,liander
ENSPIJK,2013,150,3,liander
ENSPIJK,2013,190,3,liander
ENSPIJK,2014,50,1,liander
ENSPIJK,2014,70,1,liander
ENSPIJK,2014,90,1,liander
ENSPIJK,2014,110,2,liander
ENSPIJK,2014,130,1,liander
ENSPIJK,2014,170,1,liander
ENSPIJK,2014,190,4,liander
ENSPIJK,2015,70,1,liander
ENSPIJK,2015,90,2,liander
ENSPIJK,2015,110,2,liander
ENSPIJK,2015,130,1,liander
ENSPIJK,2015,150,1,liander
ENSPIJK,2015,170,2,liander
ENSPIJK,2015,190,3,liander
ENSPIJK,2016,50,2,liander
ENSPIJK,2016,70,1,liander
ENSPIJK,2016,110,2,liander
ENSPIJK,2016,130,1,liander
ENSPIJK,2016,150,3,liander
ENSPIJK,2016,170,1,liander
ENSPIJK,2016,190,2,liander
ENSPIJK,2017,50,2,liander
ENSPIJK,2017,70,1,liander
ENSPIJK,2017,90,1,liander
ENSPIJK,2017,110,1,liander
ENSPIJK,2017,130,2,liander
ENSPIJK,2017,150,2,liander
ENSPIJK,2017,170,1,liander
ENSPIJK,2017,190,2,liander
ENSPIJK,2018,50,2,liander
ENSPIJK,2018,70,1,liander
ENSPIJK,2018,90,1,liander
ENSPIJK,2018,110,2,liander
ENSPIJK,2018,130,1,liander
ENSPIJK,2018,150,1,liander
ENSPIJK,2018,170,1,liander
ENSPIJK,2018,190,3,liander
ENSPIJK,2019,50,1,liander
ENSPIJK,2019,70,2,liander
ENSPIJK,2019,90,1,liander
ENSPIJK,2019,110,2,liander
ENSPIJK,2019,130,1,liander
ENSPIJK,2019,150,1,liander
ENSPIJK,2019,170,2,liander
ENSPIJK,2019,190,2,liander
ENUMATIL,2010,70,1,enexis
ENUMATIL,2010,90,1,enexis
ENUMATIL,2010,110,1,enexis
ENUMATIL,2010,190,3,enexis
ENUMATIL,2011,70,1,enexis
ENUMATIL,2011,90,1,enexis
ENUMATIL,2011,110,1,enexis
ENUMATIL,2011,190,3,enexis
ENUMATIL,2012,70,1,enexis
ENUMATIL,2012,90,1,enexis
ENUMATIL,2012,110,1,enexis
ENUMATIL,2012,190,3,enexis
ENUMATIL,2013,50,1,enexis
ENUMATIL,2013,90,1,enexis
ENUMATIL,2013,110,1,enexis
ENUMATIL,2013,170,1,enexis
ENUMATIL,2013,190,2,enexis
ENUMATIL,2014,50,1,enexis
ENUMATIL,2014,90,1,enexis
ENUMATIL,2014,110,1,enexis
ENUMATIL,2014,170,1,enexis
ENUMATIL,2014,190,2,enexis
ENUMATIL,2015,50,1,enexis
ENUMATIL,2015,70,1,enexis
ENUMATIL,2015,90,1,enexis
ENUMATIL,2015,190,3,enexis
ENUMATIL,2016,50,1,enexis
ENUMATIL,2016,70,1,enexis
ENUMATIL,2016,90,1,enexis
ENUMATIL,2016,150,1,enexis
ENUMATIL,2016,190,2,enexis
ENUMATIL,2017,50,1,enexis
ENUMATIL,2017,70,1,enexis
ENUMATIL,2017,90,1,enexis
ENUMATIL,2017,130,1,enexis
ENUMATIL,2017,190,2,enexis
ENUMATIL,2018,90,2,enexis
ENUMATIL,2018,110,2,enexis
ENUMATIL,2018,130,2,enexis
ENUMATIL,2018,190,3,enexis
ENUMATIL,2019,90,2,enexis
ENUMATIL,2019,110,2,enexis
ENUMATIL,2019,130,1,enexis
ENUMATIL,2019,150,1,enexis
ENUMATIL,2019,190,3,enexis
EPE,2010,10,1,liander
EPE,2010,30,9,liander
EPE,2010,50,23,liander
EPE,2010,70,26,liander
EPE,2010,90,51,liander
EPE,2010,110,48,liander
EPE,2010,130,37,liander
EPE,2010,150,35,liander
EPE,2010,170,12,liander
EPE,2010,190,108,liander
EPE,2011,10,1,liander
EPE,2011,30,10,liander
EPE,2011,50,20,liander
EPE,2011,70,35,liander
EPE,2011,90,43,liander
EPE,2011,110,53,liander
EPE,2011,130,35,liander
EPE,2011,150,34,liander
EPE,2011,170,17,liander
EPE,2011,190,103,liander
EPE,2012,10,1,liander
EPE,2012,30,10,liander
EPE,2012,50,22,liander
EPE,2012,70,35,liander
EPE,2012,90,53,liander
EPE,2012,110,46,liander
EPE,2012,130,37,liander
EPE,2012,150,30,liander
EPE,2012,170,15,liander
EPE,2012,190,102,liander
EPE,2013,10,1,liander
EPE,2013,30,10,liander
EPE,2013,50,24,liander
EPE,2013,70,32,liander
EPE,2013,90,66,liander
EPE,2013,110,44,liander
EPE,2013,130,42,liander
EPE,2013,150,20,liander
EPE,2013,170,20,liander
EPE,2013,190,94,liander
EPE,2014,10,1,liander
EPE,2014,30,10,liander
EPE,2014,50,25,liander
EPE,2014,70,39,liander
EPE,2014,90,64,liander
EPE,2014,110,46,liander
EPE,2014,130,38,liander
EPE,2014,150,22,liander
EPE,2014,170,22,liander
EPE,2014,190,87,liander
EPE,2015,10,1,liander
EPE,2015,30,12,liander
EPE,2015,50,28,liander
EPE,2015,70,46,liander
EPE,2015,90,62,liander
EPE,2015,110,45,liander
EPE,2015,130,40,liander
EPE,2015,150,20,liander
EPE,2015,170,18,liander
EPE,2015,190,82,liander
EPE,2016,10,2,liander
EPE,2016,30,11,liander
EPE,2016,50,30,liander
EPE,2016,70,48,liander
EPE,2016,90,63,liander
EPE,2016,110,48,liander
EPE,2016,130,35,liander
EPE,2016,150,17,liander
EPE,2016,170,27,liander
EPE,2016,190,78,liander
EPE,2017,10,1,liander
EPE,2017,30,13,liander
EPE,2017,50,29,liander
EPE,2017,70,44,liander
EPE,2017,90,63,liander
EPE,2017,110,48,liander
EPE,2017,130,41,liander
EPE,2017,150,19,liander
EPE,2017,170,21,liander
EPE,2017,190,84,liander
EPE,2018,10,2,liander
EPE,2018,30,14,liander
EPE,2018,50,30,liander
EPE,2018,70,40,liander
EPE,2018,90,68,liander
EPE,2018,110,49,liander
EPE,2018,130,35,liander
EPE,2018,150,18,liander
EPE,2018,170,25,liander
EPE,2018,190,82,liander
EPE,2019,10,3,liander
EPE,2019,30,15,liander
EPE,2019,50,34,liander
EPE,2019,70,47,liander
EPE,2019,90,63,liander
EPE,2019,110,44,liander
EPE,2019,130,35,liander
EPE,2019,150,22,liander
EPE,2019,170,30,liander
EPE,2019,190,72,liander
EPEN,2010,50,1,enexis
EPEN,2010,70,1,enexis
EPEN,2010,90,1,enexis
EPEN,2010,110,3,enexis
EPEN,2010,170,1,enexis
EPEN,2010,190,13,enexis
EPEN,2011,50,1,enexis
EPEN,2011,70,1,enexis
EPEN,2011,90,1,enexis
EPEN,2011,110,2,enexis
EPEN,2011,130,1,enexis
EPEN,2011,170,1,enexis
EPEN,2011,190,13,enexis
EPEN,2012,50,1,enexis
EPEN,2012,90,1,enexis
EPEN,2012,110,4,enexis
EPEN,2012,130,1,enexis
EPEN,2012,150,1,enexis
EPEN,2012,170,3,enexis
EPEN,2012,190,10,enexis
EPEN,2013,30,1,enexis
EPEN,2013,50,1,enexis
EPEN,2013,90,2,enexis
EPEN,2013,110,3,enexis
EPEN,2013,130,1,enexis
EPEN,2013,170,1,enexis
EPEN,2013,190,13,enexis
EPEN,2014,30,1,enexis
EPEN,2014,50,2,enexis
EPEN,2014,90,3,enexis
EPEN,2014,110,1,enexis
EPEN,2014,130,1,enexis
EPEN,2014,170,1,enexis
EPEN,2014,190,11,enexis
EPEN,2015,30,1,enexis
EPEN,2015,50,1,enexis
EPEN,2015,70,1,enexis
EPEN,2015,90,2,enexis
EPEN,2015,110,2,enexis
EPEN,2015,150,1,enexis
EPEN,2015,170,4,enexis
EPEN,2015,190,10,enexis
EPEN,2016,30,1,enexis
EPEN,2016,50,1,enexis
EPEN,2016,70,2,enexis
EPEN,2016,90,3,enexis
EPEN,2016,130,1,enexis
EPEN,2016,150,2,enexis
EPEN,2016,170,2,enexis
EPEN,2016,190,9,enexis
EPEN,2017,30,1,enexis
EPEN,2017,50,1,enexis
EPEN,2017,70,1,enexis
EPEN,2017,90,3,enexis
EPEN,2017,130,2,enexis
EPEN,2017,150,2,enexis
EPEN,2017,170,2,enexis
EPEN,2017,190,10,enexis
EPEN,2018,30,1,enexis
EPEN,2018,50,1,enexis
EPEN,2018,70,1,enexis
EPEN,2018,90,3,enexis
EPEN,2018,110,1,enexis
EPEN,2018,130,1,enexis
EPEN,2018,150,3,enexis
EPEN,2018,170,2,enexis
EPEN,2018,190,11,enexis
EPEN,2019,30,1,enexis
EPEN,2019,50,1,enexis
EPEN,2019,70,1,enexis
EPEN,2019,90,3,enexis
EPEN,2019,110,1,enexis
EPEN,2019,130,2,enexis
EPEN,2019,150,2,enexis
EPEN,2019,170,4,enexis
EPEN,2019,190,9,enexis
EPPENHUIZEN,2010,90,1,enexis
EPPENHUIZEN,2011,110,1,enexis
EPPENHUIZEN,2012,110,1,enexis
EPPENHUIZEN,2013,90,1,enexis
EPPENHUIZEN,2014,90,1,enexis
EPPENHUIZEN,2015,90,1,enexis
EPPENHUIZEN,2016,90,1,enexis
EPPENHUIZEN,2017,90,1,enexis
EPPENHUIZEN,2018,130,2,enexis
EPPENHUIZEN,2018,190,2,enexis
EPPENHUIZEN,2019,130,1,enexis
EPPENHUIZEN,2019,150,1,enexis
EPPENHUIZEN,2019,190,2,enexis
EPSE,2010,30,1,liander
EPSE,2010,50,2,liander
EPSE,2010,70,3,liander
EPSE,2010,90,9,liander
EPSE,2010,110,3,liander
EPSE,2010,130,5,liander
EPSE,2010,150,5,liander
EPSE,2010,170,2,liander
EPSE,2010,190,5,liander
EPSE,2011,30,1,liander
EPSE,2011,50,2,liander
EPSE,2011,70,3,liander
EPSE,2011,90,8,liander
EPSE,2011,110,5,liander
EPSE,2011,130,5,liander
EPSE,2011,150,3,liander
EPSE,2011,170,2,liander
EPSE,2011,190,6,liander
EPSE,2012,30,1,liander
EPSE,2012,50,2,liander
EPSE,2012,70,4,liander
EPSE,2012,90,7,liander
EPSE,2012,110,6,liander
EPSE,2012,130,6,liander
EPSE,2012,150,2,liander
EPSE,2012,170,3,liander
EPSE,2012,190,4,liander
EPSE,2013,30,1,liander
EPSE,2013,50,2,liander
EPSE,2013,70,4,liander
EPSE,2013,90,9,liander
EPSE,2013,110,5,liander
EPSE,2013,130,5,liander
EPSE,2013,150,2,liander
EPSE,2013,170,2,liander
EPSE,2013,190,5,liander
EPSE,2014,30,1,liander
EPSE,2014,50,2,liander
EPSE,2014,70,5,liander
EPSE,2014,90,10,liander
EPSE,2014,110,5,liander
EPSE,2014,130,3,liander
EPSE,2014,150,3,liander
EPSE,2014,170,2,liander
EPSE,2014,190,4,liander
EPSE,2015,30,2,liander
EPSE,2015,50,2,liander
EPSE,2015,70,9,liander
EPSE,2015,90,5,liander
EPSE,2015,110,8,liander
EPSE,2015,150,5,liander
EPSE,2015,190,4,liander
EPSE,2016,30,2,liander
EPSE,2016,50,2,liander
EPSE,2016,70,10,liander
EPSE,2016,90,6,liander
EPSE,2016,110,7,liander
EPSE,2016,130,1,liander
EPSE,2016,150,3,liander
EPSE,2016,170,2,liander
EPSE,2016,190,3,liander
EPSE,2017,30,3,liander
EPSE,2017,50,1,liander
EPSE,2017,70,10,liander
EPSE,2017,90,7,liander
EPSE,2017,110,8,liander
EPSE,2017,130,1,liander
EPSE,2017,150,3,liander
EPSE,2017,170,1,liander
EPSE,2017,190,4,liander
EPSE,2018,30,3,liander
EPSE,2018,50,2,liander
EPSE,2018,70,9,liander
EPSE,2018,90,8,liander
EPSE,2018,110,5,liander
EPSE,2018,130,1,liander
EPSE,2018,150,4,liander
EPSE,2018,170,3,liander
EPSE,2018,190,4,liander
EPSE,2019,30,3,liander
EPSE,2019,50,2,liander
EPSE,2019,70,11,liander
EPSE,2019,90,8,liander
EPSE,2019,110,4,liander
EPSE,2019,130,1,liander
EPSE,2019,150,3,liander
EPSE,2019,170,4,liander
EPSE,2019,190,3,liander
ERICA,2010,50,2,enexis
ERICA,2010,70,12,enexis
ERICA,2010,90,13,enexis
ERICA,2010,110,13,enexis
ERICA,2010,130,15,enexis
ERICA,2010,150,13,enexis
ERICA,2010,170,11,enexis
ERICA,2010,190,21,enexis
ERICA,2011,50,4,enexis
ERICA,2011,70,12,enexis
ERICA,2011,90,11,enexis
ERICA,2011,110,15,enexis
ERICA,2011,130,12,enexis
ERICA,2011,150,10,enexis
ERICA,2011,170,16,enexis
ERICA,2011,190,21,enexis
ERICA,2012,30,1,enexis
ERICA,2012,50,4,enexis
ERICA,2012,70,17,enexis
ERICA,2012,90,5,enexis
ERICA,2012,110,19,enexis
ERICA,2012,130,8,enexis
ERICA,2012,150,17,enexis
ERICA,2012,170,12,enexis
ERICA,2012,190,22,enexis
ERICA,2013,30,2,enexis
ERICA,2013,50,4,enexis
ERICA,2013,70,17,enexis
ERICA,2013,90,7,enexis
ERICA,2013,110,18,enexis
ERICA,2013,130,11,enexis
ERICA,2013,150,16,enexis
ERICA,2013,170,10,enexis
ERICA,2013,190,22,enexis
ERICA,2014,30,2,enexis
ERICA,2014,50,7,enexis
ERICA,2014,70,14,enexis
ERICA,2014,90,11,enexis
ERICA,2014,110,16,enexis
ERICA,2014,130,21,enexis
ERICA,2014,150,9,enexis
ERICA,2014,170,9,enexis
ERICA,2014,190,18,enexis
ERICA,2015,30,2,enexis
ERICA,2015,50,6,enexis
ERICA,2015,70,16,enexis
ERICA,2015,90,11,enexis
ERICA,2015,110,21,enexis
ERICA,2015,130,15,enexis
ERICA,2015,150,9,enexis
ERICA,2015,170,8,enexis
ERICA,2015,190,19,enexis
ERICA,2016,30,2,enexis
ERICA,2016,50,8,enexis
ERICA,2016,70,13,enexis
ERICA,2016,90,15,enexis
ERICA,2016,110,16,enexis
ERICA,2016,130,19,enexis
ERICA,2016,150,12,enexis
ERICA,2016,170,6,enexis
ERICA,2016,190,17,enexis
ERICA,2017,30,2,enexis
ERICA,2017,50,8,enexis
ERICA,2017,70,12,enexis
ERICA,2017,90,17,enexis
ERICA,2017,110,15,enexis
ERICA,2017,130,19,enexis
ERICA,2017,150,12,enexis
ERICA,2017,170,7,enexis
ERICA,2017,190,17,enexis
ERICA,2018,30,3,enexis
ERICA,2018,50,6,enexis
ERICA,2018,70,10,enexis
ERICA,2018,90,19,enexis
ERICA,2018,110,17,enexis
ERICA,2018,130,22,enexis
ERICA,2018,150,8,enexis
ERICA,2018,170,13,enexis
ERICA,2018,190,20,enexis
ERICA,2019,30,4,enexis
ERICA,2019,50,7,enexis
ERICA,2019,70,9,enexis
ERICA,2019,90,19,enexis
ERICA,2019,110,19,enexis
ERICA,2019,130,22,enexis
ERICA,2019,150,8,enexis
ERICA,2019,170,12,enexis
ERICA,2019,190,18,enexis
ERICHEM,2010,70,1,liander
ERICHEM,2010,110,1,liander
ERICHEM,2010,130,1,liander
ERICHEM,2010,190,6,liander
ERICHEM,2011,70,1,liander
ERICHEM,2011,110,1,liander
ERICHEM,2011,130,1,liander
ERICHEM,2011,190,6,liander
ERICHEM,2012,70,1,liander
ERICHEM,2012,110,1,liander
ERICHEM,2012,130,1,liander
ERICHEM,2012,190,6,liander
ERICHEM,2013,70,1,liander
ERICHEM,2013,110,2,liander
ERICHEM,2013,190,6,liander
ERICHEM,2014,70,1,liander
ERICHEM,2014,110,2,liander
ERICHEM,2014,190,6,liander
ERICHEM,2015,70,1,liander
ERICHEM,2015,110,2,liander
ERICHEM,2015,170,1,liander
ERICHEM,2015,190,5,liander
ERICHEM,2016,70,1,liander
ERICHEM,2016,110,2,liander
ERICHEM,2016,170,1,liander
ERICHEM,2016,190,5,liander
ERICHEM,2017,70,1,liander
ERICHEM,2017,110,2,liander
ERICHEM,2017,170,1,liander
ERICHEM,2017,190,5,liander
ERICHEM,2018,70,1,liander
ERICHEM,2018,110,1,liander
ERICHEM,2018,130,1,liander
ERICHEM,2018,170,1,liander
ERICHEM,2018,190,5,liander
ERICHEM,2019,50,1,liander
ERICHEM,2019,70,1,liander
ERICHEM,2019,110,1,liander
ERICHEM,2019,170,1,liander
ERICHEM,2019,190,5,liander
ERLECOM,2010,70,1,liander
ERLECOM,2010,90,1,liander
ERLECOM,2010,170,1,liander
ERLECOM,2011,70,1,liander
ERLECOM,2011,90,1,liander
ERLECOM,2011,170,1,liander
ERLECOM,2012,70,1,liander
ERLECOM,2012,90,1,liander
ERLECOM,2012,150,1,liander
ERLECOM,2013,70,2,liander
ERLECOM,2013,150,1,liander
ERLECOM,2014,70,1,liander
ERLECOM,2014,90,1,liander
ERLECOM,2014,130,1,liander
ERLECOM,2015,70,2,liander
ERLECOM,2015,130,1,liander
ERLECOM,2016,70,2,liander
ERLECOM,2016,130,1,liander
ERLECOM,2017,70,2,liander
ERLECOM,2017,130,1,liander
ERLECOM,2018,70,2,liander
ERLECOM,2018,130,1,liander
ERLECOM,2019,70,2,liander
ERLECOM,2019,130,1,liander
ERM,2010,30,2,enexis
ERM,2010,50,3,enexis
ERM,2010,130,1,enexis
ERM,2010,150,2,enexis
ERM,2010,190,4,enexis
ERM,2011,30,2,enexis
ERM,2011,50,3,enexis
ERM,2011,130,1,enexis
ERM,2011,150,1,enexis
ERM,2011,170,1,enexis
ERM,2011,190,4,enexis
ERM,2012,30,4,enexis
ERM,2012,50,1,enexis
ERM,2012,130,1,enexis
ERM,2012,150,1,enexis
ERM,2012,170,2,enexis
ERM,2012,190,3,enexis
ERM,2013,30,3,enexis
ERM,2013,50,2,enexis
ERM,2013,130,1,enexis
ERM,2013,150,3,enexis
ERM,2013,190,3,enexis
ERM,2014,30,4,enexis
ERM,2014,50,1,enexis
ERM,2014,130,1,enexis
ERM,2014,150,3,enexis
ERM,2014,170,1,enexis
ERM,2014,190,2,enexis
ERM,2015,30,4,enexis
ERM,2015,50,1,enexis
ERM,2015,130,3,enexis
ERM,2015,150,1,enexis
