city,years,c_per_conn_cut,c_per_conn_cut_count,companies
OKKENBROEK,2019,110,2,enexis
OKKENBROEK,2019,130,1,enexis
OKKENBROEK,2019,150,1,enexis
OKKENBROEK,2019,190,3,enexis
OLBURGEN,2010,70,1,liander
OLBURGEN,2010,110,3,liander
OLBURGEN,2010,190,2,liander
OLBURGEN,2011,70,1,liander
OLBURGEN,2011,110,3,liander
OLBURGEN,2011,190,2,liander
OLBURGEN,2012,50,1,liander
OLBURGEN,2012,110,3,liander
OLBURGEN,2012,190,2,liander
OLBURGEN,2013,50,1,liander
OLBURGEN,2013,90,1,liander
OLBURGEN,2013,110,1,liander
OLBURGEN,2013,130,1,liander
OLBURGEN,2013,190,3,liander
OLBURGEN,2014,50,1,liander
OLBURGEN,2014,90,2,liander
OLBURGEN,2014,130,1,liander
OLBURGEN,2014,150,1,liander
OLBURGEN,2014,190,2,liander
OLBURGEN,2015,50,1,liander
OLBURGEN,2015,90,2,liander
OLBURGEN,2015,110,1,liander
OLBURGEN,2015,150,1,liander
OLBURGEN,2015,190,2,liander
OLBURGEN,2016,50,1,liander
OLBURGEN,2016,90,2,liander
OLBURGEN,2016,130,1,liander
OLBURGEN,2016,150,1,liander
OLBURGEN,2016,190,2,liander
OLBURGEN,2017,50,1,liander
OLBURGEN,2017,90,2,liander
OLBURGEN,2017,110,1,liander
OLBURGEN,2017,190,3,liander
OLBURGEN,2018,50,1,liander
OLBURGEN,2018,90,2,liander
OLBURGEN,2018,110,1,liander
OLBURGEN,2018,190,3,liander
OLBURGEN,2019,50,1,liander
OLBURGEN,2019,90,2,liander
OLBURGEN,2019,110,1,liander
OLBURGEN,2019,190,3,liander
OLDEBERKOOP,2010,30,1,enexis
OLDEBERKOOP,2010,50,2,enexis
OLDEBERKOOP,2010,70,3,enexis
OLDEBERKOOP,2010,90,3,enexis
OLDEBERKOOP,2010,110,4,enexis
OLDEBERKOOP,2010,130,1,enexis
OLDEBERKOOP,2010,150,4,enexis
OLDEBERKOOP,2010,170,3,enexis
OLDEBERKOOP,2010,190,19,enexis
OLDEBERKOOP,2011,30,1,enexis
OLDEBERKOOP,2011,50,2,enexis
OLDEBERKOOP,2011,70,3,enexis
OLDEBERKOOP,2011,90,3,enexis
OLDEBERKOOP,2011,110,4,enexis
OLDEBERKOOP,2011,130,1,enexis
OLDEBERKOOP,2011,150,5,enexis
OLDEBERKOOP,2011,170,3,enexis
OLDEBERKOOP,2011,190,19,enexis
OLDEBERKOOP,2012,30,1,enexis
OLDEBERKOOP,2012,50,3,enexis
OLDEBERKOOP,2012,70,3,enexis
OLDEBERKOOP,2012,90,3,enexis
OLDEBERKOOP,2012,110,4,enexis
OLDEBERKOOP,2012,130,4,enexis
OLDEBERKOOP,2012,150,1,enexis
OLDEBERKOOP,2012,170,5,enexis
OLDEBERKOOP,2012,190,17,enexis
OLDEBERKOOP,2013,30,1,enexis
OLDEBERKOOP,2013,50,3,enexis
OLDEBERKOOP,2013,70,4,enexis
OLDEBERKOOP,2013,90,5,enexis
OLDEBERKOOP,2013,110,2,enexis
OLDEBERKOOP,2013,130,3,enexis
OLDEBERKOOP,2013,150,4,enexis
OLDEBERKOOP,2013,170,4,enexis
OLDEBERKOOP,2013,190,15,enexis
OLDEBERKOOP,2014,30,1,enexis
OLDEBERKOOP,2014,50,4,enexis
OLDEBERKOOP,2014,70,2,enexis
OLDEBERKOOP,2014,90,7,enexis
OLDEBERKOOP,2014,110,2,enexis
OLDEBERKOOP,2014,130,4,enexis
OLDEBERKOOP,2014,150,2,enexis
OLDEBERKOOP,2014,170,3,enexis
OLDEBERKOOP,2014,190,16,enexis
OLDEBERKOOP,2015,30,1,enexis
OLDEBERKOOP,2015,50,5,enexis
OLDEBERKOOP,2015,70,2,enexis
OLDEBERKOOP,2015,90,5,enexis
OLDEBERKOOP,2015,110,2,enexis
OLDEBERKOOP,2015,130,5,enexis
OLDEBERKOOP,2015,150,3,enexis
OLDEBERKOOP,2015,170,4,enexis
OLDEBERKOOP,2015,190,14,enexis
OLDEBERKOOP,2016,30,1,liander
OLDEBERKOOP,2016,50,5,liander
OLDEBERKOOP,2016,70,4,liander
OLDEBERKOOP,2016,90,4,liander
OLDEBERKOOP,2016,110,3,liander
OLDEBERKOOP,2016,130,3,liander
OLDEBERKOOP,2016,150,3,liander
OLDEBERKOOP,2016,170,5,liander
OLDEBERKOOP,2016,190,12,liander
OLDEBERKOOP,2017,30,1,liander
OLDEBERKOOP,2017,50,6,liander
OLDEBERKOOP,2017,70,3,liander
OLDEBERKOOP,2017,90,4,liander
OLDEBERKOOP,2017,110,4,liander
OLDEBERKOOP,2017,130,1,liander
OLDEBERKOOP,2017,150,6,liander
OLDEBERKOOP,2017,170,3,liander
OLDEBERKOOP,2017,190,12,liander
OLDEBERKOOP,2018,30,1,liander
OLDEBERKOOP,2018,50,5,liander
OLDEBERKOOP,2018,70,3,liander
OLDEBERKOOP,2018,90,5,liander
OLDEBERKOOP,2018,110,4,liander
OLDEBERKOOP,2018,130,2,liander
OLDEBERKOOP,2018,150,4,liander
OLDEBERKOOP,2018,170,3,liander
OLDEBERKOOP,2018,190,13,liander
OLDEBERKOOP,2019,30,1,liander
OLDEBERKOOP,2019,50,5,liander
OLDEBERKOOP,2019,70,4,liander
OLDEBERKOOP,2019,90,6,liander
OLDEBERKOOP,2019,110,2,liander
OLDEBERKOOP,2019,130,3,liander
OLDEBERKOOP,2019,150,5,liander
OLDEBERKOOP,2019,170,3,liander
OLDEBERKOOP,2019,190,11,liander
OLDEBROEK,2010,30,2,liander
OLDEBROEK,2010,50,3,liander
OLDEBROEK,2010,70,14,liander
OLDEBROEK,2010,90,13,liander
OLDEBROEK,2010,110,14,liander
OLDEBROEK,2010,130,12,liander
OLDEBROEK,2010,150,9,liander
OLDEBROEK,2010,170,6,liander
OLDEBROEK,2010,190,30,liander
OLDEBROEK,2011,30,2,liander
OLDEBROEK,2011,50,4,liander
OLDEBROEK,2011,70,16,liander
OLDEBROEK,2011,90,17,liander
OLDEBROEK,2011,110,13,liander
OLDEBROEK,2011,130,14,liander
OLDEBROEK,2011,150,8,liander
OLDEBROEK,2011,170,8,liander
OLDEBROEK,2011,190,28,liander
OLDEBROEK,2012,30,3,liander
OLDEBROEK,2012,50,7,liander
OLDEBROEK,2012,70,18,liander
OLDEBROEK,2012,90,17,liander
OLDEBROEK,2012,110,16,liander
OLDEBROEK,2012,130,10,liander
OLDEBROEK,2012,150,8,liander
OLDEBROEK,2012,170,5,liander
OLDEBROEK,2012,190,27,liander
OLDEBROEK,2013,30,4,liander
OLDEBROEK,2013,50,11,liander
OLDEBROEK,2013,70,15,liander
OLDEBROEK,2013,90,20,liander
OLDEBROEK,2013,110,14,liander
OLDEBROEK,2013,130,10,liander
OLDEBROEK,2013,150,6,liander
OLDEBROEK,2013,170,9,liander
OLDEBROEK,2013,190,23,liander
OLDEBROEK,2014,30,4,liander
OLDEBROEK,2014,50,12,liander
OLDEBROEK,2014,70,18,liander
OLDEBROEK,2014,90,18,liander
OLDEBROEK,2014,110,16,liander
OLDEBROEK,2014,130,9,liander
OLDEBROEK,2014,150,6,liander
OLDEBROEK,2014,170,7,liander
OLDEBROEK,2014,190,23,liander
OLDEBROEK,2015,30,7,liander
OLDEBROEK,2015,50,10,liander
OLDEBROEK,2015,70,20,liander
OLDEBROEK,2015,90,19,liander
OLDEBROEK,2015,110,15,liander
OLDEBROEK,2015,130,9,liander
OLDEBROEK,2015,150,10,liander
OLDEBROEK,2015,170,4,liander
OLDEBROEK,2015,190,20,liander
OLDEBROEK,2016,10,1,liander
OLDEBROEK,2016,30,7,liander
OLDEBROEK,2016,50,9,liander
OLDEBROEK,2016,70,23,liander
OLDEBROEK,2016,90,19,liander
OLDEBROEK,2016,110,15,liander
OLDEBROEK,2016,130,8,liander
OLDEBROEK,2016,150,6,liander
OLDEBROEK,2016,170,10,liander
OLDEBROEK,2016,190,15,liander
OLDEBROEK,2017,10,1,liander
OLDEBROEK,2017,30,6,liander
OLDEBROEK,2017,50,11,liander
OLDEBROEK,2017,70,22,liander
OLDEBROEK,2017,90,24,liander
OLDEBROEK,2017,110,12,liander
OLDEBROEK,2017,130,8,liander
OLDEBROEK,2017,150,9,liander
OLDEBROEK,2017,170,7,liander
OLDEBROEK,2017,190,14,liander
OLDEBROEK,2018,30,8,liander
OLDEBROEK,2018,50,11,liander
OLDEBROEK,2018,70,24,liander
OLDEBROEK,2018,90,21,liander
OLDEBROEK,2018,110,11,liander
OLDEBROEK,2018,130,10,liander
OLDEBROEK,2018,150,8,liander
OLDEBROEK,2018,170,6,liander
OLDEBROEK,2018,190,15,liander
OLDEBROEK,2019,30,10,liander
OLDEBROEK,2019,50,11,liander
OLDEBROEK,2019,70,21,liander
OLDEBROEK,2019,90,22,liander
OLDEBROEK,2019,110,12,liander
OLDEBROEK,2019,130,10,liander
OLDEBROEK,2019,150,7,liander
OLDEBROEK,2019,170,6,liander
OLDEBROEK,2019,190,15,liander
OLDEHOLTPADE,2010,70,2,enexis
OLDEHOLTPADE,2010,90,1,enexis
OLDEHOLTPADE,2010,110,2,enexis
OLDEHOLTPADE,2010,130,2,enexis
OLDEHOLTPADE,2010,150,5,enexis
OLDEHOLTPADE,2010,190,10,enexis
OLDEHOLTPADE,2011,70,3,enexis
OLDEHOLTPADE,2011,110,2,enexis
OLDEHOLTPADE,2011,130,3,enexis
OLDEHOLTPADE,2011,150,2,enexis
OLDEHOLTPADE,2011,170,2,enexis
OLDEHOLTPADE,2011,190,10,enexis
OLDEHOLTPADE,2012,50,1,enexis
OLDEHOLTPADE,2012,70,2,enexis
OLDEHOLTPADE,2012,90,2,enexis
OLDEHOLTPADE,2012,130,3,enexis
OLDEHOLTPADE,2012,150,2,enexis
OLDEHOLTPADE,2012,170,2,enexis
OLDEHOLTPADE,2012,190,10,enexis
OLDEHOLTPADE,2013,50,2,enexis
OLDEHOLTPADE,2013,70,1,enexis
OLDEHOLTPADE,2013,90,1,enexis
OLDEHOLTPADE,2013,110,4,enexis
OLDEHOLTPADE,2013,130,2,enexis
OLDEHOLTPADE,2013,150,2,enexis
OLDEHOLTPADE,2013,170,4,enexis
OLDEHOLTPADE,2013,190,6,enexis
OLDEHOLTPADE,2014,50,2,enexis
OLDEHOLTPADE,2014,70,1,enexis
OLDEHOLTPADE,2014,90,2,enexis
OLDEHOLTPADE,2014,110,3,enexis
OLDEHOLTPADE,2014,130,4,enexis
OLDEHOLTPADE,2014,150,1,enexis
OLDEHOLTPADE,2014,170,5,enexis
OLDEHOLTPADE,2014,190,4,enexis
OLDEHOLTPADE,2015,50,2,enexis
OLDEHOLTPADE,2015,70,1,enexis
OLDEHOLTPADE,2015,90,3,enexis
OLDEHOLTPADE,2015,110,4,enexis
OLDEHOLTPADE,2015,130,3,enexis
OLDEHOLTPADE,2015,170,4,enexis
OLDEHOLTPADE,2015,190,5,enexis
OLDEHOLTPADE,2016,50,1,liander
OLDEHOLTPADE,2016,70,1,liander
OLDEHOLTPADE,2016,90,5,liander
OLDEHOLTPADE,2016,110,5,liander
OLDEHOLTPADE,2016,130,3,liander
OLDEHOLTPADE,2016,150,3,liander
OLDEHOLTPADE,2016,170,1,liander
OLDEHOLTPADE,2016,190,4,liander
OLDEHOLTPADE,2017,50,1,liander
OLDEHOLTPADE,2017,70,3,liander
OLDEHOLTPADE,2017,90,2,liander
OLDEHOLTPADE,2017,110,5,liander
OLDEHOLTPADE,2017,130,4,liander
OLDEHOLTPADE,2017,150,2,liander
OLDEHOLTPADE,2017,170,2,liander
OLDEHOLTPADE,2017,190,4,liander
OLDEHOLTPADE,2018,50,2,liander
OLDEHOLTPADE,2018,70,2,liander
OLDEHOLTPADE,2018,90,2,liander
OLDEHOLTPADE,2018,110,4,liander
OLDEHOLTPADE,2018,130,5,liander
OLDEHOLTPADE,2018,150,2,liander
OLDEHOLTPADE,2018,170,3,liander
OLDEHOLTPADE,2018,190,3,liander
OLDEHOLTPADE,2019,50,3,liander
OLDEHOLTPADE,2019,70,1,liander
OLDEHOLTPADE,2019,90,3,liander
OLDEHOLTPADE,2019,110,4,liander
OLDEHOLTPADE,2019,130,5,liander
OLDEHOLTPADE,2019,150,1,liander
OLDEHOLTPADE,2019,170,3,liander
OLDEHOLTPADE,2019,190,3,liander
OLDEHOLTWOLDE,2016,50,1,liander
OLDEHOLTWOLDE,2017,50,1,liander
OLDEHOLTWOLDE,2018,50,1,liander
OLDEHOLTWOLDE,2019,50,1,liander
OLDEHOVE,2010,50,3,enexis
OLDEHOVE,2010,70,1,enexis
OLDEHOVE,2010,90,6,enexis
OLDEHOVE,2010,110,4,enexis
OLDEHOVE,2010,130,3,enexis
OLDEHOVE,2010,150,5,enexis
OLDEHOVE,2010,170,3,enexis
OLDEHOVE,2010,190,4,enexis
OLDEHOVE,2011,50,3,enexis
OLDEHOVE,2011,70,2,enexis
OLDEHOVE,2011,90,6,enexis
OLDEHOVE,2011,110,4,enexis
OLDEHOVE,2011,130,2,enexis
OLDEHOVE,2011,150,4,enexis
OLDEHOVE,2011,170,2,enexis
OLDEHOVE,2011,190,6,enexis
OLDEHOVE,2012,30,1,enexis
OLDEHOVE,2012,50,2,enexis
OLDEHOVE,2012,70,4,enexis
OLDEHOVE,2012,90,6,enexis
OLDEHOVE,2012,110,3,enexis
OLDEHOVE,2012,130,1,enexis
OLDEHOVE,2012,150,5,enexis
OLDEHOVE,2012,170,3,enexis
OLDEHOVE,2012,190,4,enexis
OLDEHOVE,2013,30,1,enexis
OLDEHOVE,2013,50,3,enexis
OLDEHOVE,2013,90,8,enexis
OLDEHOVE,2013,110,4,enexis
OLDEHOVE,2013,130,3,enexis
OLDEHOVE,2013,150,3,enexis
OLDEHOVE,2013,170,3,enexis
OLDEHOVE,2013,190,6,enexis
OLDEHOVE,2014,30,1,enexis
OLDEHOVE,2014,50,3,enexis
OLDEHOVE,2014,70,1,enexis
OLDEHOVE,2014,90,8,enexis
OLDEHOVE,2014,110,3,enexis
OLDEHOVE,2014,130,3,enexis
OLDEHOVE,2014,150,2,enexis
OLDEHOVE,2014,170,5,enexis
OLDEHOVE,2014,190,5,enexis
OLDEHOVE,2015,30,1,enexis
OLDEHOVE,2015,50,3,enexis
OLDEHOVE,2015,70,4,enexis
OLDEHOVE,2015,90,6,enexis
OLDEHOVE,2015,110,3,enexis
OLDEHOVE,2015,130,5,enexis
OLDEHOVE,2015,150,2,enexis
OLDEHOVE,2015,170,1,enexis
OLDEHOVE,2015,190,6,enexis
OLDEHOVE,2016,30,2,enexis
OLDEHOVE,2016,50,2,enexis
OLDEHOVE,2016,70,4,enexis
OLDEHOVE,2016,90,6,enexis
OLDEHOVE,2016,110,3,enexis
OLDEHOVE,2016,130,5,enexis
OLDEHOVE,2016,150,2,enexis
OLDEHOVE,2016,170,1,enexis
OLDEHOVE,2016,190,7,enexis
OLDEHOVE,2017,30,3,enexis
OLDEHOVE,2017,50,1,enexis
OLDEHOVE,2017,70,4,enexis
OLDEHOVE,2017,90,5,enexis
OLDEHOVE,2017,110,4,enexis
OLDEHOVE,2017,130,5,enexis
OLDEHOVE,2017,150,3,enexis
OLDEHOVE,2017,190,7,enexis
OLDEHOVE,2018,30,2,enexis
OLDEHOVE,2018,50,2,enexis
OLDEHOVE,2018,70,2,enexis
OLDEHOVE,2018,90,5,enexis
OLDEHOVE,2018,110,5,enexis
OLDEHOVE,2018,130,5,enexis
OLDEHOVE,2018,150,4,enexis
OLDEHOVE,2018,170,2,enexis
OLDEHOVE,2018,190,10,enexis
OLDEHOVE,2019,30,1,enexis
OLDEHOVE,2019,50,2,enexis
OLDEHOVE,2019,70,3,enexis
OLDEHOVE,2019,90,5,enexis
OLDEHOVE,2019,110,5,enexis
OLDEHOVE,2019,130,5,enexis
OLDEHOVE,2019,150,4,enexis
OLDEHOVE,2019,190,11,enexis
OLDEKERK,2010,50,2,enexis
OLDEKERK,2010,70,1,enexis
OLDEKERK,2010,90,2,enexis
OLDEKERK,2010,110,3,enexis
OLDEKERK,2010,130,3,enexis
OLDEKERK,2010,150,3,enexis
OLDEKERK,2010,170,2,enexis
OLDEKERK,2010,190,10,enexis
OLDEKERK,2011,50,2,enexis
OLDEKERK,2011,70,1,enexis
OLDEKERK,2011,90,1,enexis
OLDEKERK,2011,110,4,enexis
OLDEKERK,2011,130,3,enexis
OLDEKERK,2011,150,3,enexis
OLDEKERK,2011,170,2,enexis
OLDEKERK,2011,190,10,enexis
OLDEKERK,2012,50,3,enexis
OLDEKERK,2012,70,1,enexis
OLDEKERK,2012,90,1,enexis
OLDEKERK,2012,110,5,enexis
OLDEKERK,2012,130,3,enexis
OLDEKERK,2012,150,2,enexis
OLDEKERK,2012,170,4,enexis
OLDEKERK,2012,190,7,enexis
OLDEKERK,2013,50,2,enexis
OLDEKERK,2013,70,3,enexis
OLDEKERK,2013,90,1,enexis
OLDEKERK,2013,110,4,enexis
OLDEKERK,2013,130,3,enexis
OLDEKERK,2013,150,3,enexis
OLDEKERK,2013,170,4,enexis
OLDEKERK,2013,190,6,enexis
OLDEKERK,2014,30,1,enexis
OLDEKERK,2014,50,1,enexis
OLDEKERK,2014,70,3,enexis
OLDEKERK,2014,90,1,enexis
OLDEKERK,2014,110,5,enexis
OLDEKERK,2014,130,2,enexis
OLDEKERK,2014,150,5,enexis
OLDEKERK,2014,170,2,enexis
OLDEKERK,2014,190,6,enexis
OLDEKERK,2015,50,2,enexis
OLDEKERK,2015,70,3,enexis
OLDEKERK,2015,90,3,enexis
OLDEKERK,2015,110,6,enexis
OLDEKERK,2015,130,1,enexis
OLDEKERK,2015,150,4,enexis
OLDEKERK,2015,170,3,enexis
OLDEKERK,2015,190,5,enexis
OLDEKERK,2016,50,3,enexis
OLDEKERK,2016,70,3,enexis
OLDEKERK,2016,90,2,enexis
OLDEKERK,2016,110,6,enexis
OLDEKERK,2016,130,4,enexis
OLDEKERK,2016,150,1,enexis
OLDEKERK,2016,170,3,enexis
OLDEKERK,2016,190,5,enexis
OLDEKERK,2017,50,2,enexis
OLDEKERK,2017,70,3,enexis
OLDEKERK,2017,90,2,enexis
OLDEKERK,2017,110,6,enexis
OLDEKERK,2017,130,3,enexis
OLDEKERK,2017,150,3,enexis
OLDEKERK,2017,170,3,enexis
OLDEKERK,2017,190,6,enexis
OLDEKERK,2018,30,1,enexis
OLDEKERK,2018,50,2,enexis
OLDEKERK,2018,70,2,enexis
OLDEKERK,2018,90,2,enexis
OLDEKERK,2018,110,5,enexis
OLDEKERK,2018,130,3,enexis
OLDEKERK,2018,150,2,enexis
OLDEKERK,2018,170,5,enexis
OLDEKERK,2018,190,7,enexis
OLDEKERK,2019,30,1,enexis
OLDEKERK,2019,50,2,enexis
OLDEKERK,2019,70,2,enexis
OLDEKERK,2019,90,2,enexis
OLDEKERK,2019,110,5,enexis
OLDEKERK,2019,130,4,enexis
OLDEKERK,2019,150,5,enexis
OLDEKERK,2019,170,2,enexis
OLDEKERK,2019,190,6,enexis
OLDELAMER,2010,110,2,enexis
OLDELAMER,2010,150,1,enexis
OLDELAMER,2010,190,1,enexis
OLDELAMER,2011,110,1,enexis
OLDELAMER,2011,150,1,enexis
OLDELAMER,2011,170,1,enexis
OLDELAMER,2011,190,2,enexis
OLDELAMER,2012,150,1,enexis
OLDELAMER,2012,170,2,enexis
OLDELAMER,2012,190,3,enexis
OLDELAMER,2013,150,2,enexis
OLDELAMER,2013,170,2,enexis
OLDELAMER,2013,190,2,enexis
OLDELAMER,2014,130,1,enexis
OLDELAMER,2014,150,1,enexis
OLDELAMER,2014,170,2,enexis
OLDELAMER,2014,190,2,enexis
OLDELAMER,2015,130,1,enexis
OLDELAMER,2015,150,2,enexis
OLDELAMER,2015,190,3,enexis
OLDELAMER,2016,110,1,liander
OLDELAMER,2016,130,1,liander
OLDELAMER,2016,170,1,liander
OLDELAMER,2016,190,2,liander
OLDELAMER,2017,130,2,liander
OLDELAMER,2017,170,1,liander
OLDELAMER,2017,190,2,liander
OLDELAMER,2018,130,2,liander
OLDELAMER,2018,170,1,liander
OLDELAMER,2018,190,3,liander
OLDELAMER,2019,110,1,liander
OLDELAMER,2019,130,1,liander
OLDELAMER,2019,170,1,liander
OLDELAMER,2019,190,3,liander
OLDENZIJL,2018,110,1,enexis
OLDENZIJL,2018,170,1,enexis
OLDENZIJL,2018,190,2,enexis
OLDENZIJL,2019,130,1,enexis
OLDENZIJL,2019,170,1,enexis
OLDENZIJL,2019,190,2,enexis
OLDEOUWER,2010,110,2,enexis
OLDEOUWER,2011,110,2,enexis
OLDEOUWER,2012,110,2,enexis
OLDEOUWER,2013,110,2,enexis
OLDEOUWER,2014,110,2,enexis
OLDEOUWER,2015,90,1,enexis
OLDEOUWER,2015,110,1,enexis
OLDEOUWER,2016,90,1,liander
OLDEOUWER,2016,110,1,liander
OLDEOUWER,2017,90,1,liander
OLDEOUWER,2017,110,1,liander
OLDEOUWER,2018,110,2,liander
OLDEOUWER,2019,110,2,liander
OLDETRIJNE,2010,150,1,enexis
OLDETRIJNE,2010,170,1,enexis
OLDETRIJNE,2010,190,1,enexis
OLDETRIJNE,2011,150,2,enexis
OLDETRIJNE,2011,190,1,enexis
OLDETRIJNE,2012,150,1,enexis
OLDETRIJNE,2012,190,2,enexis
OLDETRIJNE,2013,170,1,enexis
OLDETRIJNE,2013,190,3,enexis
OLDETRIJNE,2014,170,1,enexis
OLDETRIJNE,2014,190,3,enexis
OLDETRIJNE,2015,170,1,enexis
OLDETRIJNE,2015,190,3,enexis
OLDETRIJNE,2016,170,1,liander
OLDETRIJNE,2016,190,3,liander
OLDETRIJNE,2017,170,1,liander
OLDETRIJNE,2017,190,3,liander
OLDETRIJNE,2018,170,1,liander
OLDETRIJNE,2018,190,3,liander
OLDETRIJNE,2019,150,1,liander
OLDETRIJNE,2019,190,3,liander
OLST,2010,30,6,enexis
OLST,2010,50,7,enexis
OLST,2010,70,26,enexis
OLST,2010,90,30,enexis
OLST,2010,110,20,enexis
OLST,2010,130,21,enexis
OLST,2010,150,9,enexis
OLST,2010,170,12,enexis
OLST,2010,190,26,enexis
OLST,2011,30,5,enexis
OLST,2011,50,6,enexis
OLST,2011,70,29,enexis
OLST,2011,90,28,enexis
OLST,2011,110,23,enexis
OLST,2011,130,19,enexis
OLST,2011,150,9,enexis
OLST,2011,170,12,enexis
OLST,2011,190,28,enexis
OLST,2012,30,5,enexis
OLST,2012,50,12,enexis
OLST,2012,70,33,enexis
OLST,2012,90,25,enexis
OLST,2012,110,20,enexis
OLST,2012,130,23,enexis
OLST,2012,150,7,enexis
OLST,2012,170,11,enexis
OLST,2012,190,22,enexis
OLST,2013,30,6,enexis
OLST,2013,50,14,enexis
OLST,2013,70,33,enexis
OLST,2013,90,24,enexis
OLST,2013,110,28,enexis
OLST,2013,130,16,enexis
OLST,2013,150,13,enexis
OLST,2013,170,8,enexis
OLST,2013,190,21,enexis
OLST,2014,30,7,enexis
OLST,2014,50,15,enexis
OLST,2014,70,34,enexis
OLST,2014,90,26,enexis
OLST,2014,110,28,enexis
OLST,2014,130,16,enexis
OLST,2014,150,11,enexis
OLST,2014,170,5,enexis
OLST,2014,190,21,enexis
OLST,2015,10,1,enexis
OLST,2015,30,5,enexis
OLST,2015,50,23,enexis
OLST,2015,70,32,enexis
OLST,2015,90,32,enexis
OLST,2015,110,22,enexis
OLST,2015,130,15,enexis
OLST,2015,150,7,enexis
OLST,2015,170,10,enexis
OLST,2015,190,16,enexis
OLST,2016,30,9,enexis
OLST,2016,50,19,enexis
OLST,2016,70,40,enexis
OLST,2016,90,25,enexis
OLST,2016,110,21,enexis
OLST,2016,130,13,enexis
OLST,2016,150,13,enexis
OLST,2016,170,4,enexis
OLST,2016,190,17,enexis
OLST,2017,10,1,enexis
OLST,2017,30,8,enexis
OLST,2017,50,21,enexis
OLST,2017,70,36,enexis
OLST,2017,90,30,enexis
OLST,2017,110,21,enexis
OLST,2017,130,12,enexis
OLST,2017,150,13,enexis
OLST,2017,170,4,enexis
OLST,2017,190,18,enexis
OLST,2018,10,1,enexis
OLST,2018,30,7,enexis
OLST,2018,50,19,enexis
OLST,2018,70,33,enexis
OLST,2018,90,32,enexis
OLST,2018,110,24,enexis
OLST,2018,130,18,enexis
OLST,2018,150,13,enexis
OLST,2018,170,5,enexis
OLST,2018,190,29,enexis
OLST,2019,10,1,enexis
OLST,2019,30,8,enexis
OLST,2019,50,21,enexis
OLST,2019,70,35,enexis
OLST,2019,90,33,enexis
OLST,2019,110,18,enexis
OLST,2019,130,21,enexis
OLST,2019,150,11,enexis
OLST,2019,170,7,enexis
OLST,2019,190,27,enexis
OLTERTERP,2010,190,1,enexis
OLTERTERP,2011,190,1,enexis
OLTERTERP,2012,190,1,enexis
OLTERTERP,2013,190,1,enexis
OLTERTERP,2014,190,1,enexis
OLTERTERP,2015,190,1,enexis
OLTERTERP,2016,50,1,liander
OLTERTERP,2016,190,1,liander
OLTERTERP,2017,50,1,liander
OLTERTERP,2017,190,1,liander
OLTERTERP,2018,50,1,liander
OLTERTERP,2018,190,1,liander
OLTERTERP,2019,50,1,liander
OLTERTERP,2019,190,1,liander
OMMEL,2017,50,3,enexis
OMMEL,2017,70,1,enexis
OMMEL,2017,90,2,enexis
OMMEL,2017,110,2,enexis
OMMEL,2017,130,1,enexis
OMMEL,2017,150,2,enexis
OMMEL,2017,170,1,enexis
OMMEL,2017,190,3,enexis
OMMEL,2018,50,3,enexis
OMMEL,2018,90,2,enexis
OMMEL,2018,110,2,enexis
OMMEL,2018,150,4,enexis
OMMEL,2018,170,1,enexis
OMMEL,2018,190,6,enexis
OMMEL,2019,50,3,enexis
OMMEL,2019,90,2,enexis
OMMEL,2019,110,3,enexis
OMMEL,2019,150,5,enexis
OMMEL,2019,190,5,enexis
OMMEN,2010,10,1,enexis
OMMEN,2010,30,8,enexis
OMMEN,2010,50,20,enexis
OMMEN,2010,70,26,enexis
OMMEN,2010,90,38,enexis
OMMEN,2010,110,34,enexis
OMMEN,2010,130,15,enexis
OMMEN,2010,150,29,enexis
OMMEN,2010,170,16,enexis
OMMEN,2010,190,45,enexis
OMMEN,2011,10,1,enexis
OMMEN,2011,30,8,enexis
OMMEN,2011,50,20,enexis
OMMEN,2011,70,26,enexis
OMMEN,2011,90,38,enexis
OMMEN,2011,110,35,enexis
OMMEN,2011,130,15,enexis
OMMEN,2011,150,31,enexis
OMMEN,2011,170,15,enexis
OMMEN,2011,190,45,enexis
OMMEN,2012,10,1,enexis
OMMEN,2012,30,8,enexis
OMMEN,2012,50,21,enexis
OMMEN,2012,70,29,enexis
OMMEN,2012,90,43,enexis
OMMEN,2012,110,25,enexis
OMMEN,2012,130,29,enexis
OMMEN,2012,150,27,enexis
OMMEN,2012,170,10,enexis
OMMEN,2012,190,40,enexis
OMMEN,2013,10,2,enexis
OMMEN,2013,30,10,enexis
OMMEN,2013,50,22,enexis
OMMEN,2013,70,33,enexis
OMMEN,2013,90,42,enexis
OMMEN,2013,110,24,enexis
OMMEN,2013,130,27,enexis
OMMEN,2013,150,25,enexis
OMMEN,2013,170,16,enexis
OMMEN,2013,190,34,enexis
OMMEN,2014,10,2,enexis
OMMEN,2014,30,10,enexis
OMMEN,2014,50,24,enexis
OMMEN,2014,70,38,enexis
OMMEN,2014,90,38,enexis
OMMEN,2014,110,24,enexis
OMMEN,2014,130,36,enexis
OMMEN,2014,150,18,enexis
OMMEN,2014,170,15,enexis
OMMEN,2014,190,32,enexis
OMMEN,2015,10,2,enexis
OMMEN,2015,30,12,enexis
OMMEN,2015,50,27,enexis
OMMEN,2015,70,42,enexis
OMMEN,2015,90,41,enexis
OMMEN,2015,110,24,enexis
OMMEN,2015,130,33,enexis
OMMEN,2015,150,15,enexis
