city,years,companies,annual_consume
ECHTENERBRUG,2011,enexis,57.082
ECHTENERBRUG,2012,enexis,56.733
ECHTENERBRUG,2013,enexis,52.17
ECHTENERBRUG,2014,enexis,52.922
ECHTENERBRUG,2015,enexis,51.506
ECHTENERBRUG,2016,liander,50.269
ECHTENERBRUG,2017,liander,49.53
ECHTENERBRUG,2018,liander,45.338
ECHTENERBRUG,2019,liander,45.473
ECK EN WIEL,2010,liander,91.492
ECK EN WIEL,2011,liander,89.506
ECK EN WIEL,2012,liander,89.24
ECK EN WIEL,2013,liander,87.86
ECK EN WIEL,2014,liander,86.498
ECK EN WIEL,2015,liander,81.858
ECK EN WIEL,2016,liander,79.056
ECK EN WIEL,2017,liander,79.698
ECK EN WIEL,2018,liander,77.758
ECK EN WIEL,2019,liander,78.129
ECKELRADE,2010,enexis,25.502
ECKELRADE,2011,enexis,25.194
ECKELRADE,2012,enexis,21.863
ECKELRADE,2013,enexis,25.527
ECKELRADE,2014,enexis,25.86
ECKELRADE,2015,enexis,27.57
ECKELRADE,2016,enexis,25.659
ECKELRADE,2017,enexis,25.975
ECKELRADE,2018,enexis,29.211
ECKELRADE,2019,enexis,28.861
EDAM,2010,liander,390.848
EDAM,2011,liander,388.446
EDAM,2012,liander,393.525
EDAM,2013,liander,375.201
EDAM,2014,liander,370.85
EDAM,2015,liander,350.594
EDAM,2016,liander,339.446
EDAM,2017,liander,334.008
EDAM,2018,liander,333.691
EDAM,2019,liander,328.998
EDE,2010,liander,2.546
EDE,2011,liander,2.552
EDE,2012,liander,2.422
EDE,2013,liander,2.346
EDE,2015,liander,12.321
EDE,2016,liander,11.518
EDE GLD,2010,liander,2255.98
EDE GLD,2011,liander,2241.31
EDE GLD,2012,liander,2232
EDE GLD,2013,liander,2153.14
EDE GLD,2014,liander,2127
EDE GLD,2015,liander,2054.84
EDE GLD,2016,liander,2046.31
EDE GLD,2017,liander,2029.97
EDE GLD,2018,liander,2067.84
EDE GLD,2019,liander,2059.11
EDERVEEN,2010,liander,163.681
EDERVEEN,2011,liander,158.18
EDERVEEN,2012,liander,154.755
EDERVEEN,2013,liander,149.329
EDERVEEN,2014,liander,146.166
EDERVEEN,2015,liander,143.644
EDERVEEN,2016,liander,140.126
EDERVEEN,2017,liander,142.135
EDERVEEN,2018,liander,141.294
EDERVEEN,2019,liander,140.73
EE,2010,stedin,42.079
EE,2011,stedin,42.079
EE,2012,stedin,42.079
EE,2013,stedin,40.089
EE,2014,stedin,39.751
EE,2015,stedin,38.265
EE,2016,stedin,37.613
EE,2017,stedin,37.472
EE,2018,stedin,36.728
EE,2019,stedin,34.555
EEFDE,2010,liander,221.049
EEFDE,2011,liander,216.231
EEFDE,2012,liander,213.337
EEFDE,2013,liander,204.735
EEFDE,2014,liander,198.847
EEFDE,2015,liander,188.991
EEFDE,2016,liander,188.171
EEFDE,2017,liander,187.559
EEFDE,2018,liander,192.986
EEFDE,2019,liander,190.553
EELDE,2010,enexis,300.905
EELDE,2011,enexis,307.196
EELDE,2012,enexis,298.388
EELDE,2013,enexis,306.692
EELDE,2014,enexis,308.628
EELDE,2015,enexis,295.861
EELDE,2016,enexis,287.091
EELDE,2017,enexis,289.026
EELDE,2018,enexis,317.864
EELDE,2019,enexis,313.596
EELDERWOLDE,2010,enexis,37.78
EELDERWOLDE,2011,enexis,37.283
EELDERWOLDE,2012,enexis,43.493
EELDERWOLDE,2013,enexis,55.878
EELDERWOLDE,2014,enexis,56.261
EELDERWOLDE,2015,enexis,51.436
EELDERWOLDE,2016,enexis,55.29
EELDERWOLDE,2017,enexis,58.082
EELDERWOLDE,2018,enexis,63.143
EELDERWOLDE,2019,enexis,67.059
EEMDIJK,2010,stedin,35.512
EEMDIJK,2011,stedin,35.479
EEMDIJK,2012,stedin,35.426
EEMDIJK,2013,stedin,35.195
EEMDIJK,2014,stedin,34.726
EEMDIJK,2015,stedin,33.897
EEMDIJK,2016,stedin,34.81
EEMDIJK,2017,stedin,33.961
EEMDIJK,2018,stedin,34.144
EEMDIJK,2019,stedin,33.843
EEMNES,2010,stedin,359.277
EEMNES,2011,stedin,359.257
EEMNES,2012,stedin,358.113
EEMNES,2013,stedin,358.211
EEMNES,2014,stedin,350.841
EEMNES,2015,stedin,340.616
EEMNES,2016,stedin,334.843
EEMNES,2017,stedin,335.135
EEMNES,2018,stedin,339.282
EEMNES,2019,stedin,336.257
EEMSHAVEN,2018,enexis,17.26
EEMSHAVEN,2019,enexis,14.565
EEN,2010,enexis,45.343
EEN,2011,enexis,46.751
EEN,2012,enexis,45.652
EEN,2013,enexis,47.796
EEN,2014,enexis,45.693
EEN,2015,enexis,44.385
EEN,2016,enexis,42.707
EEN,2017,enexis,43.559
EEN,2018,enexis,45.585
EEN,2019,enexis,45.565
EEN-WEST,2010,enexis,14.601
EEN-WEST,2011,enexis,14.963
EEN-WEST,2012,enexis,14.123
EEN-WEST,2013,enexis,14.246
EEN-WEST,2014,enexis,13.973
EEN-WEST,2015,enexis,13.284
EEN-WEST,2016,enexis,11.585
EEN-WEST,2017,enexis,11.865
EEN-WEST,2018,enexis,11.445
EEN-WEST,2019,enexis,11.849
EENRUM,2010,enexis,76.948
EENRUM,2011,enexis,81.822
EENRUM,2012,enexis,78.62
EENRUM,2013,enexis,81.063
EENRUM,2014,enexis,76.15
EENRUM,2015,enexis,77.229
EENRUM,2016,enexis,71.353
EENRUM,2017,enexis,76.186
EENRUM,2018,enexis,88.216
EENRUM,2019,enexis,86.51
EENUM,2018,enexis,9.318
EENUM,2019,enexis,9.388
EERBEEK,2010,liander,504.881
EERBEEK,2011,liander,491.943
EERBEEK,2012,liander,478.865
EERBEEK,2013,liander,463.019
EERBEEK,2014,liander,456.416
EERBEEK,2015,liander,437.217
EERBEEK,2016,liander,431.97
EERBEEK,2017,liander,424.794
EERBEEK,2018,liander,430.754
EERBEEK,2019,liander,416.806
EERSEL,2017,enexis,446.077
EERSEL,2018,enexis,482.049
EERSEL,2019,enexis,471.85
EES,2010,enexis,17.997
EES,2011,enexis,17.544
EES,2012,enexis,17.327
EES,2013,enexis,24.017
EES,2014,enexis,19.675
EES,2015,enexis,19.289
EES,2016,enexis,22.805
EES,2017,enexis,22.377
EES,2018,enexis,31.848
EES,2019,enexis,32.421
EESERGROEN,2010,enexis,11.304
EESERGROEN,2011,enexis,11.69
EESERGROEN,2012,enexis,11.721
EESERGROEN,2013,enexis,11.25
EESERGROEN,2014,enexis,10.186
EESERGROEN,2015,enexis,10.762
EESERGROEN,2016,enexis,9.941
EESERGROEN,2017,enexis,9.987
EESERGROEN,2018,enexis,12.153
EESERGROEN,2019,enexis,11.864
EESERVEEN,2010,enexis,13.358
EESERVEEN,2011,enexis,13.295
EESERVEEN,2012,enexis,12.529
EESERVEEN,2013,enexis,13.731
EESERVEEN,2014,enexis,13.36
EESERVEEN,2015,enexis,12.728
EESERVEEN,2016,enexis,12.542
EESERVEEN,2017,enexis,12.921
EESERVEEN,2018,enexis,13.342
EESERVEEN,2019,enexis,12.985
EESTERGA,2013,enexis,2.848
EESTERGA,2014,enexis,3.112
EESTERGA,2015,enexis,3.119
EESTERGA,2016,liander,5.892
EESTERGA,2017,liander,5.705
EESTERGA,2018,liander,5.58
EESTERGA,2019,liander,5.996
EETHEN,2012,enexis,34.305
EETHEN,2013,enexis,32.794
EETHEN,2014,enexis,33.081
EETHEN,2015,enexis,33.758
EETHEN,2016,enexis,31.023
EETHEN,2017,enexis,30.101
EETHEN,2018,enexis,32.83
EETHEN,2019,enexis,31.856
EEXT,2010,enexis,94.489
EEXT,2011,enexis,95.799
EEXT,2012,enexis,94.296
EEXT,2013,enexis,94.083
EEXT,2014,enexis,92.263
EEXT,2015,enexis,85.231
EEXT,2016,enexis,84.708
EEXT,2017,enexis,85.467
EEXT,2018,enexis,87.253
EEXT,2019,enexis,85.855
EEXTERVEEN,2010,enexis,24.027
EEXTERVEEN,2011,enexis,23.852
EEXTERVEEN,2012,enexis,22.91
EEXTERVEEN,2013,enexis,22.687
EEXTERVEEN,2014,enexis,22.746
EEXTERVEEN,2015,enexis,22.434
EEXTERVEEN,2016,enexis,21.191
EEXTERVEEN,2017,enexis,20.927
EEXTERVEEN,2018,enexis,19.675
EEXTERVEEN,2019,enexis,18.95
EEXTERVEENSCHEKANAAL,2010,enexis,18.565
EEXTERVEENSCHEKANAAL,2011,enexis,17.935
EEXTERVEENSCHEKANAAL,2012,enexis,18.754
EEXTERVEENSCHEKANAAL,2013,enexis,17.948
EEXTERVEENSCHEKANAAL,2014,enexis,16.074
EEXTERVEENSCHEKANAAL,2015,enexis,16.509
EEXTERVEENSCHEKANAAL,2016,enexis,15.523
EEXTERVEENSCHEKANAAL,2017,enexis,16.693
EEXTERVEENSCHEKANAAL,2018,enexis,15.561
EEXTERVEENSCHEKANAAL,2019,enexis,15.238
EEXTERZANDVOORT,2010,enexis,7.606
EEXTERZANDVOORT,2011,enexis,7.802
EEXTERZANDVOORT,2012,enexis,7.523
EEXTERZANDVOORT,2013,enexis,7.561
EEXTERZANDVOORT,2014,enexis,6.913
EEXTERZANDVOORT,2015,enexis,6.68
EEXTERZANDVOORT,2016,enexis,6.997
EEXTERZANDVOORT,2017,enexis,6.801
EEXTERZANDVOORT,2018,enexis,4.484
EEXTERZANDVOORT,2019,enexis,4.217
EGCHEL,2010,enexis,36.329
EGCHEL,2011,enexis,39.756
EGCHEL,2012,enexis,35.157
EGCHEL,2013,enexis,37.564
EGCHEL,2014,enexis,36.856
EGCHEL,2015,enexis,33.091
EGCHEL,2016,enexis,35.816
EGCHEL,2017,enexis,39.093
EGCHEL,2018,enexis,40.051
EGCHEL,2019,enexis,38.432
EGMOND AAN DEN HOEF,2010,liander,181.388
EGMOND AAN DEN HOEF,2011,liander,181.032
EGMOND AAN DEN HOEF,2012,liander,180.896
EGMOND AAN DEN HOEF,2013,liander,174.468
EGMOND AAN DEN HOEF,2014,liander,172.502
EGMOND AAN DEN HOEF,2015,liander,165.22
EGMOND AAN DEN HOEF,2016,liander,158.81
EGMOND AAN DEN HOEF,2017,liander,159.728
EGMOND AAN DEN HOEF,2018,liander,158.754
EGMOND AAN DEN HOEF,2019,liander,158.423
EGMOND AAN ZEE,2010,liander,246.845
EGMOND AAN ZEE,2011,liander,249.26
EGMOND AAN ZEE,2012,liander,247.12
EGMOND AAN ZEE,2013,liander,239.517
EGMOND AAN ZEE,2014,liander,232.424
EGMOND AAN ZEE,2015,liander,228.036
EGMOND AAN ZEE,2016,liander,219.585
EGMOND AAN ZEE,2017,liander,220.951
EGMOND AAN ZEE,2018,liander,217.093
EGMOND AAN ZEE,2019,liander,224.617
EGMOND BINNEN,2016,stedin,3.427
EGMOND-BINNEN,2010,liander,115.805
EGMOND-BINNEN,2011,liander,114.261
EGMOND-BINNEN,2012,liander,111.882
EGMOND-BINNEN,2013,liander,106.659
EGMOND-BINNEN,2014,liander,102.598
EGMOND-BINNEN,2015,liander,99.078
EGMOND-BINNEN,2016,liander,95.279
EGMOND-BINNEN,2017,liander,96.238
EGMOND-BINNEN,2018,liander,95.581
EGMOND-BINNEN,2019,liander,95.216
EIBERGEN,2010,liander,537.721
EIBERGEN,2011,liander,531.106
EIBERGEN,2012,liander,523.35
EIBERGEN,2013,liander,498.203
EIBERGEN,2014,liander,487.072
EIBERGEN,2015,liander,464.018
EIBERGEN,2016,liander,466.451
EIBERGEN,2017,liander,472.025
EIBERGEN,2018,liander,474.988
EIBERGEN,2019,liander,466.991
EIJSDEN,2010,enexis,367.587
EIJSDEN,2011,enexis,367.753
EIJSDEN,2012,enexis,372.284
EIJSDEN,2013,enexis,378.308
EIJSDEN,2014,enexis,373.622
EIJSDEN,2015,enexis,348.545
EIJSDEN,2016,enexis,337.748
EIJSDEN,2017,enexis,326.828
EIJSDEN,2018,enexis,357.948
EIJSDEN,2019,enexis,349.975
EINDHOVEN,2017,enexis,7065.52
EINDHOVEN,2018,enexis,7668.97
EINDHOVEN,2019,enexis,7563.16
EINIGHAUSEN,2010,enexis,64.813
EINIGHAUSEN,2011,enexis,64.029
EINIGHAUSEN,2012,enexis,58.012
EINIGHAUSEN,2013,enexis,62.174
EINIGHAUSEN,2014,enexis,63.601
EINIGHAUSEN,2015,enexis,60.124
EINIGHAUSEN,2016,enexis,57.998
EINIGHAUSEN,2017,enexis,58.155
EINIGHAUSEN,2018,enexis,63.309
EINIGHAUSEN,2019,enexis,61.194
EKEHAAR,2010,enexis,12.947
EKEHAAR,2011,enexis,12.942
EKEHAAR,2012,enexis,12.039
EKEHAAR,2013,enexis,12.187
EKEHAAR,2014,enexis,11.889
EKEHAAR,2015,enexis,11.078
EKEHAAR,2016,enexis,10.958
EKEHAAR,2017,enexis,11.11
EKEHAAR,2018,enexis,13.741
EKEHAAR,2019,enexis,13.969
ELAHUIZEN,2010,enexis,17.355
ELAHUIZEN,2011,enexis,17.552
ELAHUIZEN,2012,enexis,16.917
ELAHUIZEN,2013,enexis,19.407
ELAHUIZEN,2014,enexis,19.128
ELAHUIZEN,2015,enexis,18.086
ELAHUIZEN,2016,liander,16.508
ELAHUIZEN,2017,liander,16.727
ELAHUIZEN,2018,liander,16.357
ELAHUIZEN,2019,liander,16.971
ELBURG,2010,liander,505.919
ELBURG,2011,liander,510.651
ELBURG,2012,liander,497.547
ELBURG,2013,liander,479.81
ELBURG,2014,liander,476.926
ELBURG,2015,liander,452.909
ELBURG,2016,liander,450.489
ELBURG,2017,liander,454.736
ELBURG,2018,liander,463.723
ELBURG,2019,liander,453.866
ELDERSLOO,2010,enexis,4.022
ELDERSLOO,2011,enexis,4.017
ELDERSLOO,2012,enexis,4.028
ELDERSLOO,2013,enexis,4.055
ELDERSLOO,2014,enexis,3.693
ELDERSLOO,2015,enexis,3.608
ELDERSLOO,2016,enexis,3.578
ELDERSLOO,2017,enexis,3.516
ELDERSLOO,2018,enexis,3.886
ELDERSLOO,2019,enexis,3.714
ELKENRADE,2010,enexis,3.122
ELKENRADE,2011,enexis,3.011
ELKENRADE,2012,enexis,2.889
ELKENRADE,2013,enexis,2.799
ELKENRADE,2014,enexis,2.767
ELKENRADE,2015,enexis,2.787
ELKENRADE,2016,enexis,2.79
ELKENRADE,2017,enexis,2.835
ELKENRADE,2018,enexis,4.919
ELKENRADE,2019,enexis,4.839
ELL,2010,enexis,56.871
ELL,2011,enexis,54.305
ELL,2012,enexis,54.333
ELL,2013,enexis,56.399
ELL,2014,enexis,53.962
ELL,2015,enexis,52.145
ELL,2016,enexis,50.46
ELL,2017,enexis,51.032
ELL,2018,enexis,74.761
ELL,2019,enexis,71.799
ELLECOM,2010,liander,69.319
ELLECOM,2011,liander,67.552
ELLECOM,2012,liander,65.142
ELLECOM,2013,liander,65.055
ELLECOM,2014,liander,63.015
ELLECOM,2015,liander,60.424
ELLECOM,2016,liander,60.306
ELLECOM,2017,liander,59.046
ELLECOM,2018,liander,59.661
ELLECOM,2019,liander,58.322
ELP,2010,enexis,17.371
ELP,2011,enexis,17.744
ELP,2012,enexis,17.383
ELP,2013,enexis,16.841
ELP,2014,enexis,16.205
ELP,2015,enexis,16.307
ELP,2016,enexis,15.174
ELP,2017,enexis,15.357
ELP,2018,enexis,33.798
ELP,2019,enexis,33.719
ELSENDORP,2017,enexis,32.749
ELSENDORP,2018,enexis,47.767
ELSENDORP,2019,enexis,47.01
ELSHOUT,2010,enexis,97.372
ELSHOUT,2011,enexis,93.419
ELSHOUT,2012,enexis,87.169
ELSHOUT,2013,enexis,91.314
ELSHOUT,2014,enexis,90.407
ELSHOUT,2015,enexis,85.238
ELSHOUT,2016,enexis,82.428
ELSHOUT,2017,enexis,79.695
ELSHOUT,2018,enexis,81.69
ELSHOUT,2019,enexis,81.561
ELSLOO FR,2010,enexis,37.495
ELSLOO FR,2011,enexis,37.496
ELSLOO FR,2012,enexis,35.338
ELSLOO FR,2013,enexis,40.458
ELSLOO FR,2014,enexis,40.159
ELSLOO FR,2015,enexis,39.11
ELSLOO FR,2016,liander,42.127
ELSLOO FR,2017,liander,45.503
ELSLOO FR,2018,liander,44.432
ELSLOO FR,2019,liander,44.873
ELSLOO LB,2010,enexis,401.903
ELSLOO LB,2011,enexis,396.59
ELSLOO LB,2012,enexis,386.227
ELSLOO LB,2013,enexis,380.397
ELSLOO LB,2014,enexis,372.233
ELSLOO LB,2015,enexis,359.273
ELSLOO LB,2016,enexis,355.082
ELSLOO LB,2017,enexis,347.889
ELSLOO LB,2018,enexis,360.426
ELSLOO LB,2019,enexis,350.602
ELSPEET,2010,liander,208.094
ELSPEET,2011,liander,207.504
ELSPEET,2012,liander,208.054
ELSPEET,2013,liander,202.726
ELSPEET,2014,liander,200.002
ELSPEET,2015,liander,193.029
ELSPEET,2016,liander,187.756
ELSPEET,2017,liander,191.278
ELSPEET,2018,liander,192.019
ELSPEET,2019,liander,187.559
ELST,2015,liander,2.917
ELST,2016,liander,1.277
ELST GLD,2010,liander,882.92
ELST GLD,2011,liander,876.122
ELST GLD,2012,liander,865.24
ELST GLD,2013,liander,832.608
ELST GLD,2014,liander,830.341
ELST GLD,2015,liander,786.355
ELST GLD,2016,liander,785.619
ELST GLD,2017,liander,778.396
ELST GLD,2018,liander,813.917
ELST GLD,2019,liander,799.524
ELST UT,2010,stedin,174.949
ELST UT,2011,stedin,174.458
ELST UT,2012,stedin,174.432
ELST UT,2013,stedin,174.185
ELST UT,2014,stedin,170.926
ELST UT,2015,stedin,169.542
ELST UT,2016,stedin,163.868
ELST UT,2017,stedin,162.847
ELST UT,2018,stedin,159.487
ELST UT,2019,stedin,155.076
EMMELOORD,2010,enexis,1037.76
EMMELOORD,2011,enexis,1041.12
EMMELOORD,2012,enexis,1029.85
EMMELOORD,2013,enexis,1044.37
EMMELOORD,2014,enexis,1031.49
EMMELOORD,2015,enexis,967.858
EMMELOORD,2016,liander,946.749
EMMELOORD,2017,liander,931.843
EMMELOORD,2018,liander,939.967
EMMELOORD,2019,liander,936.678
EMMEN,2010,enexis,2444.75
EMMEN,2011,enexis,2504.82
EMMEN,2012,enexis,2498.29
EMMEN,2013,enexis,2512.25
EMMEN,2014,enexis,2409.16
EMMEN,2015,enexis,2344.76
EMMEN,2016,enexis,2256.47
EMMEN,2017,enexis,2287.02
EMMEN,2018,enexis,2540.01
EMMEN,2019,enexis,2481.87
EMMER-COMPASCUUM,2010,enexis,400.404
EMMER-COMPASCUUM,2011,enexis,414.02
EMMER-COMPASCUUM,2012,enexis,408.531
EMMER-COMPASCUUM,2013,enexis,402.081
EMMER-COMPASCUUM,2014,enexis,397.085
EMMER-COMPASCUUM,2015,enexis,387.736
EMMER-COMPASCUUM,2016,enexis,367.189
EMMER-COMPASCUUM,2017,enexis,364.041
EMMER-COMPASCUUM,2018,enexis,397.91
EMMER-COMPASCUUM,2019,enexis,389.879
EMPE,2010,liander,30.076
EMPE,2011,liander,33.06
EMPE,2012,liander,35.974
EMPE,2013,liander,34.639
EMPE,2014,liander,31.735
EMPE,2015,liander,31.111
EMPE,2016,liander,30.191
EMPE,2017,liander,33.403
EMPE,2018,liander,33.813
EMPE,2019,liander,33.062
EMST,2010,liander,147.017
EMST,2011,liander,146.909
EMST,2012,liander,142.985
EMST,2013,liander,136.895
EMST,2014,liander,134.09
EMST,2015,liander,129.584
EMST,2016,liander,127.186
EMST,2017,liander,125.453
EMST,2018,liander,128.494
EMST,2019,liander,126.45
ENGWIERUM,2010,stedin,31.919
ENGWIERUM,2011,stedin,31.919
ENGWIERUM,2012,stedin,31.919
ENGWIERUM,2013,stedin,31.18
ENGWIERUM,2014,stedin,30.697
ENGWIERUM,2015,stedin,29.657
ENGWIERUM,2016,stedin,30.355
ENGWIERUM,2017,stedin,29.98
ENGWIERUM,2018,stedin,28.593
ENGWIERUM,2019,stedin,30.644
ENKHUIZEN,2010,liander,770.416
ENKHUIZEN,2011,liander,770.327
ENKHUIZEN,2012,liander,772.062
ENKHUIZEN,2013,liander,738.192
ENKHUIZEN,2014,liander,718.769
ENKHUIZEN,2015,liander,698.057
ENKHUIZEN,2016,liander,685.17
ENKHUIZEN,2017,liander,676.906
ENKHUIZEN,2018,liander,670.344
ENKHUIZEN,2019,liander,676.718
ENS,2010,enexis,127.701
ENS,2011,enexis,133.153
ENS,2012,enexis,133.104
ENS,2013,enexis,130.237
ENS,2014,enexis,127.551
ENS,2015,enexis,123.974
ENS,2016,liander,122.922
ENS,2017,liander,122.968
ENS,2018,liander,125.942
ENS,2019,liander,124.124
ENSCHEDE,2010,enexis,4939.76
ENSCHEDE,2011,enexis,5007.93
ENSCHEDE,2012,enexis,5000.1
ENSCHEDE,2013,enexis,5351.77
ENSCHEDE,2014,enexis,5162.1
ENSCHEDE,2015,enexis,4997.44
ENSCHEDE,2016,enexis,4879.72
ENSCHEDE,2017,enexis,4841.2
ENSCHEDE,2018,enexis,5390.01
ENSCHEDE,2019,enexis,5312.87
ENSPIJK,2010,liander,27.711
ENSPIJK,2011,liander,30.792
ENSPIJK,2012,liander,31.033
ENSPIJK,2013,liander,28.789
ENSPIJK,2014,liander,29.385
ENSPIJK,2015,liander,30.965
ENSPIJK,2016,liander,28.146
ENSPIJK,2017,liander,27.614
ENSPIJK,2018,liander,28.245
ENSPIJK,2019,liander,28.451
ENUMATIL,2010,enexis,15.715
ENUMATIL,2011,enexis,15.405
ENUMATIL,2012,enexis,15.065
ENUMATIL,2013,enexis,14.607
ENUMATIL,2014,enexis,14.343
ENUMATIL,2015,enexis,16.037
ENUMATIL,2016,enexis,13.428
ENUMATIL,2017,enexis,13.462
ENUMATIL,2018,enexis,20.457
ENUMATIL,2019,enexis,20.054
EPE,2010,liander,928.342
EPE,2011,liander,922.491
EPE,2012,liander,899.505
EPE,2013,liander,877.566
EPE,2014,liander,859.274
EPE,2015,liander,822.261
EPE,2016,liander,821.417
EPE,2017,liander,847.024
EPE,2018,liander,839.453
EPE,2019,liander,821.92
EPEN,2010,enexis,67.948
EPEN,2011,enexis,65.602
EPEN,2012,enexis,63.687
EPEN,2013,enexis,66.251
EPEN,2014,enexis,60.637
EPEN,2015,enexis,63.115
EPEN,2016,enexis,57.655
EPEN,2017,enexis,61.145
EPEN,2018,enexis,71.317
EPEN,2019,enexis,68.838
EPPENHUIZEN,2010,enexis,2.143
EPPENHUIZEN,2011,enexis,2.349
EPPENHUIZEN,2012,enexis,2.272
EPPENHUIZEN,2013,enexis,2.025
EPPENHUIZEN,2014,enexis,2.035
EPPENHUIZEN,2015,enexis,2.052
EPPENHUIZEN,2016,enexis,2.048
EPPENHUIZEN,2017,enexis,1.87
EPPENHUIZEN,2018,enexis,9.353
EPPENHUIZEN,2019,enexis,9.417
EPSE,2010,liander,100.285
EPSE,2011,liander,99.638
EPSE,2012,liander,96.465
EPSE,2013,liander,92.701
EPSE,2014,liander,88.884
EPSE,2015,liander,85.52
EPSE,2016,liander,86.17
EPSE,2017,liander,88.399
EPSE,2018,liander,90.374
EPSE,2019,liander,87.802
ERICA,2010,enexis,244.773
ERICA,2011,enexis,247.475
ERICA,2012,enexis,253.808
ERICA,2013,enexis,253.049
ERICA,2014,enexis,243.597
ERICA,2015,enexis,241.289
ERICA,2016,enexis,234.56
ERICA,2017,enexis,238.036
ERICA,2018,enexis,250.5
ERICA,2019,enexis,244.165
ERICHEM,2010,liander,29.342
ERICHEM,2011,liander,28.059
ERICHEM,2012,liander,28.07
ERICHEM,2013,liander,27.01
ERICHEM,2014,liander,26.875
ERICHEM,2015,liander,26.016
ERICHEM,2016,liander,26.376
ERICHEM,2017,liander,26.075
ERICHEM,2018,liander,27.429
ERICHEM,2019,liander,26.105
ERLECOM,2010,liander,7.024
ERLECOM,2011,liander,7.106
ERLECOM,2012,liander,6.744
ERLECOM,2013,liander,6.481
ERLECOM,2014,liander,6.664
ERLECOM,2015,liander,6.002
ERLECOM,2016,liander,6.051
ERLECOM,2017,liander,6.061
ERLECOM,2018,liander,6.259
ERLECOM,2019,liander,6.288
ERM,2010,enexis,35.197
ERM,2011,enexis,34.985
ERM,2012,enexis,33.39
ERM,2013,enexis,33.455
ERM,2014,enexis,32.329
ERM,2015,enexis,31.351
ERM,2016,enexis,30.161
ERM,2017,enexis,30.277
ERM,2018,enexis,39.902
ERM,2019,enexis,39.419
ERMELO,2010,liander,1214.67
ERMELO,2011,liander,1202.05
ERMELO,2012,liander,1161
ERMELO,2013,liander,1124.39
ERMELO,2014,liander,1108.23
ERMELO,2015,liander,1057.37
ERMELO,2016,liander,1056.65
ERMELO,2017,liander,1035.58
ERMELO,2018,liander,1047.16
ERMELO,2019,liander,1024.63
ERP,2017,enexis,291.678
ERP,2018,enexis,338.579
ERP,2019,enexis,332.383
ESBEEK,2012,enexis,67.146
ESBEEK,2013,enexis,67.288
ESBEEK,2014,enexis,61.511
ESBEEK,2015,enexis,59.785
ESBEEK,2016,enexis,60.945
ESBEEK,2017,enexis,61.112
ESBEEK,2018,enexis,71.221
ESBEEK,2019,enexis,69.924
ESCH,2010,enexis,81.132
ESCH,2011,enexis,88.461
ESCH,2012,enexis,86.092
ESCH,2013,enexis,83.057
ESCH,2014,enexis,80.736
ESCH,2015,enexis,79.146
ESCH,2016,enexis,79.009
ESCH,2017,enexis,76.748
ESCH,2018,enexis,97.384
ESCH,2019,enexis,93.946
ESCHAREN,2017,enexis,39.182
ESCHAREN,2018,enexis,63.308
ESCHAREN,2019,enexis,63.951
ESPEL,2010,enexis,58.768
ESPEL,2011,enexis,63.549
ESPEL,2012,enexis,61.916
ESPEL,2013,enexis,68.958
ESPEL,2014,enexis,66.859
ESPEL,2015,enexis,64.241
ESPEL,2016,liander,66.242
ESPEL,2017,liander,66.2
ESPEL,2018,liander,64.701
ESPEL,2019,liander,65.857
EST,2010,liander,32.357
EST,2011,liander,31.948
EST,2012,liander,35.295
EST,2013,liander,31.904
EST,2014,liander,32.117
EST,2015,liander,30.408
EST,2016,liander,29.871
EST,2017,liander,30.025
EST,2018,liander,29.268
EST,2019,liander,28.664
ETTEN GLD,2010,liander,92.966
ETTEN GLD,2011,liander,91.002
ETTEN GLD,2012,liander,92.826
ETTEN GLD,2013,liander,89.19
ETTEN GLD,2014,liander,86.573
ETTEN GLD,2015,liander,78.023
ETTEN GLD,2016,liander,77.821
ETTEN GLD,2017,liander,75.513
ETTEN GLD,2018,liander,77.959
ETTEN GLD,2019,liander,76.216
ETTEN-LEUR,2010,enexis,1412
ETTEN-LEUR,2011,enexis,1397.87
ETTEN-LEUR,2012,enexis,1388.01
ETTEN-LEUR,2013,enexis,1376.1
ETTEN-LEUR,2014,enexis,1335.13
ETTEN-LEUR,2015,enexis,1297.84
ETTEN-LEUR,2016,enexis,1230.93
ETTEN-LEUR,2017,enexis,1201.22
ETTEN-LEUR,2018,enexis,1352.59
ETTEN-LEUR,2019,enexis,1335.99
EURSINGE,2010,enexis,4.362
EURSINGE,2011,enexis,4.202
EURSINGE,2012,enexis,3.605
EURSINGE,2013,enexis,4.021
EURSINGE,2014,enexis,3.672
EURSINGE,2015,enexis,4.178
EURSINGE,2016,enexis,3.887
EURSINGE,2017,enexis,3.92
EURSINGE,2018,enexis,11.839
EURSINGE,2019,enexis,12.132
EVERDINGEN,2010,stedin,51.499
EVERDINGEN,2011,stedin,51.35
EVERDINGEN,2012,stedin,51.35
EVERDINGEN,2013,stedin,51.066
EVERDINGEN,2014,stedin,50.062
EVERDINGEN,2015,stedin,49.401
EVERDINGEN,2016,stedin,47.651
EVERDINGEN,2017,stedin,46.457
EVERDINGEN,2018,stedin,46.583
EVERDINGEN,2019,stedin,45.992
EVERTSOORD,2010,enexis,8.391
EVERTSOORD,2011,enexis,8.517
EVERTSOORD,2012,enexis,8.289
EVERTSOORD,2013,enexis,13.004
EVERTSOORD,2014,enexis,11.969
