city,years,companies,annual_consume
ACHTERVELD,2017,stedin,113.499
ACHTERVELD,2018,stedin,112.774
ACHTERVELD,2019,stedin,108.384
ACHTHUIZEN,2010,stedin,36.033
ACHTHUIZEN,2011,stedin,36.033
ACHTHUIZEN,2012,stedin,36.01
ACHTHUIZEN,2013,stedin,35.994
ACHTHUIZEN,2014,stedin,35.467
ACHTHUIZEN,2015,stedin,34.08
ACHTHUIZEN,2016,stedin,33.257
ACHTHUIZEN,2017,stedin,32.036
ACHTHUIZEN,2018,stedin,33.692
ACHTHUIZEN,2019,stedin,33.035
ACHTMAAL,2010,enexis,88.322
ACHTMAAL,2011,enexis,87.065
ACHTMAAL,2012,enexis,82.154
ACHTMAAL,2013,enexis,80.413
ACHTMAAL,2014,enexis,83.217
ACHTMAAL,2015,enexis,79.087
ACHTMAAL,2016,enexis,85.032
ACHTMAAL,2017,enexis,81.978
ACHTMAAL,2018,enexis,96.668
ACHTMAAL,2019,enexis,92.772
ACQUOY,2010,liander,21.432
ACQUOY,2011,liander,21.418
ACQUOY,2012,liander,21.803
ACQUOY,2013,liander,20.687
ACQUOY,2014,liander,20.694
ACQUOY,2015,liander,19.74
ACQUOY,2016,liander,19.133
ACQUOY,2017,liander,18.905
ACQUOY,2018,liander,21.443
ACQUOY,2019,liander,21.369
ADORP,2010,enexis,26.817
ADORP,2011,enexis,27.293
ADORP,2012,enexis,27.396
ADORP,2013,enexis,26.594
ADORP,2014,enexis,26.311
ADORP,2015,enexis,25.562
ADORP,2016,enexis,24.168
ADORP,2017,enexis,24.176
ADORP,2018,enexis,41.087
ADORP,2019,enexis,39.437
ADUARD,2010,enexis,98.269
ADUARD,2011,enexis,100.059
ADUARD,2012,enexis,98.604
ADUARD,2013,enexis,105.113
ADUARD,2014,enexis,103.252
ADUARD,2015,enexis,98.294
ADUARD,2016,enexis,93.798
ADUARD,2017,enexis,97.198
ADUARD,2018,enexis,117.133
ADUARD,2019,enexis,119.61
AERDENHOUT,2010,stedin,346.126
AERDENHOUT,2011,stedin,347.136
AERDENHOUT,2012,stedin,353.066
AERDENHOUT,2013,stedin,349.764
AERDENHOUT,2014,stedin,344.075
AERDENHOUT,2015,stedin,352.859
AERDENHOUT,2016,stedin,332.003
AERDENHOUT,2017,stedin,335.088
AERDENHOUT,2018,stedin,354.329
AERDENHOUT,2019,stedin,323.783
AERDT,2010,liander,39.16
AERDT,2011,liander,39.301
AERDT,2012,liander,38.479
AERDT,2013,liander,37.906
AERDT,2014,liander,37.067
AERDT,2015,liander,34.247
AERDT,2016,liander,34.248
AERDT,2017,liander,33.786
AERDT,2018,liander,33.73
AERDT,2019,liander,36.318
AFFERDEN GLD,2010,liander,66.861
AFFERDEN GLD,2011,liander,68.367
AFFERDEN GLD,2012,liander,67.592
AFFERDEN GLD,2013,liander,62.141
AFFERDEN GLD,2014,liander,65.908
AFFERDEN GLD,2015,liander,61.17
AFFERDEN GLD,2016,liander,63.068
AFFERDEN GLD,2017,liander,61.087
AFFERDEN GLD,2018,liander,63.085
AFFERDEN GLD,2019,liander,63.308
AFFERDEN L,2019,enexis,68.989
AFFERDEN LB,2010,enexis,96.254
AFFERDEN LB,2011,enexis,96.357
AFFERDEN LB,2012,enexis,88.212
AFFERDEN LB,2013,enexis,93.814
AFFERDEN LB,2014,enexis,93.026
AFFERDEN LB,2015,enexis,92.638
AFFERDEN LB,2016,enexis,87.819
AFFERDEN LB,2017,enexis,82.108
AFFERDEN LB,2018,enexis,87.92
AFFERDEN LB,2019,enexis,16.128
AKERSLOOT,2010,stedin,209.503
AKERSLOOT,2011,stedin,209.904
AKERSLOOT,2012,stedin,209.865
AKERSLOOT,2013,stedin,209.812
AKERSLOOT,2014,stedin,206.829
AKERSLOOT,2015,stedin,199.864
AKERSLOOT,2016,stedin,193.231
AKERSLOOT,2017,stedin,195.106
AKERSLOOT,2018,stedin,191.78
AKERSLOOT,2019,stedin,191.524
AKKRUM,2010,enexis,148.843
AKKRUM,2011,enexis,150.261
AKKRUM,2012,enexis,144.275
AKKRUM,2013,enexis,151.018
AKKRUM,2014,enexis,146.449
AKKRUM,2015,enexis,140.501
AKKRUM,2016,liander,138.001
AKKRUM,2017,liander,137.654
AKKRUM,2018,liander,135.383
AKKRUM,2019,liander,137.625
AKMARIJP,2010,enexis,4.959
AKMARIJP,2011,enexis,4.807
AKMARIJP,2012,enexis,5.108
AKMARIJP,2013,enexis,5.034
AKMARIJP,2014,enexis,5.014
AKMARIJP,2015,enexis,4.894
AKMARIJP,2016,liander,7.009
AKMARIJP,2017,liander,7.006
AKMARIJP,2018,liander,6.927
AKMARIJP,2019,liander,6.751
ALBLASSERDAM,2010,stedin,480.363
ALBLASSERDAM,2011,stedin,480.224
ALBLASSERDAM,2012,stedin,483.072
ALBLASSERDAM,2013,stedin,482.154
ALBLASSERDAM,2014,stedin,477.421
ALBLASSERDAM,2015,stedin,463.724
ALBLASSERDAM,2016,stedin,452.697
ALBLASSERDAM,2017,stedin,440.347
ALBLASSERDAM,2018,stedin,448.196
ALBLASSERDAM,2019,stedin,444.64
ALDE LEIE,2010,enexis,11.695
ALDE LEIE,2011,enexis,12.01
ALDE LEIE,2012,enexis,13.376
ALDE LEIE,2013,enexis,15.106
ALDE LEIE,2014,enexis,14.558
ALDE LEIE,2015,enexis,15.022
ALDE LEIE,2016,liander,15.645
ALDE LEIE,2017,liander,15.118
ALDE LEIE,2018,liander,14.85
ALDE LEIE,2019,liander,14.782
ALDEBOARN,2010,enexis,56.975
ALDEBOARN,2011,enexis,61.562
ALDEBOARN,2012,enexis,59.927
ALDEBOARN,2013,enexis,58.369
ALDEBOARN,2014,enexis,60.024
ALDEBOARN,2015,enexis,59.01
ALDEBOARN,2016,liander,56.382
ALDEBOARN,2017,liander,58.022
ALDEBOARN,2018,liander,57.364
ALDEBOARN,2019,liander,57.144
ALDTSJERK,2010,stedin,36.898
ALDTSJERK,2011,stedin,36.749
ALDTSJERK,2012,stedin,33.371
ALDTSJERK,2013,stedin,31.846
ALDTSJERK,2014,stedin,30.873
ALDTSJERK,2015,stedin,29.507
ALDTSJERK,2016,stedin,29.267
ALDTSJERK,2017,stedin,29.016
ALDTSJERK,2018,stedin,27.448
ALDTSJERK,2019,stedin,27.119
ALEM,2010,liander,23.184
ALEM,2011,liander,21.818
ALEM,2012,liander,20.916
ALEM,2013,liander,20.448
ALEM,2014,liander,21.703
ALEM,2015,liander,21.139
ALEM,2016,liander,20.473
ALEM,2017,liander,19.991
ALEM,2018,liander,19.878
ALEM,2019,liander,19.425
ALKMAAR,2010,liander,3367.57
ALKMAAR,2011,liander,3366.41
ALKMAAR,2012,liander,3317.76
ALKMAAR,2013,liander,3206.59
ALKMAAR,2014,liander,3177.8
ALKMAAR,2015,liander,3031.81
ALKMAAR,2016,liander,2949.04
ALKMAAR,2017,liander,2909.5
ALKMAAR,2018,liander,2910.26
ALKMAAR,2019,liander,2918.92
ALLINGAWIER,2016,liander,2.042
ALLINGAWIER,2017,liander,2.098
ALLINGAWIER,2018,liander,2.099
ALLINGAWIER,2019,liander,2.229
ALMEN,2010,liander,74.276
ALMEN,2011,liander,74.003
ALMEN,2012,liander,75.912
ALMEN,2013,liander,73.21
ALMEN,2014,liander,66.075
ALMEN,2015,liander,62.551
ALMEN,2016,liander,62.36
ALMEN,2017,liander,62.569
ALMEN,2018,liander,62.502
ALMEN,2019,liander,59.457
ALMERE,2010,liander,2623.35
ALMERE,2011,liander,2609.31
ALMERE,2012,liander,2558.05
ALMERE,2013,liander,2502.32
ALMERE,2014,liander,2474.11
ALMERE,2015,liander,2396.37
ALMERE,2016,liander,2357.76
ALMERE,2017,liander,2379.18
ALMERE,2018,liander,2421.61
ALMERE,2019,liander,2377.91
ALMKERK,2012,enexis,155.449
ALMKERK,2013,enexis,153.759
ALMKERK,2014,enexis,150.261
ALMKERK,2015,enexis,147.96
ALMKERK,2016,enexis,142.265
ALMKERK,2017,enexis,138.533
ALMKERK,2018,enexis,156.328
ALMKERK,2019,enexis,154.686
ALPHEN AAN DEN RIJN,2010,liander,2091.33
ALPHEN AAN DEN RIJN,2011,liander,2044.2
ALPHEN AAN DEN RIJN,2012,liander,2034.19
ALPHEN AAN DEN RIJN,2013,liander,1941.52
ALPHEN AAN DEN RIJN,2014,liander,1953.34
ALPHEN AAN DEN RIJN,2015,liander,1916.38
ALPHEN AAN DEN RIJN,2016,liander,1855.44
ALPHEN AAN DEN RIJN,2017,liander,1806.87
ALPHEN AAN DEN RIJN,2018,liander,1833.8
ALPHEN AAN DEN RIJN,2019,liander,1822.18
ALPHEN GLD,2010,liander,102.341
ALPHEN GLD,2011,liander,101.241
ALPHEN GLD,2012,liander,97.456
ALPHEN GLD,2013,liander,93.263
ALPHEN GLD,2014,liander,94.662
ALPHEN GLD,2015,liander,86.475
ALPHEN GLD,2016,liander,85.35
ALPHEN GLD,2017,liander,83.08
ALPHEN GLD,2018,liander,83.73
ALPHEN GLD,2019,liander,86.192
ALPHEN NB,2012,enexis,209.843
ALPHEN NB,2013,enexis,206.939
ALPHEN NB,2014,enexis,207.224
ALPHEN NB,2015,enexis,193.186
ALPHEN NB,2016,enexis,190.896
ALPHEN NB,2017,enexis,193.691
ALPHEN NB,2018,enexis,199.378
ALPHEN NB,2019,enexis,195.56
ALTEVEER GEM NOORDENVELD,2010,enexis,9.033
ALTEVEER GEM NOORDENVELD,2011,enexis,11.833
ALTEVEER GEM NOORDENVELD,2012,enexis,8.195
ALTEVEER GEM NOORDENVELD,2013,enexis,8.239
ALTEVEER GEM NOORDENVELD,2014,enexis,9.832
ALTEVEER GEM NOORDENVELD,2015,enexis,9.82
ALTEVEER GEM NOORDENVELD,2016,enexis,10.061
ALTEVEER GEM NOORDENVELD,2017,enexis,9.931
ALTEVEER GEM NOORDENVELD,2018,enexis,11.738
ALTEVEER GEM NOORDENVELD,2019,enexis,11.699
ALTEVEER GN,2010,enexis,59.456
ALTEVEER GN,2011,enexis,63.082
ALTEVEER GN,2012,enexis,62.491
ALTEVEER GN,2013,enexis,66.449
ALTEVEER GN,2014,enexis,63.03
ALTEVEER GN,2015,enexis,59.09
ALTEVEER GN,2016,enexis,56.374
ALTEVEER GN,2017,enexis,53.55
ALTEVEER GN,2018,enexis,64.573
ALTEVEER GN,2019,enexis,65.07
ALTFORST,2010,liander,27.336
ALTFORST,2011,liander,28.258
ALTFORST,2012,liander,27.077
ALTFORST,2013,liander,26.102
ALTFORST,2014,liander,27.211
ALTFORST,2015,liander,25.986
ALTFORST,2016,liander,25.876
ALTFORST,2017,liander,24.99
ALTFORST,2018,liander,25.489
ALTFORST,2019,liander,26.382
AMBT DELDEN,2018,enexis,4.101
AMBT DELDEN,2019,enexis,4.11
AMEIDE,2010,stedin,116.034
AMEIDE,2011,stedin,115.096
AMEIDE,2012,stedin,118.119
AMEIDE,2013,stedin,119.512
AMEIDE,2014,stedin,123.525
AMEIDE,2015,stedin,120.502
AMEIDE,2016,stedin,117.7
AMEIDE,2017,stedin,116.817
AMEIDE,2018,stedin,118.409
AMEIDE,2019,stedin,117.398
AMEN,2018,enexis,9.201
AMEN,2019,enexis,9.229
AMERICA,2010,enexis,87.647
AMERICA,2011,enexis,86.224
AMERICA,2012,enexis,85.165
AMERICA,2013,enexis,85.562
AMERICA,2014,enexis,85.051
AMERICA,2015,enexis,80.863
AMERICA,2016,enexis,80.749
AMERICA,2017,enexis,77.773
AMERICA,2018,enexis,82.982
AMERICA,2019,enexis,82.745
AMERONGEN,2010,stedin,266.03
AMERONGEN,2011,stedin,268.149
AMERONGEN,2012,stedin,270.02
AMERONGEN,2013,stedin,271.871
AMERONGEN,2014,stedin,267.362
AMERONGEN,2015,stedin,257.974
AMERONGEN,2016,stedin,256.017
AMERONGEN,2017,stedin,259.127
AMERONGEN,2018,stedin,255.914
AMERONGEN,2019,stedin,247.064
AMERSFOORT,2010,stedin,4026.14
AMERSFOORT,2011,stedin,4029.96
AMERSFOORT,2012,stedin,4050.65
AMERSFOORT,2013,stedin,4047.37
AMERSFOORT,2014,stedin,3982.53
AMERSFOORT,2015,stedin,3857.33
AMERSFOORT,2016,stedin,3821.86
AMERSFOORT,2017,stedin,3740.49
AMERSFOORT,2018,stedin,3766.04
AMERSFOORT,2019,stedin,3598.46
AMMERSTOL,2010,stedin,59.919
AMMERSTOL,2011,stedin,62.817
AMMERSTOL,2012,stedin,62.817
AMMERSTOL,2013,stedin,62.602
AMMERSTOL,2014,stedin,60.055
AMMERSTOL,2015,stedin,57.706
AMMERSTOL,2016,stedin,59.256
AMMERSTOL,2017,stedin,58.548
AMMERSTOL,2018,stedin,57.546
AMMERSTOL,2019,stedin,57.918
AMMERZODEN,2010,liander,214.69
AMMERZODEN,2011,liander,210.632
AMMERZODEN,2012,liander,201.923
AMMERZODEN,2013,liander,198.333
AMMERZODEN,2014,liander,204.261
AMMERZODEN,2015,liander,187.098
AMMERZODEN,2016,liander,189.103
AMMERZODEN,2017,liander,183.708
AMMERZODEN,2018,liander,189.163
AMMERZODEN,2019,liander,184.941
AMSTELHOEK,2010,stedin,49.695
AMSTELHOEK,2011,stedin,49.354
AMSTELHOEK,2012,stedin,48.961
AMSTELHOEK,2013,stedin,48.825
AMSTELHOEK,2014,stedin,49.272
AMSTELHOEK,2015,stedin,49.023
AMSTELHOEK,2016,stedin,46.81
AMSTELHOEK,2017,stedin,47.36
AMSTELHOEK,2018,stedin,47.083
AMSTELHOEK,2019,stedin,44.478
AMSTELVEEN,2010,stedin,2563.99
AMSTELVEEN,2011,stedin,2583.11
AMSTELVEEN,2012,stedin,2591.43
AMSTELVEEN,2013,stedin,2579.08
AMSTELVEEN,2014,stedin,2545.15
AMSTELVEEN,2015,stedin,2485.59
AMSTELVEEN,2016,stedin,2433.78
AMSTELVEEN,2017,stedin,2405.23
AMSTELVEEN,2018,stedin,2413.29
AMSTELVEEN,2019,stedin,2344.75
AMSTENRADE,2010,enexis,126.205
AMSTENRADE,2011,enexis,130.107
AMSTENRADE,2012,enexis,117.902
AMSTENRADE,2013,enexis,130.465
AMSTENRADE,2014,enexis,127.771
AMSTENRADE,2015,enexis,119.831
AMSTENRADE,2016,enexis,117.762
AMSTENRADE,2017,enexis,116.033
AMSTENRADE,2018,enexis,119.904
AMSTENRADE,2019,enexis,118.153
AMSTERDAM,2010,liander,20709.3
AMSTERDAM,2011,liander,20519
AMSTERDAM,2012,liander,20092.2
AMSTERDAM,2013,liander,19729.5
