city,years,lowtarif_cut,lowtarif_cut_count,companies
HEUSDEN GEM HEUSDEN,2013,5,6,enexis
HEUSDEN GEM HEUSDEN,2013,15,21,enexis
HEUSDEN GEM HEUSDEN,2013,25,26,enexis
HEUSDEN GEM HEUSDEN,2013,35,35,enexis
HEUSDEN GEM HEUSDEN,2013,45,13,enexis
HEUSDEN GEM HEUSDEN,2013,55,3,enexis
HEUSDEN GEM HEUSDEN,2013,65,3,enexis
HEUSDEN GEM HEUSDEN,2013,85,1,enexis
HEUSDEN GEM HEUSDEN,2014,5,15,enexis
HEUSDEN GEM HEUSDEN,2014,15,25,enexis
HEUSDEN GEM HEUSDEN,2014,25,37,enexis
HEUSDEN GEM HEUSDEN,2014,35,19,enexis
HEUSDEN GEM HEUSDEN,2014,45,10,enexis
HEUSDEN GEM HEUSDEN,2014,55,2,enexis
HEUSDEN GEM HEUSDEN,2015,5,13,enexis
HEUSDEN GEM HEUSDEN,2015,15,25,enexis
HEUSDEN GEM HEUSDEN,2015,25,31,enexis
HEUSDEN GEM HEUSDEN,2015,35,28,enexis
HEUSDEN GEM HEUSDEN,2015,45,11,enexis
HEUSDEN GEM HEUSDEN,2016,5,7,enexis
HEUSDEN GEM HEUSDEN,2016,15,24,enexis
HEUSDEN GEM HEUSDEN,2016,25,40,enexis
HEUSDEN GEM HEUSDEN,2016,35,26,enexis
HEUSDEN GEM HEUSDEN,2016,45,9,enexis
HEUSDEN GEM HEUSDEN,2016,55,2,enexis
HEUSDEN GEM HEUSDEN,2017,5,4,enexis
HEUSDEN GEM HEUSDEN,2017,15,18,enexis
HEUSDEN GEM HEUSDEN,2017,25,41,enexis
HEUSDEN GEM HEUSDEN,2017,35,27,enexis
HEUSDEN GEM HEUSDEN,2017,45,13,enexis
HEUSDEN GEM HEUSDEN,2017,55,4,enexis
HEUSDEN GEM HEUSDEN,2018,5,3,enexis
HEUSDEN GEM HEUSDEN,2018,15,22,enexis
HEUSDEN GEM HEUSDEN,2018,25,40,enexis
HEUSDEN GEM HEUSDEN,2018,35,30,enexis
HEUSDEN GEM HEUSDEN,2018,45,18,enexis
HEUSDEN GEM HEUSDEN,2018,55,4,enexis
HEUSDEN GEM HEUSDEN,2019,15,5,enexis
HEUSDEN GEM HEUSDEN,2019,25,15,enexis
HEUSDEN GEM HEUSDEN,2019,35,9,enexis
HEUSDEN GEM HEUSDEN,2019,45,4,enexis
HEUSDEN GEM HEUSDEN,2019,55,1,enexis
HEVEADORP,2010,15,4,liander
HEVEADORP,2010,25,6,liander
HEVEADORP,2010,35,2,liander
HEVEADORP,2010,45,1,liander
HEVEADORP,2010,55,1,liander
HEVEADORP,2011,15,1,liander
HEVEADORP,2011,25,7,liander
HEVEADORP,2011,35,2,liander
HEVEADORP,2011,45,3,liander
HEVEADORP,2011,55,1,liander
HEVEADORP,2012,15,1,liander
HEVEADORP,2012,25,6,liander
HEVEADORP,2012,35,4,liander
HEVEADORP,2012,45,2,liander
HEVEADORP,2012,55,1,liander
HEVEADORP,2013,15,1,liander
HEVEADORP,2013,25,6,liander
HEVEADORP,2013,35,4,liander
HEVEADORP,2013,45,2,liander
HEVEADORP,2013,55,1,liander
HEVEADORP,2014,15,1,liander
HEVEADORP,2014,25,6,liander
HEVEADORP,2014,35,2,liander
HEVEADORP,2014,45,3,liander
HEVEADORP,2014,55,2,liander
HEVEADORP,2015,15,1,liander
HEVEADORP,2015,25,5,liander
HEVEADORP,2015,35,4,liander
HEVEADORP,2015,45,2,liander
HEVEADORP,2015,55,2,liander
HEVEADORP,2016,15,1,liander
HEVEADORP,2016,25,5,liander
HEVEADORP,2016,35,3,liander
HEVEADORP,2016,45,3,liander
HEVEADORP,2016,55,2,liander
HEVEADORP,2017,15,1,liander
HEVEADORP,2017,25,4,liander
HEVEADORP,2017,35,1,liander
HEVEADORP,2017,45,5,liander
HEVEADORP,2017,55,2,liander
HEVEADORP,2017,65,1,liander
HEVEADORP,2018,55,1,liander
HEVEADORP,2018,75,6,liander
HEVEADORP,2018,85,3,liander
HEVEADORP,2018,95,4,liander
HEVEADORP,2019,55,1,liander
HEVEADORP,2019,75,6,liander
HEVEADORP,2019,85,3,liander
HEVEADORP,2019,95,4,liander
HEYTHUYSEN,2010,5,1,enexis
HEYTHUYSEN,2010,15,1,enexis
HEYTHUYSEN,2010,25,2,enexis
HEYTHUYSEN,2010,35,15,enexis
HEYTHUYSEN,2010,45,39,enexis
HEYTHUYSEN,2010,55,66,enexis
HEYTHUYSEN,2010,65,2,enexis
HEYTHUYSEN,2011,5,1,enexis
HEYTHUYSEN,2011,15,1,enexis
HEYTHUYSEN,2011,25,2,enexis
HEYTHUYSEN,2011,35,17,enexis
HEYTHUYSEN,2011,45,34,enexis
HEYTHUYSEN,2011,55,74,enexis
HEYTHUYSEN,2011,65,1,enexis
HEYTHUYSEN,2012,5,1,enexis
HEYTHUYSEN,2012,15,1,enexis
HEYTHUYSEN,2012,25,2,enexis
HEYTHUYSEN,2012,35,14,enexis
HEYTHUYSEN,2012,45,44,enexis
HEYTHUYSEN,2012,55,68,enexis
HEYTHUYSEN,2012,65,3,enexis
HEYTHUYSEN,2013,5,1,enexis
HEYTHUYSEN,2013,25,2,enexis
HEYTHUYSEN,2013,35,12,enexis
HEYTHUYSEN,2013,45,44,enexis
HEYTHUYSEN,2013,55,77,enexis
HEYTHUYSEN,2013,65,2,enexis
HEYTHUYSEN,2014,5,1,enexis
HEYTHUYSEN,2014,25,1,enexis
HEYTHUYSEN,2014,35,11,enexis
HEYTHUYSEN,2014,45,40,enexis
HEYTHUYSEN,2014,55,83,enexis
HEYTHUYSEN,2014,65,2,enexis
HEYTHUYSEN,2015,5,1,enexis
HEYTHUYSEN,2015,25,1,enexis
HEYTHUYSEN,2015,35,9,enexis
HEYTHUYSEN,2015,45,37,enexis
HEYTHUYSEN,2015,55,85,enexis
HEYTHUYSEN,2015,65,5,enexis
HEYTHUYSEN,2016,5,1,enexis
HEYTHUYSEN,2016,25,1,enexis
HEYTHUYSEN,2016,35,7,enexis
HEYTHUYSEN,2016,45,37,enexis
HEYTHUYSEN,2016,55,89,enexis
HEYTHUYSEN,2016,65,3,enexis
HEYTHUYSEN,2017,15,1,enexis
HEYTHUYSEN,2017,25,1,enexis
HEYTHUYSEN,2017,35,7,enexis
HEYTHUYSEN,2017,45,30,enexis
HEYTHUYSEN,2017,55,95,enexis
HEYTHUYSEN,2017,65,4,enexis
HEYTHUYSEN,2018,25,1,enexis
HEYTHUYSEN,2018,35,5,enexis
HEYTHUYSEN,2018,45,19,enexis
HEYTHUYSEN,2018,55,119,enexis
HEYTHUYSEN,2018,65,1,enexis
HEYTHUYSEN,2019,35,6,enexis
HEYTHUYSEN,2019,45,16,enexis
HEYTHUYSEN,2019,55,122,enexis
HEYTHUYSEN,2019,65,1,enexis
HEZINGEN,2010,45,1,enexis
HEZINGEN,2011,45,1,enexis
HEZINGEN,2012,45,1,enexis
HEZINGEN,2013,45,1,enexis
HEZINGEN,2014,45,1,enexis
HEZINGEN,2015,45,1,enexis
HEZINGEN,2016,45,1,enexis
HEZINGEN,2017,45,2,enexis
HEZINGEN,2018,45,6,enexis
HEZINGEN,2019,45,6,enexis
HIAURE,2010,45,1,liander
HIAURE,2011,55,1,liander
HIAURE,2012,55,1,liander
HIAURE,2013,55,1,liander
HIAURE,2014,65,1,liander
HIAURE,2015,65,1,liander
HIAURE,2016,65,1,liander
HIAURE,2017,65,1,liander
HIAURE,2018,65,1,liander
HIAURE,2019,75,1,liander
HICHTUM,2010,25,1,liander
HICHTUM,2010,45,1,liander
HICHTUM,2011,35,1,liander
HICHTUM,2011,45,1,liander
HICHTUM,2012,35,1,liander
HICHTUM,2012,45,1,liander
HICHTUM,2013,45,2,liander
HICHTUM,2014,55,1,liander
HICHTUM,2015,55,1,liander
HICHTUM,2016,55,1,liander
HICHTUM,2017,55,1,liander
HICHTUM,2018,55,1,liander
HICHTUM,2019,55,1,liander
HIDAARD,2010,55,1,liander
HIDAARD,2010,65,1,liander
HIDAARD,2010,75,1,liander
HIDAARD,2011,65,2,liander
HIDAARD,2011,85,1,liander
HIDAARD,2012,65,2,liander
HIDAARD,2012,85,1,liander
HIDAARD,2013,65,2,liander
HIDAARD,2013,85,1,liander
HIDAARD,2014,65,1,liander
HIDAARD,2014,75,1,liander
HIDAARD,2014,95,1,liander
HIDAARD,2015,75,2,liander
HIDAARD,2015,95,1,liander
HIDAARD,2016,75,1,liander
HIDAARD,2016,85,1,liander
HIDAARD,2016,95,1,liander
HIDAARD,2017,75,1,liander
HIDAARD,2017,85,1,liander
HIDAARD,2017,95,1,liander
HIDAARD,2018,75,1,liander
HIDAARD,2018,95,2,liander
HIDAARD,2019,75,1,liander
HIDAARD,2019,95,2,liander
HIERDEN,2010,5,1,liander
HIERDEN,2010,15,11,liander
HIERDEN,2010,25,7,liander
HIERDEN,2010,35,14,liander
HIERDEN,2010,45,5,liander
HIERDEN,2010,55,3,liander
HIERDEN,2010,65,3,liander
HIERDEN,2010,85,1,liander
HIERDEN,2011,5,1,liander
HIERDEN,2011,15,5,liander
HIERDEN,2011,25,9,liander
HIERDEN,2011,35,10,liander
HIERDEN,2011,45,9,liander
HIERDEN,2011,55,6,liander
HIERDEN,2011,65,3,liander
HIERDEN,2011,75,2,liander
HIERDEN,2012,5,1,liander
HIERDEN,2012,15,5,liander
HIERDEN,2012,25,10,liander
HIERDEN,2012,35,13,liander
HIERDEN,2012,45,5,liander
HIERDEN,2012,55,8,liander
HIERDEN,2012,65,2,liander
HIERDEN,2012,75,1,liander
HIERDEN,2012,85,1,liander
HIERDEN,2013,5,1,liander
HIERDEN,2013,15,4,liander
HIERDEN,2013,25,10,liander
HIERDEN,2013,35,11,liander
HIERDEN,2013,45,10,liander
HIERDEN,2013,55,7,liander
HIERDEN,2013,65,1,liander
HIERDEN,2013,75,2,liander
HIERDEN,2013,95,2,liander
HIERDEN,2014,5,1,liander
HIERDEN,2014,15,4,liander
HIERDEN,2014,25,6,liander
HIERDEN,2014,35,13,liander
HIERDEN,2014,45,9,liander
HIERDEN,2014,55,9,liander
HIERDEN,2014,65,3,liander
HIERDEN,2014,75,2,liander
HIERDEN,2014,95,2,liander
HIERDEN,2015,15,4,liander
HIERDEN,2015,25,6,liander
HIERDEN,2015,35,9,liander
HIERDEN,2015,45,13,liander
HIERDEN,2015,55,10,liander
HIERDEN,2015,65,2,liander
HIERDEN,2015,75,3,liander
HIERDEN,2015,95,2,liander
HIERDEN,2016,15,3,liander
HIERDEN,2016,25,5,liander
HIERDEN,2016,35,9,liander
HIERDEN,2016,45,13,liander
HIERDEN,2016,55,8,liander
HIERDEN,2016,65,5,liander
HIERDEN,2016,75,3,liander
HIERDEN,2016,85,2,liander
HIERDEN,2016,95,1,liander
HIERDEN,2017,15,2,liander
HIERDEN,2017,25,3,liander
HIERDEN,2017,35,11,liander
HIERDEN,2017,45,13,liander
HIERDEN,2017,55,10,liander
HIERDEN,2017,65,5,liander
HIERDEN,2017,75,5,liander
HIERDEN,2017,85,2,liander
HIERDEN,2017,95,1,liander
HIERDEN,2018,55,2,liander
HIERDEN,2018,65,6,liander
HIERDEN,2018,75,17,liander
HIERDEN,2018,85,17,liander
HIERDEN,2018,95,12,liander
HIERDEN,2019,55,1,liander
HIERDEN,2019,65,4,liander
HIERDEN,2019,75,15,liander
HIERDEN,2019,85,22,liander
HIERDEN,2019,95,12,liander
HIESLUM,2013,65,1,liander
HIESLUM,2014,75,1,liander
HIESLUM,2015,75,1,liander
HIESLUM,2016,85,1,liander
HIESLUM,2017,95,1,liander
HIESLUM,2018,85,1,liander
HIESLUM,2019,95,1,liander
HIJKEN,2010,15,1,enexis
HIJKEN,2010,35,6,enexis
HIJKEN,2010,45,7,enexis
HIJKEN,2011,15,1,enexis
HIJKEN,2011,35,6,enexis
HIJKEN,2011,45,9,enexis
HIJKEN,2012,15,1,enexis
HIJKEN,2012,25,2,enexis
HIJKEN,2012,35,4,enexis
HIJKEN,2012,45,9,enexis
HIJKEN,2013,15,1,enexis
HIJKEN,2013,25,1,enexis
HIJKEN,2013,35,7,enexis
HIJKEN,2013,45,9,enexis
HIJKEN,2014,15,1,enexis
HIJKEN,2014,25,1,enexis
HIJKEN,2014,35,6,enexis
HIJKEN,2014,45,10,enexis
HIJKEN,2015,15,1,enexis
HIJKEN,2015,25,1,enexis
HIJKEN,2015,35,5,enexis
HIJKEN,2015,45,11,enexis
HIJKEN,2016,15,1,enexis
HIJKEN,2016,25,1,enexis
HIJKEN,2016,35,5,enexis
HIJKEN,2016,45,11,enexis
HIJKEN,2017,15,1,enexis
HIJKEN,2017,25,1,enexis
HIJKEN,2017,35,3,enexis
HIJKEN,2017,45,13,enexis
HIJKEN,2018,15,1,enexis
HIJKEN,2018,25,1,enexis
HIJKEN,2018,35,3,enexis
HIJKEN,2018,45,20,enexis
HIJKEN,2018,55,1,enexis
HIJKEN,2019,35,1,enexis
HIJKEN,2019,45,18,enexis
HIJKEN,2019,55,7,enexis
HIJUM,2010,5,1,liander
HIJUM,2010,15,4,liander
HIJUM,2010,25,2,liander
HIJUM,2010,35,1,liander
HIJUM,2010,55,1,liander
HIJUM,2010,75,1,liander
HIJUM,2011,15,1,liander
HIJUM,2011,25,5,liander
HIJUM,2011,35,1,liander
HIJUM,2011,45,1,liander
HIJUM,2011,55,1,liander
HIJUM,2011,85,1,liander
HIJUM,2012,15,1,liander
HIJUM,2012,25,5,liander
HIJUM,2012,35,2,liander
HIJUM,2012,55,1,liander
HIJUM,2012,75,1,liander
HIJUM,2013,15,1,liander
HIJUM,2013,25,4,liander
HIJUM,2013,35,2,liander
HIJUM,2013,55,1,liander
HIJUM,2013,65,1,liander
HIJUM,2013,85,1,liander
HIJUM,2014,15,1,liander
HIJUM,2014,25,3,liander
HIJUM,2014,35,2,liander
HIJUM,2014,45,1,liander
HIJUM,2014,55,1,liander
HIJUM,2014,85,1,liander
HIJUM,2015,15,1,liander
HIJUM,2015,25,3,liander
HIJUM,2015,35,2,liander
HIJUM,2015,45,1,liander
HIJUM,2015,55,1,liander
HIJUM,2015,85,1,liander
HIJUM,2016,25,3,liander
HIJUM,2016,35,2,liander
HIJUM,2016,45,2,liander
HIJUM,2016,65,1,liander
HIJUM,2016,85,1,liander
HIJUM,2017,35,2,liander
HIJUM,2017,45,2,liander
HIJUM,2017,55,2,liander
HIJUM,2017,65,2,liander
HIJUM,2017,85,1,liander
HIJUM,2018,35,2,liander
HIJUM,2018,45,2,liander
HIJUM,2018,55,3,liander
HIJUM,2018,65,1,liander
HIJUM,2018,85,1,liander
HIJUM,2019,75,3,liander
HIJUM,2019,85,2,liander
HIJUM,2019,95,4,liander
HILAARD,2010,15,1,liander
HILAARD,2010,25,2,liander
HILAARD,2010,35,2,liander
HILAARD,2010,45,1,liander
HILAARD,2010,55,1,liander
HILAARD,2011,25,2,liander
HILAARD,2011,45,2,liander
HILAARD,2011,55,3,liander
HILAARD,2012,25,2,liander
HILAARD,2012,45,2,liander
HILAARD,2012,55,3,liander
HILAARD,2013,25,2,liander
HILAARD,2013,35,1,liander
HILAARD,2013,45,1,liander
HILAARD,2013,55,3,liander
HILAARD,2014,25,1,liander
HILAARD,2014,35,2,liander
HILAARD,2014,55,3,liander
HILAARD,2015,35,2,liander
HILAARD,2015,45,1,liander
HILAARD,2015,55,3,liander
HILAARD,2016,25,1,liander
HILAARD,2016,35,1,liander
HILAARD,2016,55,4,liander
HILAARD,2017,25,1,liander
HILAARD,2017,45,1,liander
HILAARD,2017,55,3,liander
HILAARD,2017,65,1,liander
HILAARD,2018,65,2,liander
HILAARD,2018,85,4,liander
HILAARD,2019,75,2,liander
HILAARD,2019,85,3,liander
HILAARD,2019,95,1,liander
HILLEGOM,2010,5,4,liander
HILLEGOM,2010,15,2,liander
HILLEGOM,2010,25,2,liander
HILLEGOM,2010,35,7,liander
HILLEGOM,2010,45,5,liander
HILLEGOM,2010,55,7,liander
HILLEGOM,2010,65,25,liander
HILLEGOM,2010,75,51,liander
HILLEGOM,2010,85,139,liander
HILLEGOM,2010,95,229,liander
HILLEGOM,2011,5,2,liander
HILLEGOM,2011,15,4,liander
HILLEGOM,2011,25,1,liander
HILLEGOM,2011,35,6,liander
HILLEGOM,2011,45,4,liander
HILLEGOM,2011,55,8,liander
HILLEGOM,2011,65,21,liander
HILLEGOM,2011,75,37,liander
HILLEGOM,2011,85,111,liander
HILLEGOM,2011,95,279,liander
HILLEGOM,2012,5,3,liander
HILLEGOM,2012,15,3,liander
HILLEGOM,2012,25,1,liander
HILLEGOM,2012,35,5,liander
HILLEGOM,2012,45,5,liander
HILLEGOM,2012,55,13,liander
HILLEGOM,2012,65,21,liander
HILLEGOM,2012,75,50,liander
HILLEGOM,2012,85,98,liander
HILLEGOM,2012,95,278,liander
HILLEGOM,2013,5,2,liander
HILLEGOM,2013,15,3,liander
HILLEGOM,2013,35,6,liander
HILLEGOM,2013,45,4,liander
HILLEGOM,2013,55,11,liander
HILLEGOM,2013,65,24,liander
HILLEGOM,2013,75,41,liander
HILLEGOM,2013,85,100,liander
HILLEGOM,2013,95,286,liander
HILLEGOM,2014,5,2,liander
HILLEGOM,2014,15,3,liander
HILLEGOM,2014,35,6,liander
HILLEGOM,2014,45,4,liander
HILLEGOM,2014,55,9,liander
HILLEGOM,2014,65,19,liander
HILLEGOM,2014,75,37,liander
HILLEGOM,2014,85,106,liander
HILLEGOM,2014,95,293,liander
HILLEGOM,2015,5,2,liander
HILLEGOM,2015,15,3,liander
HILLEGOM,2015,35,6,liander
HILLEGOM,2015,45,3,liander
HILLEGOM,2015,55,9,liander
HILLEGOM,2015,65,17,liander
HILLEGOM,2015,75,41,liander
HILLEGOM,2015,85,107,liander
HILLEGOM,2015,95,292,liander
HILLEGOM,2016,5,2,liander
HILLEGOM,2016,15,3,liander
HILLEGOM,2016,35,6,liander
HILLEGOM,2016,45,3,liander
HILLEGOM,2016,55,8,liander
HILLEGOM,2016,65,17,liander
HILLEGOM,2016,75,41,liander
HILLEGOM,2016,85,100,liander
HILLEGOM,2016,95,301,liander
HILLEGOM,2017,5,2,liander
HILLEGOM,2017,15,3,liander
HILLEGOM,2017,35,5,liander
HILLEGOM,2017,45,5,liander
HILLEGOM,2017,55,7,liander
HILLEGOM,2017,65,18,liander
HILLEGOM,2017,75,47,liander
HILLEGOM,2017,85,98,liander
HILLEGOM,2017,95,306,liander
HILLEGOM,2018,5,2,liander
HILLEGOM,2018,15,3,liander
HILLEGOM,2018,35,5,liander
HILLEGOM,2018,45,5,liander
HILLEGOM,2018,55,6,liander
HILLEGOM,2018,65,20,liander
HILLEGOM,2018,75,38,liander
HILLEGOM,2018,85,100,liander
HILLEGOM,2018,95,316,liander
HILLEGOM,2019,5,2,liander
HILLEGOM,2019,15,2,liander
HILLEGOM,2019,25,1,liander
HILLEGOM,2019,35,5,liander
HILLEGOM,2019,45,4,liander
HILLEGOM,2019,55,4,liander
HILLEGOM,2019,65,20,liander
HILLEGOM,2019,75,40,liander
HILLEGOM,2019,85,92,liander
HILLEGOM,2019,95,327,liander
HILVARENBEEK,2010,15,8,enexis
HILVARENBEEK,2010,25,20,enexis
HILVARENBEEK,2010,35,34,enexis
HILVARENBEEK,2010,45,29,enexis
HILVARENBEEK,2010,55,44,enexis
HILVARENBEEK,2010,65,15,enexis
HILVARENBEEK,2010,75,7,enexis
HILVARENBEEK,2010,85,4,enexis
HILVARENBEEK,2010,95,4,enexis
HILVARENBEEK,2011,15,8,enexis
HILVARENBEEK,2011,25,20,enexis
HILVARENBEEK,2011,35,34,enexis
HILVARENBEEK,2011,45,31,enexis
HILVARENBEEK,2011,55,44,enexis
HILVARENBEEK,2011,65,15,enexis
HILVARENBEEK,2011,75,7,enexis
HILVARENBEEK,2011,85,5,enexis
HILVARENBEEK,2011,95,4,enexis
HILVARENBEEK,2012,15,6,enexis
HILVARENBEEK,2012,25,22,enexis
HILVARENBEEK,2012,35,28,enexis
HILVARENBEEK,2012,45,30,enexis
HILVARENBEEK,2012,55,45,enexis
HILVARENBEEK,2012,65,21,enexis
HILVARENBEEK,2012,75,5,enexis
HILVARENBEEK,2012,85,8,enexis
HILVARENBEEK,2012,95,3,enexis
HILVARENBEEK,2013,5,1,enexis
HILVARENBEEK,2013,15,5,enexis
HILVARENBEEK,2013,25,23,enexis
HILVARENBEEK,2013,35,26,enexis
HILVARENBEEK,2013,45,31,enexis
HILVARENBEEK,2013,55,48,enexis
HILVARENBEEK,2013,65,19,enexis
HILVARENBEEK,2013,75,7,enexis
HILVARENBEEK,2013,85,7,enexis
HILVARENBEEK,2013,95,3,enexis
HILVARENBEEK,2014,5,9,enexis
HILVARENBEEK,2014,15,38,enexis
HILVARENBEEK,2014,25,40,enexis
HILVARENBEEK,2014,35,43,enexis
HILVARENBEEK,2014,45,31,enexis
HILVARENBEEK,2014,55,12,enexis
HILVARENBEEK,2015,5,9,enexis
HILVARENBEEK,2015,15,37,enexis
HILVARENBEEK,2015,25,39,enexis
HILVARENBEEK,2015,35,48,enexis
HILVARENBEEK,2015,45,31,enexis
HILVARENBEEK,2015,55,8,enexis
HILVARENBEEK,2016,5,8,enexis
HILVARENBEEK,2016,15,36,enexis
HILVARENBEEK,2016,25,38,enexis
HILVARENBEEK,2016,35,48,enexis
HILVARENBEEK,2016,45,35,enexis
HILVARENBEEK,2016,55,8,enexis
HILVARENBEEK,2017,5,3,enexis
HILVARENBEEK,2017,15,23,enexis
HILVARENBEEK,2017,25,46,enexis
HILVARENBEEK,2017,35,42,enexis
HILVARENBEEK,2017,45,50,enexis
HILVARENBEEK,2017,55,10,enexis
HILVARENBEEK,2018,25,1,enexis
HILVARENBEEK,2018,35,5,enexis
HILVARENBEEK,2018,45,51,enexis
HILVARENBEEK,2018,55,131,enexis
HILVARENBEEK,2018,65,3,enexis
HILVARENBEEK,2019,25,2,enexis
HILVARENBEEK,2019,35,8,enexis
HILVARENBEEK,2019,45,73,enexis
HILVARENBEEK,2019,55,109,enexis
HILVERSUM,2010,5,947,liander
HILVERSUM,2010,15,456,liander
HILVERSUM,2010,25,285,liander
HILVERSUM,2010,35,144,liander
HILVERSUM,2010,45,77,liander
HILVERSUM,2010,55,53,liander
HILVERSUM,2010,65,30,liander
HILVERSUM,2010,75,14,liander
HILVERSUM,2010,85,11,liander
HILVERSUM,2010,95,7,liander
HILVERSUM,2011,5,715,liander
HILVERSUM,2011,15,524,liander
HILVERSUM,2011,25,346,liander
HILVERSUM,2011,35,199,liander
HILVERSUM,2011,45,96,liander
HILVERSUM,2011,55,67,liander
HILVERSUM,2011,65,39,liander
HILVERSUM,2011,75,19,liander
HILVERSUM,2011,85,6,liander
HILVERSUM,2011,95,18,liander
HILVERSUM,2012,5,747,liander
HILVERSUM,2012,15,550,liander
HILVERSUM,2012,25,331,liander
HILVERSUM,2012,35,186,liander
HILVERSUM,2012,45,91,liander
HILVERSUM,2012,55,67,liander
HILVERSUM,2012,65,38,liander
HILVERSUM,2012,75,11,liander
HILVERSUM,2012,85,8,liander
HILVERSUM,2012,95,15,liander
HILVERSUM,2013,5,697,liander
HILVERSUM,2013,15,538,liander
HILVERSUM,2013,25,356,liander
HILVERSUM,2013,35,201,liander
HILVERSUM,2013,45,98,liander
HILVERSUM,2013,55,77,liander
HILVERSUM,2013,65,41,liander
HILVERSUM,2013,75,14,liander
HILVERSUM,2013,85,9,liander
HILVERSUM,2013,95,17,liander
HILVERSUM,2014,5,643,liander
HILVERSUM,2014,15,527,liander
HILVERSUM,2014,25,365,liander
HILVERSUM,2014,35,227,liander
HILVERSUM,2014,45,109,liander
HILVERSUM,2014,55,91,liander
HILVERSUM,2014,65,43,liander
HILVERSUM,2014,75,17,liander
HILVERSUM,2014,85,7,liander
HILVERSUM,2014,95,19,liander
HILVERSUM,2015,5,555,liander
HILVERSUM,2015,15,515,liander
HILVERSUM,2015,25,390,liander
HILVERSUM,2015,35,255,liander
HILVERSUM,2015,45,135,liander
HILVERSUM,2015,55,97,liander
HILVERSUM,2015,65,49,liander
HILVERSUM,2015,75,21,liander
HILVERSUM,2015,85,12,liander
HILVERSUM,2015,95,19,liander
HILVERSUM,2016,5,446,liander
HILVERSUM,2016,15,475,liander
HILVERSUM,2016,25,414,liander
HILVERSUM,2016,35,283,liander
HILVERSUM,2016,45,174,liander
HILVERSUM,2016,55,126,liander
HILVERSUM,2016,65,70,liander
HILVERSUM,2016,75,27,liander
HILVERSUM,2016,85,15,liander
HILVERSUM,2016,95,26,liander
HILVERSUM,2017,5,369,liander
HILVERSUM,2017,15,424,liander
HILVERSUM,2017,25,416,liander
HILVERSUM,2017,35,304,liander
HILVERSUM,2017,45,200,liander
HILVERSUM,2017,55,136,liander
HILVERSUM,2017,65,89,liander
HILVERSUM,2017,75,44,liander
HILVERSUM,2017,85,36,liander
HILVERSUM,2017,95,45,liander
HILVERSUM,2018,5,285,liander
HILVERSUM,2018,15,396,liander
HILVERSUM,2018,25,393,liander
HILVERSUM,2018,35,346,liander
HILVERSUM,2018,45,205,liander
HILVERSUM,2018,55,160,liander
HILVERSUM,2018,65,109,liander
HILVERSUM,2018,75,68,liander
HILVERSUM,2018,85,49,liander
HILVERSUM,2018,95,61,liander
HILVERSUM,2019,5,125,liander
HILVERSUM,2019,15,164,liander
HILVERSUM,2019,25,176,liander
HILVERSUM,2019,35,143,liander
HILVERSUM,2019,45,132,liander
HILVERSUM,2019,55,154,liander
HILVERSUM,2019,65,219,liander
HILVERSUM,2019,75,301,liander
HILVERSUM,2019,85,366,liander
HILVERSUM,2019,95,305,liander
HINDELOOPEN,2010,5,2,liander
HINDELOOPEN,2010,15,5,liander
HINDELOOPEN,2010,25,4,liander
HINDELOOPEN,2010,35,5,liander
HINDELOOPEN,2010,45,2,liander
HINDELOOPEN,2010,55,5,liander
HINDELOOPEN,2011,5,1,liander
HINDELOOPEN,2011,15,3,liander
HINDELOOPEN,2011,25,4,liander
HINDELOOPEN,2011,35,6,liander
HINDELOOPEN,2011,45,3,liander
HINDELOOPEN,2011,55,3,liander
HINDELOOPEN,2011,65,2,liander
HINDELOOPEN,2011,75,1,liander
HINDELOOPEN,2012,5,1,liander
HINDELOOPEN,2012,15,3,liander
HINDELOOPEN,2012,25,4,liander
HINDELOOPEN,2012,35,6,liander
HINDELOOPEN,2012,45,4,liander
HINDELOOPEN,2012,55,2,liander
HINDELOOPEN,2012,65,2,liander
HINDELOOPEN,2012,75,1,liander
HINDELOOPEN,2013,5,1,liander
HINDELOOPEN,2013,15,3,liander
HINDELOOPEN,2013,25,4,liander
HINDELOOPEN,2013,35,5,liander
HINDELOOPEN,2013,45,5,liander
HINDELOOPEN,2013,55,2,liander
HINDELOOPEN,2013,65,2,liander
HINDELOOPEN,2013,75,1,liander
HINDELOOPEN,2014,15,4,liander
HINDELOOPEN,2014,25,4,liander
HINDELOOPEN,2014,35,3,liander
HINDELOOPEN,2014,45,3,liander
HINDELOOPEN,2014,55,5,liander
HINDELOOPEN,2014,65,1,liander
HINDELOOPEN,2014,75,1,liander
HINDELOOPEN,2015,15,4,liander
HINDELOOPEN,2015,25,4,liander
HINDELOOPEN,2015,35,2,liander
HINDELOOPEN,2015,45,3,liander
HINDELOOPEN,2015,55,5,liander
HINDELOOPEN,2015,65,1,liander
HINDELOOPEN,2015,75,2,liander
HINDELOOPEN,2016,5,1,liander
HINDELOOPEN,2016,15,2,liander
HINDELOOPEN,2016,25,3,liander
HINDELOOPEN,2016,35,1,liander
HINDELOOPEN,2016,45,5,liander
HINDELOOPEN,2016,55,6,liander
HINDELOOPEN,2016,65,2,liander
HINDELOOPEN,2016,75,2,liander
HINDELOOPEN,2017,5,1,liander
HINDELOOPEN,2017,15,2,liander
