city,years,lowtarif_cut,lowtarif_cut_count,companies
BEDUM,2012,15,41,enexis
BEDUM,2012,25,57,enexis
BEDUM,2012,35,37,enexis
BEDUM,2012,45,35,enexis
BEDUM,2012,55,4,enexis
BEDUM,2013,5,18,enexis
BEDUM,2013,15,39,enexis
BEDUM,2013,25,54,enexis
BEDUM,2013,35,41,enexis
BEDUM,2013,45,39,enexis
BEDUM,2013,55,9,enexis
BEDUM,2014,5,16,enexis
BEDUM,2014,15,36,enexis
BEDUM,2014,25,57,enexis
BEDUM,2014,35,44,enexis
BEDUM,2014,45,40,enexis
BEDUM,2014,55,9,enexis
BEDUM,2015,5,16,enexis
BEDUM,2015,15,34,enexis
BEDUM,2015,25,51,enexis
BEDUM,2015,35,50,enexis
BEDUM,2015,45,44,enexis
BEDUM,2015,55,6,enexis
BEDUM,2016,5,8,enexis
BEDUM,2016,15,18,enexis
BEDUM,2016,25,37,enexis
BEDUM,2016,35,56,enexis
BEDUM,2016,45,57,enexis
BEDUM,2016,55,25,enexis
BEDUM,2016,65,4,enexis
BEDUM,2017,5,7,enexis
BEDUM,2017,15,11,enexis
BEDUM,2017,25,31,enexis
BEDUM,2017,35,52,enexis
BEDUM,2017,45,65,enexis
BEDUM,2017,55,38,enexis
BEDUM,2017,65,6,enexis
BEDUM,2018,5,4,enexis
BEDUM,2018,15,11,enexis
BEDUM,2018,25,20,enexis
BEDUM,2018,35,68,enexis
BEDUM,2018,45,90,enexis
BEDUM,2018,55,24,enexis
BEDUM,2018,65,2,enexis
BEDUM,2019,5,3,enexis
BEDUM,2019,15,8,enexis
BEDUM,2019,25,23,enexis
BEDUM,2019,35,58,enexis
BEDUM,2019,45,105,enexis
BEDUM,2019,55,23,enexis
BEEGDEN,2010,35,3,enexis
BEEGDEN,2010,45,9,enexis
BEEGDEN,2010,55,21,enexis
BEEGDEN,2011,35,2,enexis
BEEGDEN,2011,45,11,enexis
BEEGDEN,2011,55,21,enexis
BEEGDEN,2012,35,2,enexis
BEEGDEN,2012,45,11,enexis
BEEGDEN,2012,55,21,enexis
BEEGDEN,2012,65,1,enexis
BEEGDEN,2013,35,2,enexis
BEEGDEN,2013,45,10,enexis
BEEGDEN,2013,55,26,enexis
BEEGDEN,2013,65,1,enexis
BEEGDEN,2014,35,1,enexis
BEEGDEN,2014,45,12,enexis
BEEGDEN,2014,55,26,enexis
BEEGDEN,2015,45,13,enexis
BEEGDEN,2015,55,26,enexis
BEEGDEN,2016,45,11,enexis
BEEGDEN,2016,55,27,enexis
BEEGDEN,2016,65,1,enexis
BEEGDEN,2017,45,11,enexis
BEEGDEN,2017,55,28,enexis
BEEGDEN,2018,35,1,enexis
BEEGDEN,2018,45,13,enexis
BEEGDEN,2018,55,28,enexis
BEEGDEN,2018,65,2,enexis
BEEGDEN,2019,35,1,enexis
BEEGDEN,2019,45,13,enexis
BEEGDEN,2019,55,28,enexis
BEEGDEN,2019,65,2,enexis
BEEK EN DONK,2010,5,6,enexis
BEEK EN DONK,2010,15,24,enexis
BEEK EN DONK,2010,25,34,enexis
BEEK EN DONK,2010,35,31,enexis
BEEK EN DONK,2010,45,37,enexis
BEEK EN DONK,2010,55,21,enexis
BEEK EN DONK,2010,65,10,enexis
BEEK EN DONK,2010,75,8,enexis
BEEK EN DONK,2010,85,5,enexis
BEEK EN DONK,2010,95,4,enexis
BEEK EN DONK,2011,5,6,enexis
BEEK EN DONK,2011,15,18,enexis
BEEK EN DONK,2011,25,37,enexis
BEEK EN DONK,2011,35,39,enexis
BEEK EN DONK,2011,45,35,enexis
BEEK EN DONK,2011,55,23,enexis
BEEK EN DONK,2011,65,9,enexis
BEEK EN DONK,2011,75,5,enexis
BEEK EN DONK,2011,85,5,enexis
BEEK EN DONK,2011,95,5,enexis
BEEK EN DONK,2012,5,7,enexis
BEEK EN DONK,2012,15,16,enexis
BEEK EN DONK,2012,25,34,enexis
BEEK EN DONK,2012,35,39,enexis
BEEK EN DONK,2012,45,32,enexis
BEEK EN DONK,2012,55,27,enexis
BEEK EN DONK,2012,65,12,enexis
BEEK EN DONK,2012,75,4,enexis
BEEK EN DONK,2012,85,7,enexis
BEEK EN DONK,2012,95,8,enexis
BEEK EN DONK,2013,5,5,enexis
BEEK EN DONK,2013,15,17,enexis
BEEK EN DONK,2013,25,34,enexis
BEEK EN DONK,2013,35,39,enexis
BEEK EN DONK,2013,45,31,enexis
BEEK EN DONK,2013,55,33,enexis
BEEK EN DONK,2013,65,13,enexis
BEEK EN DONK,2013,75,4,enexis
BEEK EN DONK,2013,85,7,enexis
BEEK EN DONK,2013,95,6,enexis
BEEK EN DONK,2014,5,14,enexis
BEEK EN DONK,2014,15,50,enexis
BEEK EN DONK,2014,25,55,enexis
BEEK EN DONK,2014,35,47,enexis
BEEK EN DONK,2014,45,17,enexis
BEEK EN DONK,2014,55,6,enexis
BEEK EN DONK,2015,5,11,enexis
BEEK EN DONK,2015,15,53,enexis
BEEK EN DONK,2015,25,59,enexis
BEEK EN DONK,2015,35,44,enexis
BEEK EN DONK,2015,45,17,enexis
BEEK EN DONK,2015,55,7,enexis
BEEK EN DONK,2016,5,10,enexis
BEEK EN DONK,2016,15,42,enexis
BEEK EN DONK,2016,25,63,enexis
BEEK EN DONK,2016,35,52,enexis
BEEK EN DONK,2016,45,18,enexis
BEEK EN DONK,2016,55,8,enexis
BEEK EN DONK,2016,65,1,enexis
BEEK EN DONK,2017,5,7,enexis
BEEK EN DONK,2017,15,36,enexis
BEEK EN DONK,2017,25,68,enexis
BEEK EN DONK,2017,35,50,enexis
BEEK EN DONK,2017,45,24,enexis
BEEK EN DONK,2017,55,10,enexis
BEEK EN DONK,2017,65,1,enexis
BEEK EN DONK,2018,5,10,enexis
BEEK EN DONK,2018,15,31,enexis
BEEK EN DONK,2018,25,67,enexis
BEEK EN DONK,2018,35,55,enexis
BEEK EN DONK,2018,45,26,enexis
BEEK EN DONK,2018,55,22,enexis
BEEK EN DONK,2018,65,4,enexis
BEEK EN DONK,2019,5,6,enexis
BEEK EN DONK,2019,15,23,enexis
BEEK EN DONK,2019,25,51,enexis
BEEK EN DONK,2019,35,61,enexis
BEEK EN DONK,2019,45,45,enexis
BEEK EN DONK,2019,55,28,enexis
BEEK EN DONK,2019,65,2,enexis
BEEK GEM MONTFERLAND,2010,5,1,liander
BEEK GEM MONTFERLAND,2010,25,7,liander
BEEK GEM MONTFERLAND,2010,35,9,liander
BEEK GEM MONTFERLAND,2010,45,10,liander
BEEK GEM MONTFERLAND,2010,55,6,liander
BEEK GEM MONTFERLAND,2010,65,8,liander
BEEK GEM MONTFERLAND,2010,75,4,liander
BEEK GEM MONTFERLAND,2011,5,1,liander
BEEK GEM MONTFERLAND,2011,25,2,liander
BEEK GEM MONTFERLAND,2011,35,5,liander
BEEK GEM MONTFERLAND,2011,45,9,liander
BEEK GEM MONTFERLAND,2011,55,12,liander
BEEK GEM MONTFERLAND,2011,65,8,liander
BEEK GEM MONTFERLAND,2011,75,6,liander
BEEK GEM MONTFERLAND,2011,95,2,liander
BEEK GEM MONTFERLAND,2012,5,1,liander
BEEK GEM MONTFERLAND,2012,15,1,liander
BEEK GEM MONTFERLAND,2012,25,3,liander
BEEK GEM MONTFERLAND,2012,35,6,liander
BEEK GEM MONTFERLAND,2012,45,10,liander
BEEK GEM MONTFERLAND,2012,55,11,liander
BEEK GEM MONTFERLAND,2012,65,7,liander
BEEK GEM MONTFERLAND,2012,75,6,liander
BEEK GEM MONTFERLAND,2012,95,2,liander
BEEK GEM MONTFERLAND,2013,15,2,liander
BEEK GEM MONTFERLAND,2013,25,3,liander
BEEK GEM MONTFERLAND,2013,35,7,liander
BEEK GEM MONTFERLAND,2013,45,9,liander
BEEK GEM MONTFERLAND,2013,55,12,liander
BEEK GEM MONTFERLAND,2013,65,6,liander
BEEK GEM MONTFERLAND,2013,75,6,liander
BEEK GEM MONTFERLAND,2013,95,2,liander
BEEK GEM MONTFERLAND,2014,5,1,liander
BEEK GEM MONTFERLAND,2014,15,2,liander
BEEK GEM MONTFERLAND,2014,25,2,liander
BEEK GEM MONTFERLAND,2014,35,7,liander
BEEK GEM MONTFERLAND,2014,45,9,liander
BEEK GEM MONTFERLAND,2014,55,10,liander
BEEK GEM MONTFERLAND,2014,65,8,liander
BEEK GEM MONTFERLAND,2014,75,7,liander
BEEK GEM MONTFERLAND,2014,85,2,liander
BEEK GEM MONTFERLAND,2014,95,2,liander
BEEK GEM MONTFERLAND,2015,5,1,liander
BEEK GEM MONTFERLAND,2015,15,1,liander
BEEK GEM MONTFERLAND,2015,25,3,liander
BEEK GEM MONTFERLAND,2015,35,7,liander
BEEK GEM MONTFERLAND,2015,45,9,liander
BEEK GEM MONTFERLAND,2015,55,9,liander
BEEK GEM MONTFERLAND,2015,65,7,liander
BEEK GEM MONTFERLAND,2015,75,7,liander
BEEK GEM MONTFERLAND,2015,85,1,liander
BEEK GEM MONTFERLAND,2015,95,2,liander
BEEK GEM MONTFERLAND,2016,25,3,liander
BEEK GEM MONTFERLAND,2016,35,5,liander
BEEK GEM MONTFERLAND,2016,45,9,liander
BEEK GEM MONTFERLAND,2016,55,12,liander
BEEK GEM MONTFERLAND,2016,65,7,liander
BEEK GEM MONTFERLAND,2016,75,2,liander
BEEK GEM MONTFERLAND,2016,85,5,liander
BEEK GEM MONTFERLAND,2016,95,2,liander
BEEK GEM MONTFERLAND,2017,25,3,liander
BEEK GEM MONTFERLAND,2017,35,5,liander
BEEK GEM MONTFERLAND,2017,45,8,liander
BEEK GEM MONTFERLAND,2017,55,10,liander
BEEK GEM MONTFERLAND,2017,65,10,liander
BEEK GEM MONTFERLAND,2017,75,6,liander
BEEK GEM MONTFERLAND,2017,85,5,liander
BEEK GEM MONTFERLAND,2017,95,3,liander
BEEK GEM MONTFERLAND,2018,25,3,liander
BEEK GEM MONTFERLAND,2018,35,4,liander
BEEK GEM MONTFERLAND,2018,45,5,liander
BEEK GEM MONTFERLAND,2018,55,12,liander
BEEK GEM MONTFERLAND,2018,65,11,liander
BEEK GEM MONTFERLAND,2018,75,7,liander
BEEK GEM MONTFERLAND,2018,85,6,liander
BEEK GEM MONTFERLAND,2018,95,3,liander
BEEK GEM MONTFERLAND,2019,45,1,liander
BEEK GEM MONTFERLAND,2019,55,1,liander
BEEK GEM MONTFERLAND,2019,65,4,liander
BEEK GEM MONTFERLAND,2019,75,12,liander
BEEK GEM MONTFERLAND,2019,85,16,liander
BEEK GEM MONTFERLAND,2019,95,18,liander
BEEK GLD,2015,55,2,liander
BEEK GLD,2015,75,1,liander
BEEK GLD,2016,5,1,liander
BEEK GLD,2016,65,2,liander
BEEK GLD,2016,75,2,liander
BEEK LB,2010,15,1,enexis
BEEK LB,2010,25,8,enexis
BEEK LB,2010,35,19,enexis
BEEK LB,2010,45,109,enexis
BEEK LB,2010,55,107,enexis
BEEK LB,2010,65,4,enexis
BEEK LB,2011,15,1,enexis
BEEK LB,2011,25,10,enexis
BEEK LB,2011,35,21,enexis
BEEK LB,2011,45,105,enexis
BEEK LB,2011,55,111,enexis
BEEK LB,2011,65,3,enexis
BEEK LB,2012,5,1,enexis
BEEK LB,2012,15,1,enexis
BEEK LB,2012,25,11,enexis
BEEK LB,2012,35,21,enexis
BEEK LB,2012,45,117,enexis
BEEK LB,2012,55,92,enexis
BEEK LB,2012,65,5,enexis
BEEK LB,2012,75,1,enexis
BEEK LB,2013,5,1,enexis
BEEK LB,2013,25,11,enexis
BEEK LB,2013,35,25,enexis
BEEK LB,2013,45,99,enexis
BEEK LB,2013,55,117,enexis
BEEK LB,2013,65,6,enexis
BEEK LB,2014,5,1,enexis
BEEK LB,2014,25,9,enexis
BEEK LB,2014,35,21,enexis
BEEK LB,2014,45,97,enexis
BEEK LB,2014,55,125,enexis
BEEK LB,2014,65,7,enexis
BEEK LB,2014,75,1,enexis
BEEK LB,2015,25,7,enexis
BEEK LB,2015,35,20,enexis
BEEK LB,2015,45,101,enexis
BEEK LB,2015,55,119,enexis
BEEK LB,2015,65,12,enexis
BEEK LB,2016,25,2,enexis
BEEK LB,2016,35,18,enexis
BEEK LB,2016,45,82,enexis
BEEK LB,2016,55,151,enexis
BEEK LB,2016,65,8,enexis
BEEK LB,2017,25,2,enexis
BEEK LB,2017,35,21,enexis
BEEK LB,2017,45,81,enexis
BEEK LB,2017,55,147,enexis
BEEK LB,2017,65,10,enexis
BEEK LB,2018,35,8,enexis
BEEK LB,2018,45,50,enexis
BEEK LB,2018,55,206,enexis
BEEK LB,2018,65,9,enexis
BEEK LB,2019,35,7,enexis
BEEK LB,2019,45,47,enexis
BEEK LB,2019,55,214,enexis
BEEK LB,2019,65,7,enexis
BEEK-UBBERGEN,2010,5,20,liander
BEEK-UBBERGEN,2010,15,25,liander
BEEK-UBBERGEN,2010,25,12,liander
BEEK-UBBERGEN,2010,35,9,liander
BEEK-UBBERGEN,2010,45,6,liander
BEEK-UBBERGEN,2010,55,5,liander
BEEK-UBBERGEN,2011,5,8,liander
BEEK-UBBERGEN,2011,15,28,liander
BEEK-UBBERGEN,2011,25,21,liander
BEEK-UBBERGEN,2011,35,6,liander
BEEK-UBBERGEN,2011,45,7,liander
BEEK-UBBERGEN,2011,55,4,liander
BEEK-UBBERGEN,2011,65,1,liander
BEEK-UBBERGEN,2011,85,1,liander
BEEK-UBBERGEN,2011,95,1,liander
BEEK-UBBERGEN,2012,5,9,liander
BEEK-UBBERGEN,2012,15,24,liander
BEEK-UBBERGEN,2012,25,23,liander
BEEK-UBBERGEN,2012,35,7,liander
BEEK-UBBERGEN,2012,45,8,liander
BEEK-UBBERGEN,2012,55,3,liander
BEEK-UBBERGEN,2012,65,1,liander
BEEK-UBBERGEN,2012,85,1,liander
BEEK-UBBERGEN,2012,95,1,liander
BEEK-UBBERGEN,2013,5,8,liander
BEEK-UBBERGEN,2013,15,22,liander
BEEK-UBBERGEN,2013,25,20,liander
BEEK-UBBERGEN,2013,35,12,liander
BEEK-UBBERGEN,2013,45,9,liander
BEEK-UBBERGEN,2013,55,4,liander
BEEK-UBBERGEN,2013,65,1,liander
BEEK-UBBERGEN,2013,85,1,liander
BEEK-UBBERGEN,2013,95,1,liander
BEEK-UBBERGEN,2014,5,9,liander
BEEK-UBBERGEN,2014,15,19,liander
BEEK-UBBERGEN,2014,25,22,liander
BEEK-UBBERGEN,2014,35,9,liander
BEEK-UBBERGEN,2014,45,11,liander
BEEK-UBBERGEN,2014,55,4,liander
BEEK-UBBERGEN,2014,65,3,liander
BEEK-UBBERGEN,2014,85,1,liander
BEEK-UBBERGEN,2014,95,1,liander
BEEK-UBBERGEN,2015,5,9,liander
BEEK-UBBERGEN,2015,15,19,liander
BEEK-UBBERGEN,2015,25,19,liander
BEEK-UBBERGEN,2015,35,6,liander
BEEK-UBBERGEN,2015,45,16,liander
BEEK-UBBERGEN,2015,55,4,liander
BEEK-UBBERGEN,2015,65,4,liander
BEEK-UBBERGEN,2015,85,1,liander
BEEK-UBBERGEN,2015,95,1,liander
BEEK-UBBERGEN,2016,5,8,liander
BEEK-UBBERGEN,2016,15,15,liander
BEEK-UBBERGEN,2016,25,21,liander
BEEK-UBBERGEN,2016,35,8,liander
BEEK-UBBERGEN,2016,45,9,liander
BEEK-UBBERGEN,2016,55,12,liander
BEEK-UBBERGEN,2016,65,4,liander
BEEK-UBBERGEN,2016,85,1,liander
BEEK-UBBERGEN,2016,95,1,liander
BEEK-UBBERGEN,2017,5,7,liander
BEEK-UBBERGEN,2017,15,13,liander
BEEK-UBBERGEN,2017,25,20,liander
BEEK-UBBERGEN,2017,35,12,liander
BEEK-UBBERGEN,2017,45,10,liander
BEEK-UBBERGEN,2017,55,9,liander
BEEK-UBBERGEN,2017,65,6,liander
BEEK-UBBERGEN,2017,75,1,liander
BEEK-UBBERGEN,2017,85,2,liander
BEEK-UBBERGEN,2017,95,1,liander
BEEK-UBBERGEN,2018,5,7,liander
BEEK-UBBERGEN,2018,15,11,liander
BEEK-UBBERGEN,2018,25,22,liander
BEEK-UBBERGEN,2018,35,12,liander
BEEK-UBBERGEN,2018,45,7,liander
BEEK-UBBERGEN,2018,55,11,liander
BEEK-UBBERGEN,2018,65,7,liander
BEEK-UBBERGEN,2018,75,1,liander
BEEK-UBBERGEN,2018,85,2,liander
BEEK-UBBERGEN,2018,95,1,liander
BEEK-UBBERGEN,2019,45,3,liander
BEEK-UBBERGEN,2019,55,7,liander
BEEK-UBBERGEN,2019,65,16,liander
BEEK-UBBERGEN,2019,75,27,liander
BEEK-UBBERGEN,2019,85,24,liander
BEEK-UBBERGEN,2019,95,4,liander
BEEKBERGEN,2010,5,9,liander
BEEKBERGEN,2010,15,7,liander
BEEKBERGEN,2010,25,16,liander
BEEKBERGEN,2010,35,16,liander
BEEKBERGEN,2010,45,17,liander
BEEKBERGEN,2010,55,14,liander
BEEKBERGEN,2010,65,5,liander
BEEKBERGEN,2010,75,1,liander
BEEKBERGEN,2011,5,5,liander
BEEKBERGEN,2011,15,4,liander
BEEKBERGEN,2011,25,12,liander
BEEKBERGEN,2011,35,16,liander
BEEKBERGEN,2011,45,17,liander
BEEKBERGEN,2011,55,12,liander
BEEKBERGEN,2011,65,13,liander
BEEKBERGEN,2011,75,4,liander
BEEKBERGEN,2011,85,1,liander
BEEKBERGEN,2011,95,2,liander
BEEKBERGEN,2012,5,6,liander
BEEKBERGEN,2012,15,4,liander
BEEKBERGEN,2012,25,11,liander
BEEKBERGEN,2012,35,16,liander
BEEKBERGEN,2012,45,16,liander
BEEKBERGEN,2012,55,13,liander
BEEKBERGEN,2012,65,13,liander
BEEKBERGEN,2012,75,4,liander
BEEKBERGEN,2012,85,2,liander
BEEKBERGEN,2012,95,2,liander
BEEKBERGEN,2013,5,5,liander
BEEKBERGEN,2013,15,4,liander
BEEKBERGEN,2013,25,10,liander
BEEKBERGEN,2013,35,18,liander
BEEKBERGEN,2013,45,15,liander
BEEKBERGEN,2013,55,19,liander
BEEKBERGEN,2013,65,10,liander
BEEKBERGEN,2013,75,6,liander
BEEKBERGEN,2013,85,2,liander
BEEKBERGEN,2013,95,2,liander
BEEKBERGEN,2014,5,5,liander
BEEKBERGEN,2014,15,4,liander
BEEKBERGEN,2014,25,9,liander
BEEKBERGEN,2014,35,16,liander
BEEKBERGEN,2014,45,17,liander
BEEKBERGEN,2014,55,18,liander
BEEKBERGEN,2014,65,11,liander
BEEKBERGEN,2014,75,7,liander
BEEKBERGEN,2014,85,1,liander
BEEKBERGEN,2014,95,3,liander
BEEKBERGEN,2015,5,4,liander
BEEKBERGEN,2015,15,5,liander
BEEKBERGEN,2015,25,9,liander
BEEKBERGEN,2015,35,14,liander
BEEKBERGEN,2015,45,17,liander
BEEKBERGEN,2015,55,18,liander
BEEKBERGEN,2015,65,15,liander
BEEKBERGEN,2015,75,5,liander
BEEKBERGEN,2015,85,2,liander
BEEKBERGEN,2015,95,3,liander
BEEKBERGEN,2016,5,4,liander
BEEKBERGEN,2016,15,4,liander
BEEKBERGEN,2016,25,6,liander
BEEKBERGEN,2016,35,13,liander
BEEKBERGEN,2016,45,19,liander
BEEKBERGEN,2016,55,18,liander
BEEKBERGEN,2016,65,15,liander
BEEKBERGEN,2016,75,7,liander
BEEKBERGEN,2016,85,4,liander
BEEKBERGEN,2016,95,3,liander
BEEKBERGEN,2017,5,4,liander
BEEKBERGEN,2017,15,3,liander
BEEKBERGEN,2017,25,5,liander
BEEKBERGEN,2017,35,11,liander
BEEKBERGEN,2017,45,18,liander
BEEKBERGEN,2017,55,21,liander
BEEKBERGEN,2017,65,17,liander
BEEKBERGEN,2017,75,7,liander
BEEKBERGEN,2017,85,5,liander
BEEKBERGEN,2017,95,4,liander
BEEKBERGEN,2018,35,1,liander
BEEKBERGEN,2018,45,1,liander
BEEKBERGEN,2018,55,5,liander
BEEKBERGEN,2018,65,14,liander
BEEKBERGEN,2018,75,25,liander
BEEKBERGEN,2018,85,22,liander
BEEKBERGEN,2018,95,27,liander
BEEKBERGEN,2019,45,1,liander
BEEKBERGEN,2019,55,5,liander
BEEKBERGEN,2019,65,11,liander
BEEKBERGEN,2019,75,25,liander
BEEKBERGEN,2019,85,28,liander
BEEKBERGEN,2019,95,25,liander
BEEMTE BROEKLAND,2010,35,1,liander
BEEMTE BROEKLAND,2010,45,6,liander
BEEMTE BROEKLAND,2010,55,5,liander
BEEMTE BROEKLAND,2010,65,4,liander
BEEMTE BROEKLAND,2010,75,1,liander
BEEMTE BROEKLAND,2010,95,1,liander
BEEMTE BROEKLAND,2011,45,2,liander
BEEMTE BROEKLAND,2011,55,6,liander
BEEMTE BROEKLAND,2011,65,7,liander
BEEMTE BROEKLAND,2011,75,1,liander
BEEMTE BROEKLAND,2011,85,1,liander
BEEMTE BROEKLAND,2011,95,1,liander
BEEMTE BROEKLAND,2012,35,1,liander
BEEMTE BROEKLAND,2012,45,2,liander
BEEMTE BROEKLAND,2012,55,6,liander
BEEMTE BROEKLAND,2012,65,6,liander
BEEMTE BROEKLAND,2012,75,1,liander
BEEMTE BROEKLAND,2012,85,1,liander
BEEMTE BROEKLAND,2012,95,1,liander
BEEMTE BROEKLAND,2013,35,1,liander
BEEMTE BROEKLAND,2013,45,2,liander
BEEMTE BROEKLAND,2013,55,4,liander
BEEMTE BROEKLAND,2013,65,9,liander
BEEMTE BROEKLAND,2013,75,1,liander
BEEMTE BROEKLAND,2013,85,1,liander
BEEMTE BROEKLAND,2013,95,1,liander
BEEMTE BROEKLAND,2014,35,1,liander
BEEMTE BROEKLAND,2014,45,3,liander
BEEMTE BROEKLAND,2014,55,4,liander
BEEMTE BROEKLAND,2014,65,10,liander
BEEMTE BROEKLAND,2014,75,2,liander
BEEMTE BROEKLAND,2014,85,2,liander
BEEMTE BROEKLAND,2015,45,4,liander
BEEMTE BROEKLAND,2015,55,4,liander
BEEMTE BROEKLAND,2015,65,11,liander
BEEMTE BROEKLAND,2015,75,1,liander
BEEMTE BROEKLAND,2015,85,1,liander
BEEMTE BROEKLAND,2015,95,1,liander
BEEMTE BROEKLAND,2016,45,3,liander
BEEMTE BROEKLAND,2016,55,5,liander
BEEMTE BROEKLAND,2016,65,11,liander
BEEMTE BROEKLAND,2016,75,1,liander
BEEMTE BROEKLAND,2016,85,1,liander
BEEMTE BROEKLAND,2016,95,1,liander
BEEMTE BROEKLAND,2017,45,4,liander
BEEMTE BROEKLAND,2017,55,3,liander
BEEMTE BROEKLAND,2017,65,9,liander
BEEMTE BROEKLAND,2017,75,4,liander
BEEMTE BROEKLAND,2017,85,1,liander
BEEMTE BROEKLAND,2017,95,1,liander
BEEMTE BROEKLAND,2018,55,1,liander
BEEMTE BROEKLAND,2018,65,2,liander
BEEMTE BROEKLAND,2018,75,6,liander
BEEMTE BROEKLAND,2018,85,10,liander
BEEMTE BROEKLAND,2018,95,3,liander
BEEMTE BROEKLAND,2019,55,1,liander
BEEMTE BROEKLAND,2019,65,3,liander
BEEMTE BROEKLAND,2019,75,4,liander
BEEMTE BROEKLAND,2019,85,10,liander
BEEMTE BROEKLAND,2019,95,4,liander
BEERS NB,2010,15,2,enexis
BEERS NB,2010,25,3,enexis
BEERS NB,2010,35,6,enexis
BEERS NB,2010,45,8,enexis
BEERS NB,2010,55,13,enexis
BEERS NB,2010,65,2,enexis
BEERS NB,2011,15,1,enexis
BEERS NB,2011,25,4,enexis
BEERS NB,2011,35,7,enexis
BEERS NB,2011,45,8,enexis
BEERS NB,2011,55,12,enexis
BEERS NB,2011,65,2,enexis
BEERS NB,2012,15,1,enexis
BEERS NB,2012,25,4,enexis
BEERS NB,2012,35,5,enexis
BEERS NB,2012,45,9,enexis
BEERS NB,2012,55,14,enexis
BEERS NB,2012,65,1,enexis
BEERS NB,2012,85,1,enexis
BEERS NB,2013,15,1,enexis
BEERS NB,2013,25,4,enexis
BEERS NB,2013,35,3,enexis
BEERS NB,2013,45,14,enexis
BEERS NB,2013,55,11,enexis
BEERS NB,2013,65,1,enexis
BEERS NB,2013,85,1,enexis
BEERS NB,2014,15,5,enexis
BEERS NB,2014,25,5,enexis
BEERS NB,2014,35,13,enexis
BEERS NB,2014,45,7,enexis
BEERS NB,2014,55,5,enexis
BEERS NB,2015,5,1,enexis
BEERS NB,2015,15,5,enexis
BEERS NB,2015,25,6,enexis
BEERS NB,2015,35,10,enexis
BEERS NB,2015,45,8,enexis
BEERS NB,2015,55,5,enexis
BEERS NB,2016,45,2,enexis
BEERS NB,2016,55,29,enexis
BEERS NB,2016,65,2,enexis
BEERS NB,2017,45,7,enexis
BEERS NB,2017,55,25,enexis
BEERS NB,2017,65,1,enexis
BEERS NB,2018,45,10,enexis
BEERS NB,2018,55,31,enexis
BEERS NB,2019,45,8,enexis
BEERS NB,2019,55,33,enexis
BEERTA,2010,5,3,enexis
BEERTA,2010,15,12,enexis
BEERTA,2010,25,16,enexis
BEERTA,2010,35,12,enexis
BEERTA,2010,45,6,enexis
BEERTA,2011,5,3,enexis
BEERTA,2011,15,10,enexis
BEERTA,2011,25,14,enexis
BEERTA,2011,35,16,enexis
BEERTA,2011,45,6,enexis
BEERTA,2012,5,3,enexis
BEERTA,2012,15,12,enexis
BEERTA,2012,25,13,enexis
BEERTA,2012,35,14,enexis
BEERTA,2012,45,6,enexis
BEERTA,2013,5,3,enexis
BEERTA,2013,15,10,enexis
BEERTA,2013,25,12,enexis
BEERTA,2013,35,17,enexis
BEERTA,2013,45,7,enexis
BEERTA,2014,5,2,enexis
BEERTA,2014,15,9,enexis
BEERTA,2014,25,16,enexis
BEERTA,2014,35,14,enexis
BEERTA,2014,45,8,enexis
BEERTA,2015,5,2,enexis
BEERTA,2015,15,9,enexis
BEERTA,2015,25,16,enexis
BEERTA,2015,35,15,enexis
BEERTA,2015,45,7,enexis
BEERTA,2016,5,3,enexis
BEERTA,2016,15,9,enexis
BEERTA,2016,25,15,enexis
BEERTA,2016,35,14,enexis
BEERTA,2016,45,8,enexis
BEERTA,2017,5,2,enexis
BEERTA,2017,15,6,enexis
BEERTA,2017,25,13,enexis
BEERTA,2017,35,18,enexis
BEERTA,2017,45,10,enexis
BEERTA,2018,15,10,enexis
BEERTA,2018,25,15,enexis
BEERTA,2018,35,21,enexis
BEERTA,2018,45,10,enexis
BEERTA,2019,15,10,enexis
BEERTA,2019,25,14,enexis
BEERTA,2019,35,19,enexis
BEERTA,2019,45,13,enexis
BEERZE,2010,35,2,enexis
BEERZE,2010,45,2,enexis
BEERZE,2011,35,1,enexis
BEERZE,2011,45,3,enexis
BEERZE,2012,35,1,enexis
BEERZE,2012,45,3,enexis
BEERZE,2013,35,1,enexis
BEERZE,2013,45,3,enexis
BEERZE,2014,35,1,enexis
BEERZE,2014,45,3,enexis
BEERZE,2015,35,1,enexis
BEERZE,2015,45,3,enexis
BEERZE,2016,35,1,enexis
BEERZE,2016,45,3,enexis
BEERZE,2017,35,1,enexis
BEERZE,2017,45,2,enexis
BEERZE,2017,55,1,enexis
BEERZE,2018,45,3,enexis
BEERZE,2018,55,1,enexis
BEERZE,2019,35,1,enexis
BEERZE,2019,45,1,enexis
BEERZE,2019,55,2,enexis
BEERZERVELD,2010,25,1,enexis
BEERZERVELD,2010,35,7,enexis
BEERZERVELD,2010,45,8,enexis
BEERZERVELD,2011,35,7,enexis
BEERZERVELD,2011,45,9,enexis
BEERZERVELD,2012,35,8,enexis
BEERZERVELD,2012,45,8,enexis
BEERZERVELD,2013,35,9,enexis
BEERZERVELD,2013,45,7,enexis
BEERZERVELD,2014,35,6,enexis
BEERZERVELD,2014,45,8,enexis
BEERZERVELD,2014,55,1,enexis
BEERZERVELD,2015,25,1,enexis
BEERZERVELD,2015,35,4,enexis
BEERZERVELD,2015,45,9,enexis
BEERZERVELD,2015,55,2,enexis
