city,years,companies,annual_consume
BLESSUM,2016,liander,12.942
BLESSUM,2017,liander,13.575
BLESSUM,2018,liander,15.37
BLESSUM,2019,liander,17.862
BLIJE,2010,liander,117.394
BLIJE,2011,liander,113.428
BLIJE,2012,liander,118.797
BLIJE,2013,liander,120.236
BLIJE,2014,liander,119.138
BLIJE,2015,liander,109.627
BLIJE,2016,liander,111.534
BLIJE,2017,liander,102.681
BLIJE,2018,liander,106.524
BLIJE,2019,liander,104.989
BLIJHAM,2010,enexis,239.632
BLIJHAM,2011,enexis,262.999
BLIJHAM,2012,enexis,268.085
BLIJHAM,2013,enexis,275.28
BLIJHAM,2014,enexis,269.155
BLIJHAM,2015,enexis,259.862
BLIJHAM,2016,enexis,248.284
BLIJHAM,2017,enexis,249.985
BLIJHAM,2018,enexis,273.714
BLIJHAM,2019,enexis,268.294
BLITTERSWIJCK,2010,enexis,117.238
BLITTERSWIJCK,2011,enexis,138.189
BLITTERSWIJCK,2012,enexis,138.837
BLITTERSWIJCK,2013,enexis,157.362
BLITTERSWIJCK,2014,enexis,150.366
BLITTERSWIJCK,2015,enexis,138.04
BLITTERSWIJCK,2016,enexis,133.543
BLITTERSWIJCK,2017,enexis,129.857
BLITTERSWIJCK,2018,enexis,129.226
BLITTERSWIJCK,2019,enexis,127.348
BLOEMENDAAL,2010,liander,889.969
BLOEMENDAAL,2011,liander,893.293
BLOEMENDAAL,2012,liander,908.332
BLOEMENDAAL,2013,liander,904.766
BLOEMENDAAL,2014,liander,874.695
BLOEMENDAAL,2015,liander,870.433
BLOEMENDAAL,2016,liander,870.942
BLOEMENDAAL,2017,liander,885.929
BLOEMENDAAL,2018,liander,881.404
BLOEMENDAAL,2019,liander,881.996
BLOKKER,2010,liander,395.408
BLOKKER,2011,liander,390.541
BLOKKER,2012,liander,390.905
BLOKKER,2013,liander,370.033
BLOKKER,2014,liander,366.024
BLOKKER,2015,liander,349.588
BLOKKER,2016,liander,341.954
BLOKKER,2017,liander,332.315
BLOKKER,2018,liander,327.019
BLOKKER,2019,liander,323.135
BLOKZIJL,2010,enexis,170.777
BLOKZIJL,2011,enexis,174.428
BLOKZIJL,2012,enexis,189.736
BLOKZIJL,2013,enexis,188.214
BLOKZIJL,2014,enexis,181.318
BLOKZIJL,2015,enexis,179.76
BLOKZIJL,2016,enexis,195.611
BLOKZIJL,2017,enexis,191.412
BLOKZIJL,2018,enexis,229.481
BLOKZIJL,2019,enexis,216.178
BOAZUM,2010,liander,29.432
BOAZUM,2011,liander,28.765
BOAZUM,2012,liander,28.771
BOAZUM,2013,liander,27.695
BOAZUM,2014,liander,29.788
BOAZUM,2015,liander,27.717
BOAZUM,2016,liander,27.152
BOAZUM,2017,liander,27.452
BOAZUM,2018,liander,26.877
BOAZUM,2019,liander,25.423
BOCHOLTZ,2010,enexis,470.98
BOCHOLTZ,2011,enexis,477.575
BOCHOLTZ,2012,enexis,463.164
BOCHOLTZ,2013,enexis,483.729
BOCHOLTZ,2014,enexis,473.095
BOCHOLTZ,2015,enexis,447.859
BOCHOLTZ,2016,enexis,434.008
BOCHOLTZ,2017,enexis,427.073
BOCHOLTZ,2018,enexis,466.631
BOCHOLTZ,2019,enexis,453.625
BODEGRAVEN,2010,stedin,1830.7
BODEGRAVEN,2011,stedin,1834.55
BODEGRAVEN,2012,stedin,1876.55
BODEGRAVEN,2013,stedin,1748.72
BODEGRAVEN,2014,stedin,1769.17
BODEGRAVEN,2015,stedin,1728.06
BODEGRAVEN,2016,stedin,1706.16
BODEGRAVEN,2017,stedin,1655.7
BODEGRAVEN,2018,stedin,1925.39
BODEGRAVEN,2019,stedin,1530.18
BOEKEL,2010,enexis,1044.04
BOEKEL,2011,enexis,1086.02
BOEKEL,2012,enexis,1088.72
BOEKEL,2013,enexis,1076.24
BOEKEL,2014,enexis,1059.42
BOEKEL,2015,enexis,1022.96
BOEKEL,2016,enexis,1046.6
BOEKEL,2017,enexis,1018.23
BOEKEL,2018,enexis,1094.69
BOEKEL,2019,enexis,1077.43
BOELENSLAAN,2010,liander,108.442
BOELENSLAAN,2011,liander,111.2
BOELENSLAAN,2012,liander,113.715
BOELENSLAAN,2013,liander,115.677
BOELENSLAAN,2014,liander,113.052
BOELENSLAAN,2015,liander,109.159
BOELENSLAAN,2016,liander,103.492
BOELENSLAAN,2017,liander,102.2
BOELENSLAAN,2018,liander,105.469
BOELENSLAAN,2019,liander,105.064
BOER,2010,liander,18.755
BOER,2011,liander,17.453
BOER,2012,liander,19.765
BOER,2013,liander,13.73
BOER,2014,liander,6.576
BOER,2015,liander,6.909
BOER,2016,liander,7.101
BOER,2017,liander,7.259
BOER,2018,liander,7.009
BOER,2019,liander,34.717
BOERAKKER,2010,enexis,43.865
BOERAKKER,2011,enexis,44.55
BOERAKKER,2012,enexis,45.491
BOERAKKER,2013,enexis,46.896
BOERAKKER,2014,enexis,44.967
BOERAKKER,2015,enexis,43.515
BOERAKKER,2016,enexis,42.439
BOERAKKER,2017,enexis,42.259
BOERAKKER,2018,enexis,63.799
BOERAKKER,2019,enexis,60.521
BOESINGHELIEDE,2010,liander,80.576
BOESINGHELIEDE,2011,liander,97.287
BOESINGHELIEDE,2012,liander,86.118
BOESINGHELIEDE,2013,liander,80.419
BOESINGHELIEDE,2014,liander,81.758
BOESINGHELIEDE,2015,liander,79.144
BOESINGHELIEDE,2016,liander,69.981
BOESINGHELIEDE,2017,liander,64.371
BOESINGHELIEDE,2018,liander,75.872
BOESINGHELIEDE,2019,liander,76.276
BOIJL,2010,liander,150.19
BOIJL,2011,liander,152.729
BOIJL,2012,liander,152.502
BOIJL,2013,liander,150.283
BOIJL,2014,liander,151.64
BOIJL,2015,liander,142.151
BOIJL,2016,liander,139.827
BOIJL,2017,liander,139.735
BOIJL,2018,liander,143.669
BOIJL,2019,liander,146.481
BOKSUM,2010,liander,51.808
BOKSUM,2011,liander,52.342
BOKSUM,2012,liander,51.938
