city,years,companies,smartmeter_perc,annual_consume_lowtarif_perc,annual_consume
GROU,2016,liander,12.0166,42.8082,634.451
GROU,2017,liander,15.6586,44.5383,605.016
GROU,2018,liander,19.5397,46.7893,601.267
GROU,2019,liander,70.8849,79.2638,604.441
GROUW,2010,liander,0,23.4941,70.255
GROUW,2011,liander,0,37.8478,83.86
GROUW,2012,liander,0,36.9539,79.676
GROUW,2013,liander,1.77294,38.1341,77.489
GROUW,2014,liander,0,44.44,3.576
GROUW,2015,liander,0,45,4.743
GROUW,2016,liander,10,45,4.635
GROUW,2017,liander,10.4763,38.12,42.764
GROUW,2018,liander,13.2538,41.3612,41.511
GROUW,2019,liander,61.635,73.5275,41.35
GROUWSTER LAAGLAND,2017,liander,7.89,52.63,8.023
GROUWSTER LAAGLAND,2018,liander,7.89,52.63,7.883
GROUWSTER LAAGLAND,2019,liander,52.5,62.5,7.47
GROUWSTER LEECHLAN,2010,liander,0,48.72,9.122
GROUWSTER LEECHLAN,2011,liander,0,53.85,9.542
GROUWSTER LEECHLAN,2012,liander,0,50,9.042
GROUWSTER LEECHLAN,2013,liander,0,52.5,9.285
GRUBBENVORST,2010,enexis,0,49.4124,523.284
GRUBBENVORST,2011,enexis,1.20619,49.4742,518.797
GRUBBENVORST,2012,enexis,4.98969,49.1134,503.954
GRUBBENVORST,2013,enexis,8.5,49.36,521.486
GRUBBENVORST,2014,enexis,14.1584,49.8812,512.467
GRUBBENVORST,2015,enexis,16.2376,49.6337,494.813
GRUBBENVORST,2016,enexis,21.82,50.18,471.882
GRUBBENVORST,2017,enexis,26.3366,50.3762,469.172
GRUBBENVORST,2018,enexis,29.0517,50.3637,492.987
GRUBBENVORST,2019,enexis,84.9821,54.2564,484.366
GULPEN,2010,enexis,0,47.6111,371.816
GULPEN,2011,enexis,1.44737,47.25,399.789
GULPEN,2012,enexis,4.41026,47.6923,401.998
GULPEN,2013,enexis,8.08861,47.3924,403.866
GULPEN,2014,enexis,12.0988,47.8765,420.514
GULPEN,2015,enexis,13.9259,47.1728,412.524
GULPEN,2016,enexis,17.963,47.4568,406.03
GULPEN,2017,enexis,23.9512,48.1707,397.803
GULPEN,2018,enexis,64.4737,51.6391,424.824
GULPEN,2019,enexis,82.2964,53.1172,420.151
GUTTECOVEN,2010,enexis,0.375,48.9167,122.771
GUTTECOVEN,2011,enexis,2.46154,48.7308,135.034
GUTTECOVEN,2012,enexis,5.30769,49.0769,131.676
GUTTECOVEN,2013,enexis,8.18519,49.1481,130.579
GUTTECOVEN,2014,enexis,14.4231,49.6923,121.09
GUTTECOVEN,2015,enexis,19.7778,50.1852,125.883
GUTTECOVEN,2016,enexis,21.5926,49.037,118.34
GUTTECOVEN,2017,enexis,81.037,54.1481,119.832
GUTTECOVEN,2018,enexis,82.6671,54.2304,125.155
GUTTECOVEN,2019,enexis,82.7721,54.5107,121.551
GYTSJERK,2010,liander,0,21.389,206.274
GYTSJERK,2011,liander,0,28.4829,204.592
GYTSJERK,2012,liander,0.127551,28.3451,205.896
GYTSJERK,2013,liander,1.59694,29.1176,204.662
GYTSJERK,2014,liander,3.22245,29.9431,198.048
GYTSJERK,2015,liander,7.75612,31.7243,191.497
GYTSJERK,2016,liander,16.892,39.0547,194.162
GYTSJERK,2017,liander,24.6457,45.7614,211.639
GYTSJERK,2018,liander,26.9857,46.8378,210.561
GYTSJERK,2019,liander,32.7696,50.5818,211.132
HAAFTEN,2010,liander,0,69.3341,335.196
HAAFTEN,2011,liander,0.162321,73.8568,337.884
HAAFTEN,2012,liander,0.350893,72.6173,329.853
HAAFTEN,2013,liander,2.98411,73.2336,328.791
HAAFTEN,2014,liander,9.05193,71.6137,348.828
HAAFTEN,2015,liander,17.4983,73.2019,315.066
HAAFTEN,2016,liander,20.221,74.0153,289.098
HAAFTEN,2017,liander,22.8174,73.4081,281.003
HAAFTEN,2018,liander,25.9668,74.4412,293.206
HAAFTEN,2019,liander,81.0052,89.359,288.726
HAAKSBERGEN,2010,enexis,0.0234375,42.0104,2098.45
HAAKSBERGEN,2011,enexis,0.0224439,41.4489,2255.49
HAAKSBERGEN,2012,enexis,1.31971,40.5361,2410.98
HAAKSBERGEN,2013,enexis,4.92133,41.1014,2738.68
HAAKSBERGEN,2014,enexis,11.0643,42.2178,2706.28
HAAKSBERGEN,2015,enexis,21.7016,43.679,2639.32
HAAKSBERGEN,2016,enexis,32.4835,43.5351,2545.36
HAAKSBERGEN,2017,enexis,41.6894,43.6853,2463.29
HAAKSBERGEN,2018,enexis,85.9585,46.3869,2896.85
HAAKSBERGEN,2019,enexis,86.4857,46.235,2805.63
HAALDEREN,2010,liander,0,33.5486,173.045
HAALDEREN,2011,liander,0,46.3049,178.917
HAALDEREN,2012,liander,0,46.2222,178.422
HAALDEREN,2013,liander,2.33216,46.8692,171.544
HAALDEREN,2014,liander,4.6827,47.4103,169.158
HAALDEREN,2015,liander,7.54541,48.0081,168.364
HAALDEREN,2016,liander,10.7597,51.8062,164.906
HAALDEREN,2017,liander,14.1927,53.0514,158.548
HAALDEREN,2018,liander,17.6619,53.6257,153.888
HAALDEREN,2019,liander,21.8246,55.7903,148.884
HAAREN,2010,enexis,0.047619,41.9905,690.385
HAAREN,2011,enexis,0.046729,42.5047,722.379
HAAREN,2012,enexis,0.971963,43.4019,704.955
HAAREN,2013,enexis,5.37615,44.0917,689.511
HAAREN,2014,enexis,8.18182,31.6818,697.582
HAAREN,2015,enexis,13.2818,30.7455,699.42
HAAREN,2016,enexis,17.4727,32.9091,688.624
HAAREN,2017,enexis,86.5135,52.7297,665.775
HAAREN,2018,enexis,86.5717,49.8894,776.456
HAAREN,2019,enexis,87.3579,50.5997,756.809
HAARLE GEM HELLENDOORN,2010,enexis,0.125,38.675,324.87
HAARLE GEM HELLENDOORN,2011,enexis,0.125,38.15,322.557
HAARLE GEM HELLENDOORN,2012,enexis,1.7561,38.3415,351.213
HAARLE GEM HELLENDOORN,2013,enexis,5.13953,38.4884,375.978
HAARLE GEM HELLENDOORN,2014,enexis,8.93023,38.1628,370.027
HAARLE GEM HELLENDOORN,2015,enexis,13.6977,38.5349,365.434
HAARLE GEM HELLENDOORN,2016,enexis,20.9302,39.3256,360.108
HAARLE GEM HELLENDOORN,2017,enexis,26.2326,39.4419,354.312
HAARLE GEM HELLENDOORN,2018,enexis,32.2308,40.0156,380.383
HAARLE GEM HELLENDOORN,2019,enexis,85.4175,48.6746,374.701
HAARLE GEM TUBBERGEN,2010,enexis,0,44.5,26.613
HAARLE GEM TUBBERGEN,2011,enexis,0,42,26.295
HAARLE GEM TUBBERGEN,2012,enexis,0,40.5,26.064
HAARLE GEM TUBBERGEN,2013,enexis,3,42,27.997
HAARLE GEM TUBBERGEN,2014,enexis,7.5,42.5,26.072
HAARLE GEM TUBBERGEN,2015,enexis,12,44.5,24.759
HAARLE GEM TUBBERGEN,2016,enexis,14,44.5,28.59
HAARLE GEM TUBBERGEN,2017,enexis,14.5,42.5,29.943
HAARLE GEM TUBBERGEN,2018,enexis,25.3575,41.695,50.3848
HAARLE GEM TUBBERGEN,2019,enexis,29.3625,42.8575,50.5854
HAARLEM,2010,liander,0.0273486,23.7646,14692.3
HAARLEM,2011,liander,0.0543424,26.9805,14426.3
HAARLEM,2012,liander,0.095277,26.4232,14374.9
HAARLEM,2013,liander,2.59384,28.1383,14252.3
HAARLEM,2014,liander,5.97074,29.9585,14231.9
HAARLEM,2015,liander,10.3605,31.0734,13752.9
HAARLEM,2016,liander,14.3757,36.2024,13538.1
HAARLEM,2017,liander,19.3025,39.504,13298.1
HAARLEM,2018,liander,39.3422,53.6552,13119.7
HAARLEM,2019,liander,58.5259,68.243,12966.5
HAARLEM 1786136,2010,liander,0,52.63,8.65
HAARLEM 1786136,2011,liander,0,52.63,7.982
HAARLEM 1786136,2012,liander,0,23.08,6.764
HAARLEM 1786136,2013,liander,0,23.08,8.912
HAARLEM 1786136,2014,liander,0,25,8.674
HAARLEM 1786136,2015,liander,8.33,25,6.105
HAARLEM 1786136,2016,liander,8.33,25,7.044
HAARLEM 1786136,2017,liander,8.33,25,6.773
HAARLEM 1786136,2018,liander,16.67,25,8.639
HAARLEM 1786136,2019,liander,16.67,25,8.815
HAARLEMMERLIEDE,2010,liander,0,44.6143,37.882
HAARLEMMERLIEDE,2011,liander,0,44.3071,37.147
HAARLEMMERLIEDE,2012,liander,0,43.7357,36.494
HAARLEMMERLIEDE,2013,liander,3.17857,47.02,37.063
HAARLEMMERLIEDE,2014,liander,7.98857,47.5314,37.616
HAARLEMMERLIEDE,2015,liander,10.93,45.0143,36.597
HAARLEMMERLIEDE,2016,liander,13.6086,46.7486,35.276
HAARLEMMERLIEDE,2017,liander,39.7157,62.2943,34.56
HAARLEMMERLIEDE,2018,liander,41.3057,62.3957,33.39
HAARLEMMERLIEDE,2019,liander,43.5771,65.3757,33.119
HAARLO,2010,liander,0,49.6027,80.764
HAARLO,2011,liander,0,53.91,84.075
HAARLO,2012,liander,0,52.7233,91.318
HAARLO,2013,liander,2.59917,53.8425,94.168
HAARLO,2014,liander,6.32417,57.1667,98.645
HAARLO,2015,liander,8.14091,56.6964,81.319
HAARLO,2016,liander,10.45,60.11,81.842
HAARLO,2017,liander,35.0455,72.6155,77.759
HAARLO,2018,liander,38.9018,74.1355,76.301
HAARLO,2019,liander,75.5945,86.3418,75.233
HAARSTEEG,2010,enexis,0,42.5312,219.135
HAARSTEEG,2011,enexis,0.484848,43.8182,223.594
HAARSTEEG,2012,enexis,2.94286,42.7714,234.32
HAARSTEEG,2013,enexis,7.27778,43.0556,233.244
HAARSTEEG,2014,enexis,11.8333,31.3056,227.19
HAARSTEEG,2015,enexis,16.6111,31,216.831
HAARSTEEG,2016,enexis,17.9444,33.1944,213.747
HAARSTEEG,2017,enexis,25.8056,34.4722,209.243
HAARSTEEG,2018,enexis,28.5416,34.2173,214.18
HAARSTEEG,2019,enexis,32.5945,35.3774,223.596
HAARZUILENS,2010,stedin,7.979,83.258,75.566
HAARZUILENS,2011,stedin,8.327,83.019,74.822
HAARZUILENS,2012,stedin,8.228,83.058,74.375
HAARZUILENS,2013,stedin,8.915,83.251,74.509
HAARZUILENS,2014,stedin,11.606,83.344,81.556
HAARZUILENS,2015,stedin,12.301,83.484,73.706
HAARZUILENS,2016,stedin,14.259,82.09,83.839
HAARZUILENS,2017,stedin,15.653,82.001,81.74
HAARZUILENS,2018,stedin,16.984,83.285,79.312
HAARZUILENS,2019,stedin,62.581,89.77,76.959
HAASTRECHT,2010,stedin,4.73131,90.7072,522.423
HAASTRECHT,2011,stedin,5.13343,90.6705,507.781
HAASTRECHT,2012,stedin,5.37707,90.6986,507.294
HAASTRECHT,2013,stedin,4.23936,90.3448,485.062
HAASTRECHT,2014,stedin,10.9779,91.0783,472.636
HAASTRECHT,2015,stedin,14.1609,90.511,462.156
HAASTRECHT,2016,stedin,18.1947,90.6971,458.582
HAASTRECHT,2017,stedin,22.7674,91.4608,461.659
HAASTRECHT,2018,stedin,30.8064,92.6456,549.262
HAASTRECHT,2019,stedin,32.0575,92.1005,442.371
HAELEN,2010,enexis,0,49.1395,429.599
HAELEN,2011,enexis,1.31395,48.8488,431.881
HAELEN,2012,enexis,5.74118,48.2353,430.078
HAELEN,2013,enexis,7.7191,48.6854,463.97
HAELEN,2014,enexis,14.0449,49.1798,464.557
HAELEN,2015,enexis,16.1461,49.7416,436.688
HAELEN,2016,enexis,18.4945,49.0989,439.813
HAELEN,2017,enexis,24.3556,49.0444,424.382
HAELEN,2018,enexis,30.4916,49.5109,475.542
HAELEN,2019,enexis,38.9879,50.2102,464.181
HAGESTEIN,2010,stedin,3.23958,92.2533,130.399
HAGESTEIN,2011,stedin,3.29583,92.1817,131.897
HAGESTEIN,2012,stedin,3.29583,92.1817,131.897
HAGESTEIN,2013,stedin,3.75333,92.6308,133.567
HAGESTEIN,2014,stedin,9.78125,92.6308,135.43
HAGESTEIN,2015,stedin,11.5175,92.5829,132.185
HAGESTEIN,2016,stedin,14.1283,93.2158,130.166
HAGESTEIN,2017,stedin,19.4421,93.6046,131.485
HAGESTEIN,2018,stedin,22.8717,93.6708,129.965
HAGESTEIN,2019,stedin,27.2387,95.3312,119.121
HAGHORST,2010,enexis,0,50.25,123.531
HAGHORST,2011,enexis,0,52.5,127.431
HAGHORST,2012,enexis,1,52.6667,120.974
HAGHORST,2013,enexis,3.33333,51.6667,112.847
HAGHORST,2014,enexis,6.16667,39.8333,113.204
HAGHORST,2015,enexis,10.9167,40.1667,109.74
HAGHORST,2016,enexis,11,41.0833,108.326
HAGHORST,2017,enexis,17.3333,41.4167,105.323
HAGHORST,2018,enexis,48.2958,47.8779,162.001
HAGHORST,2019,enexis,50.0416,48.4037,165.63
HALER,2010,enexis,0,54.8,69.033
HALER,2011,enexis,1.1,54.7,76.034
HALER,2012,enexis,6.22222,55.2222,68.794
HALER,2013,enexis,6.7,55.4,79.179
HALER,2014,enexis,10.9,55.7,78.194
HALER,2015,enexis,13.4,55.7,77.075
HALER,2016,enexis,15.2,55.6,73.386
HALER,2017,enexis,71.5,54.8,76.711
HALER,2018,enexis,76.1785,55.0908,106.911
HALER,2019,enexis,81.2215,56.4038,109.367
HALFWEG,2015,liander,8.57,25.71,4.774
HALFWEG,2016,liander,10.535,36.73,20.086
HALFWEG,2017,liander,27.725,47.915,20.79
HALFWEG,2018,liander,31.555,64.545,18.644
HALFWEG,2019,liander,48.275,67.365,18.937
HALFWEG NH,2010,liander,0,31.9085,286.693
HALFWEG NH,2011,liander,0,33.0813,286.33
HALFWEG NH,2012,liander,0.148667,30.3983,290.45
HALFWEG NH,2013,liander,3.10683,32.3953,299.932
HALFWEG NH,2014,liander,5.11267,34.4908,296.06
HALFWEG NH,2015,liander,8.29525,36.13,277.84
HALFWEG NH,2016,liander,11.7397,39.1053,273.345
HALFWEG NH,2017,liander,13.914,40.0805,280.321
HALFWEG NH,2018,liander,15.4121,41.2872,288.238
HALFWEG NH,2019,liander,19.5253,44.3815,292.592
HALL,2010,liander,0,40.7641,158.085
HALL,2011,liander,0,44.7523,161.432
HALL,2012,liander,0.566087,44.4917,167.259
HALL,2013,liander,2.67913,46.0426,157.995
HALL,2014,liander,5.15045,45.5759,148.937
HALL,2015,liander,8.08364,47.2932,141.54
HALL,2016,liander,13.985,51.4191,137.644
HALL,2017,liander,15.9918,52.2568,130.792
HALL,2018,liander,19.0691,52.817,135.891
HALL,2019,liander,23.2996,53.753,135.968
HALLE,2010,liander,0,50.9553,361.313
HALLE,2011,liander,0.0556,52.1748,377.733
HALLE,2012,liander,0.231176,52.3894,393.429
HALLE,2013,liander,3.07725,53.351,367.802
HALLE,2014,liander,6.81591,58.9202,349.492
HALLE,2015,liander,10.9107,59.9114,345.692
HALLE,2016,liander,12.6698,62.5084,344.867
HALLE,2017,liander,16.5355,63.1866,336.852
HALLE,2018,liander,65.9868,83.4009,328.552
HALLE,2019,liander,67.377,83.8332,326.015
HALLUM,2010,liander,0,29.2855,311.026
HALLUM,2011,liander,0,39.1376,303.593
HALLUM,2012,liander,0,38.524,318.518
HALLUM,2013,liander,1.31821,39.4955,316.314
HALLUM,2014,liander,4.05657,42.0822,314.484
HALLUM,2015,liander,6.12478,43.0793,310.22
HALLUM,2016,liander,15.4104,50.6582,302.042
HALLUM,2017,liander,17.0587,50.9472,302.866
HALLUM,2018,liander,20.6485,52.8097,305.753
HALLUM,2019,liander,25.6806,55.3381,299.396
HALSTEREN,2010,enexis,0.0315315,33.009,1002.26
HALSTEREN,2011,enexis,0.600877,34.4079,1049.6
HALSTEREN,2012,enexis,10.187,35.0304,1070.17
HALSTEREN,2013,enexis,18.9313,40.7124,1079.47
HALSTEREN,2014,enexis,22.6481,28.3433,1081.65
HALSTEREN,2015,enexis,25.1121,27.6164,1035.55
HALSTEREN,2016,enexis,26.7284,27.8664,990.426
HALSTEREN,2017,enexis,34.671,31.0173,960.856
HALSTEREN,2018,enexis,89.3919,52.1888,984.223
HALSTEREN,2019,enexis,90.6421,52.2917,970.911
HANDEL,2010,enexis,0,44.1935,190.012
HANDEL,2011,enexis,0,45.0323,195.002
HANDEL,2012,enexis,0.333333,46.7576,201.532
HANDEL,2013,enexis,1.84848,46.7576,194.523
HANDEL,2014,enexis,7.41176,32.2353,197.552
HANDEL,2015,enexis,9.38235,30.7059,201.644
HANDEL,2016,enexis,81.0882,50.6176,193.477
HANDEL,2017,enexis,83.2941,50.7647,188.688
HANDEL,2018,enexis,84.191,50.4082,227.364
HANDEL,2019,enexis,87.7455,52.4625,228.765
HANK,2010,enexis,0.12,37.92,378.098
HANK,2011,enexis,0.217949,38.8077,405.243
HANK,2012,enexis,3.28571,39.8701,400.131
HANK,2013,enexis,5.41558,40.9481,393.77
HANK,2014,enexis,9.25974,35.3117,389.118
HANK,2015,enexis,14.2821,36.0256,382.047
HANK,2016,enexis,17.4744,36.5128,362.367
HANK,2017,enexis,23.9615,38.0513,362.063
HANK,2018,enexis,26.8635,38.6543,403.573
HANK,2019,enexis,36.3192,41.7936,399.981
HANTUM,2010,liander,0,27.4763,37.99
HANTUM,2011,liander,0,35.2388,37.734
HANTUM,2012,liander,0,32.3267,46.513
HANTUM,2013,liander,0.925556,32.4844,43.387
HANTUM,2014,liander,4.70889,35.9678,45.76
HANTUM,2015,liander,6.50778,36.9322,44.455
HANTUM,2016,liander,9.34778,40.9456,44.47
HANTUM,2017,liander,12.2389,43.1367,42.865
HANTUM,2018,liander,13.9056,43.1367,41.324
HANTUM,2019,liander,18.7456,44.7778,42.056
HANTUMERUITBUREN,2010,liander,0,38.605,19.17
HANTUMERUITBUREN,2011,liander,0,49.36,20.998
HANTUMERUITBUREN,2012,liander,0,49.36,20.6
HANTUMERUITBUREN,2013,liander,0,49.36,19.832
HANTUMERUITBUREN,2014,liander,0,53.125,21.264
HANTUMERUITBUREN,2015,liander,1.565,53.125,21.042
HANTUMERUITBUREN,2016,liander,6.25,53.125,21.649
HANTUMERUITBUREN,2017,liander,6.25,53.125,21.093
HANTUMERUITBUREN,2018,liander,6.25,53.125,21.278
HANTUMERUITBUREN,2019,liander,6.25,53.125,25.463
HANTUMHUIZEN,2010,liander,0,38.152,32.654
HANTUMHUIZEN,2011,liander,0,43.286,33.598
HANTUMHUIZEN,2012,liander,0,42.984,35.253
HANTUMHUIZEN,2013,liander,1.052,44.038,33.452
HANTUMHUIZEN,2014,liander,0.735,47.875,28.496
HANTUMHUIZEN,2015,liander,2.2275,48.61,25.942
HANTUMHUIZEN,2016,liander,5.3525,50.1725,26.767
HANTUMHUIZEN,2017,liander,9.825,51.735,26.752
HANTUMHUIZEN,2018,liander,13.9175,53.58,25.685
HANTUMHUIZEN,2019,liander,21.73,59.875,26.129
HAPERT,2010,enexis,0,39.566,580.581
HAPERT,2011,enexis,0,40.2897,585.794
HAPERT,2012,enexis,1.25688,41.4954,612.182
HAPERT,2013,enexis,4.43119,42.2385,594.227
HAPERT,2014,enexis,8.25225,27.5315,589.099
HAPERT,2015,enexis,15.2679,26.6786,573.122
HAPERT,2016,enexis,17.027,29.1982,562.282
HAPERT,2017,enexis,21.5179,30.6786,547.253
HAPERT,2018,enexis,70.8192,47.4731,594.705
HAPERT,2019,enexis,73.6543,46.7237,581.679
HAPS,2010,enexis,0,40.4717,356.799
HAPS,2011,enexis,0,41.7736,353.854
HAPS,2012,enexis,0.518519,43.2037,354.851
HAPS,2013,enexis,2.88679,41.8679,345.337
HAPS,2014,enexis,5,33.0566,333.75
HAPS,2015,enexis,9.22642,32.0566,329.327
HAPS,2016,enexis,12.1321,33.717,310.035
HAPS,2017,enexis,90.4528,53.6038,314.16
HAPS,2018,enexis,89.317,52.2756,406.774
HAPS,2019,enexis,89.7726,52.8441,394.265
HARBRINKHOEK,2010,enexis,0,34.5789,92.531
HARBRINKHOEK,2011,enexis,0,34.55,107.185
HARBRINKHOEK,2012,enexis,1.57143,34.2381,124.221
HARBRINKHOEK,2013,enexis,2.07407,36.4074,167.066
HARBRINKHOEK,2014,enexis,5.30769,36.5385,144.095
HARBRINKHOEK,2015,enexis,11.7407,37.4444,157.904
HARBRINKHOEK,2016,enexis,15.5,37.2308,134.026
HARBRINKHOEK,2017,enexis,23.3333,38.7407,137.383
HARBRINKHOEK,2018,enexis,26.4275,38.0856,178.079
HARBRINKHOEK,2019,enexis,31.4719,39.6034,172.688
HARDENBERG,2010,enexis,0,39.2244,1692.57
HARDENBERG,2011,enexis,0,38.9109,1763.61
HARDENBERG,2012,enexis,0.639344,38.0656,1859.28
HARDENBERG,2013,enexis,3.65608,38.3995,1914.42
HARDENBERG,2014,enexis,6.8189,38.5643,1906.43
HARDENBERG,2015,enexis,9.44591,38.81,1827.88
HARDENBERG,2016,enexis,12.3743,38.8298,1780.01
HARDENBERG,2017,enexis,29.8982,41.3681,1724.51
HARDENBERG,2018,enexis,84.8189,46.7466,1984.07
HARDENBERG,2019,enexis,88.4851,45.4084,1891.06
HARDERWIJK,2010,liander,1.1872,23.2979,4392.75
HARDERWIJK,2011,liander,1.38865,31.3502,4454.93
HARDERWIJK,2012,liander,1.55922,31.1687,4422.05
HARDERWIJK,2013,liander,2.09845,31.6289,4365.32
HARDERWIJK,2014,liander,7.15381,35.6298,4289.18
HARDERWIJK,2015,liander,8.80305,36.5945,4170.35
HARDERWIJK,2016,liander,10.9265,38.2127,4129.3
HARDERWIJK,2017,liander,17.2604,42.2756,4055.69
HARDERWIJK,2018,liander,76.0192,83.146,4059.42
HARDERWIJK,2019,liander,77.2329,83.8452,3992.66
HARDINXVELD GIESSENDAM,2010,stedin,2.56,89.74,3.749
HARDINXVELD GIESSENDAM,2011,stedin,2.56,89.74,3.749
HARDINXVELD GIESSENDAM,2012,stedin,2.56,89.74,3.749
HARDINXVELD GIESSENDAM,2013,stedin,2.56,89.74,3.743
HARDINXVELD GIESSENDAM,2014,stedin,2.56,87.18,3.028
HARDINXVELD GIESSENDAM,2015,stedin,2.56,87.18,2.825
HARDINXVELD GIESSENDAM,2016,stedin,5.13,87.18,2.841
HARDINXVELD GIESSENDAM,2017,stedin,7.69,87.18,2.804
HARDINXVELD GIESSENDAM,2018,stedin,79.49,100,2.774
HARDINXVELD-GIESSENDAM,2010,stedin,2.68251,91.4063,1291.79
HARDINXVELD-GIESSENDAM,2011,stedin,2.85166,91.4501,1313.14
HARDINXVELD-GIESSENDAM,2012,stedin,3.06093,91.5085,1326.24
HARDINXVELD-GIESSENDAM,2013,stedin,3.40648,91.4612,1324.75
HARDINXVELD-GIESSENDAM,2014,stedin,6.45391,91.4992,1321.49
HARDINXVELD-GIESSENDAM,2015,stedin,9.814,91.5548,1280.96
HARDINXVELD-GIESSENDAM,2016,stedin,12.7923,91.9645,1288.84
HARDINXVELD-GIESSENDAM,2017,liander,44.44,83.33,4.66
HARDINXVELD-GIESSENDAM,2017,stedin,18.9154,92.1728,1272.12
HARDINXVELD-GIESSENDAM,2018,liander,55.56,77.78,4.734
HARDINXVELD-GIESSENDAM,2018,stedin,39.9938,94.2794,1274.38
HARDINXVELD-GIESSENDAM,2019,liander,55.56,83.33,4.218
HARDINXVELD-GIESSENDAM,2019,stedin,79.2226,97.5474,1202.78
HAREN GN,2010,enexis,0,27.4569,1688.25
HAREN GN,2011,enexis,0.0941176,27.3035,1781.59
HAREN GN,2012,enexis,0.68287,27.0694,1802.64
HAREN GN,2013,enexis,3.93289,28.2215,1873.92
HAREN GN,2014,enexis,8.44494,30.1348,1827.43
HAREN GN,2015,enexis,10.9621,30.221,1766.5
HAREN GN,2016,enexis,25.1716,33.2815,1695.13
HAREN GN,2017,enexis,45.8389,37.7696,1701.68
HAREN GN,2018,enexis,80.3175,44.9631,1811.43
HAREN GN,2019,enexis,81.7126,44.4678,1778.24
HAREN NB,2010,enexis,0,39.8462,80.696
HAREN NB,2011,enexis,0,39.9231,79.786
HAREN NB,2012,enexis,0.692308,42.5385,85.561
HAREN NB,2013,enexis,1.30769,45.7692,84.438
HAREN NB,2014,enexis,5.91667,29.6667,71.052
HAREN NB,2015,enexis,7.76923,27.6923,78.748
HAREN NB,2016,enexis,10.2308,28.6923,74.965
HAREN NB,2017,enexis,17,30.4615,73.892
HAREN NB,2018,enexis,24.78,32.0337,99.629
HAREN NB,2019,enexis,84.0713,53.3156,100.453
HARFSEN,2010,liander,0,47.4988,260.124
HARFSEN,2011,liander,0,53.6137,261.504
HARFSEN,2012,liander,0,52.8629,272.266
HARFSEN,2013,liander,1.08976,53.091,259.366
HARFSEN,2014,liander,4.67658,57.2063,269.38
HARFSEN,2015,liander,6.74763,57.4474,243.665
HARFSEN,2016,liander,9.24789,58.6382,244.09
HARFSEN,2017,liander,12.1945,60.1193,248.982
HARFSEN,2018,liander,14.3948,60.6838,257.553
HARFSEN,2019,liander,74.054,84.198,250.376
HARICH,2010,liander,0,42.1758,94.333
HARICH,2011,liander,0,55.3417,92.26
HARICH,2012,liander,0,55.3425,91.974
HARICH,2013,liander,5.10667,55.995,97.189
HARICH,2014,liander,10.6355,58.8545,95.955
HARICH,2015,liander,15.4591,60.7036,96.616
HARICH,2016,liander,18.0236,61.1618,96.874
HARICH,2017,liander,20.0755,61.9345,92.733
HARICH,2018,liander,31.3318,65.6345,98.116
HARICH,2019,liander,35.2945,66.9118,92.568
HARINGHUIZEN,2010,liander,0,66.48,26.287
HARINGHUIZEN,2011,liander,0,69.5933,26.387
HARINGHUIZEN,2012,liander,0,69.5933,27.071
HARINGHUIZEN,2013,liander,5.625,73.42,31.886
HARINGHUIZEN,2014,liander,5.17,69.7275,31.44
HARINGHUIZEN,2015,liander,7.735,69.7275,29.995
HARINGHUIZEN,2016,liander,7.69,74.5625,29.894
HARINGHUIZEN,2017,liander,43.11,83.32,30.062
HARINGHUIZEN,2018,liander,44.8675,85.265,28.369
HARINGHUIZEN,2019,liander,57.47,89.995,27.823
HARKEMA,2010,liander,0,16.3703,383.87
HARKEMA,2011,liander,0,28.5956,392.172
HARKEMA,2012,liander,0,28.6725,390.688
HARKEMA,2013,liander,1.39905,30.0695,390.687
HARKEMA,2014,liander,3.69411,31.6723,390.04
HARKEMA,2015,liander,6.97354,32.7569,376.449
HARKEMA,2016,liander,12.52,38.1537,365.65
HARKEMA,2017,liander,16.5717,39.9534,357.882
HARKEMA,2018,liander,19.4051,41.5639,358.587
HARKEMA,2019,liander,27.987,47.7766,346.885
HARKSTEDE,2010,enexis,0,36.0179,240.404
HARKSTEDE,2011,enexis,0.160714,35.375,237.933
HARKSTEDE,2012,enexis,0.589286,34.8571,239.047
HARKSTEDE,2013,enexis,4.05263,35.6316,236.794
HARKSTEDE,2014,enexis,7.45614,36.2807,233.257
HARKSTEDE,2015,enexis,50.2632,42.2807,226.467
HARKSTEDE,2016,enexis,54.6964,41.8036,212.162
HARKSTEDE,2017,enexis,61.0182,42.7455,200.544
HARKSTEDE,2018,enexis,63.9767,42.422,188.967
HARKSTEDE,2019,enexis,85.8113,47.4631,183.546
HARKSTEDE GN,2018,enexis,38.485,43.9675,18.922
HARKSTEDE GN,2019,enexis,46.4975,46.285,19.2362
HARLINGEN,2010,liander,70.1508,18.9192,1637.26
HARLINGEN,2011,liander,70.2171,78.2899,1636.62
HARLINGEN,2012,liander,69.7059,77.8698,1659.62
HARLINGEN,2013,liander,2.85219,77.9944,1633.8
HARLINGEN,2014,liander,3.78973,78.3848,1603.28
HARLINGEN,2015,liander,66.2555,78.8153,1569.99
HARLINGEN,2016,liander,68.6738,79.4927,1542.3
HARLINGEN,2017,liander,69.2486,79.3698,1500.32
HARLINGEN,2018,liander,70.3405,79.8369,1482.57
HARLINGEN,2019,liander,71.4259,79.6906,1429.65
HARMELEN,2010,stedin,2.25967,82.165,1017.82
HARMELEN,2011,stedin,2.29928,82.1458,1016.48
