city,years,companies,predict_label
GIESSEN,2014,enexis,1
GIESSEN,2015,enexis,1
GIESSEN,2016,enexis,1
GIESSEN,2017,enexis,1
GIESSEN,2018,enexis,1
GIESSEN,2019,enexis,1
GIESSENBURG,2010,stedin,1
GIESSENBURG,2011,stedin,1
GIESSENBURG,2012,stedin,1
GIESSENBURG,2013,stedin,1
GIESSENBURG,2014,stedin,1
GIESSENBURG,2015,stedin,1
GIESSENBURG,2016,stedin,1
GIESSENBURG,2017,stedin,1
GIESSENBURG,2018,stedin,1
GIESSENBURG,2019,stedin,1
GIETEN,2010,enexis,1
GIETEN,2011,enexis,1
GIETEN,2012,enexis,1
GIETEN,2013,enexis,1
GIETEN,2014,enexis,1
GIETEN,2015,enexis,1
GIETEN,2016,enexis,1
GIETEN,2017,enexis,1
GIETEN,2018,enexis,1
GIETEN,2019,enexis,1
GIETERVEEN,2010,enexis,1
GIETERVEEN,2011,enexis,1
GIETERVEEN,2012,enexis,1
GIETERVEEN,2013,enexis,1
GIETERVEEN,2014,enexis,1
GIETERVEEN,2015,enexis,1
GIETERVEEN,2016,enexis,1
GIETERVEEN,2017,enexis,1
GIETERVEEN,2018,enexis,1
GIETERVEEN,2019,enexis,1
GIETHMEN,2010,enexis,2
GIETHMEN,2011,enexis,1
GIETHMEN,2012,enexis,1
GIETHMEN,2013,enexis,1
GIETHMEN,2014,enexis,1
GIETHMEN,2015,enexis,1
GIETHMEN,2016,enexis,1
GIETHMEN,2017,enexis,1
GIETHMEN,2018,enexis,1
GIETHMEN,2019,enexis,1
GILZE,2010,enexis,1
GILZE,2011,enexis,1
GILZE,2012,enexis,1
GILZE,2013,enexis,1
GILZE,2014,enexis,1
GILZE,2015,enexis,1
GILZE,2016,enexis,1
GILZE,2017,enexis,1
GILZE,2018,enexis,1
GILZE,2019,enexis,1
GINNUM,2010,stedin,1
GINNUM,2011,stedin,1
GINNUM,2012,stedin,1
GINNUM,2013,stedin,1
GINNUM,2014,stedin,1
GINNUM,2015,stedin,1
GINNUM,2016,stedin,1
GINNUM,2017,stedin,1
GINNUM,2018,stedin,1
GINNUM,2019,stedin,1
GLANE,2010,enexis,1
GLANE,2011,enexis,1
GLANE,2012,enexis,1
GLANE,2013,enexis,1
GLANE,2014,enexis,1
GLANE,2015,enexis,1
GLANE,2016,enexis,1
GLANE,2017,enexis,1
GLANE,2018,enexis,1
GLANE,2019,enexis,1
GLIMMEN,2010,enexis,1
GLIMMEN,2011,enexis,1
GLIMMEN,2012,enexis,1
GLIMMEN,2013,enexis,1
GLIMMEN,2014,enexis,1
GLIMMEN,2015,enexis,1
GLIMMEN,2016,enexis,1
GLIMMEN,2017,enexis,1
GLIMMEN,2018,enexis,1
GLIMMEN,2019,enexis,1
GODLINZE,2010,enexis,1
GODLINZE,2011,enexis,1
GODLINZE,2012,enexis,1
GODLINZE,2013,enexis,1
GODLINZE,2014,enexis,1
GODLINZE,2015,enexis,1
GODLINZE,2016,enexis,1
GODLINZE,2017,enexis,1
GODLINZE,2018,enexis,1
GODLINZE,2019,enexis,1
GOEDEREEDE,2010,stedin,1
GOEDEREEDE,2011,stedin,1
GOEDEREEDE,2012,stedin,1
GOEDEREEDE,2013,stedin,1
GOEDEREEDE,2014,stedin,1
GOEDEREEDE,2015,stedin,1
GOEDEREEDE,2016,stedin,1
GOEDEREEDE,2017,stedin,1
GOEDEREEDE,2018,stedin,1
GOEDEREEDE,2019,stedin,1
GOENGA,2010,enexis,1
GOENGA,2011,enexis,1
GOENGA,2012,enexis,1
GOENGA,2013,enexis,1
GOENGA,2014,enexis,1
GOENGA,2015,enexis,1
GOENGA,2016,liander,1
GOENGA,2017,liander,1
GOENGA,2018,liander,1
GOENGA,2019,liander,1
GOENGAHUIZEN,2016,liander,1
GOENGAHUIZEN,2017,liander,1
GOENGAHUIZEN,2018,liander,1
GOENGAHUIZEN,2019,liander,1
GOINGARIJP,2010,enexis,1
GOINGARIJP,2011,enexis,1
GOINGARIJP,2012,enexis,1
GOINGARIJP,2013,enexis,1
GOINGARIJP,2014,enexis,1
GOINGARIJP,2015,enexis,1
GOINGARIJP,2016,liander,1
GOINGARIJP,2017,liander,2
GOINGARIJP,2018,liander,1
GOINGARIJP,2019,liander,1
GOIRLE,2010,enexis,1
GOIRLE,2011,enexis,1
GOIRLE,2012,enexis,1
GOIRLE,2013,enexis,1
GOIRLE,2014,enexis,1
GOIRLE,2015,enexis,1
GOIRLE,2016,enexis,1
GOIRLE,2017,enexis,1
GOIRLE,2018,enexis,1
GOIRLE,2019,enexis,1
GORINCHEM,2010,stedin,1
GORINCHEM,2011,stedin,1
GORINCHEM,2012,stedin,1
GORINCHEM,2013,stedin,1
GORINCHEM,2014,stedin,1
GORINCHEM,2015,stedin,1
GORINCHEM,2016,stedin,1
GORINCHEM,2017,stedin,1
GORINCHEM,2018,stedin,1
GORINCHEM,2019,stedin,1
GORREDIJK,2010,enexis,1
GORREDIJK,2010,liander,1
GORREDIJK,2011,enexis,1
GORREDIJK,2011,liander,1
GORREDIJK,2012,enexis,1
GORREDIJK,2012,liander,1
GORREDIJK,2013,enexis,1
GORREDIJK,2013,liander,1
GORREDIJK,2014,enexis,1
GORREDIJK,2014,liander,1
GORREDIJK,2015,enexis,1
GORREDIJK,2015,liander,1
GORREDIJK,2016,liander,1
GORREDIJK,2017,liander,1
GORREDIJK,2018,liander,1
GORREDIJK,2019,liander,1
GORSSEL,2010,liander,1
GORSSEL,2011,liander,1
GORSSEL,2012,liander,1
GORSSEL,2013,liander,1
GORSSEL,2014,liander,1
GORSSEL,2015,liander,1
GORSSEL,2016,liander,1
GORSSEL,2017,liander,1
GORSSEL,2018,liander,1
GORSSEL,2019,liander,1
GOUDA,2010,stedin,1
GOUDA,2011,stedin,1
GOUDA,2012,stedin,1
GOUDA,2013,stedin,1
GOUDA,2014,stedin,1
GOUDA,2015,stedin,1
GOUDA,2016,stedin,1
GOUDA,2017,stedin,1
GOUDA,2018,stedin,1
GOUDA,2019,stedin,1
GOUDERAK,2010,stedin,1
GOUDERAK,2011,stedin,1
GOUDERAK,2012,stedin,1
GOUDERAK,2013,stedin,1
GOUDERAK,2014,stedin,1
GOUDERAK,2015,stedin,1
GOUDERAK,2016,stedin,1
GOUDERAK,2017,stedin,1
GOUDERAK,2018,stedin,1
GOUDERAK,2019,stedin,1
GOUDRIAAN,2010,stedin,1
GOUDRIAAN,2011,stedin,1
GOUDRIAAN,2012,stedin,1
GOUDRIAAN,2013,stedin,1
GOUDRIAAN,2014,stedin,1
GOUDRIAAN,2015,stedin,1
GOUDRIAAN,2016,stedin,1
GOUDRIAAN,2017,stedin,1
GOUDRIAAN,2018,stedin,1
GOUDRIAAN,2019,stedin,1
GOUDSWAARD,2010,stedin,1
GOUDSWAARD,2011,stedin,1
GOUDSWAARD,2012,stedin,1
GOUDSWAARD,2013,stedin,1
GOUDSWAARD,2014,stedin,1
GOUDSWAARD,2015,stedin,1
GOUDSWAARD,2016,stedin,1
GOUDSWAARD,2017,stedin,1
GOUDSWAARD,2018,stedin,1
GOUDSWAARD,2019,stedin,1
GOUTUM,2010,enexis,1
GOUTUM,2011,enexis,1
GOUTUM,2012,enexis,1
GOUTUM,2013,enexis,1
GOUTUM,2014,enexis,1
GOUTUM,2015,enexis,1
GOUTUM,2016,liander,1
GOUTUM,2017,liander,1
GOUTUM,2018,liander,1
GOUTUM,2019,liander,1
GRAFHORST,2010,enexis,1
GRAFHORST,2011,enexis,1
GRAFHORST,2012,enexis,1
GRAFHORST,2013,enexis,1
GRAFHORST,2014,enexis,1
GRAFHORST,2015,enexis,1
GRAFHORST,2016,enexis,1
GRAFHORST,2017,enexis,1
GRAFHORST,2018,enexis,1
GRAFHORST,2019,enexis,1
GRAFT,2010,liander,1
GRAFT,2011,liander,1
GRAFT,2012,liander,1
GRAFT,2013,liander,1
GRAFT,2014,liander,1
GRAFT,2015,liander,1
GRAFT,2016,liander,1
GRAFT,2017,liander,1
GRAFT,2018,liander,1
GRAFT,2019,liander,1
GRASHOEK,2010,enexis,1
GRASHOEK,2011,enexis,1
GRASHOEK,2012,enexis,1
GRASHOEK,2013,enexis,1
GRASHOEK,2014,enexis,1
GRASHOEK,2015,enexis,1
GRASHOEK,2016,enexis,1
GRASHOEK,2017,enexis,1
GRASHOEK,2018,enexis,1
GRASHOEK,2019,enexis,1
GRATHEM,2010,enexis,1
GRATHEM,2011,enexis,1
GRATHEM,2012,enexis,1
GRATHEM,2013,enexis,1
GRATHEM,2014,enexis,1
GRATHEM,2015,enexis,1
GRATHEM,2016,enexis,1
GRATHEM,2017,enexis,1
GRATHEM,2018,enexis,1
GRATHEM,2019,enexis,1
GRAVE,2017,enexis,1
GRAVE,2018,enexis,1
GRAVE,2019,enexis,1
GREONTERP,2012,enexis,1
GREONTERP,2013,enexis,1
GREONTERP,2014,enexis,1
GREONTERP,2015,enexis,1
GREONTERP,2016,liander,4
GREONTERP,2017,liander,1
GREONTERP,2018,liander,1
GREONTERP,2019,liander,1
GREVENBICHT,2010,enexis,1
GREVENBICHT,2011,enexis,1
GREVENBICHT,2012,enexis,1
GREVENBICHT,2013,enexis,1
GREVENBICHT,2014,enexis,1
GREVENBICHT,2015,enexis,1
GREVENBICHT,2016,enexis,1
GREVENBICHT,2017,enexis,1
GREVENBICHT,2018,enexis,1
GREVENBICHT,2019,enexis,1
GRIENDTSVEEN,2010,enexis,1
GRIENDTSVEEN,2011,enexis,1
GRIENDTSVEEN,2012,enexis,1
GRIENDTSVEEN,2013,enexis,1
GRIENDTSVEEN,2014,enexis,1
GRIENDTSVEEN,2015,enexis,1
GRIENDTSVEEN,2016,enexis,1
GRIENDTSVEEN,2017,enexis,1
GRIENDTSVEEN,2018,enexis,1
GRIENDTSVEEN,2019,enexis,1
GRIJPSKERK,2010,enexis,1
GRIJPSKERK,2011,enexis,1
GRIJPSKERK,2012,enexis,1
GRIJPSKERK,2013,enexis,1
GRIJPSKERK,2014,enexis,1
GRIJPSKERK,2015,enexis,1
GRIJPSKERK,2016,enexis,1
GRIJPSKERK,2017,enexis,1
GRIJPSKERK,2018,enexis,1
GRIJPSKERK,2019,enexis,1
GROENEKAN,2010,stedin,1
GROENEKAN,2011,stedin,1
GROENEKAN,2012,stedin,1
GROENEKAN,2013,stedin,1
GROENEKAN,2014,stedin,1
GROENEKAN,2015,stedin,1
GROENEKAN,2016,stedin,1
GROENEKAN,2017,stedin,1
GROENEKAN,2018,stedin,1
GROENEKAN,2019,stedin,1
GROENINGEN,2017,enexis,1
GROENINGEN,2018,enexis,1
GROENINGEN,2019,enexis,1
GROENLO,2010,liander,1
GROENLO,2011,liander,1
GROENLO,2012,liander,1
GROENLO,2013,liander,1
GROENLO,2014,liander,1
GROENLO,2015,liander,1
GROENLO,2016,liander,1
GROENLO,2017,liander,1
GROENLO,2018,liander,1
GROENLO,2019,liander,1
GROESBEEK,2010,liander,1
GROESBEEK,2011,liander,1
GROESBEEK,2012,liander,1
GROESBEEK,2013,liander,1
GROESBEEK,2014,liander,1
GROESBEEK,2015,liander,1
GROESBEEK,2016,liander,1
GROESBEEK,2017,liander,1
GROESBEEK,2018,liander,1
GROESBEEK,2019,liander,1
GROESSEN,2010,liander,1
GROESSEN,2011,liander,1
GROESSEN,2012,liander,1
GROESSEN,2013,liander,1
GROESSEN,2014,liander,1
GROESSEN,2015,liander,1
GROESSEN,2016,liander,1
GROESSEN,2017,liander,1
GROESSEN,2018,liander,1
GROESSEN,2019,liander,1
GROET,2010,liander,1
GROET,2011,liander,1
GROET,2012,liander,1
GROET,2013,liander,1
GROET,2014,liander,1
GROET,2015,liander,1
GROET,2016,liander,1
GROET,2017,liander,1
GROET,2018,liander,1
GROET,2019,liander,1
GROLLOO,2010,enexis,1
GROLLOO,2011,enexis,1
GROLLOO,2012,enexis,1
GROLLOO,2013,enexis,1
GROLLOO,2014,enexis,1
GROLLOO,2015,enexis,1
GROLLOO,2016,enexis,1
GROLLOO,2017,enexis,1
GROLLOO,2018,enexis,1
GROLLOO,2019,enexis,1
GRONINGEN,2010,enexis,1
GRONINGEN,2011,enexis,1
GRONINGEN,2012,enexis,1
GRONINGEN,2013,enexis,1
GRONINGEN,2014,enexis,1
GRONINGEN,2015,enexis,1
GRONINGEN,2016,enexis,1
GRONINGEN,2017,enexis,1
GRONINGEN,2018,enexis,1
GRONINGEN,2019,enexis,1
GRONSVELD,2010,enexis,1
GRONSVELD,2011,enexis,1
GRONSVELD,2012,enexis,1
GRONSVELD,2013,enexis,1
GRONSVELD,2014,enexis,1
GRONSVELD,2015,enexis,1
GRONSVELD,2016,enexis,1
GRONSVELD,2017,enexis,1
GRONSVELD,2018,enexis,1
GRONSVELD,2019,enexis,1
GROOT AMMERS,2010,stedin,1
GROOT AMMERS,2011,stedin,1
GROOT AMMERS,2012,stedin,1
GROOT AMMERS,2013,stedin,1
GROOT AMMERS,2014,stedin,3
GROOT AMMERS,2015,stedin,1
GROOT AMMERS,2016,stedin,3
GROOT AMMERS,2017,stedin,3
GROOT AMMERS,2018,stedin,1
GROOT AMMERS,2019,stedin,2
GROOT-AMMERS,2010,stedin,1
GROOT-AMMERS,2011,stedin,1
GROOT-AMMERS,2012,stedin,1
GROOT-AMMERS,2013,stedin,1
GROOT-AMMERS,2014,stedin,1
GROOT-AMMERS,2015,stedin,1
GROOT-AMMERS,2016,stedin,1
GROOT-AMMERS,2017,stedin,1
GROOT-AMMERS,2018,stedin,1
GROOT-AMMERS,2019,stedin,1
GROOTEBROEK,2010,liander,1
GROOTEBROEK,2011,liander,1
GROOTEBROEK,2012,liander,1
GROOTEBROEK,2013,liander,1
GROOTEBROEK,2014,liander,1
GROOTEBROEK,2015,liander,1
GROOTEBROEK,2016,liander,1
GROOTEBROEK,2017,liander,1
GROOTEBROEK,2018,liander,1
GROOTEBROEK,2019,liander,1
GROOTEGAST,2010,enexis,1
GROOTEGAST,2011,enexis,1
GROOTEGAST,2012,enexis,1
GROOTEGAST,2013,enexis,1
GROOTEGAST,2014,enexis,1
GROOTEGAST,2015,enexis,1
GROOTEGAST,2016,enexis,1
GROOTEGAST,2017,enexis,1
GROOTEGAST,2018,enexis,1
GROOTEGAST,2019,enexis,1
GROOTSCHERMER,2010,liander,1
GROOTSCHERMER,2011,liander,1
GROOTSCHERMER,2012,liander,1
GROOTSCHERMER,2013,liander,1
GROOTSCHERMER,2014,liander,1
GROOTSCHERMER,2015,liander,1
GROOTSCHERMER,2016,liander,1
GROOTSCHERMER,2017,liander,2
GROOTSCHERMER,2018,liander,1
GROOTSCHERMER,2019,liander,1
GROU,2010,enexis,1
GROU,2011,enexis,1
GROU,2012,enexis,1
GROU,2013,enexis,1
GROU,2014,enexis,1
GROU,2015,enexis,1
GROU,2016,liander,1
GROU,2017,liander,1
GROU,2018,liander,1
GROU,2019,liander,1
GRUBBENVORST,2010,enexis,1
GRUBBENVORST,2011,enexis,1
GRUBBENVORST,2012,enexis,1
GRUBBENVORST,2013,enexis,1
GRUBBENVORST,2014,enexis,1
GRUBBENVORST,2015,enexis,1
GRUBBENVORST,2016,enexis,1
GRUBBENVORST,2017,enexis,1
GRUBBENVORST,2018,enexis,1
GRUBBENVORST,2019,enexis,1
GULPEN,2010,enexis,1
GULPEN,2011,enexis,1
GULPEN,2012,enexis,1
GULPEN,2013,enexis,1
GULPEN,2014,enexis,1
GULPEN,2015,enexis,1
GULPEN,2016,enexis,1
GULPEN,2017,enexis,1
GULPEN,2018,enexis,1
GULPEN,2019,enexis,1
GUTTECOVEN,2010,enexis,1
GUTTECOVEN,2011,enexis,1
GUTTECOVEN,2012,enexis,1
GUTTECOVEN,2013,enexis,1
GUTTECOVEN,2014,enexis,1
GUTTECOVEN,2015,enexis,1
GUTTECOVEN,2016,enexis,1
GUTTECOVEN,2017,enexis,1
GUTTECOVEN,2018,enexis,1
GUTTECOVEN,2019,enexis,1
GYTSJERK,2010,stedin,1
GYTSJERK,2011,stedin,1
GYTSJERK,2012,stedin,1
GYTSJERK,2013,stedin,1
GYTSJERK,2014,stedin,1
GYTSJERK,2015,stedin,1
GYTSJERK,2016,stedin,1
GYTSJERK,2017,stedin,1
GYTSJERK,2018,stedin,1
GYTSJERK,2019,stedin,1
HAAFTEN,2010,liander,1
HAAFTEN,2011,liander,1
HAAFTEN,2012,liander,1
HAAFTEN,2013,liander,1
HAAFTEN,2014,liander,1
HAAFTEN,2015,liander,1
HAAFTEN,2016,liander,1
HAAFTEN,2017,liander,1
HAAFTEN,2018,liander,1
HAAFTEN,2019,liander,1
HAAKSBERGEN,2010,enexis,1
HAAKSBERGEN,2011,enexis,1
HAAKSBERGEN,2012,enexis,1
HAAKSBERGEN,2013,enexis,1
HAAKSBERGEN,2014,enexis,1
HAAKSBERGEN,2015,enexis,1
HAAKSBERGEN,2016,enexis,1
HAAKSBERGEN,2017,enexis,1
HAAKSBERGEN,2018,enexis,1
HAAKSBERGEN,2019,enexis,1
HAALDEREN,2010,liander,1
HAALDEREN,2011,liander,1
HAALDEREN,2012,liander,1
HAALDEREN,2013,liander,1
HAALDEREN,2014,liander,1
HAALDEREN,2015,liander,1
HAALDEREN,2016,liander,1
HAALDEREN,2017,liander,1
HAALDEREN,2018,liander,1
HAALDEREN,2019,liander,1
HAAREN,2012,enexis,1
HAAREN,2013,enexis,1
HAAREN,2014,enexis,1
HAAREN,2015,enexis,1
HAAREN,2016,enexis,1
HAAREN,2017,enexis,1
HAAREN,2018,enexis,1
HAAREN,2019,enexis,1
HAARLE GEM HELLENDOORN,2010,enexis,1
HAARLE GEM HELLENDOORN,2011,enexis,1
HAARLE GEM HELLENDOORN,2012,enexis,1
HAARLE GEM HELLENDOORN,2013,enexis,1
HAARLE GEM HELLENDOORN,2014,enexis,1
HAARLE GEM HELLENDOORN,2015,enexis,1
HAARLE GEM HELLENDOORN,2016,enexis,1
HAARLE GEM HELLENDOORN,2017,enexis,1
HAARLE GEM HELLENDOORN,2018,enexis,1
HAARLE GEM HELLENDOORN,2019,enexis,1
HAARLEM,2010,liander,1
HAARLEM,2010,stedin,1
HAARLEM,2011,liander,1
HAARLEM,2011,stedin,1
HAARLEM,2012,liander,1
HAARLEM,2012,stedin,1
HAARLEM,2013,liander,1
HAARLEM,2013,stedin,1
HAARLEM,2014,liander,1
HAARLEM,2014,stedin,2
HAARLEM,2015,liander,1
HAARLEM,2015,stedin,1
HAARLEM,2016,liander,1
HAARLEM,2016,stedin,1
HAARLEM,2017,liander,1
HAARLEM,2017,stedin,1
HAARLEM,2018,liander,1
HAARLEM,2018,stedin,1
HAARLEM,2019,liander,1
HAARLEM,2019,stedin,1
HAARLEMMERLIEDE,2010,stedin,1
HAARLEMMERLIEDE,2011,stedin,1
HAARLEMMERLIEDE,2012,stedin,1
HAARLEMMERLIEDE,2013,stedin,1
HAARLEMMERLIEDE,2014,stedin,1
HAARLEMMERLIEDE,2015,stedin,2
HAARLEMMERLIEDE,2016,stedin,1
HAARLEMMERLIEDE,2017,stedin,1
HAARLEMMERLIEDE,2018,stedin,1
HAARLEMMERLIEDE,2019,stedin,1
HAARLO,2010,liander,1
HAARLO,2011,liander,1
HAARLO,2012,liander,1
HAARLO,2013,liander,1
HAARLO,2014,liander,1
HAARLO,2015,liander,1
HAARLO,2016,liander,1
HAARLO,2017,liander,1
HAARLO,2018,liander,1
HAARLO,2019,liander,1
HAARSTEEG,2010,enexis,1
HAARSTEEG,2011,enexis,1
HAARSTEEG,2012,enexis,1
HAARSTEEG,2013,enexis,1
HAARSTEEG,2014,enexis,1
HAARSTEEG,2015,enexis,1
HAARSTEEG,2016,enexis,1
HAARSTEEG,2017,enexis,1
HAARSTEEG,2018,enexis,1
HAARSTEEG,2019,enexis,1
HAARZUILENS,2010,stedin,1
HAARZUILENS,2011,stedin,1
HAARZUILENS,2012,stedin,1
HAARZUILENS,2013,stedin,1
HAARZUILENS,2014,stedin,1
HAARZUILENS,2015,stedin,1
HAARZUILENS,2016,stedin,1
HAARZUILENS,2017,stedin,1
HAARZUILENS,2018,stedin,1
HAARZUILENS,2019,stedin,1
HAASTRECHT,2010,stedin,1
HAASTRECHT,2011,stedin,1
HAASTRECHT,2012,stedin,1
HAASTRECHT,2013,stedin,1
HAASTRECHT,2014,stedin,1
HAASTRECHT,2015,stedin,1
HAASTRECHT,2016,stedin,1
HAASTRECHT,2017,stedin,1
HAASTRECHT,2018,stedin,1
HAASTRECHT,2019,stedin,1
HAELEN,2010,enexis,1
HAELEN,2011,enexis,1
HAELEN,2012,enexis,1
HAELEN,2013,enexis,1
HAELEN,2014,enexis,1
HAELEN,2015,enexis,1
HAELEN,2016,enexis,1
HAELEN,2017,enexis,1
HAELEN,2018,enexis,1
HAELEN,2019,enexis,1
HAGESTEIN,2010,stedin,1
HAGESTEIN,2011,stedin,1
HAGESTEIN,2012,stedin,1
HAGESTEIN,2013,stedin,1
HAGESTEIN,2014,stedin,1
HAGESTEIN,2015,stedin,1
HAGESTEIN,2016,stedin,1
HAGESTEIN,2017,stedin,1
HAGESTEIN,2018,stedin,1
HAGESTEIN,2019,stedin,1
HAGHORST,2012,enexis,1
HAGHORST,2013,enexis,1
HAGHORST,2014,enexis,1
HAGHORST,2015,enexis,1
HAGHORST,2016,enexis,1
HAGHORST,2017,enexis,1
HAGHORST,2018,enexis,1
HAGHORST,2019,enexis,1
HALER,2010,enexis,1
HALER,2011,enexis,1
HALER,2012,enexis,1
HALER,2013,enexis,1
HALER,2014,enexis,1
HALER,2015,enexis,1
HALER,2016,enexis,1
HALER,2017,enexis,1
HALER,2018,enexis,1
HALER,2019,enexis,1
HALFWEG NH,2010,stedin,1
HALFWEG NH,2011,stedin,1
HALFWEG NH,2012,stedin,1
HALFWEG NH,2013,stedin,1
HALFWEG NH,2014,stedin,1
HALFWEG NH,2015,stedin,1
HALFWEG NH,2016,stedin,1
HALFWEG NH,2017,stedin,1
HALFWEG NH,2018,stedin,1
HALFWEG NH,2019,stedin,1
HALL,2010,liander,1
HALL,2011,liander,1
HALL,2012,liander,1
HALL,2013,liander,1
HALL,2014,liander,1
HALL,2015,liander,1
HALL,2016,liander,1
HALL,2017,liander,2
HALL,2018,liander,1
HALL,2019,liander,2
HALLE,2010,liander,1
HALLE,2011,liander,1
HALLE,2012,liander,1
HALLE,2013,liander,1
HALLE,2014,liander,1
HALLE,2015,liander,1
HALLE,2016,liander,1
HALLE,2017,liander,1
HALLE,2018,liander,1
HALLE,2019,liander,1
HALLUM,2010,stedin,1
HALLUM,2011,stedin,1
HALLUM,2012,stedin,1
HALLUM,2013,stedin,1
HALLUM,2014,stedin,1
HALLUM,2015,stedin,1
HALLUM,2016,stedin,1
HALLUM,2017,stedin,1
HALLUM,2018,stedin,1
HALLUM,2019,stedin,1
HALSTEREN,2010,enexis,1
HALSTEREN,2011,enexis,1
HALSTEREN,2012,enexis,1
HALSTEREN,2013,enexis,1
HALSTEREN,2014,enexis,1
HALSTEREN,2015,enexis,1
HALSTEREN,2016,enexis,1
HALSTEREN,2017,enexis,1
HALSTEREN,2018,enexis,1
HALSTEREN,2019,enexis,1
HANDEL,2017,enexis,1
HANDEL,2018,enexis,1
HANDEL,2019,enexis,1
HANK,2012,enexis,1
HANK,2013,enexis,1
HANK,2014,enexis,1
HANK,2015,enexis,1
HANK,2016,enexis,1
HANK,2017,enexis,1
HANK,2018,enexis,1
HANK,2019,enexis,1
HANTUM,2010,stedin,1
HANTUM,2011,stedin,1
HANTUM,2012,stedin,1
HANTUM,2013,stedin,1
HANTUM,2014,stedin,1
HANTUM,2015,stedin,1
HANTUM,2016,stedin,1
HANTUM,2017,stedin,1
HANTUM,2018,stedin,1
HANTUM,2019,stedin,1
HANTUMERUITBUREN,2010,stedin,1
HANTUMERUITBUREN,2011,stedin,1
HANTUMERUITBUREN,2012,stedin,1
HANTUMERUITBUREN,2013,stedin,1
HANTUMERUITBUREN,2014,stedin,1
HANTUMERUITBUREN,2015,stedin,1
HANTUMERUITBUREN,2016,stedin,3
HANTUMERUITBUREN,2017,stedin,1
HANTUMERUITBUREN,2018,stedin,3
HANTUMERUITBUREN,2019,stedin,1
HANTUMHUIZEN,2010,stedin,2
HANTUMHUIZEN,2011,stedin,2
HANTUMHUIZEN,2012,stedin,2
HANTUMHUIZEN,2013,stedin,2
HANTUMHUIZEN,2014,stedin,2
HANTUMHUIZEN,2015,stedin,2
HANTUMHUIZEN,2016,stedin,2
HANTUMHUIZEN,2017,stedin,1
HANTUMHUIZEN,2018,stedin,1
HANTUMHUIZEN,2019,stedin,1
HAPERT,2017,enexis,1
HAPERT,2018,enexis,1
HAPERT,2019,enexis,1
HAPS,2017,enexis,1
HAPS,2018,enexis,1
HAPS,2019,enexis,1
HARDERWIJK,2010,liander,1
HARDERWIJK,2011,liander,1
HARDERWIJK,2012,liander,1
HARDERWIJK,2013,liander,1
HARDERWIJK,2014,liander,1
HARDERWIJK,2015,liander,1
HARDERWIJK,2016,liander,1
HARDERWIJK,2017,liander,1
HARDERWIJK,2018,liander,1
HARDERWIJK,2019,liander,1
HARDINXVELD GIESSENDAM,2010,stedin,3
HARDINXVELD GIESSENDAM,2011,stedin,4
HARDINXVELD GIESSENDAM,2012,stedin,4
HARDINXVELD GIESSENDAM,2013,stedin,4
HARDINXVELD GIESSENDAM,2014,stedin,2
HARDINXVELD GIESSENDAM,2015,stedin,3
HARDINXVELD GIESSENDAM,2016,stedin,2
HARDINXVELD GIESSENDAM,2017,stedin,2
HARDINXVELD GIESSENDAM,2018,stedin,2
HARDINXVELD GIESSENDAM,2019,stedin,1
HARDINXVELD-GIESSENDAM,2010,stedin,1
HARDINXVELD-GIESSENDAM,2011,stedin,1
HARDINXVELD-GIESSENDAM,2012,stedin,1
HARDINXVELD-GIESSENDAM,2013,stedin,1
HARDINXVELD-GIESSENDAM,2014,stedin,1
HARDINXVELD-GIESSENDAM,2015,stedin,1
HARDINXVELD-GIESSENDAM,2016,stedin,1
HARDINXVELD-GIESSENDAM,2017,stedin,1
HARDINXVELD-GIESSENDAM,2018,stedin,1
HARDINXVELD-GIESSENDAM,2019,stedin,1
HAREN GN,2010,enexis,1
HAREN GN,2011,enexis,1
HAREN GN,2012,enexis,1
HAREN GN,2013,enexis,1
HAREN GN,2014,enexis,1
HAREN GN,2015,enexis,1
HAREN GN,2016,enexis,1
HAREN GN,2017,enexis,1
HAREN GN,2018,enexis,1
HAREN GN,2019,enexis,1
HAREN NB,2010,enexis,1
HAREN NB,2011,enexis,1
HAREN NB,2012,enexis,1
HAREN NB,2013,enexis,1
HAREN NB,2014,enexis,1
HAREN NB,2015,enexis,1
HAREN NB,2016,enexis,1
HAREN NB,2017,enexis,1
HAREN NB,2018,enexis,1
HAREN NB,2019,enexis,1
HARFSEN,2010,liander,1
HARFSEN,2011,liander,1
HARFSEN,2012,liander,1
HARFSEN,2013,liander,1
HARFSEN,2014,liander,1
HARFSEN,2015,liander,1
HARFSEN,2016,liander,1
HARFSEN,2017,liander,1
HARFSEN,2018,liander,1
HARFSEN,2019,liander,1
HARICH,2010,enexis,1
HARICH,2011,enexis,1
HARICH,2012,enexis,1
HARICH,2013,enexis,1
HARICH,2014,enexis,1
HARICH,2015,enexis,1
HARICH,2016,liander,1
HARICH,2017,liander,1
HARICH,2018,liander,1
HARICH,2019,liander,1
HARINGHUIZEN,2010,liander,2
HARINGHUIZEN,2011,liander,2
HARINGHUIZEN,2012,liander,2
HARINGHUIZEN,2013,liander,2
HARINGHUIZEN,2014,liander,2
HARINGHUIZEN,2015,liander,2
HARINGHUIZEN,2016,liander,1
HARINGHUIZEN,2017,liander,1
HARINGHUIZEN,2018,liander,2
HARINGHUIZEN,2019,liander,1
HARKEMA,2010,stedin,1
HARKEMA,2011,stedin,1
