city,years,companies,predict_label
ALBLASSERDAM,2019,stedin,1
ALDE LEIE,2010,enexis,1
ALDE LEIE,2011,enexis,1
ALDE LEIE,2012,enexis,1
ALDE LEIE,2013,enexis,1
ALDE LEIE,2014,enexis,1
ALDE LEIE,2015,enexis,1
ALDE LEIE,2016,liander,1
ALDE LEIE,2017,liander,2
ALDE LEIE,2018,liander,1
ALDE LEIE,2019,liander,1
ALDEBOARN,2010,enexis,1
ALDEBOARN,2011,enexis,1
ALDEBOARN,2012,enexis,1
ALDEBOARN,2013,enexis,1
ALDEBOARN,2014,enexis,1
ALDEBOARN,2015,enexis,1
ALDEBOARN,2016,liander,1
ALDEBOARN,2017,liander,1
ALDEBOARN,2018,liander,1
ALDEBOARN,2019,liander,1
ALDTSJERK,2010,stedin,1
ALDTSJERK,2011,stedin,1
ALDTSJERK,2012,stedin,1
ALDTSJERK,2013,stedin,1
ALDTSJERK,2014,stedin,1
ALDTSJERK,2015,stedin,1
ALDTSJERK,2016,stedin,1
ALDTSJERK,2017,stedin,1
ALDTSJERK,2018,stedin,1
ALDTSJERK,2019,stedin,1
ALEM,2010,liander,1
ALEM,2011,liander,1
ALEM,2012,liander,1
ALEM,2013,liander,1
ALEM,2014,liander,1
ALEM,2015,liander,1
ALEM,2016,liander,1
ALEM,2017,liander,1
ALEM,2018,liander,1
ALEM,2019,liander,1
ALKMAAR,2010,liander,1
ALKMAAR,2011,liander,1
ALKMAAR,2012,liander,1
ALKMAAR,2013,liander,1
ALKMAAR,2014,liander,1
ALKMAAR,2015,liander,1
ALKMAAR,2016,liander,1
ALKMAAR,2017,liander,1
ALKMAAR,2018,liander,1
ALKMAAR,2019,liander,1
ALLINGAWIER,2016,liander,1
ALLINGAWIER,2017,liander,1
ALLINGAWIER,2018,liander,1
ALLINGAWIER,2019,liander,1
ALMEN,2010,liander,1
ALMEN,2011,liander,1
ALMEN,2012,liander,1
ALMEN,2013,liander,1
ALMEN,2014,liander,1
ALMEN,2015,liander,1
ALMEN,2016,liander,1
ALMEN,2017,liander,1
ALMEN,2018,liander,1
ALMEN,2019,liander,1
ALMERE,2010,liander,1
ALMERE,2011,liander,1
ALMERE,2012,liander,1
ALMERE,2013,liander,1
ALMERE,2014,liander,1
ALMERE,2015,liander,1
ALMERE,2016,liander,1
ALMERE,2017,liander,1
ALMERE,2018,liander,1
ALMERE,2019,liander,1
ALMKERK,2012,enexis,1
ALMKERK,2013,enexis,1
ALMKERK,2014,enexis,1
ALMKERK,2015,enexis,1
ALMKERK,2016,enexis,1
ALMKERK,2017,enexis,1
ALMKERK,2018,enexis,1
ALMKERK,2019,enexis,1
ALPHEN AAN DEN RIJN,2010,liander,1
ALPHEN AAN DEN RIJN,2011,liander,1
ALPHEN AAN DEN RIJN,2012,liander,1
ALPHEN AAN DEN RIJN,2013,liander,1
ALPHEN AAN DEN RIJN,2014,liander,1
ALPHEN AAN DEN RIJN,2015,liander,1
ALPHEN AAN DEN RIJN,2016,liander,1
ALPHEN AAN DEN RIJN,2017,liander,1
ALPHEN AAN DEN RIJN,2018,liander,1
ALPHEN AAN DEN RIJN,2019,liander,1
ALPHEN GLD,2010,liander,1
ALPHEN GLD,2011,liander,1
ALPHEN GLD,2012,liander,1
ALPHEN GLD,2013,liander,1
ALPHEN GLD,2014,liander,1
ALPHEN GLD,2015,liander,1
ALPHEN GLD,2016,liander,1
ALPHEN GLD,2017,liander,1
ALPHEN GLD,2018,liander,1
ALPHEN GLD,2019,liander,1
ALPHEN NB,2012,enexis,1
ALPHEN NB,2013,enexis,1
ALPHEN NB,2014,enexis,1
ALPHEN NB,2015,enexis,1
ALPHEN NB,2016,enexis,1
ALPHEN NB,2017,enexis,1
ALPHEN NB,2018,enexis,1
ALPHEN NB,2019,enexis,1
ALTEVEER GEM NOORDENVELD,2010,enexis,2
ALTEVEER GEM NOORDENVELD,2011,enexis,2
ALTEVEER GEM NOORDENVELD,2012,enexis,1
ALTEVEER GEM NOORDENVELD,2013,enexis,1
ALTEVEER GEM NOORDENVELD,2014,enexis,1
ALTEVEER GEM NOORDENVELD,2015,enexis,1
ALTEVEER GEM NOORDENVELD,2016,enexis,2
ALTEVEER GEM NOORDENVELD,2017,enexis,3
ALTEVEER GEM NOORDENVELD,2018,enexis,1
ALTEVEER GEM NOORDENVELD,2019,enexis,1
ALTEVEER GN,2010,enexis,1
ALTEVEER GN,2011,enexis,1
ALTEVEER GN,2012,enexis,1
ALTEVEER GN,2013,enexis,1
ALTEVEER GN,2014,enexis,1
ALTEVEER GN,2015,enexis,1
ALTEVEER GN,2016,enexis,1
ALTEVEER GN,2017,enexis,1
ALTEVEER GN,2018,enexis,1
ALTEVEER GN,2019,enexis,1
ALTFORST,2010,liander,1
ALTFORST,2011,liander,1
ALTFORST,2012,liander,1
ALTFORST,2013,liander,1
ALTFORST,2014,liander,1
ALTFORST,2015,liander,1
ALTFORST,2016,liander,2
ALTFORST,2017,liander,2
ALTFORST,2018,liander,2
ALTFORST,2019,liander,1
AMBT DELDEN,2018,enexis,1
AMBT DELDEN,2019,enexis,1
AMEIDE,2010,stedin,1
AMEIDE,2011,stedin,1
AMEIDE,2012,stedin,1
AMEIDE,2013,stedin,1
AMEIDE,2014,stedin,1
AMEIDE,2015,stedin,1
AMEIDE,2016,stedin,1
AMEIDE,2017,stedin,1
AMEIDE,2018,stedin,1
AMEIDE,2019,stedin,1
AMEN,2018,enexis,1
AMEN,2019,enexis,1
AMERICA,2010,enexis,1
AMERICA,2011,enexis,1
AMERICA,2012,enexis,1
AMERICA,2013,enexis,1
AMERICA,2014,enexis,1
AMERICA,2015,enexis,1
AMERICA,2016,enexis,1
AMERICA,2017,enexis,1
AMERICA,2018,enexis,1
AMERICA,2019,enexis,1
AMERONGEN,2010,stedin,1
AMERONGEN,2011,stedin,1
AMERONGEN,2012,stedin,1
AMERONGEN,2013,stedin,1
AMERONGEN,2014,stedin,1
AMERONGEN,2015,stedin,1
AMERONGEN,2016,stedin,1
AMERONGEN,2017,stedin,1
AMERONGEN,2018,stedin,1
AMERONGEN,2019,stedin,1
AMERSFOORT,2010,liander,2
AMERSFOORT,2010,stedin,1
AMERSFOORT,2011,liander,1
AMERSFOORT,2011,stedin,1
AMERSFOORT,2012,liander,1
AMERSFOORT,2012,stedin,1
AMERSFOORT,2013,liander,1
AMERSFOORT,2013,stedin,1
AMERSFOORT,2014,liander,1
AMERSFOORT,2014,stedin,1
AMERSFOORT,2015,liander,1
AMERSFOORT,2015,stedin,1
AMERSFOORT,2016,liander,3
AMERSFOORT,2016,stedin,1
AMERSFOORT,2017,liander,1
AMERSFOORT,2017,stedin,1
AMERSFOORT,2018,liander,2
AMERSFOORT,2018,stedin,1
AMERSFOORT,2019,liander,1
AMERSFOORT,2019,stedin,1
AMMERSTOL,2010,stedin,1
AMMERSTOL,2011,stedin,1
AMMERSTOL,2012,stedin,1
AMMERSTOL,2013,stedin,1
AMMERSTOL,2014,stedin,1
AMMERSTOL,2015,stedin,1
AMMERSTOL,2016,stedin,1
AMMERSTOL,2017,stedin,1
AMMERSTOL,2018,stedin,1
AMMERSTOL,2019,stedin,1
AMMERZODEN,2010,liander,1
AMMERZODEN,2011,liander,1
AMMERZODEN,2012,liander,1
AMMERZODEN,2013,liander,1
AMMERZODEN,2014,liander,1
AMMERZODEN,2015,liander,1
AMMERZODEN,2016,liander,1
AMMERZODEN,2017,liander,1
AMMERZODEN,2018,liander,1
AMMERZODEN,2019,liander,1
AMSTELHOEK,2010,stedin,1
AMSTELHOEK,2011,stedin,1
AMSTELHOEK,2012,stedin,1
AMSTELHOEK,2013,stedin,1
AMSTELHOEK,2014,stedin,1
AMSTELHOEK,2015,stedin,1
AMSTELHOEK,2016,stedin,1
AMSTELHOEK,2017,stedin,1
AMSTELHOEK,2018,stedin,1
AMSTELHOEK,2019,stedin,1
AMSTELVEEN,2010,stedin,1
AMSTELVEEN,2011,liander,1
AMSTELVEEN,2011,stedin,1
AMSTELVEEN,2012,stedin,1
AMSTELVEEN,2013,stedin,1
AMSTELVEEN,2014,stedin,1
AMSTELVEEN,2015,stedin,1
AMSTELVEEN,2016,stedin,1
AMSTELVEEN,2017,stedin,1
AMSTELVEEN,2018,stedin,1
AMSTELVEEN,2019,stedin,1
AMSTENRADE,2010,enexis,1
AMSTENRADE,2011,enexis,1
AMSTENRADE,2012,enexis,1
AMSTENRADE,2013,enexis,1
AMSTENRADE,2014,enexis,1
AMSTENRADE,2015,enexis,1
AMSTENRADE,2016,enexis,1
AMSTENRADE,2017,enexis,1
AMSTENRADE,2018,enexis,1
AMSTENRADE,2019,enexis,1
AMSTERDAM,2010,liander,1
AMSTERDAM,2010,stedin,1
AMSTERDAM,2011,liander,1
AMSTERDAM,2011,stedin,1
AMSTERDAM,2012,liander,1
AMSTERDAM,2012,stedin,1
AMSTERDAM,2013,liander,1
AMSTERDAM,2013,stedin,5
AMSTERDAM,2014,liander,1
AMSTERDAM,2014,stedin,1
AMSTERDAM,2015,liander,1
AMSTERDAM,2015,stedin,1
AMSTERDAM,2016,liander,1
AMSTERDAM,2016,stedin,1
AMSTERDAM,2017,liander,1
AMSTERDAM,2017,stedin,3
AMSTERDAM,2018,liander,1
AMSTERDAM,2018,stedin,2
AMSTERDAM,2019,liander,1
AMSTERDAM,2019,stedin,1
AMSTERDAM ZUIDOOST,2010,liander,1
AMSTERDAM ZUIDOOST,2011,liander,1
AMSTERDAM ZUIDOOST,2012,liander,1
AMSTERDAM ZUIDOOST,2013,liander,1
AMSTERDAM ZUIDOOST,2014,liander,1
AMSTERDAM ZUIDOOST,2015,liander,1
AMSTERDAM ZUIDOOST,2016,liander,1
AMSTERDAM ZUIDOOST,2017,liander,1
AMSTERDAM ZUIDOOST,2018,liander,1
AMSTERDAM ZUIDOOST,2019,liander,1
AMSTERDAM-DUIVENDRECHT,2014,liander,3
AMSTERDAM-DUIVENDRECHT,2015,liander,2
