city,active_conn_perc,consume_per_conn,lowtarif_perc,product_perc,p_type_conn_perc,years,smartmeter_perc,true_label
AKKRUM,0.897092,216.139,0.397543,0.100167,0.637781,2015,0.0336658,5
AKMARIJP,0.826923,415.721,0.634071,0.162024,0.488372,2015,0.0930233,5
ALBERGEN,1,336.445,0.434449,0.0431277,0.689572,2015,0.0921584,5
ALBLASSERDAM,0.978493,159.597,0.943446,0.0265002,0.800023,2015,0.122879,4
ALDE LEIE,0.908333,300.257,0.457364,0.0404517,0.541284,2015,0.0366972,5
ALDEBOARN,0.864041,241.382,0.536363,0.107361,0.605882,2015,0.0470588,5
ALDTSJERK,0.919861,220.458,0.32222,0.0927514,0.613636,2015,0.0265152,5
ALEM,0.861111,259.343,0.573207,0.057299,0.508065,2015,0.0887097,5
ALKMAAR,0.927611,180.206,0.325443,0.0318384,0.752107,2015,0.0482647,5
ALLINGAWIER,0.72973,452.148,0.850845,0.333425,0.444444,2015,0.0740741,5
ALMELO,1,694.021,0.25743,0.0187623,0.489583,2015,0.1875,4
ALMEN,0.844063,273.193,0.575933,0.140446,0.594915,2015,0.1,5
ALMERE,0.937711,217.352,0.363067,0.0382345,0.808425,2015,0.0971298,5
ALMKERK,1,262.651,0.377279,0.0464188,0.640457,2015,0.113575,4
ALPHEN AAN DEN RIJN,0.942328,187.687,0.868261,0.0278344,0.737157,2015,0.073768,5
ALPHEN AD RIJN,0.916667,209.364,1,0,0.5,2015,0,5
ALPHEN GLD,0.91411,332.001,0.559242,0.0566878,0.594631,2015,0.0604027,5
ALPHEN NB,1,348.595,0.406211,0.0270329,0.650758,2015,0.133071,4
ALTEVEER GEM DE WOLDEN,1,248.631,0.390677,0.0625532,0.66113,2015,0.0830565,5
ALTEVEER GEM NOORDENVELD,1,285.711,0.379308,0.0628514,0.466667,2015,0.0444444,5
ALTEVEER GN,1,219.764,0.371577,0.0709292,0.584973,2015,0.0948122,5
ALTFORST,0.863813,399.396,0.548253,0.0575866,0.567568,2015,0.0675676,5
AMBT DELDEN,1,525.761,0.461283,0.0878077,0.64613,2015,0.197472,4
AMEIDE,0.967407,227.565,0.943873,0.0254847,0.730475,2015,0.120214,4
AMEN,1,356.743,0.432624,0.126064,0.828571,2015,0.171429,4
AMERICA,1,338.344,0.539153,0.0726936,0.605386,2015,0.833724,1
AMERONGEN,0.977044,242.999,0.858297,0.0299746,0.574608,2015,0.114592,4
AMERSFOORT,0.971157,169.385,0.85164,0.0285634,0.747657,2015,0.166587,4
AMMERSTOL,0.97625,191.411,0.907822,0.0376279,0.665813,2015,0.0985915,5
AMMERZODEN,0.938471,333.759,0.561622,0.0361071,0.650331,2015,0.0529801,5
AMSTELHOEK,0.973361,241.728,0.896497,0.0263632,0.606316,2015,0.0526316,5
AMSTELVEEN,0.940814,175.53,0.364628,0.0264863,0.724457,2015,0.112109,4
AMSTENRADE,1,218.7,0.478218,0.047776,0.568013,2015,0.141797,4
AMSTERDAM,0.891641,128.945,0.267551,0.00830243,0.708006,2015,0.158374,4
AMSTERDAM ZUIDOOST,0.840985,131.039,0.188636,0.00941155,0.835107,2015,0.0781129,5
AMSTERDAM-DUIVENDRECHT,0.879464,651.873,0.381434,0.0232223,0.451777,2015,0.106599,4
AMSTEVEEN,0.962963,97.8077,0.7037,0,0.5,2015,0.615385,2
ANDEL,1,278.855,0.385041,0.0406399,0.632306,2015,0.0924548,5
ANDELST,0.889262,355.921,0.45566,0.0384426,0.603774,2015,0.0691824,5
ANDEREN,1,347.958,0.402024,0.0902925,0.645833,2015,0.125,4
ANDIJK,0.896178,225.18,0.489457,0.056137,0.668784,2015,0.0520266,5
ANE,1,354.203,0.395779,0.0882071,0.531646,2015,0.139241,4
ANERVEEN,1,174.438,0.44,0.08,0.583333,2015,0.0625,5
ANEVELDE,1,1183.53,0.48,0.16,0.421053,2015,0.157895,4
ANGEREN,0.9342,259.197,0.516807,0.0445687,0.66,2015,0.0669565,5
ANGERLO,0.925566,330.809,0.508531,0.0367432,0.618881,2015,0.129371,4
ANJUM,0.927761,166.863,0.375778,0.0545338,0.707453,2015,0.0233593,5
ANKEVEEN,0.888242,237.127,0.388634,0.0302001,0.613368,2015,0.0550459,5
ANLOO,1,400.759,0.416175,0.0361879,0.558621,2015,0.151724,4
ANNA PAULOWNA,0.909806,228.893,0.619624,0.0702871,0.687466,2015,0.0486224,5
ANNEN,1,236.57,0.40687,0.0632934,0.602372,2015,0.325843,3
ANNERVEENSCHEKANAAL,1,188.22,0.431782,0.0250279,0.477987,2015,0.081761,5
ANSEN,1,364.451,0.430113,0.108007,0.521127,2015,0.161972,4
APELDOORN,0.920822,211.195,0.561814,0.0338488,0.739916,2015,0.185163,4
APPELSCHA,0.917169,216.011,0.491147,0.0725838,0.691297,2015,0.0488506,5
APPELTERN,0.890411,247.838,0.482373,0.0536658,0.612821,2015,0.105128,4
APPINGEDAM,1,176.345,0.288069,0.0264361,0.58931,2015,0.0971653,5
ARCEN,1,214.307,0.517425,0.0515791,0.619247,2015,0.252441,3
ARKEL,0.943094,233.598,0.902454,0.0316591,0.748096,2015,0.181605,4
ARNHEM,0.919437,192.916,0.507667,0.0215194,0.716195,2015,0.0756272,5
ARRIEN,1,443.465,0.446554,0.10399,0.676471,2015,0.105882,4
ARUM,0.906183,308.311,0.484049,0.0772697,0.654118,2015,0.0423529,5
ASCH,0.907514,285.987,0.66782,0.0860744,0.624204,2015,0.0700637,5
ASPEREN,0.979151,215.714,0.928516,0.0291665,0.738403,2015,0.157414,4
ASSEN,1,183.289,0.328494,0.0386305,0.613401,2015,0.212901,3
ASSENDELFT,0.930457,193.219,0.336951,0.0577975,0.769248,2015,0.0549302,5
ASTEN,1,265.709,0.284776,0.0331933,0.656245,2015,0.102831,4
AUGSBUURT,0.763158,245.276,0.4211,0.1053,0.62069,2015,0,5
AUGUSTINUSGA,0.884615,236.561,0.401005,0.0546118,0.57845,2015,0.0396975,5
AUSTERLITZ,0.972059,261.888,0.852331,0.0558234,0.544629,2015,0.102874,4
AVENHORN,0.912964,201.323,0.48018,0.0951366,0.672667,2015,0.0586667,5
AZEWIJN,0.915584,384.957,0.719157,0.0662876,0.606383,2015,0.0851064,5
Afferden,0.631579,337.417,0.1579,0.0526,0.5,2015,0,5
BAAIDUINEN,0.870968,438.037,0.382414,0.071419,0.574074,2015,0.037037,5
BAAIUM,0.903614,404.587,0.627061,0.155868,0.573333,2015,0.0933333,5
BAAK,0.881679,392.465,0.646083,0.10394,0.647186,2015,0.0649351,5
BAAMBRUGGE,0.937997,344.607,0.849928,0.0962297,0.605085,2015,0.174576,4
BAARD,0.882812,206.133,0.56815,0.115958,0.575221,2015,0.0619469,5
BAARLE-NASSAU,1,241.947,0.40467,0.0109751,0.62583,2015,0.0916335,5
BAARLO LB,1,237.73,0.520806,0.0372381,0.588424,2015,0.894248,1
BAARN,0.97374,207.796,0.783809,0.0272495,0.617253,2015,0.112283,4
BABBERICH,0.918892,293.842,0.559276,0.0403399,0.711518,2015,0.151776,4
BABYLONIENBROEK,1,438.374,0.423191,0.00208701,0.618705,2015,0.151079,4
BAD NIEUWESCHANS,1,183.773,0.287348,0.027233,0.493992,2015,0.0387183,5
BADHOEVEDORP,0.953831,215.462,0.442127,0.0243773,0.680876,2015,0.0470448,5
BAEXEM,1,276.358,0.507364,0.0724362,0.544693,2015,0.172253,4
BAFLO,1,175.34,0.300479,0.0465148,0.53972,2015,0.0619159,5
BAKEL,1,297.48,0.37208,0.0420302,0.651639,2015,0.106102,4
BAKHUIZEN,0.914573,245.81,0.367424,0.0733469,0.635531,2015,0.0531136,5
BAKKEVEEN,0.934735,223.047,0.517211,0.0898934,0.654438,2015,0.0449704,5
BALGOIJ,0.889273,441.35,0.532739,0.0791766,0.599222,2015,0.101167,4
BALGOY,0.952381,279.9,0.5714,0,0.4,2015,0.15,4
BALINGE,1,266.882,0.46,0.18,0.764706,2015,0.117647,4
BALK,0.93041,185.333,0.419811,0.0420525,0.684426,2015,0.0773566,5
BALKBRUG,1,309.288,0.386755,0.0510986,0.675399,2015,0.086262,5
BALLOO,1,436.41,0.380207,0.234506,0.672131,2015,0.131148,4
BALLUM,0.856263,206.667,0.322282,0.0901851,0.633094,2015,0.0263789,5
BANHOLT,1,217.337,0.521426,0.0479496,0.491272,2015,0.104738,4
BANT,1,389.893,0.478334,0.0833725,0.575238,2015,0.55619,2
BANTEGA,0.892405,319.557,0.631122,0.079772,0.521277,2015,0.0248227,5
BARCHEM,0.885645,323.109,0.554444,0.0470347,0.662088,2015,0.0851648,5
BARENDRECHT,0.979861,158.281,0.947988,0.0261356,0.82722,2015,0.145295,4
BARGER-COMPASCUUM,1,235.886,0.333284,0.0232794,0.55751,2015,0.067659,5
BARNEVELD,0.885714,274.049,0.396123,0.0351576,0.69932,2015,0.10642,4
BARSINGERHORN,0.925234,257.311,0.672034,0.065493,0.694444,2015,0.0505051,5
BASSE,1,227.067,0.346985,0.112601,0.577778,2015,0.0666667,5
BATENBURG,0.947674,316.334,0.604043,0.047965,0.616564,2015,0.0552147,5
BATHMEN,1,283.009,0.39476,0.0738352,0.706564,2015,0.0883741,5
BAVEL,1,251.353,0.355669,0.0393108,0.746041,2015,0.270402,3
BEARS FR,0.891566,214.919,0.633842,0.163259,0.689189,2015,0.108108,4
BEDUM,1,230.661,0.320649,0.0525357,0.568542,2015,0.0811032,5
BEEGDEN,1,228.783,0.513114,0.0597471,0.548796,2015,0.159696,4
BEEK EN DONK,1,201.82,0.281403,0.0316412,0.654668,2015,0.111257,4
BEEK GEM MONTFERLAND,0.89373,369.788,0.552604,0.0621685,0.623068,2015,0.0927467,5
BEEK GLD,0.92,578.478,0.630876,0,0.695652,2015,0.108696,4
BEEK LB,1,190.344,0.484655,0.0463614,0.571801,2015,0.154523,4
BEEK-UBBERGEN,0.927995,222.94,0.339384,0.029766,0.615146,2015,0.0490379,5
BEEKBERGEN,0.903191,320.453,0.501462,0.0410963,0.681979,2015,0.0859835,5
BEEMTE BROEKLAND,0.864286,579.402,0.614162,0.0855665,0.597796,2015,0.107438,4
BEERS NB,1,310.648,0.390202,0.0460348,0.609655,2015,0.0744828,5
BEERTA,1,216.323,0.328253,0.0326055,0.528243,2015,0.0470711,5
BEERZE,1,230.964,0.431856,0.020433,0.576577,2015,0.036036,5
BEERZERVELD,1,316.446,0.408429,0.0560346,0.556851,2015,0.169096,4
BEESD,0.929782,313.161,0.670236,0.0285692,0.647135,2015,0.0527344,5
BEESEL,1,204.08,0.518804,0.0539264,0.486436,2015,0.117867,4
BEETS NH,0.882736,226.812,0.51492,0.0494616,0.686347,2015,0.0442804,5
BEETSTERZWAAG,0.903782,207.698,0.432273,0.0689529,0.667077,2015,0.0603077,5
BEILEN,1,256.781,0.377861,0.0528617,0.616528,2015,0.2931,3
BEINSDORP,0.924829,293.825,0.531191,0.0259567,0.576355,2015,0.0517241,5
BELFELD,1,186.444,0.494357,0.0457994,0.589058,2015,0.127796,4
BELLINGWOLDE,1,221.317,0.342163,0.0308541,0.547493,2015,0.0580475,5
BELT-SCHUTSLOOT,1,227.851,0.385338,0.0245477,0.563218,2015,0.0842912,5
BELTRUM,0.894477,548.945,0.685979,0.0909956,0.603687,2015,0.0958525,5
BEMELEN,1,244.606,0.540973,0.116827,0.553097,2015,0.181416,4
BEMMEL,0.925304,228.081,0.487915,0.0556997,0.701429,2015,0.0870993,5
BENEDEN LEEUWEN,0.842105,877.938,0.8421,0,0.75,2015,0.8125,1
BENEDEN-LEEUWEN,0.916403,253.47,0.471717,0.0354103,0.638908,2015,0.131652,4
BENNEBROEK,0.919596,231.431,0.49279,0.0276413,0.660808,2015,0.0391037,5
BENNEKOM,0.913262,231.926,0.436932,0.0642715,0.669859,2015,0.0704867,5
BENNEVELD,1,394.55,0.44,0.05,0.85,2015,0.1,5
BENNINGBROEK,0.897436,359.638,0.60912,0.10437,0.631746,2015,0.0857143,5
BENSCHOP,0.965693,271.937,0.893992,0.0306622,0.615268,2015,0.0702948,5
BENTELO,1,485.146,0.440307,0.0431094,0.585069,2015,0.138889,4
BENTHUIZEN,0.934797,229.436,0.831397,0.0369297,0.606354,2015,0.131906,4
BENTVELD,0.960073,307.58,0.562798,0.030135,0.724008,2015,0.0321361,5
BERG EN DAL,0.939623,226.606,0.603724,0.0359761,0.760643,2015,0.149398,4
BERG EN TERBLIJT,1,231.151,0.496666,0.0600254,0.530645,2015,0.157527,4
BERGAMBACHT,0.942431,263.921,0.941846,0.036783,0.739173,2015,0.205559,3
BERGEIJK,1,272.855,0.371518,0.0327363,0.657624,2015,0.276341,3
BERGEN AAN ZEE,0.885892,312.934,0.497262,0.0276713,0.714286,2015,0.0351288,5
BERGEN LB,1,214.807,0.485059,0.034164,0.595835,2015,0.159371,4
BERGEN NH,0.915791,235.337,0.442017,0.0538886,0.671235,2015,0.0479681,5
BERGEN OP ZOOM,1,179.35,0.281636,0.0526984,0.682259,2015,0.202616,3
BERGENTHEIM,1,235.136,0.40249,0.078566,0.666135,2015,0.111554,4
BERGHAREN,0.911032,284.835,0.543584,0.0680004,0.579427,2015,0.0559896,5
BERGHEM,1,206.454,0.317968,0.0324343,0.720222,2015,0.399682,3
BERGSCHENHOEK,0.971742,194.527,0.97004,0.0322363,0.83586,2015,0.125138,4
BERINGE,1,320.487,0.49877,0.0420931,0.581678,2015,0.161148,4
BERKEL EN RODENRIJS,0.961147,184.19,0.985144,0.0438535,0.827023,2015,0.208615,3
BERKEL-ENSCHOT,1,236.704,0.324904,0.0365606,0.698375,2015,0.230769,3
BERKENWOUDE,0.958101,243.682,0.957069,0.054326,0.677843,2015,0.106414,4
BERKHOUT,0.875212,256.473,0.557442,0.127179,0.630456,2015,0.0872939,5
BERLICUM NB,1,251.335,0.297639,0.0585461,0.655198,2015,0.0925743,5
BERLTSUM,0.921811,207.609,0.353395,0.065017,0.658036,2015,0.0642857,5
BEST,1,220.172,0.235874,0.0350995,0.716176,2015,0.0749366,5
BEUGEN,1,324.277,0.36444,0.0489792,0.673851,2015,0.0962644,5
BEUNINGEN GLD,0.927169,207.932,0.475633,0.0413484,0.715218,2015,0.130475,4
BEUNINGEN OV,1,302.034,0.445169,0.0827763,0.625,2015,0.134146,4
BEUSICHEM,0.911307,299.511,0.569985,0.0564998,0.639673,2015,0.0661218,5
BEUTENAKEN,1,228.4,0.56,0.05,0.55,2015,0.15,4
BEVERWIJK,0.897188,182.074,0.285868,0.0171345,0.73163,2015,0.0744458,5
BIDDINGHUIZEN,0.88442,392.7,0.664677,0.099108,0.66603,2015,0.0779519,5
BIERUM,1,207.697,0.270295,0.0163437,0.482906,2015,0.034188,5
BIEST-HOUTAKKER,1,373.717,0.387116,0.0658438,0.68,2015,0.145714,4
BIEZENMORTEL,1,355.16,0.415359,0.0631641,0.662162,2015,0.130631,4
BILTHOVEN,0.976227,231.727,0.898806,0.0227023,0.657596,2015,0.0807121,5
BINGELRADE,1,184.177,0.521667,0.0465815,0.407303,2015,0.148876,4
BITGUM,0.886364,230.091,0.346803,0.0752337,0.649573,2015,0.039886,5
BITGUMMOLE,0.931707,189.482,0.450433,0.0885382,0.586387,2015,0.0706806,5
BLADEL,1,251.929,0.285441,0.0424683,0.646448,2015,0.116861,4
BLANKENHAM,1,468.058,0.47619,0.0639023,0.575,2015,0.1,5
BLARICUM,0.883526,372.949,0.574101,0.0108907,0.625747,2015,0.198407,4
BLAUWESTAD,1,281.38,0.359934,0.112366,0.731844,2015,0.0670391,5
BLAUWHUIS,0.914062,255.735,0.433593,0.0918536,0.611111,2015,0.119658,4
BLEISWIJK,0.969288,252.239,0.957631,0.0406519,0.784003,2015,0.168083,4
BLESDIJKE,0.915493,333.092,0.676051,0.12238,0.625641,2015,0.0410256,5
BLESKENSGRAAF CA,0.965548,201.289,0.947173,0.0723397,0.715462,2015,0.136322,4
BLESSUM,0.866667,359.41,0.551267,0.338408,0.538462,2015,0.102564,4
BLIJE,0.898148,282.544,0.553469,0.128684,0.60567,2015,0.0412371,5
BLIJHAM,1,213.176,0.357985,0.0345576,0.529943,2015,0.0615258,5
BLITTERSWIJCK,1,310.202,0.522473,0.0726589,0.577528,2015,0.25618,3
BLOEMENDAAL,0.914311,283.252,0.486918,0.0252904,0.693459,2015,0.051741,5
BLOKKER,0.935071,177.186,0.42513,0.0693166,0.669032,2015,0.0679169,5
BLOKZIJL,1,277.836,0.406016,0.0294069,0.639876,2015,0.0834621,5
BOAZUM,0.9375,167.982,0.559983,0.0552897,0.557576,2015,0.0545455,5
BOCHOLTZ,1,187.939,0.489882,0.0581012,0.513638,2015,0.128829,4
BODEGRAVEN,0.97668,220.642,0.9377,0.0362238,0.75332,2015,0.158453,4
BOEKEL,1,306.367,0.348905,0.0372171,0.646601,2015,0.0850554,5
BOELENSLAAN,0.896127,214.458,0.413446,0.0682942,0.618861,2015,0.043222,5
BOER,0.935484,238.241,0.6452,0.0645,0.448276,2015,0.103448,4
BOERAKKER,1,223.154,0.381728,0.0651867,0.553846,2015,0.0717949,5
BOESINGHELIEDE,0.787709,561.305,0.461685,0.00882433,0.680851,2015,0.0921986,5
BOIJL,0.901288,338.455,0.550542,0.0735349,0.614286,2015,0.0761905,5
BOKSUM,0.923445,290.342,0.428357,0.106763,0.595855,2015,0.0621762,5
BOLSWARD,0.896806,211.244,0.378243,0.050434,0.696995,2015,0.0913956,5
BONTEBOK,0.882353,227.005,0.517669,0.133174,0.65641,2015,0.0615385,5
BOORNBERGUM,0.870634,197.051,0.420927,0.104032,0.631501,2015,0.13373,4
BOORNZWAAG,0.905983,112.953,0.357057,0.0440119,0.5,2015,0.00943396,5
BORCULO,0.874353,243.287,0.444476,0.0459935,0.646943,2015,0.0749507,5
BORGER,1,249.347,0.328553,0.0613696,0.587228,2015,0.0689496,5
BORGERCOMPAGNIE,1,312.82,0.417241,0.110226,0.546392,2015,0.128866,4
BORGSWEER,1,261.439,0.3017,0.0615729,0.473684,2015,0.0350877,5
BORN,1,190.914,0.478747,0.0417773,0.62467,2015,0.148623,4
BORNE,1,207.467,0.346963,0.0352214,0.78403,2015,0.0998428,5
BORNERBROEK,1,371.73,0.407785,0.046143,0.58806,2015,0.149254,4
BORNWIRD,0.869565,188.867,0.386398,0.0568539,0.6,2015,0.0666667,5
BOSCH EN DUIN,0.955801,516.04,0.875969,0.0154997,0.686416,2015,0.0635838,5
BOSKOOP,0.938544,182.241,0.872214,0.0283459,0.669677,2015,0.192456,4
BOSSCHENHOOFD,1,277.648,0.303775,0.0260525,0.650143,2015,0.123928,4
BOTLEK ROTTERDAM,0.654088,492.433,0.830054,0,0.230769,2015,0.278846,3
BOURTANGE,1,271.462,0.375486,0.0702153,0.534743,2015,0.102719,4
BOVEN-LEEUWEN,0.82864,308.03,0.524289,0.0521195,0.615534,2015,0.209709,3
BOVENKARSPEL,0.932502,217.604,0.441804,0.0846104,0.677732,2015,0.0486399,5
BOVENSMILDE,1,207.354,0.345282,0.0683755,0.585062,2015,0.210927,3
BOXMEER,1,218.106,0.253117,0.0212952,0.64056,2015,0.0596371,5
BOXTEL,1,195.466,0.255796,0.0543296,0.702368,2015,0.148197,4
BRAAMT,0.92437,174.756,0.477191,0.0380522,0.724242,2015,0.0393939,5
BRAKEL,0.868635,348.132,0.56079,0.0348373,0.636364,2015,0.0934579,5
BRANDWIJK,0.972171,260.204,0.953302,0.0423274,0.629771,2015,0.103053,4
BRANTGUM,0.923729,183.413,0.448817,0.0794327,0.486239,2015,0.0642202,5
BREDA,1,171.488,0.250037,0.0150296,0.746839,2015,0.269916,3
BREDEVOORT,0.920366,238.15,0.366689,0.0501396,0.659574,2015,0.0439716,5
BREEDENBROEK,0.890306,440.696,0.631094,0.0828347,0.633238,2015,0.0573066,5
BREEZAND,0.882602,336.504,0.716834,0.105266,0.671061,2015,0.0683044,5
BREUKELEN,0.615385,549.75,1,0.0769,0.625,2015,0.125,4
BREUKELEN UT,0.966724,198.809,0.863031,0.0191498,0.63278,2015,0.0793651,5
BREUKELEVEEN,0.927152,375.807,0.859183,0.0192732,0.65,2015,0.0928571,5
BRIELLE,0.976744,141.477,0.931489,0.0275399,0.860176,2015,0.145435,4
BRILTIL,1,385.252,0.425836,0.111982,0.741722,2015,0.119205,4
BRITSUM,0.954839,182.516,0.446117,0.0711709,0.641892,2015,0.0563063,5
BRITSWERT,0.847826,532.026,0.493816,0.13369,0.641026,2015,0.102564,4
BROEK FR,0.892857,546.416,0.794661,0.19396,0.616,2015,0.088,5
BROEK IN WATERLAND,0.917871,224.576,0.499499,0.043281,0.719138,2015,0.120961,4
BROEK OP LANGEDIJK,0.895336,242.12,0.408448,0.0849723,0.65396,2015,0.152478,4
BROEKHUIZEN DR,1,743.29,0.46759,0,0.548387,2015,0.0645161,5
BROEKHUIZEN LB,1,231.572,0.541825,0.0844429,0.493976,2015,0.189759,4
BROEKHUIZENVORST,1,242.706,0.513382,0.0453764,0.610619,2015,0.236726,3
BROEKLAND OV,1,330.793,0.440369,0.0718514,0.654545,2015,0.0909091,5
BROEKSTERWALD,0.913215,222.425,0.389219,0.0629071,0.678186,2015,0.0259179,5
BRONKHORST,0.888889,499.281,0.713242,0.15962,0.578125,2015,0.140625,4
BRONNEGER,1,527,0.37,0.08,0.615385,2015,0.0769231,5
BRONNEGERVEEN,1,181.225,0.45,0.02,0.725,2015,0.15,4
BRUCHEM,0.851511,389.478,0.570572,0.0916655,0.580247,2015,0.114198,4
BRUCHT,1,502.536,0.432303,0.0405392,0.630952,2015,0.119048,4
BRUCHTERVELD,1,331.436,0.419527,0.0494524,0.600973,2015,0.0681265,5
BRUINEHAAR,1,782.839,0.475981,0.116821,0.548387,2015,0.129032,4
BRUMMEN,0.919197,232.799,0.462673,0.0431138,0.725106,2015,0.0586044,5
BRUNSSUM,1,173.16,0.449869,0.024589,0.610445,2015,0.113132,4
BUCHTEN,1,193.693,0.486396,0.0346324,0.559834,2015,0.217482,3
BUDEL,1,239.055,0.264256,0.029933,0.668988,2015,0.101671,4
BUDEL-DORPLEIN,1,241.116,0.270381,0.0328653,0.649007,2015,0.0711921,5
BUDEL-SCHOOT,1,216.476,0.299124,0.0653012,0.632353,2015,0.0871849,5
BUGGENUM,1,238.371,0.512976,0.0349624,0.492823,2015,0.162679,4
BUINEN,1,304.916,0.357283,0.0605321,0.558266,2015,0.0867209,5
BUINERVEEN,1,160.846,0.436881,0.0818084,0.624161,2015,0.114094,4
BUITENKAAG,0.922078,360.066,0.662783,0.0335272,0.661972,2015,0.0610329,5
BUITENPOST,0.906087,203.299,0.373644,0.0752067,0.683685,2015,0.0487524,5
BUNDE,1,208.846,0.543063,0.0499358,0.586957,2015,0.788761,1
BUNNE,1,506.72,0.455547,0.0960274,0.68,2015,0.32,3
BUNNIK,0.977549,236.893,0.853608,0.041981,0.619181,2015,0.116387,4
BUNSCHOTEN-SPAKENBURG,0.973879,257.243,0.883776,0.0215571,0.618126,2015,0.151868,4
BURDAARD,0.856128,212.081,0.382444,0.0795026,0.59751,2015,0.0705394,5
BUREN FR,0.875289,182.579,0.362659,0.0813536,0.58971,2015,0.0448549,5
BUREN GLD,0.870448,289.874,0.520346,0.0311217,0.664521,2015,0.0868866,5
BURGERBRUG,0.905967,273.661,0.576561,0.0843653,0.680639,2015,0.0618762,5
BURGERVEEN,0.926174,477.732,0.416739,0.00899796,0.688406,2015,0.0942029,5
BURGUM,0.930011,184.045,0.341513,0.0435697,0.693044,2015,0.0415051,5
