city,active_conn_perc,consume_per_conn,lowtarif_perc,product_perc,p_type_conn_perc,years,smartmeter_perc,true_label
ADORP,1,199.895,0.329601,0.0625796,0.514493,2014,0.0434783,5
ADUARD,1,211.866,0.32454,0.0525077,0.520877,2014,0.059499,5
AERDENHOUT,0.92482,392.618,0.668444,0.0304987,0.717706,2014,0.0200445,5
AERDT,0.92619,258.856,0.586521,0.0173355,0.614396,2014,0.0128535,5
AFFERDEN GLD,0.899598,288.876,0.403972,0.0433677,0.620536,2014,0.0193452,5
AFFERDEN LB,1,284.097,0.500852,0.0364632,0.578002,2014,0.0819304,5
AGELO,1,332.607,0.451209,0.0327922,0.752137,2014,0.102564,4
AKERSLOOT,0.917597,230.436,0.401963,0.0310925,0.654818,2014,0.0130964,5
AKKRUM,0.901345,225.299,0.385421,0.0750752,0.639925,2014,0.0186567,5
AKMARIJP,0.82,453.78,0.608945,0.159097,0.463415,2014,0.0487805,5
ALBERGEN,1,341.355,0.440552,0.0288572,0.69406,2014,0.0545159,5
ALBLASSERDAM,0.981088,159.523,0.946726,0.0219171,0.800616,2014,0.0990076,5
ALDE LEIE,0.891667,329.327,0.428759,0.0307488,0.570093,2014,0.00934579,5
ALDEBOARN,0.870229,247.06,0.52852,0.0945524,0.609649,2014,0.0131579,5
ALDTSJERK,0.919861,230.364,0.306529,0.082829,0.609848,2014,0.00757576,5
ALEM,0.860627,260.996,0.536553,0.0456273,0.510121,2014,0.0647773,5
ALKMAAR,0.933079,187.826,0.315292,0.0248369,0.755646,2014,0.0321443,5
ALLINGAWIER,0.72973,457.333,0.775484,0.334363,0.444444,2014,0.0740741,5
ALMELO,1,682.357,0.267889,0.0154091,0.479592,2014,0.173469,4
ALMEN,0.855282,299.25,0.567672,0.112482,0.592217,2014,0.0659898,5
ALMERE,0.936972,226.503,0.359508,0.0271794,0.813318,2014,0.0733519,5
ALMKERK,1,275.911,0.375664,0.0293214,0.639021,2014,0.0639021,5
ALPHEN AAN DEN RIJN,0.942215,195.874,0.867471,0.0205706,0.735294,2014,0.0435764,5
ALPHEN AD RIJN,0.916667,206.818,1,0,0.5,2014,0,5
ALPHEN GLD,0.912883,338.289,0.549513,0.0492789,0.604839,2014,0.0295699,5
ALPHEN NB,1,355.143,0.395056,0.0164018,0.65173,2014,0.0918888,5
ALTEVEER GEM DE WOLDEN,1,254.814,0.380868,0.0510398,0.671096,2014,0.0631229,5
ALTEVEER GEM NOORDENVELD,1,294.773,0.402936,0.0436947,0.454545,2014,0,5
ALTEVEER GN,1,227.382,0.365771,0.0482096,0.576577,2014,0.0648649,5
ALTFORST,0.871094,407.919,0.532107,0.0397366,0.569507,2014,0.0403587,5
AMBT DELDEN,1,546.541,0.454779,0.0796925,0.63911,2014,0.136725,4
AMEIDE,0.977461,234.989,0.943679,0.014306,0.731745,2014,0.0830131,5
AMEN,1,378.629,0.43259,0.0730939,0.828571,2014,0.142857,4
AMERICA,1,369.172,0.511003,0.048688,0.603267,2014,0.204201,3
AMERONGEN,0.961585,255.812,0.857366,0.0202814,0.571909,2014,0.0656013,5
AMERSFOORT,0.977437,174.974,0.836363,0.0209991,0.749273,2014,0.113685,4
AMMERSTOL,0.983523,198.754,0.914224,0.0293578,0.670103,2014,0.0592784,5
AMMERZODEN,0.937111,351.336,0.570125,0.0268887,0.653821,2014,0.0325581,5
AMSTELHOEK,0.973306,258.179,0.897169,0.0156611,0.607595,2014,0.0274262,5
AMSTELVEEN,0.940486,185.011,0.322705,0.0185912,0.746759,2014,0.0261974,5
AMSTENRADE,1,233.931,0.470884,0.0348766,0.572023,2014,0.103247,4
AMSTERDAM,0.89844,133.99,0.257768,0.00638854,0.702819,2014,0.139318,4
AMSTERDAM ZUIDOOST,0.840748,136.073,0.183485,0.00731428,0.826097,2014,0.0659658,5
AMSTERDAM-DUIVENDRECHT,0.839286,776.865,0.38812,0.0156061,0.524823,2014,0.070922,5
AMSTEVEEN,0.96,107.625,0.08,0,0.916667,2014,0,5
ANDEL,1,284.493,0.3925,0.0184873,0.626059,2014,0.0582627,5
ANDELST,0.89038,365.92,0.457035,0.0302657,0.604271,2014,0.0376884,5
ANDEREN,1,371.76,0.396553,0.0773437,0.635417,2014,0.09375,5
ANDIJK,0.90373,238.037,0.477921,0.0405814,0.667982,2014,0.0270106,5
ANE,1,352.856,0.4096,0.0858448,0.5375,2014,0.0875,5
ANERVEEN,1,184.458,0.45,0.06,0.583333,2014,0.0416667,5
ANEVELDE,1,1275.89,0.47,0.16,0.421053,2014,0.157895,4
ANGEREN,0.934156,275.613,0.498145,0.032849,0.668722,2014,0.0325991,5
ANGERLO,0.927066,336.619,0.504974,0.0306951,0.624126,2014,0.0979021,5
ANJUM,0.928793,178.62,0.366563,0.0484474,0.706667,2014,0.0155556,5
ANKEVEEN,0.891482,251.622,0.380766,0.0159864,0.609948,2014,0.0340314,5
ANLOO,1,417.222,0.404666,0.0139902,0.5625,2014,0.104167,4
ANNA PAULOWNA,0.913861,236.313,0.614315,0.0583639,0.689057,2014,0.0346696,5
ANNEN,1,246.148,0.402822,0.0373722,0.604258,2014,0.282405,3
ANNERVEENSCHEKANAAL,1,188.671,0.390995,0.00855954,0.487342,2014,0.0316456,5
ANSEN,1,398.746,0.444455,0.07315,0.528169,2014,0.0915493,5
APELDOORN,0.921579,218.343,0.555289,0.0270224,0.740529,2014,0.164778,4
APPELSCHA,0.917665,223.744,0.484761,0.0648672,0.686378,2014,0.0179445,5
APPELTERN,0.87643,274.88,0.486091,0.0409549,0.626632,2014,0.0548303,5
APPINGEDAM,1,182.379,0.28418,0.0177479,0.588487,2014,0.0597882,5
ARCEN,1,224.765,0.51693,0.0366152,0.620545,2014,0.211041,3
ARKEL,0.954076,242.859,0.908353,0.0221365,0.749699,2014,0.127557,4
ARNHEM,0.922573,201.886,0.501682,0.0174451,0.713934,2014,0.0525646,5
ARRIEN,1,478.529,0.446776,0.0647454,0.676471,2014,0.0764706,5
ARUM,0.914347,313.546,0.455352,0.0575126,0.651054,2014,0.0187354,5
ASCH,0.913295,297.329,0.673806,0.0593753,0.607595,2014,0.0253165,5
ASPEREN,0.982681,224.464,0.932276,0.0183865,0.74636,2014,0.121839,4
ASSEN,1,188.404,0.306532,0.0260839,0.611731,2014,0.0635024,5
ASSENDELFT,0.937726,201.596,0.328482,0.0403362,0.766148,2014,0.0313316,5
ASTEN,1,262.677,0.294296,0.0237854,0.65668,2014,0.0858735,5
AUGSBUURT,0.763158,241.724,0.4211,0.1053,0.62069,2014,0,5
AUGUSTINUSGA,0.886288,250.002,0.390537,0.0474862,0.579245,2014,0.0150943,5
AUSTERLITZ,0.979136,273.015,0.84808,0.0500801,0.541857,2014,0.0761035,5
AVENHORN,0.914582,216.025,0.482887,0.0776704,0.673783,2014,0.0393596,5
AZEWIJN,0.915584,377.876,0.706026,0.052888,0.606383,2014,0.0390071,5
Afferden,0.631579,343.417,0.1579,0,0.583333,2014,0,5
BAAIDUINEN,0.868852,443.698,0.334999,0.0359811,0.566038,2014,0,5
BAAIUM,0.903614,400.12,0.633167,0.156501,0.573333,2014,0.08,5
BAAK,0.89942,408.151,0.641808,0.0880831,0.643011,2014,0.0473118,5
BAAMBRUGGE,0.94061,360.623,0.84886,0.0740875,0.605802,2014,0.146758,4
BAARD,0.889764,216.407,0.567287,0.0865063,0.566372,2014,0.0353982,5
BAARLE-NASSAU,1,250.624,0.402129,0.00847233,0.631649,2014,0.0612245,5
BAARLO LB,1,250.676,0.487921,0.0267875,0.584643,2014,0.1175,4
BAARN,0.977019,216.939,0.782784,0.0125224,0.617174,2014,0.0863888,5
BABBERICH,0.918065,300.625,0.551259,0.0215293,0.71828,2014,0.115054,4
BABYLONIENBROEK,1,410,0.465397,0,0.639344,2014,0.0819672,5
BAD NIEUWESCHANS,1,190.335,0.281934,0.018758,0.501333,2014,0.028,5
BADHOEVEDORP,0.954202,222.402,0.438976,0.0192506,0.681374,2014,0.0222297,5
BAEXEM,1,294.708,0.499342,0.0566769,0.544007,2014,0.153558,4
BAFLO,1,187.848,0.296727,0.0271338,0.544706,2014,0.0341176,5
BAKEL,1,308.11,0.374635,0.0292525,0.651876,2014,0.0786825,5
BAKHUIZEN,0.912752,286.621,0.347602,0.0542642,0.641544,2014,0.0257353,5
BAKKEVEEN,0.935841,240.183,0.507816,0.0868727,0.654846,2014,0.0224586,5
BALGOIJ,0.889273,444.623,0.523306,0.0422816,0.603113,2014,0.0544747,5
BALGOY,0.952381,319.8,0.5714,0,0.4,2014,0.1,5
BALINGE,1,282.118,0.43,0,0.764706,2014,0.0588235,5
BALK,0.930788,194.321,0.417929,0.020727,0.684103,2014,0.045641,5
BALKBRUG,1,323.419,0.383736,0.0404274,0.678686,2014,0.0405666,5
BALLOO,1,466.869,0.341816,0.218845,0.655738,2014,0.0983607,5
BALLUM,0.86214,209.99,0.289106,0.0812453,0.639618,2014,0.00954654,5
BANHOLT,1,228.435,0.524518,0.0312757,0.4925,2014,0.07,5
BANT,1,386.709,0.48,0.0676267,0.579235,2014,0.51184,2
BANTEGA,0.895238,320.305,0.60945,0.0566287,0.510638,2014,0.0106383,5
BARCHEM,0.892025,345.018,0.549084,0.0286283,0.661623,2014,0.0715268,5
BARENDRECHT,0.982265,163.282,0.942749,0.0140461,0.83053,2014,0.10833,4
BARGER-COMPASCUUM,1,247.512,0.336279,0.0122724,0.565807,2014,0.0393487,5
BARNEVELD,0.890159,289.592,0.392675,0.0271307,0.699911,2014,0.0708229,5
BARSINGERHORN,0.932401,269.16,0.66739,0.0468944,0.7,2014,0.0325,5
BASSE,1,233.523,0.364925,0.0959397,0.590909,2014,0.0227273,5
BATENBURG,0.942197,317.54,0.576894,0.0288117,0.625767,2014,0.0153374,5
BATHMEN,1,291.997,0.395764,0.0535651,0.708638,2014,0.0562957,5
BAVEL,1,260.588,0.307804,0.0261018,0.749006,2014,0.100275,4
BEARS FR,0.891566,234.905,0.592072,0.159509,0.689189,2014,0.0675676,5
BEDUM,1,241.69,0.315857,0.033686,0.570765,2014,0.0489071,5
BEEGDEN,1,238.688,0.513388,0.0447533,0.546261,2014,0.148289,4
BEEK EN DONK,1,205.398,0.285321,0.023974,0.654359,2014,0.0863011,5
BEEK GEM MONTFERLAND,0.896447,390.734,0.559245,0.0502252,0.628539,2014,0.0566251,5
BEEK LB,1,202.704,0.478618,0.0352626,0.574728,2014,0.125874,4
BEEK-UBBERGEN,0.929561,229.115,0.317877,0.0255899,0.620497,2014,0.0248447,5
BEEKBERGEN,0.906537,331.698,0.483447,0.0262135,0.683552,2014,0.0488677,5
BEEMTE BROEKLAND,0.862319,599.076,0.603052,0.0689977,0.605042,2014,0.0420168,5
BEERS NB,1,329.034,0.399115,0.0352588,0.605594,2014,0.0335664,5
BEERTA,1,226.186,0.324423,0.0238706,0.528302,2014,0.0345912,5
BEERZE,1,261.991,0.442717,0.0124122,0.576577,2014,0.00900901,5
BEERZERVELD,1,309.192,0.405012,0.0352793,0.565598,2014,0.139942,4
BEESD,0.932039,312.819,0.658596,0.0211595,0.652344,2014,0.0201823,5
BEESEL,1,229.649,0.514745,0.0356476,0.48694,2014,0.103545,4
BEETS NH,0.882736,243.026,0.500487,0.0418765,0.682657,2014,0.0221402,5
BEETSTERZWAAG,0.904285,212.724,0.427847,0.0597563,0.665846,2014,0.0418462,5
BEILEN,1,268.635,0.349478,0.0346534,0.616865,2014,0.0462546,5
BEINSDORP,0.926606,305.144,0.510953,0.0186955,0.579208,2014,0.019802,5
BELFELD,1,193.036,0.489599,0.0314329,0.58998,2014,0.11022,4
BELLINGWOLDE,1,230.284,0.336876,0.0227596,0.548387,2014,0.0302831,5
BELT-SCHUTSLOOT,1,247.614,0.408999,0.0223643,0.571429,2014,0.0656371,5
BELTRUM,0.904053,556.151,0.688402,0.0712229,0.602928,2014,0.0649588,5
BEMELEN,1,253.148,0.551357,0.0992795,0.540816,2014,0.127551,4
BEMMEL,0.926882,235.534,0.480255,0.0404572,0.70379,2014,0.0556845,5
BENEDEN-LEEUWEN,0.915003,258.333,0.443405,0.0238148,0.643913,2014,0.0654469,5
BENNEBROEK,0.921799,241.074,0.485326,0.0208438,0.658462,2014,0.00791209,5
BENNEKOM,0.917521,240.621,0.427885,0.045009,0.672387,2014,0.0465995,5
BENNEVELD,1,393.95,0.43,0.05,0.85,2014,0.05,5
BENNINGBROEK,0.897436,372.257,0.602782,0.0787991,0.625397,2014,0.0539683,5
BENSCHOP,0.968521,279.009,0.897422,0.0160719,0.613001,2014,0.0491308,5
BENTELO,1,499.761,0.441846,0.0312562,0.590592,2014,0.0923345,5
BENTHUIZEN,0.942857,226.802,0.822999,0.0248278,0.604683,2014,0.0964187,5
BENTVELD,0.958029,292.773,0.568148,0.0316579,0.72381,2014,0.00952381,5
BERG EN DAL,0.941132,235.57,0.578348,0.0287673,0.774659,2014,0.0874098,5
BERG EN TERBLIJT,1,244.247,0.490219,0.0467039,0.527005,2014,0.104201,4
BERGAMBACHT,0.946173,277.181,0.946029,0.019139,0.738244,2014,0.15291,4
BERGEIJK,1,270.837,0.337791,0.0196808,0.660131,2014,0.0674678,5
BERGEN AAN ZEE,0.883817,322.772,0.488748,0.0263167,0.711268,2014,0.0164319,5
BERGEN LB,1,230.63,0.481807,0.0266748,0.599138,2014,0.0875,5
BERGEN NH,0.917133,243.66,0.429154,0.0379426,0.672605,2014,0.0264805,5
BERGEN OP ZOOM,1,185.375,0.255489,0.0423558,0.688563,2014,0.132411,4
BERGENTHEIM,1,250.974,0.40005,0.0622894,0.672303,2014,0.0708535,5
BERGHAREN,0.91201,293.21,0.541947,0.0471994,0.577575,2014,0.0273794,5
BERGHEM,1,212.324,0.237364,0.0171132,0.719405,2014,0.101407,4
BERGSCHENHOEK,0.978416,201.6,0.977579,0.014966,0.844878,2014,0.0989181,5
BERINGE,1,334.533,0.498235,0.022105,0.581036,2014,0.124587,4
BERKEL EN RODENRIJS,0.965397,193.43,0.990351,0.0225046,0.833994,2014,0.171642,4
BERKEL-ENSCHOT,1,243.57,0.299358,0.0282283,0.704626,2014,0.0903025,5
BERKENWOUDE,0.969014,253.494,0.958026,0.0282464,0.674419,2014,0.0784884,5
BERKHOUT,0.879046,258.635,0.554152,0.110474,0.632752,2014,0.0620155,5
BERLICUM NB,1,260.53,0.293713,0.0386916,0.659051,2014,0.0675441,5
BERLTSUM,0.923394,213.837,0.339997,0.0472539,0.659233,2014,0.0374665,5
BERN,0.813953,499.629,0.7442,0.0698,0.628571,2014,0.114286,4
BEST,1,231.841,0.244346,0.0225742,0.717502,2014,0.0508623,5
BEUGEN,1,328.473,0.381913,0.033507,0.677698,2014,0.0705036,5
BEUNINGEN GLD,0.929152,218.271,0.457478,0.0312225,0.711975,2014,0.0983954,5
BEUNINGEN OV,1,308.617,0.452795,0.0511492,0.629393,2014,0.0926518,5
BEUSICHEM,0.913664,311.304,0.568806,0.0427885,0.636905,2014,0.0364583,5
BEUTENAKEN,1,227.35,0.53,0.05,0.55,2014,0.1,5
BEVERWIJK,0.896961,189.343,0.268221,0.0123729,0.74176,2014,0.0199268,5
BIDDINGHUIZEN,0.885424,399.53,0.649419,0.0818401,0.671899,2014,0.0608729,5
BIERUM,1,218.871,0.271645,0.00750574,0.48927,2014,0.0171674,5
BIEST-HOUTAKKER,1,375.592,0.402796,0.0355131,0.678161,2014,0.0833333,5
BIEZENMORTEL,1,366.575,0.418191,0.0544317,0.65618,2014,0.0629213,5
BILTHOVEN,0.976085,240.368,0.898184,0.0158201,0.659024,2014,0.0551036,5
BINGELRADE,1,194.184,0.51552,0.0315593,0.407821,2014,0.120112,4
BITGUM,0.886364,231.957,0.335536,0.0657837,0.649573,2014,0.022792,5
BITGUMMOLE,0.927007,204.15,0.437562,0.0651749,0.587927,2014,0.0551181,5
BLADEL,1,255.04,0.280043,0.0297247,0.643316,2014,0.0674807,5
BLANKENHAM,1,464.767,0.471075,0.0620125,0.575,2014,0.075,5
BLARICUM,0.893509,379.536,0.50097,0.00824048,0.673553,2014,0.0433598,5
BLAUWESTAD,1,289.804,0.341978,0.0846919,0.73743,2014,0.0223464,5
BLAUWHUIS,0.914062,268.927,0.372901,0.0657554,0.615385,2014,0.034188,5
BLEISWIJK,0.960108,260.822,0.972631,0.0182688,0.793256,2014,0.123244,4
BLESDIJKE,0.915493,328.169,0.645317,0.108397,0.615385,2014,0.025641,5
BLESKENSGRAAF CA,0.974107,208.16,0.948548,0.0592469,0.713107,2014,0.114574,4
BLESSUM,0.866667,351.769,0.530397,0.270239,0.538462,2014,0.0512821,5
BLIJE,0.900693,305.482,0.547846,0.139401,0.610256,2014,0.0230769,5
BLIJHAM,1,220.078,0.359835,0.0221427,0.530662,2014,0.0449714,5
BLITTERSWIJCK,1,344.876,0.519864,0.0621563,0.573394,2014,0.183486,4
BLOEMENDAAL,0.914062,287.539,0.480169,0.0184167,0.693294,2014,0.0243261,5
BLOKKER,0.931653,190.439,0.428887,0.0570612,0.664412,2014,0.0525494,5
BLOKZIJL,1,280.678,0.415442,0.0185152,0.645511,2014,0.0557276,5
BOAZUM,0.942857,180.533,0.549031,0.0389291,0.557576,2014,0.0121212,5
BOCHOLTZ,1,196.877,0.489416,0.0396699,0.51186,2014,0.108614,4
BODEGRAVEN,0.977016,227.429,0.938604,0.0247668,0.752153,2014,0.10207,4
BOEKEL,1,322.307,0.345111,0.0281473,0.645573,2014,0.057195,5
BOELENSLAAN,0.896127,222.106,0.411145,0.0549168,0.611002,2014,0.0196464,5
BOER,0.935484,226.759,0.6452,0,0.413793,2014,0,5
BOERAKKER,1,230.6,0.388112,0.0441993,0.564103,2014,0.0461538,5
BOESINGHELIEDE,0.785311,588.187,0.427788,0.0072965,0.661871,2014,0.0215827,5
BOIJL,0.905376,360.19,0.51711,0.0538885,0.610451,2014,0.0356295,5
BOKSUM,0.913462,305.437,0.416549,0.087083,0.605263,2014,0.0315789,5
BOLSWARD,0.899205,220.699,0.359062,0.0388469,0.700329,2014,0.0415467,5
BONTEBOK,0.882353,232.359,0.488352,0.112555,0.65641,2014,0.0410256,5
BOORNBERGUM,0.864542,223.594,0.422295,0.0854204,0.634409,2014,0.110599,4
BOORNZWAAG,0.910638,119.71,0.353044,0.0345648,0.495327,2014,0.00934579,5
BORCULO,0.876733,247.047,0.442816,0.0359933,0.639187,2014,0.0581592,5
BORGER,1,256.574,0.334073,0.039908,0.588018,2014,0.0414747,5
BORGERCOMPAGNIE,1,333.974,0.41512,0.100468,0.53886,2014,0.0932642,5
BORGSWEER,1,264.544,0.300877,0.0600192,0.473684,2014,0.0175439,5
BORN,1,198.522,0.482751,0.0291079,0.630106,2014,0.118003,4
BORNE,1,215.99,0.347805,0.0234131,0.78769,2014,0.0691453,5
BORNERBROEK,1,406.399,0.408292,0.029078,0.590288,2014,0.104704,4
BORNWIRD,0.884058,189.443,0.375455,0.0460346,0.606557,2014,0.0327869,5
BOSCH EN DUIN,0.972028,519.557,0.881597,0.0133305,0.693525,2014,0.0446043,5
BOSKOOP,0.936663,188.031,0.860641,0.0206708,0.672057,2014,0.0947481,5
BOSSCHENHOOFD,1,282.5,0.308272,0.0189866,0.652174,2014,0.0937198,5
BOTLEK ROTTERDAM,0.657718,525.878,0.816115,0,0.234694,2014,0.22449,3
BOURTANGE,1,278.782,0.374921,0.0506522,0.534743,2014,0.060423,5
BOVEN-LEEUWEN,0.835761,311.529,0.508778,0.0483412,0.624395,2014,0.106486,4
BOVENKARSPEL,0.931705,227.074,0.430192,0.0546732,0.683832,2014,0.0234284,5
BOVENSMILDE,1,216.071,0.340199,0.0507276,0.583218,2014,0.0395284,5
BOXMEER,1,225.983,0.250821,0.0139789,0.641404,2014,0.0406841,5
BOXTEL,1,201.01,0.250469,0.0352019,0.706959,2014,0.0802595,5
BRAAMT,0.925666,174.559,0.463636,0.0349018,0.725758,2014,0.0166667,5
BRAKEL,0.879581,362.057,0.553019,0.0234639,0.642857,2014,0.0510204,5
BRANDWIJK,0.972067,277.312,0.963686,0.0269007,0.632184,2014,0.0727969,5
BRANTGUM,0.913793,200.472,0.432791,0.0795123,0.490566,2014,0.0377358,5
BREDA,1,176.084,0.212055,0.0103448,0.750103,2014,0.0986356,5
BREDEVOORT,0.922977,248.638,0.361257,0.0429707,0.661952,2014,0.029703,5
BREEDENBROEK,0.894872,454.837,0.623699,0.0714231,0.633238,2014,0.0429799,5
BREEZAND,0.884677,353.471,0.707709,0.0877115,0.669282,2014,0.0392275,5
BREUKELEN UT,0.968383,208.32,0.863432,0.0130566,0.633006,2014,0.0442462,5
BREUKELEVEEN,0.959184,380.979,0.861918,0.0180503,0.666667,2014,0.0851064,5
BRIELLE,0.976897,150.891,0.930581,0.011709,0.86329,2014,0.114587,4
BRILTIL,1,395.139,0.429136,0.0628361,0.735099,2014,0.0529801,5
BRITSUM,0.954741,196.047,0.4144,0.0619586,0.643341,2014,0.0474041,5
BRITSWERT,0.847826,506.487,0.494101,0.0889878,0.641026,2014,0.0512821,5
BROEK FR,0.912409,530.352,0.80481,0.136677,0.616,2014,0.024,5
BROEK IN WATERLAND,0.918569,256.874,0.504155,0.0332816,0.719967,2014,0.097763,5
BROEK OP LANGEDIJK,0.875592,275.242,0.414965,0.0632983,0.643212,2014,0.0884078,5
BROEKHUIZEN DR,1,796.903,0.361483,0,0.548387,2014,0,5
BROEKHUIZEN LB,1,244.822,0.529712,0.0775105,0.493976,2014,0.135542,4
BROEKHUIZENVORST,1,273.731,0.503204,0.0401491,0.612335,2014,0.176211,4
BROEKLAND OV,1,344.112,0.432469,0.0511869,0.6621,2014,0.0684932,5
BROEKSTERWALD,0.916832,230.637,0.376127,0.0477574,0.678186,2014,0.00863931,5
BRONKHORST,0.887324,520.667,0.67908,0.168655,0.555556,2014,0.142857,4
BRONNEGER,1,552.923,0.37,0.08,0.615385,2014,0.0769231,5
BRONNEGERVEEN,1,197.282,0.44,0.03,0.717949,2014,0.0769231,5
BRUCHEM,0.85923,414.187,0.582387,0.0850031,0.576507,2014,0.0819165,5
BRUCHT,1,524.071,0.426982,0.0370385,0.619048,2014,0.0952381,5
BRUCHTERVELD,1,342.359,0.418004,0.0443348,0.601467,2014,0.0342298,5
BRUINEHAAR,1,823.065,0.478736,0.112261,0.548387,2014,0.0967742,5
BRUMMEN,0.923531,237.439,0.446466,0.0344663,0.727764,2014,0.044226,5
BRUNSSUM,1,180.471,0.445639,0.0192294,0.613857,2014,0.0869355,5
BUCHTEN,1,202.892,0.49842,0.0268953,0.565036,2014,0.152966,4
BUDEL,1,250.474,0.275151,0.0173752,0.670319,2014,0.0627186,5
BUDEL-DORPLEIN,1,247.076,0.280563,0.0184953,0.638614,2014,0.0412541,5
BUDEL-SCHOOT,1,225.053,0.294403,0.0464499,0.630915,2014,0.0651945,5
BUGGENUM,1,254.174,0.525271,0.0287243,0.478571,2014,0.135714,4
BUINEN,1,318.478,0.34988,0.0453748,0.559783,2014,0.0407609,5
BUINERVEEN,1,160.892,0.413066,0.048759,0.614865,2014,0.0743243,5
BUITENKAAG,0.921397,378.626,0.673815,0.00649457,0.649289,2014,0.0236967,5
BUITENPOST,0.908426,207.289,0.356277,0.0596093,0.68187,2014,0.0283634,5
BUNDE,1,216.597,0.506154,0.0351361,0.588766,2014,0.108651,4
BUNNE,1,519.922,0.448441,0.0499102,0.647059,2014,0.0588235,5
BUNNIK,0.979611,241.289,0.852848,0.0360402,0.617155,2014,0.0883002,5
BUNSCHOTEN-SPAKENBURG,0.970549,267.798,0.88427,0.0128134,0.613761,2014,0.104645,4
BURDAARD,0.858676,206.381,0.384075,0.060609,0.597917,2014,0.0416667,5
BUREN FR,0.894063,181.596,0.342488,0.0537763,0.58724,2014,0.0078125,5
BUREN GLD,0.890558,279.235,0.4998,0.0175096,0.678715,2014,0.0176707,5
BURGERBRUG,0.907942,285.606,0.575185,0.0707093,0.685885,2014,0.0318091,5
BURGERVEEN,0.926174,490.522,0.481684,0,0.688406,2014,0.0797101,5
BURGUM,0.935892,186.773,0.3274,0.0325484,0.695533,2014,0.0160367,5
BURGWERD,0.94012,344.975,0.695415,0.0476455,0.617834,2014,0.0318471,5
