city,active_conn_perc,consume_per_conn,lowtarif_perc,product_perc,p_type_conn_perc,years,smartmeter_perc,true_label
ALMEN,0.826783,281.984,0.589151,0.146122,0.573944,2017,0.137324,4
ALMERE,0.927992,206.36,0.655815,0.0583851,0.763536,2017,0.541371,2
ALMKERK,1,250.651,0.392021,0.0926861,0.633159,2017,0.262402,3
ALPHEN AAN DEN RIJN,0.935344,177.966,0.882807,0.0440211,0.730707,2017,0.152063,4
ALPHEN AD RIJN,0.916667,204.273,1,0,0.5,2017,0,5
ALPHEN GLD,0.915357,315.448,0.608853,0.0878334,0.574637,2017,0.159841,4
ALPHEN NB,1,296.769,0.431841,0.0571877,0.667627,2017,0.214217,3
ALTEVEER GEM DE WOLDEN,1,233.136,0.385588,0.130948,0.66113,2017,0.222591,3
ALTEVEER GEM NOORDENVELD,1,282.867,0.397716,0.0805821,0.466667,2017,0.155556,4
ALTEVEER GN,1,212.743,0.379001,0.0979701,0.594747,2017,0.155722,4
ALTFORST,0.861538,373.138,0.55524,0.0842734,0.553571,2017,0.107143,4
AMBT DELDEN,1,499.495,0.456998,0.125484,0.653968,2017,0.304762,3
AMEIDE,0.967532,205.886,0.94482,0.0532642,0.725578,2017,0.222222,3
AMEN,1,319.472,0.44838,0.138916,0.805556,2017,0.25,3
AMERICA,1,345.832,0.540716,0.142555,0.608847,2017,0.845169,1
AMERONGEN,0.971989,230.166,0.929002,0.049947,0.577192,2017,0.692878,2
AMERSFOORT,0.96363,162.786,0.929971,0.0446586,0.734051,2017,0.67542,2
AMMERSTOL,0.974607,190.7,0.917762,0.0428443,0.667494,2017,0.218362,3
AMMERZODEN,0.934691,311.597,0.602238,0.0940859,0.584615,2017,0.136538,4
AMSTELHOEK,0.967413,241.364,0.903429,0.0361811,0.608421,2017,0.0821053,5
AMSTELVEEN,0.935332,168.781,0.426366,0.0392859,0.705275,2017,0.180024,4
AMSTENRADE,1,205.092,0.491292,0.0697505,0.565253,2017,0.219413,3
AMSTERDAM,0.886351,124.598,0.387609,0.0123903,0.692759,2017,0.303751,3
AMSTERDAM ZUID00ST,0.16,168.125,0.04,0,0.625,2017,0,5
AMSTERDAM ZUIDOOST,0.688325,136.594,0.38841,0.0270631,0.748451,2017,0.294451,3
AMSTERDAM-DUIVENDRECHT,0.89675,298.661,0.404568,0.020122,0.654584,2017,0.63113,2
AMSTEVEEN,0.888889,105.833,0.7037,0,0.5,2017,0.625,2
ANDEL,1,259.158,0.392175,0.051751,0.631634,2017,0.192508,4
ANDELST,0.885809,352.826,0.528981,0.0613952,0.565707,2017,0.180225,4
ANDEREN,1,340.643,0.411155,0.155584,0.642857,2017,0.163265,4
ANDIJK,0.88723,214.274,0.565573,0.0949824,0.638421,2017,0.175276,4
ANE,1,361.127,0.456257,0.118952,0.525316,2017,0.829114,1
ANERVEEN,1,175.896,0.49,0.08,0.625,2017,0.791667,1
ANEVELDE,1,1058.39,0.48,0.22,0.5,2017,0.888889,1
ANGEREN,0.932575,250.416,0.546999,0.0662534,0.630662,2017,0.129791,4
ANGERLO,0.917329,319.998,0.589583,0.0557581,0.585789,2017,0.166378,4
ANJUM,0.925669,162.876,0.458509,0.0655578,0.685225,2017,0.111349,4
ANKEVEEN,0.887601,230.744,0.449391,0.0475248,0.565274,2017,0.13577,4
ANLOO,1,361.882,0.429108,0.068873,0.569444,2017,0.243056,3
ANNA PAULOWNA,0.91053,216.117,0.684108,0.105589,0.640674,2017,0.195205,4
ANNEN,1,224.011,0.418714,0.0958704,0.609894,2017,0.395742,3
ANNERVEENSCHEKANAAL,1,172.698,0.433636,0.0779861,0.477987,2017,0.27044,3
ANSEN,1,353.5,0.499286,0.120791,0.506944,2017,0.791667,1
APELDOORN,0.914175,204.406,0.721831,0.0610824,0.699438,2017,0.471626,2
APPELSCHA,0.914711,199.737,0.551745,0.114876,0.6307,2017,0.162052,4
APPELTERN,0.883028,235.506,0.525779,0.0827849,0.571429,2017,0.176623,4
APPINGEDAM,1,164.511,0.407066,0.154361,0.593289,2017,0.587528,2
ARCEN,1,203.51,0.530488,0.0744257,0.61165,2017,0.312067,3
ARKEL,0.938764,219.977,0.911716,0.0620687,0.748398,2017,0.282469,3
ARNHEM,0.913398,185.159,0.587734,0.037475,0.704753,2017,0.203149,3
ARRIEN,1,367.199,0.450751,0.142295,0.68323,2017,0.173913,4
ARUM,0.910448,272.269,0.521913,0.125062,0.632319,2017,0.119438,4
ASCH,0.907514,247.516,0.678951,0.091936,0.611465,2017,0.11465,4
ASPEREN,0.958696,212.816,0.926289,0.0711282,0.741497,2017,0.257748,3
ASSEN,1,172.071,0.368,0.0889292,0.612635,2017,0.324893,3
ASSENDELFT,0.929382,185.249,0.394111,0.0860638,0.746316,2017,0.125247,4
ASTEN,1,251.36,0.305884,0.0549979,0.656871,2017,0.182368,4
AUGSBUURT,0.763158,264.103,0.4474,0.1842,0.655172,2017,0.103448,4
AUGUSTINUSGA,0.882255,232.06,0.487883,0.0687503,0.541353,2017,0.140977,4
AUSTERLITZ,0.970105,250.345,0.936174,0.10329,0.5547,2017,0.6302,2
AVENHORN,0.9125,194.311,0.855476,0.121391,0.6197,2017,0.766471,1
AZEWIJN,0.901274,414.572,0.742982,0.102695,0.59364,2017,0.127208,4
Afferden,0.631579,319.5,0.1579,0.0526,0.333333,2017,0,5
BAAIDUINEN,0.873016,403.382,0.411176,0.183251,0.581818,2017,0.0727273,5
BAAIUM,0.903614,374.267,0.6449,0.17317,0.546667,2017,0.2,4
BAAK,0.873346,378.426,0.866719,0.134994,0.601732,2017,0.683983,2
BAAMBRUGGE,0.933754,332.611,0.852923,0.12046,0.601351,2017,0.212838,3
BAARD,0.880597,227.263,0.655798,0.288433,0.542373,2017,0.169492,4
BAARLE-NASSAU,1,230.098,0.42126,0.0313593,0.627884,2017,0.277543,3
BAARLO LB,1,226.267,0.519524,0.0904712,0.583658,2017,0.907322,1
BAARLO OV,1,957.423,0.9615,0.0769,0.5,2017,0.115385,4
BAARN,0.963998,202.721,0.809253,0.0603745,0.615922,2017,0.187166,4
BABBERICH,0.919132,290.048,0.635414,0.0613169,0.694206,2017,0.182403,4
BABYLONIENBROEK,1,453.856,0.426094,0.0169066,0.625899,2017,0.223022,3
BAD NIEUWESCHANS,1,175.107,0.29715,0.0666998,0.483957,2017,0.109626,4
BADHOEVEDORP,0.947707,210.012,0.52762,0.0423,0.650373,2017,0.191218,4
BAEXEM,1,265.02,0.505009,0.107323,0.550604,2017,0.290622,3
BAFLO,1,164.802,0.398152,0.212431,0.523921,2017,0.245041,3
BAKEL,1,290.282,0.387077,0.0633418,0.654578,2017,0.179057,4
BAKHUIZEN,0.898671,238.834,0.421322,0.0969306,0.61183,2017,0.116451,4
BAKKEVEEN,0.935094,208.791,0.55948,0.113601,0.623529,2017,0.135294,4
BALGOIJ,0.902141,396.217,0.583557,0.084221,0.60339,2017,0.142373,4
BALGOY,0.952381,235.05,0.5238,0.0476,0.4,2017,0.2,4
BALINGE,1,279.5,0.45,0.25,0.75,2017,0.1875,4
BALK,0.925035,181.582,0.486296,0.0599191,0.654944,2017,0.153415,4
BALKBRUG,1,288.528,0.472148,0.0993463,0.65889,2017,0.831021,1
BALLOO,1,424.23,0.437532,0.248986,0.655738,2017,0.213115,3
BALLUM,0.861314,232.612,0.385567,0.109857,0.563559,2017,0.103814,4
BANHOLT,1,214.386,0.521172,0.0680053,0.497512,2017,0.164179,4
BANT,0.974576,462.063,0.932263,0.108136,0.601739,2017,0.615652,2
BANTEGA,0.891641,307.257,0.64368,0.108447,0.506944,2017,0.0902778,5
BARCHEM,0.885127,322.239,0.579584,0.0801111,0.651639,2017,0.135246,4
BARENDRECHT,0.979513,154.54,0.950639,0.0446127,0.82106,2017,0.213604,3
BARGER-COMPASCUUM,1,223.418,0.357904,0.0554311,0.556005,2017,0.186235,4
BARNEVELD,0.885674,253.832,0.449621,0.0528344,0.69783,2017,0.192836,4
BARSINGERHORN,0.919355,249.15,0.804341,0.092963,0.649123,2017,0.556391,2
BASSE,1,211.087,0.425793,0.112634,0.565217,2017,0.0869565,5
BATENBURG,0.945087,309.315,0.642895,0.0648226,0.568807,2017,0.122324,4
BATHMEN,1,268.212,0.408275,0.106334,0.700771,2017,0.218322,3
BAVEL,1,235.555,0.522668,0.0630353,0.739813,2017,0.87051,1
BEARS FR,0.892857,214.933,0.705177,0.177751,0.586667,2017,0.186667,4
BEDUM,1,213.959,0.410638,0.236874,0.557965,2017,0.335743,3
BEEGDEN,1,214.386,0.515352,0.0911671,0.549492,2017,0.242386,3
BEEK EN DONK,1,196.78,0.306288,0.0515755,0.657143,2017,0.194415,4
BEEK GEM MONTFERLAND,0.885799,362.583,0.614827,0.0816604,0.605381,2017,0.15583,4
BEEK LB,1,183.733,0.491035,0.0989723,0.570641,2017,0.30884,3
BEEK-UBBERGEN,0.921546,223.589,0.397016,0.0407445,0.602097,2017,0.09562,5
BEEKBERGEN,0.899845,302.968,0.539109,0.0680503,0.67183,2017,0.142283,4
BEEMTE BROEKLAND,0.846868,595.027,0.629419,0.109531,0.591781,2017,0.175342,4
BEERS NB,1,279.436,0.538572,0.0913223,0.609655,2017,0.842759,1
BEERTA,1,211.198,0.348028,0.0595642,0.531937,2017,0.14555,4
BEERZE,1,247.898,0.472739,0.0230897,0.601852,2017,0.12963,4
BEERZERVELD,1,334.032,0.427087,0.137506,0.552326,2017,0.30814,3
BEESD,0.92617,298.152,0.70805,0.0391838,0.609851,2017,0.114712,4
BEESEL,1,203.779,0.526785,0.0919495,0.497679,2017,0.203343,3
BEETS NH,0.875796,217.913,0.566037,0.0996195,0.68,2017,0.145455,4
BEETSTERZWAAG,0.882548,203.92,0.461844,0.0850627,0.648462,2017,0.109856,4
BEILEN,1,247.918,0.385809,0.129924,0.609682,2017,0.40956,2
BEINSDORP,0.928571,271.716,0.556488,0.0593896,0.550481,2017,0.141827,4
BELFELD,1,176.001,0.493696,0.0889392,0.59434,2017,0.226022,3
BELLINGWOLDE,1,210.619,0.359154,0.0550345,0.544079,2017,0.159211,4
BELT-SCHUTSLOOT,1,214.846,0.417363,0.0387749,0.56917,2017,0.177866,4
BELTRUM,0.885556,543.52,0.713166,0.119146,0.582888,2017,0.161319,4
BEMELEN,1,235.546,0.546638,0.154133,0.550218,2017,0.266376,3
BEMMEL,0.923473,214.623,0.540837,0.0942142,0.659489,2017,0.158623,4
BENEDEN-LEEUWEN,0.906278,250.536,0.562167,0.057744,0.609103,2017,0.228581,3
BENNEBROEK,0.919714,221.869,0.595206,0.0477074,0.630078,2017,0.254538,3
BENNEKOM,0.909486,223.776,0.513172,0.0971911,0.627638,2017,0.206902,3
BENNEVELD,1,391.2,0.43,0.1,0.9,2017,0.2,4
BENNINGBROEK,0.884615,352.149,0.641363,0.145425,0.608696,2017,0.180124,4
BENSCHOP,0.956704,270.116,0.895093,0.0530431,0.629197,2017,0.151825,4
BENTELO,1,451.745,0.431956,0.0693922,0.60312,2017,0.232236,3
BENTHUIZEN,0.925836,215.026,0.840692,0.0689676,0.571241,2017,0.235062,3
BENTVELD,0.953488,297.942,0.600521,0.0389367,0.711069,2017,0.0844278,5
BERG EN DAL,0.93695,218.213,0.653746,0.0571153,0.682316,2017,0.220657,3
BERG EN TERBLIJT,1,226.491,0.494405,0.10096,0.526969,2017,0.2411,3
BERGAMBACHT,0.938135,254.154,0.938299,0.0542848,0.735585,2017,0.308378,3
BERGEIJK,1,257.699,0.380596,0.0555059,0.659407,2017,0.338726,3
BERGEN AAN ZEE,0.883197,299.668,0.514021,0.0423631,0.689095,2017,0.0719258,5
BERGEN LB,1,215.493,0.48602,0.0710321,0.593671,2017,0.235865,3
BERGEN NH,0.896748,229.706,0.504215,0.0665187,0.629395,2017,0.142699,4
BERGEN OP ZOOM,1,168.392,0.306544,0.0722292,0.669201,2017,0.305255,3
BERGENTHEIM,1,229.12,0.4088,0.129169,0.665615,2017,0.205836,3
BERGHAREN,0.908876,271.686,0.594992,0.123651,0.539062,2017,0.153646,4
BERGHEM,1,198.823,0.331033,0.0545317,0.72421,2017,0.45521,2
BERGSCHENHOEK,0.971842,187.782,0.969273,0.0483159,0.83273,2017,0.369014,3
BERINGE,1,336.392,0.503172,0.0778051,0.589716,2017,0.233042,3
BERKEL EN RODENRIJS,0.962507,173.713,0.98139,0.0592603,0.817537,2017,0.29965,3
BERKEL-ENSCHOT,1,221.526,0.52681,0.0567644,0.695689,2017,0.878955,1
BERKENWOUDE,0.945578,235.214,0.954835,0.0831509,0.679137,2017,0.225899,3
BERKHOUT,0.875204,235.076,0.617305,0.139417,0.602982,2017,0.192917,4
BERLICUM NB,1,246.263,0.32346,0.0792745,0.657818,2017,0.19094,4
BERLTSUM,0.914031,199.404,0.424468,0.0909615,0.620231,2017,0.150843,4
BEST,1,205.829,0.258523,0.0556228,0.71383,2017,0.185983,4
BEUGEN,1,295.13,0.374246,0.0924815,0.670816,2017,0.214385,3
BEUNINGEN GLD,0.918272,203.176,0.534457,0.061258,0.682658,2017,0.201468,3
BEUNINGEN OV,1,285.283,0.440791,0.135091,0.638095,2017,0.263492,3
BEUSICHEM,0.904417,305.926,0.609321,0.0859707,0.606414,2017,0.126093,4
BEUTENAKEN,1,205,0.62,0.1,0.55,2017,0.6,2
BEVERWIJK,0.891338,171.474,0.378647,0.0331546,0.700975,2017,0.168943,4
BIDDINGHUIZEN,0.854363,363.227,0.683395,0.131733,0.656228,2017,0.174377,4
BIERUM,1,191.14,0.316828,0.178308,0.489362,2017,0.157447,4
BIEST-HOUTAKKER,1,363.32,0.405654,0.0898365,0.707182,2017,0.254144,3
BIEZENMORTEL,1,356.971,0.550312,0.092331,0.667411,2017,0.888393,1
BILTHOVEN,0.968617,220.77,0.907498,0.0388079,0.656475,2017,0.166834,4
BINGELRADE,1,177.905,0.55626,0.0947238,0.435754,2017,0.812849,1
BITGUM,0.883838,217.38,0.395394,0.0940262,0.617143,2017,0.102857,4
BITGUMMOLE,0.927007,187.78,0.508894,0.123005,0.545932,2017,0.175853,4
BLADEL,1,239.671,0.318542,0.0610059,0.642394,2017,0.198368,4
BLANKENHAM,1,464.965,0.858552,0.0383667,0.563953,2017,0.209302,3
BLARICUM,0.865273,362.553,0.617525,0.0235924,0.629111,2017,0.301259,3
BLAUWESTAD,1,303.534,0.350262,0.175091,0.741573,2017,0.123596,4
BLAUWHUIS,0.910156,244.639,0.515008,0.119291,0.60515,2017,0.158798,4
BLEISWIJK,0.955344,241.39,0.954887,0.0579302,0.782567,2017,0.300192,3
BLESDIJKE,0.902326,294.619,0.699061,0.17472,0.649485,2017,0.170103,4
BLESKENSGRAAF CA,0.940975,202.763,0.950523,0.0929974,0.715455,2017,0.222727,3
BLESSUM,0.822222,366.892,0.55492,0.334026,0.540541,2017,0.162162,4
BLIJE,0.890215,275.284,0.596153,0.172866,0.581769,2017,0.107239,4
BLIJHAM,1,204.738,0.372062,0.0596675,0.529894,2017,0.125307,4
BLITTERSWIJCK,1,291.813,0.522742,0.107331,0.575281,2017,0.341573,3
BLOEMENDAAL,0.911497,285.784,0.552285,0.0374217,0.667097,2017,0.134194,4
BLOKKER,0.932388,168.517,0.548547,0.0941662,0.639959,2017,0.20284,3
BLOKZIJL,1,290.458,0.435324,0.0352702,0.635812,2017,0.141123,4
BOAZUM,0.943182,165.373,0.60417,0.0721599,0.512048,2017,0.10241,4
BOCHOLTZ,1,176.476,0.500246,0.0845114,0.510744,2017,0.217769,3
BODEGRAVEN,0.964599,208.816,0.937818,0.0525307,0.749653,2017,0.270778,3
BOEKEL,1,293.27,0.371026,0.0698506,0.647177,2017,0.168779,4
BOELENSLAAN,0.895288,199.22,0.473429,0.0865664,0.576998,2017,0.120858,4
BOER,0.935484,250.31,0.7419,0.0968,0.448276,2017,0.275862,3
BOERAKKER,1,218.959,0.370643,0.109091,0.549223,2017,0.139896,4
BOESINGHELIEDE,0.764103,432.02,0.515375,0.0102981,0.671141,2017,0.201342,3
BOIJL,0.903433,331.912,0.595497,0.0947155,0.615202,2017,0.142518,4
BOKSUM,0.909524,287.838,0.484467,0.13049,0.565445,2017,0.13089,4
BOLSWARD,0.895681,203.034,0.437538,0.0697033,0.674908,2017,0.147119,4
BONTEBOK,0.889796,171.321,0.584362,0.167187,0.623853,2017,0.178899,4
BOORNBERGUM,0.869063,184.371,0.443734,0.137125,0.641064,2017,0.189069,4
BOORNZWAAG,0.901709,114.564,0.379961,0.0788621,0.507109,2017,0.0521327,5
BORCULO,0.860997,236.567,0.488897,0.0816308,0.622272,2017,0.148573,4
BORGER,1,233.831,0.346256,0.112758,0.589165,2017,0.183747,4
BORGERCOMPAGNIE,1,299.244,0.419167,0.142429,0.544041,2017,0.196891,4
BORGSWEER,1,217.088,0.374188,0.158041,0.473684,2017,0.210526,3
BORN,1,194.561,0.480783,0.0637084,0.613976,2017,0.216368,3
BORNE,1,197.722,0.363022,0.072791,0.781114,2017,0.197889,4
BORNERBROEK,1,363.941,0.415802,0.074107,0.582111,2017,0.256598,3
BORNWIRD,0.797297,203.305,0.388381,0.0838973,0.59322,2017,0.135593,4
BOSCH EN DUIN,0.941098,500.605,0.943337,0.0235404,0.672831,2017,0.520626,2
BOSKOOP,0.928859,171.918,0.868334,0.0446404,0.664918,2017,0.282885,3
BOSSCHENHOOFD,1,274.156,0.329845,0.0384927,0.658559,2017,0.223573,3
BOTLEK ROTTERDAM,0.558659,777.79,0.756591,0,0.22,2017,0.31,3
BOURTANGE,1,253.303,0.394804,0.0818231,0.540541,2017,0.234234,3
BOVEN-LEEUWEN,0.812054,304.848,0.619435,0.0640584,0.573242,2017,0.272461,3
BOVENKARSPEL,0.931379,202.82,0.510148,0.122127,0.617701,2017,0.150091,4
BOVENSMILDE,1,194.393,0.394706,0.214555,0.587908,2017,0.318277,3
BOXMEER,1,200.877,0.283376,0.0412596,0.637729,2017,0.14917,4
BOXTEL,1,189.029,0.310121,0.0861054,0.699791,2017,0.259066,3
BRAAMT,0.921459,155.852,0.520327,0.064637,0.709285,2017,0.407915,2
BRAKEL,0.878118,311.049,0.59257,0.0535948,0.599838,2017,0.151786,4
BRANDWIJK,0.956044,258.858,0.956487,0.0551866,0.641762,2017,0.183908,4
BRANTGUM,0.915966,178.982,0.494539,0.105096,0.495413,2017,0.12844,4
BREDA,1,163.028,0.441407,0.024437,0.713416,2017,0.727928,1
BREDEVOORT,0.920366,226.018,0.437103,0.0733837,0.625532,2017,0.0964539,5
BREEDENBROEK,0.895939,429.187,0.66546,0.117545,0.626062,2017,0.11898,4
BREEZAND,0.854199,332.335,0.753428,0.134987,0.667672,2017,0.160434,4
BREUKELEN,0.705882,319.583,1,0.0588,0.75,2017,0.166667,4
BREUKELEN UT,0.961893,191.209,0.870615,0.0319104,0.632084,2017,0.119915,4
BREUKELEVEEN,0.888158,361.2,0.847672,0.0460015,0.637037,2017,0.118519,4
BRIELLE,0.968013,138.555,0.935838,0.0390167,0.852273,2017,0.256579,3
BRILTIL,1,382.195,0.466743,0.13751,0.662338,2017,0.279221,3
BRITSUM,0.956621,175.241,0.514715,0.107066,0.558473,2017,0.224344,3
BRITSWERT,0.847826,574.615,0.51687,0.148518,0.487179,2017,0.128205,4
BROEK FR,0.886525,595.488,0.744884,0.204939,0.6,2017,0.176,4
BROEK IN WATERLAND,0.912463,237.694,0.565094,0.0872949,0.703252,2017,0.214634,3
BROEK OP LANGEDIJK,0.892857,216.765,0.480216,0.109,0.64549,2017,0.274118,3
BROEKHUIZEN DR,1,751.355,0.42937,0.0818637,0.580645,2017,0.258065,3
BROEKHUIZEN LB,1,245.643,0.553612,0.135643,0.510511,2017,0.306306,3
BROEKHUIZENVORST,1,249.756,0.511939,0.0812212,0.618943,2017,0.281938,3
BROEKLAND OV,1,317.46,0.472796,0.164638,0.640625,2017,0.870536,1
BROEKSTERWALD,0.913556,215.748,0.427252,0.0898003,0.643011,2017,0.0795699,5
BRONKHORST,0.876712,513.547,0.89698,0.155554,0.515625,2017,0.6875,2
BRONNEGER,1,524.231,0.38,0.23,0.615385,2017,0.307692,3
BRONNEGERVEEN,1,180.59,0.44,0.08,0.769231,2017,0.205128,3
BRUCHEM,0.853383,334.764,0.600061,0.1234,0.550661,2017,0.17768,4
BRUCHT,1,363.917,0.462713,0.100029,0.702381,2017,0.25,3
BRUCHTERVELD,1,313.466,0.426364,0.0839636,0.596154,2017,0.201923,3
BRUINEHAAR,1,668.58,0.477916,0.138363,0.54,2017,0.26,3
BRUMMEN,0.909276,227.292,0.510591,0.0653042,0.708656,2017,0.131454,4
BRUNSSUM,1,166.63,0.471225,0.0511823,0.60598,2017,0.246314,3
BUCHTEN,1,187.222,0.486771,0.0518178,0.545833,2017,0.276042,3
BUDEL,1,224.685,0.302239,0.0502292,0.668044,2017,0.193756,4
BUDEL-DORPLEIN,1,222.927,0.53549,0.101272,0.624796,2017,0.818923,1
BUDEL-SCHOOT,1,207.889,0.325615,0.0907624,0.632184,2017,0.229885,3
BUGGENUM,1,230.329,0.529214,0.0665597,0.494033,2017,0.236277,3
BUINEN,1,302.014,0.363727,0.0967125,0.560976,2017,0.154472,4
BUINERVEEN,1,152.275,0.427118,0.125469,0.630872,2017,0.201342,3
BUITENKAAG,0.90873,402.581,0.742055,0.0423483,0.624454,2017,0.222707,3
BUITENPOST,0.903472,191.188,0.423192,0.098499,0.647194,2017,0.128363,4
BUNDE,1,197.781,0.528065,0.122942,0.588307,2017,0.816435,1
BUNNE,1,508,0.503973,0.117528,0.673077,2017,0.384615,3
BUNNIK,0.974344,234.664,0.871166,0.0833818,0.619106,2017,0.213105,3
BUNSCHOTEN-SPAKENBURG,0.95475,248.211,0.886666,0.0558166,0.619514,2017,0.224399,3
BURDAARD,0.85614,215.676,0.439837,0.098737,0.57377,2017,0.151639,4
BUREN FR,0.864896,175.092,0.392344,0.113554,0.58478,2017,0.121495,4
BUREN GLD,0.885714,279.674,0.555387,0.0512964,0.630999,2017,0.158143,4
BURGERBRUG,0.889667,281.537,0.6582,0.105055,0.643701,2017,0.232283,3
BURGERVEEN,0.901099,473.744,0.43852,0.0332523,0.676829,2017,0.219512,3
BURGUM,0.928527,171.202,0.422058,0.0705876,0.649336,2017,0.143372,4
BURGWERD,0.928144,334.439,0.727538,0.112637,0.619355,2017,0.129032,4
BURUM,0.896194,205.575,0.559635,0.0928154,0.521236,2017,0.127413,4
BUSSUM,0.929712,228.957,0.505823,0.0254392,0.603168,2017,0.205909,3
BUURMALSEN,0.919421,308.337,0.633651,0.111246,0.602247,2017,0.107865,4
